[00:00.000 --> 00:20.800]  They do not know God. They know destruction. And they go about like a lion roaring, seeing
[00:20.800 --> 00:26.520]  who they might devour. Who will bow to them? Who will give them authority? Who will let
[00:26.520 --> 00:32.920]  them tell you that there are no mothers and fathers? But regardless, a baby, when I first
[00:32.920 --> 00:37.120]  learned about this 30 years ago, before I even got on air, and I saw the documentaries
[00:37.120 --> 00:42.200]  and I saw the court cases back when it was underground on access TV. And I was going
[00:42.200 --> 00:47.280]  out and protesting in abortion clinics with Catholic charities and Protestant charities.
[00:47.280 --> 00:51.320]  They were showing underground footage and actual footage of partial birth abortions
[00:51.320 --> 00:57.520]  and things that just blew me away, that they were harvesting the organs and that they were
[00:57.520 --> 01:02.240]  taking the nine-month-old and eight-month-old babies from mothers who were poor. They would
[01:02.240 --> 01:05.960]  drug them up at Planned Parenthood and other facilities. They would tell them, oh, yes,
[01:05.960 --> 01:12.400]  you had the abortion, or oh, the baby died. They would keep the baby alive, take it, actually
[01:12.400 --> 01:17.200]  put it in a soundproof box, put it in a van and drive it to a facility where they would
[01:17.200 --> 01:23.720]  generally just go ahead and butcher it themselves, the parts for organ donation, you name it.
[01:23.720 --> 01:36.280]  So if we alter our process and we are able to obtain intact fetal cadavers, then we can
[01:36.280 --> 01:43.680]  make it part of the budget that any dissections are this, and splitting the specimens into
[01:43.680 --> 01:48.360]  different shipments is this. I mean, that's all just a matter of line items.
[01:48.360 --> 01:58.920]  What would you expect for intact tissue? What sort of compensation? What sort of...
[01:58.920 --> 02:04.240]  Well, one used to, if I tell me what you used to pay, you know, in negotiations, a person
[02:04.240 --> 02:11.400]  throws out the figure first, it's out of loss, right? So I want to live with you. I want to live with you.
[02:11.400 --> 02:22.400]  Now, the thing is, I don't do induction, so my technique is dysarticulate to technique, so there would have...
[02:22.400 --> 02:26.400]  You know, we'd have to kind of talk about, like, exactly what it is that you're meeting.
[02:26.400 --> 02:27.400]  Right, right.
[02:27.400 --> 02:28.400]  Because...
[02:28.400 --> 02:30.400]  Reach position is great.
[02:30.400 --> 02:38.400]  Because part of the issue is, it's not a matter of how I feel about it coming out intact.
[02:38.400 --> 02:43.400]  I'm not going to worry about my staff and how people's feelings about it coming out like a baby.
[02:43.400 --> 02:50.400]  We have a group purchasing program through our membership and, like, I'm just thinking about how we have...
[02:50.400 --> 02:55.400]  We have disposal, like, biodisposal companies that work with us.
[02:55.400 --> 02:59.400]  So it seems like this would be a really great option to be able to offer numbers as well.
[02:59.400 --> 03:00.400]  Yes.
[03:00.400 --> 03:06.400]  On the topic, on the field tissue side of it, you know, it'd be helpful for us to understand volume-wise.
[03:06.400 --> 03:12.400]  I mean, realistically, if we were to do an agreement with you guys, you know, what do we think you could get?
[03:12.400 --> 03:13.400]  I mean, what do you feel like you could get?
[03:13.400 --> 03:14.400]  Volume-wise?
[03:14.400 --> 03:15.400]  Yeah.
[03:15.400 --> 03:19.400]  On specifically liver tissue, because that's such an area of demand for us.
[03:19.400 --> 03:20.400]  Right.
[03:20.400 --> 03:24.400]  So liver and what about intact specimens?
[03:24.400 --> 03:25.400]  Oh, yeah.
[03:25.400 --> 03:31.400]  I mean, if you had intact cases, which we've done a lot, so we've sometimes shipped those back to our lab in its entirety.
[03:31.400 --> 03:35.400]  You have to understand, the left is not the moral high ground bleeding hearts.
[03:35.400 --> 03:39.400]  They are the eugenicists.
[03:39.400 --> 03:45.400]  Whether it's Planned Parenthood and Margaret Sanger and all of it, they are the party of the KKK.
[03:45.400 --> 03:48.400]  They are the party of depopulation.
[03:48.400 --> 03:58.400]  They are the party of killing the brown babies, as Bernie Sanders said last week in that CNN town hall to, quote, save the earth.
[03:58.400 --> 04:06.400]  And if you don't have empathy for those that can't defend themselves, I assure you, you don't have any care about your own self, your own family,
[04:06.400 --> 04:09.400]  and you're going to end up reaping what you sow.
[04:09.400 --> 04:11.400]  What comes around goes around.
[04:11.400 --> 04:13.400]  Call it karma, if you will.
[04:13.400 --> 04:15.400]  It's universal.
[04:15.400 --> 04:25.400]  And you obviously don't have a connection to God, or you would be feeling the presence and the power, and you would be fearing God,
[04:25.400 --> 04:28.400]  fearing being out of alignment.
[04:31.400 --> 04:33.400]  All right.
[04:33.400 --> 04:35.400]  Bolton.
[04:35.400 --> 04:37.400]  The Warhawk was just five minutes ago.
[04:37.400 --> 04:39.400]  It's topstorydowndraftsport.com.
[04:39.400 --> 04:40.400]  There's so much massive news.
[04:40.400 --> 04:44.400]  We'll break it all down on the other side of this quick break in T-minus.
[04:44.400 --> 04:45.400]  Sixty seconds.
[04:45.400 --> 04:49.400]  Meanwhile, Soros has praised Trump on his handling of Huawei.
[04:49.400 --> 04:51.400]  It's all coming up in T-minus.
[04:51.400 --> 04:52.400]  Sixty seconds.
[04:52.400 --> 04:53.400]  Newswars.com.
[04:53.400 --> 04:54.400]  Infowars.com.
[04:54.400 --> 04:55.400]  Please spread the live links.
[04:55.400 --> 04:58.400]  The live transmission is live.
[04:58.400 --> 05:02.400]  Band.video is the answer to censorship.
