[00:00:10.126 --> 00:00:12.768]  Waging war on corruption.
[00:00:12.768 --> 00:00:14.469]  It's Alex Jones.
[00:00:14.469 --> 00:00:24.435]  Coming to you live from the front lines of the InfoWar.
[00:00:24.435 --> 00:00:25.016]  We're live.
[00:00:25.016 --> 00:00:28.418]  It's August 1st, 2016.
[00:00:28.418 --> 00:00:31.740]  We are three months and a week out from the general election.
[00:00:31.740 --> 00:00:32.380]  A hundred days.
[00:00:32.380 --> 00:00:37.484]  I was talking to Paul Joseph Watson this morning.
[00:00:38.806 --> 00:00:41.007]  And I said, what's your assessment of the world right now?
[00:00:41.007 --> 00:01:00.957]  And he said, we're going into a cycle of serious corruption, a cycle of collapse, a cycle of general insanity, because the world has become so unnatural and humanity is basically trying to get its balance.
[00:01:00.957 --> 00:01:07.860]  And the social engineers are using that imbalance to gain greater control.
[00:01:09.892 --> 00:01:13.093]  And I said, that's exactly what's going on.
[00:01:13.093 --> 00:01:16.534]  And I said, you understand, Paul, that we're not on a power trip at InfoWars.
[00:01:16.534 --> 00:01:19.774]  We have an incredible responsibility.
[00:01:19.774 --> 00:01:33.178]  And I told him a lot of things that no one else really knows in the crew of some of the really dangerous behind the scenes things going on.
[00:01:33.178 --> 00:01:38.079]  But I tell you, being involved in the highest levels of change globally,
[00:01:39.787 --> 00:01:45.130]  is a incredible responsibility.
[00:01:45.130 --> 00:01:50.733]  And it's like jumping 500 feet into freezing water.
[00:01:50.733 --> 00:01:58.918]  And you look around at the rest of the public who are basically in arrested development, living in a fantasy world, and it's scary.
[00:01:58.918 --> 00:02:08.804]  Even the supposedly focused individuals that are politically involved still aren't one-tenth as serious as they should be.
[00:02:10.683 --> 00:02:14.124]  And I understand we've been inducted into this matrix-like system from birth.
[00:02:14.124 --> 00:02:32.809]  It's getting more intense as we go, but man, the level of outright corruption and evil and the directed persecution of not just humanity and the genetic code of the different species, but the entire planet itself.
[00:02:32.809 --> 00:02:34.370]  It is beyond devilish.
[00:02:42.756 --> 00:02:45.037]  We're going to cover all this news today.
[00:02:45.037 --> 00:02:48.278]  And Joel Scouser is going to join us later in the middle of the broadcast, World Affairs Brief.
[00:02:48.278 --> 00:02:53.900]  Talk about the different things that are happening geopolitically.
[00:02:53.900 --> 00:02:57.382]  But the New World Order are masters at controlling narratives.
[00:02:57.382 --> 00:03:01.383]  And they put out a fake right-wing narrative, a fake left-wing narrative.
[00:03:01.383 --> 00:03:04.985]  That's what's done on a planetary scale.
[00:03:04.985 --> 00:03:09.327]  When I say transcend the left-right paradigm, a term I coined more than 20 years ago,
[00:03:13.860 --> 00:03:23.044]  I wasn't saying there isn't a left or a right, I'm saying normally the left and right are controlled, and that's what Carol Quigley wrote about at Georgetown.
[00:03:23.044 --> 00:03:35.149]  He said, it'll look like there's a difference on the surface, but beneath that there's really no difference and the same elites will control it, so that people will revolt through the political system, believing that they're going to have change, but the change never really comes.
[00:03:35.149 --> 00:03:40.512]  But you see, once you're aware of that paradigm, then it's the beginning of the end, and the globalists know that.
[00:03:41.297 --> 00:03:50.643]  And Brzezinski now says they've lost control of the Council on Foreign Relations, in three different speeches, and says it's just easier to start killing everybody than controlling them.
[00:03:50.643 --> 00:03:54.466]  He admits they're losing.
[00:03:54.466 --> 00:04:07.975]  So, the establishment's really discussing some hardcore stuff, like World War III, just to control populations, and World War III will be as much against the United States as it is against Russia.
[00:04:08.857 --> 00:04:20.066]  And folks have to transcend to the globalist mindset, or descend, depending on how you look at it, to see that they're attacking the nation-state.
[00:04:20.066 --> 00:04:29.073]  Now, I'm not saying we become globalist, but we have to think like a globalist, understand from a globalist perspective.
[00:04:29.073 --> 00:04:30.655]  Where are the serious men?
[00:04:30.655 --> 00:04:32.316]  Where are the serious women?
[00:04:32.316 --> 00:04:33.297]  Well, there aren't a lot of them.
[00:04:34.269 --> 00:04:41.696]  And so that's why InfoWars has become the counter-narrative to a great extent to the entire world government system.
[00:04:41.696 --> 00:04:56.149]  And I think you need to know that as listeners, not at some braggadocio point for the broadcast, but to actually examine the true danger we are all in because of the nature of this fight.
[00:04:56.149 --> 00:04:56.690]  Stay with us.
[00:04:56.690 --> 00:04:59.012]  We've got to replicate this data analysis quickly.
[00:05:00.778 --> 00:05:06.601]  Hillary Clinton suggested the grieving families of victims of the Benghazi attack are liars in an appearance on Fox News Sunday.
[00:05:06.601 --> 00:05:16.726]  While the corporate media obsessed over Donald Trump's response to a fallen soldier from a Muslim immigrant family, Clinton's response to Pat Smith over the death of her son in Libya was glossed over, as reported by Steve Watson.
[00:05:16.926 --> 00:05:23.410]  Clinton said, quote, I don't hold any ill feeling for someone who in that moment may not fully recall everything that was or wasn't said.
[00:05:23.410 --> 00:05:32.456]  Now that's a bold statement coming from Hillary's mouth considering the FBI revealed she lied numerous times about sending classified information over her unsecured private email server.
[00:05:32.456 --> 00:05:43.303]  Hillary's suggesting, once again, that families of the Benghazi victims didn't hear her properly when she told them the cause of the attack was an anti-Muslim YouTube video and that it was not a coordinated pre-planned terror attack.
[00:05:43.303 --> 00:05:45.705]  But private emails revealed Hillary knows the terrorist attack.
[00:05:45.865 --> 00:05:55.016]  And additionally, the whole story about the YouTube video was a State Department fabrication to cover up the Department's role in shipping living weapons to jihadists in Syria via Benghazi.
[00:05:55.016 --> 00:05:57.279]  For more reports, visit Infowars.com.
[00:05:57.279 --> 00:05:58.741]  This is Kit Daniels reporting.
[00:05:59.907 --> 00:06:03.108]  A clean, toxic-free body is the foundation of true health.
[00:06:03.108 --> 00:06:05.468]  Deep Cleanze by InfoWarsLife.com.
[00:06:05.468 --> 00:06:12.470]  A scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[00:06:12.470 --> 00:06:17.791]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[00:06:17.791 --> 00:06:26.773]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanze doesn't hold back.
[00:06:27.213 --> 00:06:36.097]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[00:06:36.097 --> 00:06:43.180]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spite G-Rex herbal processing technique.
[00:06:43.180 --> 00:06:48.563]  We use only the highest quality organic herbs, backed by serious research, and we still bring it to you the best.
[00:06:49.743 --> 00:07:08.068]  If you ever wanted a great deal on a powerful solar generator, but were waiting for an outrageously low price, you are not going to want to miss this important message.
[00:07:08.068 --> 00:07:08.889]  Here's why.
[00:07:08.889 --> 00:07:13.050]  My friends, we already see major power grid problems, and it's getting worse.
[00:07:13.050 --> 00:07:13.970]  So please listen.
[00:07:13.970 --> 00:07:17.391]  Solar generators really do provide life-saving electrical power.
[00:07:17.651 --> 00:07:24.034]  And unlike gas generators, solar generators run silently, emit no fumes or gases, and produce electricity from the sun.
[00:07:24.034 --> 00:07:31.337]  Whether it's dangerous summer storms, blackouts, intensifying civil unrest, you're not going to have to suffer through it like the rest of the sheep.
[00:07:31.337 --> 00:07:33.698]  And here's the best news if you want to get one this week.
[00:07:33.698 --> 00:07:44.943]  Solutions from Science has a big sale on their fast-charge solar generators, and they're giving away a couple thousand dollars worth of off-the-grid gear in addition to the low price for InfoWars listeners.
[00:07:45.263 --> 00:07:47.004]  So it's a good time to check it out.
[00:07:47.004 --> 00:07:48.685]  Go to gridwars.com.
[00:07:48.685 --> 00:07:50.426]  That's gridwars.com.
[00:07:50.426 --> 00:07:54.287]  It's a great opportunity to generate maximum electricity with minimum money.
[00:07:54.287 --> 00:07:55.848]  Go to gridwars.com.
[00:07:55.848 --> 00:08:03.592]  That's gridwars.com.
[00:08:03.592 --> 00:08:07.674]  Defending the republic from enemies foreign and domestic.
[00:08:07.674 --> 00:08:09.735]  It's Alex Jones.
[00:08:16.135 --> 00:08:22.436]  I want to be deadly clear right here at the beginning of this broadcast.
[00:08:22.436 --> 00:08:26.537]  Planetary world government is being established.
[00:08:26.537 --> 00:08:44.640]  The controlling central bank's plan on extended worldwide depression, conflict, wars, and other crises to bring in the next phase after the organized collapse.
[00:08:47.310 --> 00:08:56.434]  Even the Wall Street Journal and the New York Times are admitting that we've had a recovery that was not a recovery.
[00:08:56.434 --> 00:09:06.298]  Even with cooked numbers, this nation is seeing 0.8 or 0.8 growth rates.
[00:09:06.298 --> 00:09:11.580]  That is certainly a multi-number negative when you understand they cook unemployment and other systems.
[00:09:17.276 --> 00:09:18.716]  This is organized.
[00:09:18.716 --> 00:09:26.219]  This is planned.
[00:09:26.219 --> 00:09:45.065]  We have to come to grips with the fact that only Donald Trump is even remotely talking about the reasons that this is happening, and that's why the entire power structure is against him.
[00:09:48.015 --> 00:10:04.119]  The social engineers, the culture controllers, are probing and are testing right now to see exactly how far they can push us.
[00:10:04.119 --> 00:10:13.841]  And much of the evidence shows they are trying to push us in a direction
