[00:00:04.642 --> 00:00:05.943]  Big Brother.
[00:00:05.943 --> 00:00:07.704]  Mainstream media.
[00:00:07.704 --> 00:00:09.466]  Government cover-ups.
[00:00:09.466 --> 00:00:11.067]  You want answers?
[00:00:11.067 --> 00:00:12.608]  Well, so does he.
[00:00:12.608 --> 00:00:16.812]  He's Alex Jones on the GCN Radio Network.
[00:00:16.812 --> 00:00:20.855]  And now, live from Austin, Texas, Alex Jones.
[00:00:25.174 --> 00:00:36.697]  Last year in Portugal, hundreds of former high-level military officers and others met for a 76-hour press conference where they publicly accused the U.S.
[00:00:36.697 --> 00:00:37.837]  government for carrying out 9-1-1.
[00:00:37.837 --> 00:00:44.359]  It was carried by Spanish and Portuguese papers and by a few English papers.
[00:00:46.061 --> 00:00:49.082]  And they went over the evidence of how there was no way 19 hijackers did that.
[00:00:49.082 --> 00:00:50.982]  Now a bunch of them have been found alive.
[00:00:50.982 --> 00:00:52.663]  The others were trained at U.S.
[00:00:52.663 --> 00:00:56.244]  military bases, their credit cards, their homes, paid for by the FBI.
[00:00:56.244 --> 00:01:00.705]  We've had David Shippers and everybody else on about this.
[00:01:00.705 --> 00:01:05.466]  Judicial Watch has talked about how the Bushes vacationed with the Bin Ladens on national TVs, talked about it.
[00:01:06.323 --> 00:01:08.585]  The evidence... I've made two films and written a book, folks.
[00:01:08.585 --> 00:01:09.565]  It's a fact.
[00:01:09.565 --> 00:01:19.232]  As the German technology minister said, the globalists, the military-industrial complex carried this out to set up open-world dictatorship.
[00:01:19.232 --> 00:01:19.512]  Okay?
[00:01:19.512 --> 00:01:20.553]  That's the quote.
[00:01:20.553 --> 00:01:22.574]  German ministers are saying it, okay?
[00:01:22.574 --> 00:01:24.535]  I'm not the only one, and I know we're on in D.C.
[00:01:24.535 --> 00:01:25.576]  and everywhere else.
[00:01:25.576 --> 00:01:27.558]  There's thousands of us that are prominent.
[00:01:27.558 --> 00:01:30.940]  Someone who's very prominent is Barry Schweiker.
[00:01:31.847 --> 00:01:34.851]  And he's written for all the big major papers, many of the big papers.
[00:01:34.851 --> 00:01:38.876]  He's the Visions TV media critic, highly respected.
[00:01:38.876 --> 00:01:46.266]  And he's convincing a lot of top journalists that he is correct of some big questions of prior knowledge up in Canada.
[00:01:46.266 --> 00:01:47.908]  And we're honored to have
[00:01:48.969 --> 00:01:50.651]  Very on the show, sir.
[00:01:50.651 --> 00:01:52.914]  Thank you for taking some time out to be with us.
[00:01:52.914 --> 00:01:55.957]  Listen, it's a real pleasure, Alex.
[00:01:55.957 --> 00:02:03.466]  I encountered your face for the first time at the end of that new video called Aftermath, you know?
