[00:00:00.109 --> 00:00:00.689]  We've got it.
[00:00:00.689 --> 00:00:07.213]  This transmission is coming to you.
[00:00:07.213 --> 00:00:11.595]  Waging war on corruption.
[00:00:11.595 --> 00:00:17.179]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:34.492 --> 00:00:42.716]  Ladies and gentlemen, it is Sunday, the 28th day of July 2013.
[00:00:42.716 --> 00:00:49.540]  I am your host, Alex Jones, and we're going to be here for the next two hours.
[00:00:52.994 --> 00:00:55.796]  And I talk about this more and more.
[00:00:55.796 --> 00:01:12.347]  We're living in momentous times and I brace myself each day for the broadcast in an attempt to try to focus my intellect and really try to present you with the historical reasoned analysis
[00:01:13.857 --> 00:01:40.541]  That I have developed that has proven to be quite accurate via historical, current research, futurist research, and constantly staying focused on these issues and interviewing the world experts on every subject you can imagine, from political science to geopolitics to quantum mechanics, nanotech, robotics, Machiavellian, Venetian,
[00:01:42.113 --> 00:01:47.474]  Technologies of propaganda right through Joseph Goebbels.
[00:01:47.474 --> 00:01:48.355]  I've done my homework.
[00:01:48.355 --> 00:01:54.456]  In fact, when it comes to understanding this information, I've done a pretty good job.
[00:01:54.456 --> 00:02:09.760]  When it comes to articulating it, that's another subject entirely because the breadth and width of reality is so complex that the real genius is being able to communicate things in a overall
[00:02:11.519 --> 00:02:29.184]  Gestalt that is complex while still being simplistic and speaks to the general population's subconscious mind that is already aware of these truths, but is just not consciously focused on them.
[00:02:29.184 --> 00:02:34.546]  And to put it plainly, the Pentagon brags about this in public documents and reports we're going to be getting into this hour.
[00:02:36.112 --> 00:02:55.544]  They are attempting to keep the general mind in a subconscious state and to program the subconscious so that the subconscious will control the conscious and to where the public will never wake up to just how out of control obvious the tyranny has gotten.
[00:02:55.544 --> 00:03:00.307]  And so all I'm trying to do here is to just point out what's already going on.
[00:03:00.307 --> 00:03:03.989]  The elephant in the living room as they say and to get people to realize that
[00:03:05.345 --> 00:03:11.609]  Our salvation lies in admitting the problems we've got so we can get away from these problems.
[00:03:11.609 --> 00:03:12.670]  We didn't get here overnight.
[00:03:12.670 --> 00:03:15.511]  We won't get over it overnight.
[00:03:15.511 --> 00:03:21.455]  The journey of a thousand miles does start with the thought to make the single step and then to finally take that step.
[00:03:21.455 --> 00:03:29.100]  But they've so preconditioned people that everything I say and do I know is already pre-programmed in people.
[00:03:30.922 --> 00:03:32.262]  It's pre-programmed in me.
[00:03:32.262 --> 00:03:35.903]  I say we attacked Iraq wrongly and lied about WMDs.
[00:03:35.903 --> 00:03:38.604]  We fund Al-Qaeda, i.e.
[00:03:38.604 --> 00:03:39.224]  America.
[00:03:39.224 --> 00:03:49.746]  We, no, the private criminal corporate interest that have hijacked the nation are the authors and the drivers and the progenitors of it.
[00:03:49.746 --> 00:03:57.148]  We have gone along with it, some of us consciously, some of us unconsciously, but we're not the main culprits.
[00:03:59.676 --> 00:04:09.365]  And so I know that when I say the Pentagon brags that they brainwashed the American people, I know the programming at one level is, oh my gosh, you're badmouthing our precious troops.
[00:04:09.365 --> 00:04:09.706]  No, no, no.
[00:04:10.586 --> 00:04:17.948]  No one is more brainwashed than people in the military, or at least the power structure wishes that.
[00:04:17.948 --> 00:04:23.890]  Actually, they're the easiest to wake up because they're in the middle of it and go, wait a minute, this guy makes perfect sense.
[00:04:23.890 --> 00:04:26.230]  That's exactly what's always been going on.
[00:04:26.230 --> 00:04:27.111]  Why didn't I see it?
[00:04:27.111 --> 00:04:29.791]  Well, you were in a groupthink scenario.
[00:04:29.791 --> 00:04:32.152]  And I'm doing like a cult deprogramming intervention here.
[00:04:34.315 --> 00:04:40.839]  And the military, though, does have an older American code still in it from before the globalists took over.
[00:04:40.839 --> 00:04:54.887]  So they also hear what I say and remember, that's right, that's America, what that guy's saying, not these people coming in from FEMA giving us briefings that George Washington's a piece of trash and that communists are wonderful.
[00:04:54.887 --> 00:04:55.767]  We'll be right back, folks.
[00:04:55.767 --> 00:04:58.169]  This is a powerful broadcast, what I'm going to cover when we come back.
[00:04:59.380 --> 00:05:00.640]  What does freedom mean to you?
[00:05:00.640 --> 00:05:03.782]  How about the freedom to take control of your own future?
[00:05:03.782 --> 00:05:07.583]  At eFoods Direct, we're again celebrating Food Freedom Month.
[00:05:07.583 --> 00:05:16.987]  In July, for every $329 you spend on our highly nutritious, great-tasting food, you will receive a $190 Patriot Pack free.
[00:05:16.987 --> 00:05:21.789]  For example, purchase a six-month supply and get three Patriot Packs free.
[00:05:21.789 --> 00:05:27.971]  The Patriot Pack is a 24-day supply of eFoods Quick Fix Easy-to-Store Food plus Stove,
[00:05:31.468 --> 00:05:32.369]  We're good to go.
[00:06:04.887 --> 00:06:06.328]  Hitler took the guns.
[00:06:06.328 --> 00:06:07.829]  Stalin took the guns.
[00:06:07.829 --> 00:06:10.211]  Mao took the guns.
[00:06:10.211 --> 00:06:14.534]  Fidel Castro took the guns.
[00:06:14.534 --> 00:06:18.017]  Hugo Chavez took the guns.
[00:06:35.926 --> 00:06:41.370]  1776 will commence again if you try to take our firearms!
[00:06:41.370 --> 00:06:44.473]  The Republic will rise again when you attempt to take our guns.
[00:06:44.473 --> 00:06:55.143]  I have sworn upon the altar of God eternal hostility against every form of tyranny of the mind of man.
[00:06:57.987 --> 00:06:59.110]  The answer to 1984 is 1776.
[00:06:59.110 --> 00:07:01.216]  You're listening to The Alex Jones Show.
[00:07:10.899 --> 00:07:16.281]  It is Sunday, the 28th day of July 2013.
