[00:00:06.266 --> 00:00:07.566]  Big Brother.
[00:00:07.566 --> 00:00:09.327]  Mainstream media.
[00:00:09.327 --> 00:00:11.088]  Government cover-ups.
[00:00:11.088 --> 00:00:12.668]  You want answers?
[00:00:12.668 --> 00:00:14.229]  Well, so does he.
[00:00:14.229 --> 00:00:18.410]  He's Alex Jones on the GCN Radio Network.
[00:00:18.410 --> 00:00:22.472]  And now, live from Austin, Texas, Alex Jones.
[00:00:26.508 --> 00:00:30.730]  Welcome to the Alex Jones Show on this Friday, July 10, 2015.
[00:00:30.730 --> 00:00:32.351]  I'm David Knight, your host in Austin.
[00:00:32.351 --> 00:00:35.392]  Alex is going to be joining us in the next segment.
[00:00:35.392 --> 00:00:39.254]  He's got a special report on Vatican coup.
[00:00:39.254 --> 00:00:42.315]  Yeah, we're rushing headlong into world government.
[00:00:42.315 --> 00:00:47.697]  And of course, one of the people who's taken point now is the new Pope.
[00:00:47.697 --> 00:00:48.497]  I guess he's not new.
[00:00:48.497 --> 00:00:51.279]  I guess he's been there a couple of years now.
[00:00:51.279 --> 00:00:51.939]  But what is new?
[00:00:52.654 --> 00:00:52.894]  Yes.
[00:01:07.534 --> 00:01:10.715]  Again, I'm not a Catholic, so I can't speak to this, but I have some articles.
[00:01:10.715 --> 00:01:15.317]  We're going to talk about what conservative Catholics are concerned about with this.
[00:01:15.317 --> 00:01:23.280]  It's amazing to see the silence of the Pope when we have massive sea changes in things like the definition of the family.
[00:01:23.280 --> 00:01:26.402]  Not interested at all in that, what he is interested in.
[00:01:27.242 --> 00:01:41.780]  is restructuring the world in terms of economically and of course as you just saw there if you're watching the feed he was handed a hammer and sickle crucifix in South America was the Bolivian president
[00:01:42.679 --> 00:01:44.120]  Who handed this to him.
[00:01:44.120 --> 00:01:54.165]  And of course, it's a very appropriate symbolism because communism has always been as strong a persecutor of Christianity as anyone.
[00:01:54.165 --> 00:01:57.407]  I mean, they shut down Christianity.
[00:01:57.407 --> 00:02:02.510]  A very, very jealous god is Marxism and the people who have run it.
[00:02:03.050 --> 00:02:14.862]  And so to see Christ on a hammer and sickle is not surprising whatsoever and it's not surprising to see it given to this Pope because quite frankly what he is pushing is flat-out Marxism.
[00:02:14.862 --> 00:02:23.650]  Now they came back and said well the Pope was surprised by this and he really did not, it's not something that really reflects his ideology.
[00:02:23.650 --> 00:02:24.871]  Nonsense!
[00:02:24.871 --> 00:02:26.813]  Look at what he is saying and of course
[00:02:27.634 --> 00:02:40.479]  When the encyclical came out a couple of weeks ago, we pointed out that the scientist who was one of the three presenters the day before was also added to the Vatican's Scientific Advisory Council.
[00:02:40.479 --> 00:02:45.401]  This is a leading man in the field of climate alarmism.
[00:02:45.401 --> 00:02:50.663]  His name is Schellenhuber, he's German, and he has written papers calling
[00:02:51.263 --> 00:02:59.812]  For world government, a world constitution, a world body, a world council that would enforce all of this.
[00:02:59.812 --> 00:03:02.775]  And of course that's precisely what the Pope is saying as well.
[00:03:02.775 --> 00:03:03.415]  The Pope is saying
[00:03:04.301 --> 00:03:09.525]  We can't really control the multinational corporations with national governments anymore.
[00:03:09.525 --> 00:03:10.686]  That part is true.
[00:03:10.686 --> 00:03:11.927]  That's very true.
[00:03:11.927 --> 00:03:16.190]  So he says, so what we need is a world government to control the multinational corporations.
[00:03:16.190 --> 00:03:18.231]  He's got it exactly the opposite.
[00:03:18.231 --> 00:03:27.038]  It's the multinational corporations that are creating the world government using the national politicians as pawns.
[00:03:27.038 --> 00:03:27.859]  Using the Pope.
[00:03:28.399 --> 00:03:30.720]  As far as he's joining in with them willingly.
[00:03:30.720 --> 00:03:35.762]  Now, we also have this as part of Prince Charles has put together an Earth League.
[00:03:35.762 --> 00:03:40.743]  And you can see pictures of Prince Charles with his advisor Peter Schellenhuber.
[00:03:40.743 --> 00:03:42.364]  They're going to push this this year.
[00:03:42.364 --> 00:03:48.146]  This year they have some major economic, not economic, environmental conferences where they're going to try to
[00:03:49.369 --> 00:03:53.633]  Push climate change on everyone by a global regime.
[00:03:53.633 --> 00:03:57.896]  And of course, it's just one of the aspects where they're setting up global regimes.
[00:03:57.896 --> 00:04:04.301]  All the trade treaties that we see being negotiated in secret by these corporate lawyers that we're not allowed to be involved in.
[00:04:04.301 --> 00:04:06.563]  And there you can see the picture, if you're watching at the feed.
[00:04:06.563 --> 00:04:09.345]  Over on the right-hand side is Peter Schellnhuber.
[00:04:09.345 --> 00:04:14.469]  And right there in the center of all this, as usual, is Prince Charles.
[00:04:14.469 --> 00:04:17.812]  The League of... The Earth League, I guess they call it.
[00:04:19.133 --> 00:04:23.256]  Remember that fiction story of the League of Extraordinary Gentlemen?
[00:04:23.256 --> 00:04:28.621]  Well, these guys are not extraordinary gentlemen, but there are some Jekyll and Hydes in there, most definitely.
[00:04:28.621 --> 00:04:32.704]  But the mask is coming off, and we understand what this is about.
[00:04:32.704 --> 00:04:41.771]  It is flat-out corporatism leading to world government, just like the trade treaties that are being done in secret.
[00:04:41.771 --> 00:04:43.172]  Stay with us right after the break.
[00:04:43.172 --> 00:04:45.654]  We've got a special report from Alex Jones.
[00:04:45.654 --> 00:04:46.235]  Vatican coup.
[00:05:00.211 --> 00:05:03.034]  Joe Biggs here with InfoWars.com.
[00:05:03.034 --> 00:05:08.659]  First off, I'd like to say congratulations to Governor Nikki Haley of South Carolina.
[00:05:08.659 --> 00:05:19.690]  She signed the paperwork to bring down the Confederate flag, thus ending racism and all random acts of violence from random people who take unprescribed drugs and go on killing sprees.
[00:05:19.690 --> 00:05:20.371]  You're a hero!
[00:05:20.851 --> 00:05:24.233]  FBI head, terror panic is the new normal.
[00:05:24.233 --> 00:05:27.295]  Article up at InfoWars.com by Steve Watson.
[00:05:27.295 --> 00:05:39.624]  FBI head James Comey said Thursday that the Bureau now considers the heightened state of terror alert and increased police presence in major cities enacted for the July 4th holiday as the new normal.
[00:05:39.944 --> 00:05:47.013]  Poll 1 in 10 British people support ISIS and shocking findings published by the Mirror newspaper.
[00:05:47.013 --> 00:05:55.343]  An ICM poll has revealed that 1 in 10 people in Britain regard themselves as supporters of the Islamic State terror group.
[00:05:55.343 --> 00:05:58.827]  You can find more articles like this at InfoWars.com
[00:06:00.089 --> 00:06:16.768]  Ladies and gentlemen, you haven't really ever heard firearms manufacturers as sponsors on my syndicated radio show or the nightly news or the news website InfoWars.com because the companies I've been approached by were not the highest quality and they weren't as affordable as they should be, so I refused.
[00:06:16.768 --> 00:06:20.272]  Probably 30, 40 firearms manufacturers over the years will then
[00:06:20.592 --> 00:06:24.494]  About six months ago, we get contacted by Head Down Firearms.
[00:06:24.494 --> 00:06:26.195]  hdfirearms.com.
[00:06:26.195 --> 00:06:29.517]  Owned and run by a bunch of former Navy SEALs and Special Ops people.
[00:06:29.517 --> 00:06:34.619]  They're veterans, they're patriots, they're listeners of the radio show, and they want to support the broadcast.
[00:06:34.619 --> 00:06:38.561]  It's always about security, whether it's for yourself, your wife, your loved ones.
[00:06:38.561 --> 00:06:40.942]  Go to their website, hdfirearms.com.
[00:06:40.942 --> 00:06:45.365]  Buy right off their website, and they'll just send it to the FFL dealer of your choice.
[00:06:45.365 --> 00:06:48.726]  You can pick it up at the gun show, you can pick it up at a local sporting goods store.
[00:06:48.726 --> 00:06:49.467]  Whatever you do,
[00:06:49.867 --> 00:06:53.050]  Get your Head Down Firearm today!
[00:06:53.050 --> 00:06:57.454]  The spirit of 1776 lives at Head Down Firearms.
[00:06:57.454 --> 00:07:00.157]  HDFirearms.com.
[00:07:00.157 --> 00:07:02.799]  Infowarslife.com.
[00:07:02.799 --> 00:07:04.280]  Check it out today.
[00:07:04.280 --> 00:07:10.046]  I have set out to bring you the most hardcore, cutting-edge supplements and nutraceuticals bar none.
[00:07:10.046 --> 00:07:12.148]  And that's what you'll find at Infowarslife.com.
