[00:00:00.755 --> 00:00:08.741]  They took my saddle in Houston, broke my leg in Santa Fe.
[00:00:08.741 --> 00:00:14.786]  Lost my wife and a girlfriend somewhere along the way.
[00:00:14.786 --> 00:00:17.908]  In defense of human liberty, Alex Jones.
[00:00:17.908 --> 00:00:21.111]  I'll be looking for aid when they pull that gate.
[00:00:23.518 --> 00:00:26.659]  Welcome to the Alex Jones Show on this Sunday, August 2nd, 2015.
[00:00:26.659 --> 00:00:27.540]  I'm David Knight.
[00:00:27.540 --> 00:00:28.380]  I'll be your host today.
[00:00:28.380 --> 00:00:39.486]  We're going to be joined by Alex Jones with some special reports coming up in the next segment, as well as a special remembrance of Roddy Piper, who died suddenly on Friday.
[00:00:39.486 --> 00:00:40.707]  We're all very sad to hear that.
[00:00:41.247 --> 00:00:44.789]  We're going to look at his impact on society.
[00:00:44.789 --> 00:00:54.094]  The man was not only an entertainer, he was also someone who was a patriot, and also someone who was a family man, beloved by his family, and he loved his family.
[00:00:54.094 --> 00:00:55.195]  We're going to look at those things.
[00:00:55.195 --> 00:00:57.656]  Alex has a tribute to him.
[00:00:57.656 --> 00:01:04.800]  And we're going to look at a special report about how selling baby parts is evidently, the way the government is acting, a state secret.
[00:01:05.652 --> 00:01:10.676]  Well, it's no secret that they have a vested interest with Planned Parenthood, those in the Obama administration.
[00:01:10.676 --> 00:01:13.918]  We're going to look at articles from InfoWars exposing that.
[00:01:13.918 --> 00:01:23.706]  And, of course, yesterday, talking about financial hooks and the politicians, we had five GOP presidential hopefuls go hat in hand to the Koch brothers.
[00:01:24.861 --> 00:01:27.023]  Looking for money?
[00:01:27.023 --> 00:01:31.608]  Very interesting retort from Donald Trump calling them puppets.
[00:01:31.608 --> 00:01:32.548]  We're going to take a look at that.
[00:01:32.548 --> 00:01:37.934]  We're going to take a look at the presidential race along with the borders, with immigration.
[00:01:37.934 --> 00:01:42.078]  We're also going to look at some hopeful news about global warming.
[00:01:43.757 --> 00:01:51.744]  Now, it's not that it's not happening, but if it is happening, one of the first places to go under is going to be Washington, D.C., according to them.
[00:01:51.744 --> 00:01:53.726]  So, we can keep our fingers crossed.
[00:01:53.726 --> 00:01:54.847]  I don't believe it for a moment.
[00:01:54.847 --> 00:02:01.653]  We're going to expose some of the phony science behind it, but we're also going to look at something that could be very good news.
[00:02:01.653 --> 00:02:05.897]  It's just that it's going to take far too long, according to their projections.
[00:02:05.897 --> 00:02:07.058]  But when we go back and we look at
[00:02:08.502 --> 00:02:11.184]  The political race, and we're talking about what's going to be coming up this week.
