[00:00.000 --> 00:09.920]  $49 for our special price of only $39.99 with free shipping.
[00:09.920 --> 00:15.440]  Call the Berkey guy and order now by calling 1-877-886-3653.
[00:15.440 --> 00:23.360]  That's 1-877-886-3653 or simply click on the banner at GCNLive.com to order online now.
[00:23.360 --> 00:25.360]  800-800-5024.
[00:25.360 --> 00:32.360]  You are listening to GCN.
[00:32.360 --> 00:37.360]  It's better to know.
[00:37.360 --> 00:40.360]  Hi, R&USA Radio News. I'm Jody Jordan.
[00:40.360 --> 00:44.360]  Residents are returning to Gaza to see what's left standing after more than three weeks
[00:44.360 --> 00:47.360]  of an Israeli military offensive against Hamas.
[00:47.360 --> 00:51.360]  Israel declared a ceasefire yesterday and Hamas is announcing one today.
[00:51.360 --> 00:54.360]  Mark Rigev is an Israeli government spokesman.
[00:54.360 --> 00:58.360]  In fact, we see a cessation of all Hamas hostile activity towards Israel.
[00:58.360 --> 01:00.360]  And of course, we can see a long-term ceasefire.
[01:00.360 --> 01:02.360]  It's something that's good for Israel. It's good for the Palestinians.
[01:02.360 --> 01:04.360]  I think it's a win-win situation.
[01:04.360 --> 01:09.360]  And President-elect Barack Obama has been promising major changes on day one of his administration.
[01:09.360 --> 01:15.360]  Plans include meetings with military commanders on Iraq and financial advisers on the economy.
[01:15.360 --> 01:20.360]  House Speaker Nancy Pelosi says it's important for Congress to quickly come up with an economic stimulus plan.
[01:20.360 --> 01:25.360]  We will lose a half a billion jobs a month the longer we go without a package.
[01:25.360 --> 01:30.360]  And Obama will also welcome hundreds of special guests at an open house.
[01:30.360 --> 01:33.360]  This is IRN, USA Radio News.
[01:33.360 --> 01:36.360]  It works. It works. It works. It works.
[01:36.360 --> 01:39.360]  And what's best is it works from home.
[01:39.360 --> 01:41.360]  I have on the world, are you anyway?
[01:41.360 --> 01:45.360]  This is Andy Willoughby from the threestepplan.com home business system.
[01:45.360 --> 01:49.360]  The dramatic difference with threestepplan.com is that it does work.
[01:49.360 --> 01:54.360]  And after almost five years, I think that even the most diehard skeptic would have to agree
[01:54.360 --> 01:59.360]  there must be something different about the threestepplan.com home business system.
[01:59.360 --> 02:02.360]  You see, we operate more like a mini franchise.
[02:02.360 --> 02:06.360]  So you get the expertise of people who have actually been successful working at home
[02:06.360 --> 02:09.360]  to help and guide you in operating your home business.
[02:09.360 --> 02:14.360]  It's kind of like a McDonald's franchise without the teenagers and big startup expense.
[02:14.360 --> 02:16.360]  And of course, we don't sell hamburgers.
[02:16.360 --> 02:21.360]  You do get to work with some really nice people who share similar family values.
[02:21.360 --> 02:34.360]  To find out how you can make more money working from home, go to threestepplan.com or call 800-480-2102.
[02:34.360 --> 02:41.360]  The top aide to President-elect Barack Obama says it may take years, not months, to turn the U.S. economy around.
