[00:00:16.307 --> 00:00:17.428]  InfoWars.
[00:00:17.428 --> 00:00:18.630]  Tomorrow's news.
[00:00:18.630 --> 00:00:18.930]  Today.
[00:00:30.832 --> 00:00:34.374]  Ladies and gentlemen, thank you so much for joining us.
[00:00:34.374 --> 00:00:40.618]  It is Wednesday, June 28th, 2023.
[00:00:40.618 --> 00:00:48.663]  I am your host, Alex Jones, and we're going to be live here for the next four hours.
[00:00:48.663 --> 00:00:50.424]  And then Owen Schroer takes over at 3 p.m.
[00:00:50.424 --> 00:00:52.045]  Central today.
[00:00:52.045 --> 00:00:53.826]  Wow.
[00:00:53.826 --> 00:00:55.067]  The whole New World Order has been
[00:00:56.898 --> 00:01:03.222]  Growing and spreading its tentacles for 60, 70 years, really, in earnest, like a cancer.
[00:01:03.222 --> 00:01:12.667]  But now it's emerged like a leviathan out of the ocean, like a giant squid with huge tentacles, or octopus, dragging civilization to the depths with it.
[00:01:12.667 --> 00:01:16.669]  And we have got an incredible transmission lined up for you today.
[00:01:16.669 --> 00:01:20.912]  We're going to cover a ton of news and information.
[00:01:20.912 --> 00:01:23.153]  And then I'm also going to have open phones.
[00:01:24.429 --> 00:01:41.160]  And it looks like we're probably going to get Roseanne Barr to be popping in to respond to the media editing out of context what she said on Theo Vaughn's popular podcast and TV show where she said that
[00:01:43.470 --> 00:01:50.232]  People should be able to say whatever they want, no matter how wild or even untrue it is, as long as it's not firing a theater.
[00:01:50.232 --> 00:01:52.093]  And of course, they're now trying to cancel her again.
[00:01:52.093 --> 00:01:53.293]  So, look for that.
[00:01:53.293 --> 00:01:54.954]  If not today, that'll be tomorrow.
[00:01:54.954 --> 00:01:58.715]  Okay, let me give you the big news that's coming up today.
[00:01:58.715 --> 00:02:06.378]  The globalist that, as a bureaucrat, set the model for lockdowns worldwide, the first to do it the most intensely after China, was in the UK.
[00:02:07.219 --> 00:02:09.900]  And he is a minion of Fauci and Bill Gates.
[00:02:09.900 --> 00:02:18.483]  He says more lockdowns are coming, more intense lockdowns, and that basically you'll never be let out of a lockdown soon, you'll all be prisoners for your own safety.
[00:02:18.483 --> 00:02:23.324]  He apologized for not making people wear masks longer, or keeping you locked down longer.
[00:02:23.324 --> 00:02:31.467]  To run the PSYOP that you didn't fight back, that you complied, and that he let you go free, and that's why people died.
[00:02:31.467 --> 00:02:33.628]  That is a PSYOP with a gaslighting.
[00:02:34.770 --> 00:02:36.211]  Deception wrapped in a fraud.
[00:02:36.211 --> 00:02:39.894]  So we're going to be deciphering all that and we've got members of the U.S.
[00:02:39.894 --> 00:02:45.339]  government, members of the Australian government coming out in the Australian Senate and in the U.S.
[00:02:45.339 --> 00:02:48.081]  Senate saying that the U.N.
[00:02:48.081 --> 00:02:55.167]  with the new treaty, working with the deep state leftists worldwide, is planning new lockdowns soon.
[00:02:55.167 --> 00:03:01.572]  So this is a very, very important stack in my little hands today.
[00:03:02.290 --> 00:03:11.499]  This one we could spend a whole four hours on, but I will spend at least two segments on this coming up at the start of the next segment.
[00:03:11.499 --> 00:03:17.345]  So, you definitely are going to want to stay tuned for this information.
[00:03:17.345 --> 00:03:18.446]  Now, this broke yesterday.
[00:03:18.446 --> 00:03:21.629]  I meant to cover it, but I didn't, but now there's been more developments, so it's good that we didn't cover it.
[00:03:22.193 --> 00:03:23.173]  Now we know more.
[00:03:23.173 --> 00:03:27.634]  Trump is the only living president to not have owned slaves in his ancestry.
[00:03:27.634 --> 00:03:30.175]  Well, he doesn't own slaves.
[00:03:30.175 --> 00:03:32.655]  If his ancestors didn't, that's fine.
[00:03:32.655 --> 00:03:37.196]  But if they did, you're not guilty for what somebody did 200 years ago.
[00:03:37.196 --> 00:03:41.177]  And that idea is very authoritarian, very dangerous, very totalitarian.
[00:03:41.177 --> 00:03:44.537]  The UN runs slaves in Africa and places right now.
[00:03:44.537 --> 00:03:47.098]  And so the people currently engaged in slavery are the ones who should pay.
[00:03:47.737 --> 00:03:50.839]  The two plus years of lockdown in Africa that starved tens of millions to death.
[00:03:50.839 --> 00:03:52.019]  The UN should pay.
[00:03:52.019 --> 00:03:54.760]  Oh, but when you're currently killing people, it's fine.
[00:03:54.760 --> 00:03:58.322]  So, we've got that huge stack of news.
[00:03:58.322 --> 00:03:59.943]  Oh, and then huge.
[00:03:59.943 --> 00:04:01.344]  Congress.
[00:04:01.344 --> 00:04:04.165]  The House Judiciary Committee has recommended criminal charges.
[00:04:05.049 --> 00:04:19.075]  Against Obama slash Biden's secret cyber security censorship system that we've been exposing for years, that Obama actually set up, that Trump wasn't even aware of, that was inside his government, that I warned him of, now it's out in the open.
[00:04:19.075 --> 00:04:23.477]  Incredible stack, ladies and gentlemen, on that front.
[00:04:23.477 --> 00:04:29.700]  More scientists, more experts coming out about chemicals in the water, gender bending, we're gonna hit that.
[00:04:29.700 --> 00:04:32.501]  Major lawsuits against the Trumps thrown out.
[00:04:32.501 --> 00:04:32.681]  Now,
[00:04:33.709 --> 00:04:36.871]  Jack Dorsey of Twitter fame has been censored!
[00:04:36.871 --> 00:04:38.692]  First it's Alex Jones and it's Jack Dorsey.
[00:04:38.692 --> 00:04:43.876]  Now we've got major military news, major Chi-Com news and the Bidens.
[00:04:43.876 --> 00:04:46.457]  Major news on the PETA operations.
[00:04:46.457 --> 00:04:48.559]  Just, just, just massive news.
[00:04:48.559 --> 00:04:50.100]  We've got the environmentalists caught in the UK.
[00:04:50.960 --> 00:04:55.042]  Heating up thermometers artificially to claim record heat waves when they're not.
[00:04:55.042 --> 00:04:58.084]  It just goes on and on and on.
[00:04:58.084 --> 00:05:00.505]  Massive transmission lined up for you today.
[00:05:00.505 --> 00:05:05.228]  Infowarsstore.com is like a grocery store, or like a vitamin shop.
[00:05:05.228 --> 00:05:07.329]  We want to have all the best brands for you.
[00:05:07.329 --> 00:05:09.250]  We want to have a bunch of different choices for you.
[00:05:09.250 --> 00:05:11.711]  So I get constant questions online and in person.
[00:05:11.711 --> 00:05:12.532]  Hey, what's better?
[00:05:12.532 --> 00:05:13.372]  Knockout?
[00:05:13.372 --> 00:05:13.913]  What's better?
[00:05:14.713 --> 00:05:15.974]  Down and out, what's better?
[00:05:15.974 --> 00:05:18.254]  Why do you sell two or three different sleep aids?
[00:05:18.254 --> 00:05:23.876]  And the answer is, different herbal formulas, different compounds are better for different people.
[00:05:23.876 --> 00:05:27.838]  So, one person might like this coffee, another person likes that coffee.
[00:05:27.838 --> 00:05:30.479]  That's how our bodies work, they're all very diverse.
[00:05:30.479 --> 00:05:40.663]  But we've been able to private label a national bestseller that's been sold for many years that people love, and sold for a lower price, under the name InfoWarsMD Good Night Sleep.
[00:05:41.403 --> 00:05:47.029]  This is a great formula, full of amazing safe compounds, give you deeper, cleaner, restful sleep.
[00:05:47.029 --> 00:05:51.573]  And it's in stock, available right now, of 25% off, out of the gates.
[00:05:51.573 --> 00:05:55.557]  So get your InfoWars MD, good night's sleep today, at InfoWarsware.com.
[00:06:01.850 --> 00:06:05.734]  Waging war on corruption.
[00:06:05.734 --> 00:06:12.081]  It's Alex Jones.
[00:06:28.045 --> 00:06:30.746]  Ladies and gentlemen, thank you so much for joining us.
[00:06:30.746 --> 00:06:34.267]  It is Wednesday, June 28, 2023.
[00:06:34.267 --> 00:06:43.530]  I am your host, Alex Jones, coming to you from the amazing studios in Tampa, Florida, of the River Church and Media Complex.
[00:06:43.530 --> 00:06:46.191]  I will be on air again throughout the week.
[00:06:46.191 --> 00:06:47.771]  We're leaving Florida today.
[00:06:47.771 --> 00:06:50.692]  Pastor Rodney Hart Brown has been extremely gracious.
[00:06:50.692 --> 00:06:53.413]  His crew is amazing, and what he covers and does is amazing.
[00:06:54.449 --> 00:07:20.191]  Boldest, strongest preacher we've got fighting the New World Order and fighting the lockdowns and fighting the forced injections that he keeps warning in all of his major sermons years ago and the one I saw Sunday morning and the one he did with me Sunday night to a packed crowd of thousands that they're coming back with more lockdowns and forced injections from his own research and from the Holy Spirit telling him that.
[00:07:20.191 --> 00:07:21.232]  Well, I've got the UN.
[00:07:22.446 --> 00:07:24.067]  And I've got the Australian Senate.
[00:07:24.067 --> 00:07:25.808]  I've got the U.S.
[00:07:25.808 --> 00:07:26.788]  Senate.
[00:07:26.788 --> 00:07:27.489]  Pretty much the U.N.
[00:07:27.489 --> 00:07:28.509]  Senate now.
[00:07:28.509 --> 00:07:30.771]  I've got them all saying the U.N.
[00:07:30.771 --> 00:07:32.331]  World Treaty guarantees total U.N.
[00:07:32.331 --> 00:07:39.055]  control over every facet of your body and that they will forcibly lock you down way more intensely and forcibly eject you.
[00:07:39.055 --> 00:07:41.656]  They only ended the so-called global lockdown.
[00:07:41.656 --> 00:07:48.780]  Some areas still going on a few months ago because they're getting ready to declare victory over COVID and launch something new.
[00:07:48.780 --> 00:07:51.762]  This is what we're going to cover first.
[00:07:52.512 --> 00:07:53.673]  Right now.
[00:07:53.673 --> 00:07:59.197]  But the good news is humanity is waking up to this global power grab.
[00:07:59.197 --> 00:08:06.984]  Then I will get into all of the other news, and I intend to open the phones up today.
[00:08:06.984 --> 00:08:13.609]  So much that we're going to be covering, but what's wild, and I have the clip, we're going to play it coming up next segment.
[00:08:15.267 --> 00:08:15.847]  Bill Maher.
[00:08:15.847 --> 00:08:17.408]  We're not going to play the whole segment.
[00:08:17.408 --> 00:08:18.428]  It's on InfoWars.com.
