[00:00.000 --> 00:11.000]  Big Brother, mainstream media, government cover-ups, you want answers?
[00:11.000 --> 00:13.000]  Well, so does he.
[00:13.000 --> 00:17.000]  He's Alex Jones on the GCN Radio Network.
[00:17.000 --> 00:24.000]  And now, live from Austin, Texas, Alex Jones.
[00:24.000 --> 00:26.000]  We are live, my friends.
[00:26.000 --> 00:29.000]  It is Tuesday, the fifth day of October 2010.
[00:29.000 --> 00:36.000]  I'm honored that four Minnesota governor, movie star, mayor, talk show host,
[00:36.000 --> 00:41.000]  and the star of the number one hit on TruTV, Conspiracy Theory,
[00:41.000 --> 00:44.000]  back for its second season premiering here in just about a week and a half.
[00:44.000 --> 00:46.000]  Governor Jesse Ventura joins us.
[00:46.000 --> 00:50.000]  He kicked off the promotion yesterday with a USA Today interview
[00:50.000 --> 00:54.000]  and talking to some major newspapers, but this is his first big radio interview
[00:54.000 --> 00:57.000]  as he gets ready to promote the television show.
[00:57.000 --> 01:00.000]  Of course, I know a lot about the show, but most of it is secret.
[01:00.000 --> 01:04.000]  And so he joins us today to be able to talk about as much as he can,
[01:04.000 --> 01:08.000]  some of the harassment they've gone through, what's coming up in the episodes.
[01:08.000 --> 01:12.000]  We'll also get into all these new terror alerts just ahead of the election.
[01:12.000 --> 01:17.000]  And we're going to talk about the economy, a host of issues with Governor Jesse Ventura.
[01:17.000 --> 01:18.000]  Jesse, good to have you with us.
[01:18.000 --> 01:20.000]  Hi, Alex. How are you doing?
[01:20.000 --> 01:23.000]  Should I get off on the right foot with all you Texans?
[01:23.000 --> 01:24.000]  Sure.
[01:24.000 --> 01:27.000]  What the hell happened when you played UCLA?
[01:27.000 --> 01:32.000]  Yeah, UT didn't do too well, did they?
[01:32.000 --> 01:36.000]  Boy, that's one of the worst showings of the Texas football team
[01:36.000 --> 01:40.000]  that I can recall in my memory, especially at home.
[01:40.000 --> 01:45.000]  You guys are usually unbeatable in Austin or Dallas, as the case was.
[01:45.000 --> 01:47.000]  Where did you end up playing them?
[01:47.000 --> 01:51.000]  Well, I forgot to mention you did XFL and NFL, didn't you?
[01:51.000 --> 01:56.000]  Yeah, I did three years of the National Football League, two at Tampa Bay Radio
[01:56.000 --> 02:01.000]  and one with the Vikings, and then I did one year that the XFL existed.
[02:01.000 --> 02:04.000]  Well, football is football, you know?
[02:04.000 --> 02:08.000]  It's just played at different levels by the professionals that do it,
[02:08.000 --> 02:13.000]  but it's still the same game, whether you're playing it at junior high or high school
[02:13.000 --> 02:15.000]  or all the way to the pros.
[02:15.000 --> 02:19.000]  When we were down in New Orleans after we were done doing our investigation,
[02:19.000 --> 02:21.000]  I had to fly out the next morning.
[02:21.000 --> 02:24.000]  You were there for a few more days to continue your investigation.
[02:24.000 --> 02:28.000]  Did you ever get a chance to go to that Vikings and Saints game?
[02:28.000 --> 02:32.000]  Well, I had the opportunity to go, but unfortunately the show came first
[02:32.000 --> 02:36.000]  and we had gone out that day way out to the tip of the glass,
[02:36.000 --> 02:39.000]  which is a few hours drive from New Orleans.
[02:39.000 --> 02:43.000]  And unfortunately, I didn't get back until they were actually kicking it off
[02:43.000 --> 02:47.000]  and by then, you know, you shot with us in the heat down there.
[02:47.000 --> 02:50.000]  I was pretty exhausted, so I took the easy way out.
[02:50.000 --> 02:54.000]  I just went up to my hotel room and watched it on TV.
[02:54.000 --> 02:56.000]  Well, a lot is happening.
[02:56.000 --> 02:59.000]  We're going to break in a moment, but I want to get into the show.
[02:59.000 --> 03:02.000]  I mean, obviously I've been a consultant and I appear in quite a few of the episodes
[03:02.000 --> 03:08.000]  that are coming up, but I have to say if the last season was shocking and informative
[03:08.000 --> 03:12.000]  from what I've seen, it looks like this one's shaping up to even be more hardcore.
[03:12.000 --> 03:18.000]  I think so. I think the topics are even, I don't know how you say they're better,
[03:18.000 --> 03:21.000]  but more exciting even.
[03:21.000 --> 03:25.000]  And the other thing on the production and on our end of it,
[03:25.000 --> 03:29.000]  any time you go from your first season to your second season,
[03:29.000 --> 03:32.000]  you're going to iron out some of the rough edges.
[03:32.000 --> 03:37.000]  You're going to do better on the focus of what you're trying to accomplish.
[03:37.000 --> 03:41.000]  And so a second season is always the first season to do it a show like this.
[03:41.000 --> 03:44.000]  You kind of fly by the seat of your pants.
[03:44.000 --> 03:48.000]  The second season, you have a good idea of what works and what doesn't work
[03:48.000 --> 03:52.000]  and how to go about getting the information we need to get.
[03:52.000 --> 03:58.000]  So I think it's always a work in progress and hopefully always an improved work in progress.
[03:58.000 --> 04:04.000]  When we come back, we'll get into as many of the episodes as we can
[04:04.000 --> 04:07.000]  and squeeze as much info as we can out of you, Governor.
[04:07.000 --> 04:12.000]  But a quick question, what's your favorite episode right now?
[04:12.000 --> 04:16.000]  Well, I suppose my favorite would have to be JFK,
[04:16.000 --> 04:21.000]  because that's the one that, you know, has had my passion for 30 odd years now
