[00:00.000 --> 00:18.000]  Infowars, tomorrow's news, today.
[00:30.000 --> 00:50.000]  From the front lines, from the front lines of the Information War, it's Alex Jones.
[00:50.000 --> 00:59.000]  What we are looking at is good and evil, right and wrong and new world order.
[00:59.000 --> 01:11.000]  The new world order, the new world order, the new world order, the new world order.
[01:11.000 --> 01:15.000]  We're not about to make that same mistake.
[01:15.000 --> 01:32.000]  Ladies and gentlemen, it is Friday, July 1st in the year 2022.
[01:32.000 --> 01:43.000]  And despite our enemy's best efforts, thanks to you and the good Lord above, we are still in attack formation.
[01:43.000 --> 01:45.000]  Staying in attack formation.
[01:45.000 --> 01:49.000]  Thank you so much for joining us. We are kicking some globalist ass.
[01:49.000 --> 01:56.000]  I took off yesterday to take care of a bunch of critical behind the scenes stuff, but I was working hard.
[01:56.000 --> 02:00.000]  And I'm not ready to announce some of this news yet, but it's very important.
[02:00.000 --> 02:02.000]  I should be able to tell you about it.
[02:02.000 --> 02:08.000]  Maybe today, probably sometime next week, but certainly some very, very good news and a fight for liberty.
[02:08.000 --> 02:10.000]  There was a big Supreme Court ruling.
[02:10.000 --> 02:13.000]  I got to tell you, I don't put all my faith in the Supreme Court.
[02:13.000 --> 02:19.000]  And they've made a lot of bad rulings, but they have been made a bunch of good ones the last week, two weeks as you know.
[02:19.000 --> 02:30.000]  And they just made a big ruling saying you can't have the EPA just randomly make law and shut down all the power plants and the coal power plants in America.
[02:30.000 --> 02:32.000]  We got rolling blackouts everywhere.
[02:32.000 --> 02:36.000]  And you can't say carbon dioxide is a pollutant when it's not.
[02:36.000 --> 02:38.000]  Carbon dioxide is what planets breathe.
[02:38.000 --> 02:43.000]  They try to confuse it with carbon monoxide that will kill plants or humans.
[02:43.000 --> 02:46.000]  And so this is just massive news.
[02:46.000 --> 02:51.000]  While they're busy announcing, I've got multiple clips today.
[02:51.000 --> 02:57.000]  Saw multiple clips yesterday of White House officials saying, yeah, we're turning off the energy.
[02:57.000 --> 02:59.000]  We're moving to solar.
[02:59.000 --> 03:00.000]  We're moving to wind.
[03:00.000 --> 03:04.000]  When they built windmills and solar for 20 years, it couldn't power everything.
[03:04.000 --> 03:06.000]  It doesn't even work at those levels.
[03:06.000 --> 03:17.000]  So they're saying we are here to bankrupt the American people while China and India and everybody else don't make any cuts.
[03:17.000 --> 03:19.000]  And now Russia was the third largest oil provider.
[03:19.000 --> 03:21.000]  Now they're the biggest oil provider.
[03:21.000 --> 03:24.000]  In many ways, Russia is doing better during this war.
[03:24.000 --> 03:26.000]  And it's all at our expense.
[03:26.000 --> 03:34.000]  So that is a huge, massive issue that ties in again with the Obama officials.
[03:34.000 --> 03:36.000]  That's not a Freudian slip.
[03:36.000 --> 03:48.000]  That's his third unelected term saying, yeah, we're going to bankrupt oil and gas and other fossil fuels.
[03:48.000 --> 03:50.000]  They're going to bankrupt you.
[03:50.000 --> 04:02.000]  And that ties in to this first clip we're going to play when we come back in the next segment where they have the White House spokesperson on national television
[04:02.000 --> 04:05.000]  saying it's a liberal world order.
[04:05.000 --> 04:12.000]  And boy, has this quote really gotten people's attention in a big way.
[04:12.000 --> 04:14.000]  So we got a bunch of news on that front.
[04:14.000 --> 04:16.000]  The attack on our energy is central.
[04:16.000 --> 04:19.000]  The attack on our bodies with the deadly shots and the bio weapons is central.
[04:19.000 --> 04:21.000]  The attack on the currencies is central.
[04:21.000 --> 04:24.000]  The attack on the national sovereignty and borders is central.
[04:24.000 --> 04:26.000]  The attack on our spirit is critical.
[04:26.000 --> 04:29.000]  It's absolutely A number one.
