[00:00:00.689 --> 00:00:02.430]  Government cover-ups.
[00:00:02.430 --> 00:00:04.030]  You want answers?
[00:00:04.030 --> 00:00:05.570]  Well, so does he.
[00:00:05.570 --> 00:00:09.772]  He's Alex Jones on the GCN Radio Network.
[00:00:09.772 --> 00:00:13.813]  And now, live from Austin, Texas, Alex Jones.
[00:00:26.940 --> 00:00:28.021]  Welcome, my friends.
[00:00:28.021 --> 00:00:30.283]  It is the 11th day of June, 2008.
[00:00:30.283 --> 00:00:36.008]  We're going to be live here for the next four hours.
[00:00:36.008 --> 00:00:43.254]  We're also going to have open phones throughout the four hours, an open line Wednesday, though Bob Chapman briefly joined us yesterday.
[00:00:43.254 --> 00:00:55.304]  He'll be with us in the second hour, but we'll have open phones then as well on the economy and where we see it basically going to, where it's going to.
[00:00:57.622 --> 00:01:00.143]  Very important broadcast lined up for you today.
[00:01:00.143 --> 00:01:08.028]  In the news, MSNBC polled, do you believe President Bush's actions justify impeachment?
[00:01:08.028 --> 00:01:13.611]  70,000 different responses, 89% yes.
[00:01:13.611 --> 00:01:20.095]  Between the secret spying, the deceptions leading to war, and more, there's plenty to justify putting him on trial.
[00:01:20.095 --> 00:01:24.237]  But, there is a complete mainstream media blackout.
[00:01:25.001 --> 00:01:34.446]  On the fact that Congressman Dennis Kucinich yesterday introduced 35 articles, 35 different reasons to impeach President Bush.
[00:01:34.446 --> 00:01:47.094]  Now, I mentioned it yesterday, but I want to play some of the congressmen who were trying to line up for the show right now, because these are all very serious charges he's made and they're all public.
[00:01:47.094 --> 00:01:50.555]  It's all admitted by the White House itself.
[00:01:50.555 --> 00:01:51.436]  This indictment
[00:01:53.090 --> 00:01:54.671]  Or this call for an indictment.
[00:01:54.671 --> 00:02:01.557]  If the House votes for it, that then is an indictment and it goes to the Senate for the trial.
[00:02:01.557 --> 00:02:06.080]  So these charges are not debatable.
[00:02:07.407 --> 00:02:11.711]  In fact, many of the charges he brought forward aren't even the tip of the iceberg.
[00:02:11.711 --> 00:02:15.053]  But we can also myopically get focused in on George W. Bush.
[00:02:15.053 --> 00:02:20.217]  He's a loathsome, very easy-to-hate, non-lovable individual.
[00:02:20.217 --> 00:02:23.400]  But just remember, at the end of the day, he doesn't mind being hated.
[00:02:23.400 --> 00:02:24.681]  In fact, he likes it.
[00:02:24.681 --> 00:02:28.304]  You hurt them by talking about how they're puppets, talking about how they're nothing.
[00:02:28.962 --> 00:02:29.683]  We're good to go.
[00:02:48.281 --> 00:03:10.268]  Covered a complete blackout on the Fed Chairman, whose normal every move is watched, the Fed President, the private Federal Reserve, the Queen of the Netherlands, the Queen of Spain, David Rockefeller, Henry Kissinger, Secretary of Defense Robert Gates, all of them meeting Thursday, Friday, Saturday, and leaving Sunday.
[00:03:10.268 --> 00:03:13.509]  But daring Americans, people who love liberty and freedom,
[00:03:14.602 --> 00:03:21.825]  Did go there, and did bullhorn them at point-blank range to great danger to ourselves.
[00:03:21.825 --> 00:03:34.370]  And I'm really blown away that I've seen some armchair quarterbacks on alternative media sites and emails I've gotten saying we didn't do enough, or we didn't do it right, or there wasn't enough of us out there, or I should have done this, or I should have done that.
[00:03:34.370 --> 00:03:36.331]  Listen, I'm not even here to criticize you back.
[00:03:36.331 --> 00:03:39.473]  I'm just saying you really should get in the arena.
[00:03:39.473 --> 00:03:42.374]  You really should get in the ring.
[00:03:43.217 --> 00:03:49.559]  Down on the field and take a walk in our shoes for a mile before you criticize.
[00:03:49.559 --> 00:03:50.859]  And yes, I knew it was going to happen.
[00:03:50.859 --> 00:03:52.640]  They're now saying our protest was staged.
[00:03:52.640 --> 00:03:55.121]  It wasn't real and that we work for Bilderberg.
[00:03:55.121 --> 00:03:56.481]  This is the government.
[00:03:56.481 --> 00:03:58.842]  They can't allow us to have any victories against tyranny.
[00:03:58.842 --> 00:04:05.144]  So they have to try to steal those from the people by just this hyper cynicism that we see.
[00:04:05.144 --> 00:04:10.085]  I don't want to spend too much time on this, but it is brain rot that holds us back to a certain extent.
[00:04:12.105 --> 00:04:25.488]  I have now seen a website saying that I'm putting pyramids and Illuminati symbols in my films, Martial Law, Terror Storm, Endgame, that it's secret programming.
[00:04:25.488 --> 00:04:29.409]  When we talk about the New World Order, we show a pyramid.
[00:04:29.409 --> 00:04:30.929]  It's open on the screen.
[00:04:30.929 --> 00:04:39.311]  Yes, we're showing you the New World Order symbol, but not subliminally on the surface to show people our enemy symbol.
[00:04:40.120 --> 00:04:46.206]  You know, if I show a Nazi flag in my film talking about Hitler, I'm not for Hitler.
[00:04:46.206 --> 00:04:47.407]  I mean, come on!
[00:04:47.407 --> 00:04:49.850]  Criticize the government and the media.
[00:04:49.850 --> 00:04:51.652]  Me, for showing the enemy symbol?
[00:04:53.396 --> 00:04:55.357]  Our beloved Republic is on her knees.
[00:04:55.357 --> 00:04:58.979]  The forces of globalism are destroying national sovereignty worldwide.
[00:04:58.979 --> 00:05:01.300]  But in Liberty's darkest hour, there is hope.
[00:05:01.300 --> 00:05:04.481]  For the first time in modern history, the people are beginning to wake up.
[00:05:04.481 --> 00:05:10.204]  It is essential that Patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[00:05:10.204 --> 00:05:14.126]  We have a short time frame to fully awaken and energize the people to meet this threat.
[00:05:14.446 --> 00:05:19.648]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[00:05:19.648 --> 00:05:22.689]  PrisonPlanet.tv is a vault of forbidden information.
[00:05:22.689 --> 00:05:29.913]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[00:05:29.913 --> 00:05:35.895]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[00:05:35.895 --> 00:05:40.417]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[00:05:40.697 --> 00:05:43.582]  The Info War is waiting for you to set it free.
[00:05:43.582 --> 00:05:45.626]  Join PrisonPlanet.tv.
[00:05:45.626 --> 00:05:47.630]  Burn the info bombs to disk.
[00:05:47.630 --> 00:05:49.754]  Put them on the file sharing networks.
[00:05:49.754 --> 00:05:51.537]  Bring down the New World Order.
[00:05:51.537 --> 00:05:52.299]  PrisonPlanet.tv
[00:05:54.301 --> 00:05:55.121]  Hi, neighbor.
[00:05:55.121 --> 00:05:58.422]  They say the road to hell is paved with good intentions.
[00:05:58.422 --> 00:06:03.703]  Certainly we'd never intend to procrastinate getting our own food supply until there was none left at any price.
[00:06:03.703 --> 00:06:09.445]  We would intend to have plenty of food so the relief organizations could care for those unable to care for themselves.
[00:06:09.445 --> 00:06:17.047]  We would intend not to be standing in the breadline with the ignorant and the foolish who pretend the facts of food disappearance are untrue.
[00:06:17.047 --> 00:06:21.928]  If the experience of the Katrina disaster is evidence, the breadline may have no bread.
[00:06:22.555 --> 00:06:30.380]  Just like the good intentions on the road to that unheavenly place, the good intentions alone to get a supply of food will not feed us.
[00:06:30.380 --> 00:06:35.503]  Only getting our food supply immediately will make us independent and fearless for the future.
[00:06:35.503 --> 00:06:35.803]  Call 800-409-5633.
[00:06:35.803 --> 00:06:35.863]  800-409-5633.
[00:06:35.863 --> 00:06:36.844]  On the web, efoodsdirect.com.
[00:06:36.844 --> 00:06:37.184]  Who am I?
[00:06:37.184 --> 00:06:37.324]  Nobody.
[00:06:37.324 --> 00:06:38.485]  Steve Schenck, Someone Who Cares.
[00:06:55.387 --> 00:06:57.188]  Hi, this is Brother Michael Dimon.
[00:06:57.188 --> 00:07:03.192]  You can now get the most important package ever on what has happened to the Catholic Church in the last 50 years.
[00:07:03.192 --> 00:07:11.098]  Find out how this massive crisis concerning the Catholic Church happened, what happened, and how the Bible predicted it would take place in the last days.
[00:07:11.618 --> 00:07:15.582]  The package contains six DVDs that contain ten different programs.
[00:07:15.582 --> 00:07:19.507]  Two books that combined are over a thousand pages and other information.
[00:07:19.507 --> 00:07:22.851]  Order now at our website, mostholyfamilymonastery.com.
[00:07:22.851 --> 00:07:27.095]  That's mostholyfamilymonastery.com.
[00:07:27.095 --> 00:07:30.900]  The last word monastery is spelled M-O-N-A-S-T-E-R-Y.
[00:07:31.300 --> 00:07:32.200]  ...or call us at 1-800-275-1126.
[00:07:32.200 --> 00:07:32.801]  That's 1-800-275-1126.
[00:07:32.801 --> 00:07:37.162]  Or mail in your order to us at 4425 Schneider Road, Fillmore, NY 14735.
[00:07:37.162 --> 00:07:40.583]  The total cost for this massive package of information is only $10.
[00:07:40.583 --> 00:07:43.024]  $15 for UPS ground or $30... Ease the T-Rex of political talk!
[00:07:43.024 --> 00:07:44.084]  Alex Jones on the GCN Radio Network!
[00:08:04.644 --> 00:08:14.334]  You have found it.
[00:08:14.334 --> 00:08:15.275]  The tip of the spear.
[00:08:15.275 --> 00:08:18.138]  The very front lines in the Info War.
[00:08:18.138 --> 00:08:19.940]  The fight for free humanity.
[00:08:19.940 --> 00:08:22.943]  The fight to unlock as many minds as we can.
[00:08:23.689 --> 00:08:44.398]  For the threat of world government, the institutional generational wealth that has combined its forces together, centered in London in the last 200 years, waging war against free humanity, carrying out open, gigantic, soft-kill eugenics operations against all of us, every FBI agent, every police officer.
[00:08:44.398 --> 00:08:53.102]  We have brought you top scientists, we have brought you genetic engineers, we have brought you the inventor of the polio vaccine, top eugenicists admitting what they did to you.
[00:08:53.743 --> 00:08:55.905]  We are here warning you.
[00:08:55.905 --> 00:08:58.407]  Please listen to me.
[00:08:58.407 --> 00:09:04.932]  In your heart, in your soul, if you have any discernment, you know that I'm telling you the truth.
[00:09:04.932 --> 00:09:05.992]  You know.
[00:09:05.992 --> 00:09:09.655]  You've already read and seen enough in your life, even pieces of it.
[00:09:09.655 --> 00:09:11.517]  Now, learn more.
[00:09:11.517 --> 00:09:22.505]  Find out that I have dedicated my life and that millions of other wonderful people across the globe have dedicated their lives to exposing the world government.
[00:09:23.306 --> 00:09:27.630]  Open phones today at 1-800-259-9231.
[00:09:27.630 --> 00:09:31.194]  First-time callers, tell us you're a first-time caller.
[00:09:31.194 --> 00:09:32.795]  You will go to the head of the line.
[00:09:32.795 --> 00:09:40.282]  In fact, the more I think about it, I don't want people who've been calling in every single week to be able to dominate the discussion.
[00:09:40.282 --> 00:09:45.047]  So today, at least in the first two hours, I am going to take first-time callers only.
[00:09:45.047 --> 00:09:48.390]  Just made that decision live, here on air, flying by the seat of our pants.
[00:09:48.797 --> 00:09:50.118]  1-800-259-9231.
[00:09:50.118 --> 00:09:58.064]  So purge all the phones and let people who are first-time callers call in.
[00:09:58.064 --> 00:09:58.685]  1-800-259-9231.
[00:09:58.685 --> 00:10:05.450]  Let me just run through the stack of news now, then I'll go back through more detail later, or I'll never get to it.
[00:10:05.450 --> 00:10:09.273]  Again, do you believe President Bush's actions justify impeachment?
[00:10:09.273 --> 00:10:11.394]  89% of 70,000 plus respondents say yes.
[00:10:11.394 --> 00:10:17.459]  Between the secret spying, the deceptions leading to war, and more, there's plenty to justify putting him on trial.
[00:10:18.593 --> 00:10:26.543]  Gazprom, that's the big Russian energy giant, predicts oil will reach $250 per barrel in the near future.
[00:10:26.543 --> 00:10:29.667]  Another headline here out of Canada.
[00:10:29.667 --> 00:10:34.172]  250-year bus oil baffles experts.
[00:10:34.172 --> 00:10:35.754]  Let me just add to the oil story.
[00:10:35.754 --> 00:10:38.057]  I was listening to Neil Bortz driving into the office this morning.
[00:10:39.068 --> 00:10:42.349]  And his callers were calling in going, why is oil so high?
[00:10:42.349 --> 00:10:44.210]  Well, why is oil so high?
[00:10:44.210 --> 00:10:45.390]  And he lied to them.
[00:10:45.390 --> 00:10:46.750]  He's not stupid.
[00:10:46.750 --> 00:10:55.873]  And as a fake libertarian there to deceive and neutralize and ensure that true conservatives don't wake up and take the country and the world back, he's not stupid.
[00:10:55.873 --> 00:10:56.834]  Very intelligent man.
[00:10:56.834 --> 00:10:57.294]  I've met him.
[00:10:57.294 --> 00:11:00.315]  Had him walk up to me and start cussing at me on the street.
[00:11:00.315 --> 00:11:06.817]  He said that it's speculators and the environmentalists won't let us drill.
[00:11:06.817 --> 00:11:07.837]  Well, let me just give you the facts.
[00:11:09.284 --> 00:11:13.767]  More than 70% of gas price increases worldwide.
[00:11:13.767 --> 00:11:17.609]  Speculation's about 20% of the 30% that's left.
[00:11:17.609 --> 00:11:22.231]  About 10% is environmental restrictions.
[00:11:22.231 --> 00:11:26.994]  More than 70% is dollar devaluation.
[00:11:26.994 --> 00:11:28.395]  And he knows it.
[00:11:28.395 --> 00:11:30.776]  The media, the mainstream media knows it.
[00:11:30.776 --> 00:11:32.257]  They will not say it.
[00:11:32.257 --> 00:11:34.458]  And I hear these bumbling callers calling in
[00:11:35.242 --> 00:11:40.344]  Going, it's the Arabs, they're doing it to us, and the Democrats have got a conspiracy.
[00:11:40.344 --> 00:11:43.565]  And Bort says, yes, it's a conspiracy.
[00:11:43.565 --> 00:11:45.966]  They won't let us drill in Anwar.
[00:11:45.966 --> 00:11:49.387]  They won't let us drill in Alaska.
[00:11:49.387 --> 00:11:52.249]  And that is a very small piece of it.
[00:11:52.249 --> 00:11:57.591]  Most of it is the fact that the dollar has been devalued.
[00:11:57.591 --> 00:12:00.852]  Oil usage is actually down on the year because of its price.
[00:12:02.882 --> 00:12:11.226]  It's so frustrating to have most of my family working in the oil industry here in Texas for generations and to know basically everything about it.
[00:12:11.226 --> 00:12:13.867]  And to have Dr. Corsi, an expert on it as well.
[00:12:13.867 --> 00:12:21.731]  It just totally frustrates me that I continue to see the people lied to about this.
[00:12:21.731 --> 00:12:24.092]  It is the dollar devaluation.
[00:12:24.092 --> 00:12:26.353]  And why is it important to educate the public?
[00:12:26.353 --> 00:12:32.036]  Because then we can politically force the globalists to not continue to devalue the dollar.
[00:12:32.802 --> 00:12:37.624]  They're devaluing it by as much as a penny every month.
[00:12:37.624 --> 00:12:39.705]  You're like, oh a penny, that's not much.
[00:12:39.705 --> 00:12:51.011]  They've already devalued it to 1.65, 1.66 against the euro, when the euro opened at 82 cents in 2000 against it.
[00:12:51.011 --> 00:12:55.153]  So that is a swing now, an incredible swing.
[00:12:55.153 --> 00:12:58.995]  Depending on how you look at it, it's between 50 and 70 percent reduction.
[00:12:59.838 --> 00:13:02.199]  If you look at it with the opening of the euro, it's a 70 plus.
[00:13:02.199 --> 00:13:10.123]  If you look at it from the euro with parity in 2002 against the dollar, we're talking 55% or so.
[00:13:10.123 --> 00:13:14.264]  It goes up and down each day.
[00:13:14.264 --> 00:13:15.365]  But you can't.
[00:13:15.365 --> 00:13:16.526]  We're not strong enough.
[00:13:16.526 --> 00:13:18.386]  We don't have a big enough megaphone.
[00:13:18.386 --> 00:13:19.927]  We can't reach these poor people.
[00:13:19.927 --> 00:13:23.709]  I just want to warn them.
[00:13:23.709 --> 00:13:28.551]  I want to warn people that there are thousands of studies, totally documented, government studies here as well,
[00:13:29.335 --> 00:13:36.600]  Admitting that cell phone use will give you a brain tumor right on the side of your head where you use the phone.
[00:13:36.600 --> 00:13:38.000]  Guaranteed!
[00:13:38.000 --> 00:13:39.702]  Ted Kennedy's got one.
[00:13:39.702 --> 00:13:43.044]  Formerly, it was a tumor that one in a couple million people got.
[00:13:43.044 --> 00:13:45.165]  Now, hundreds of thousands a year are getting it.
[00:13:47.671 --> 00:13:49.053]  Every form of cancer is exploding.
[00:13:49.053 --> 00:13:53.197]  We've always got some made-up reason for it when the studies actually show what's doing it.
[00:13:53.197 --> 00:13:56.400]  I want to warn people that they've done Australian, British, and U.S.
[00:13:56.400 --> 00:14:04.388]  studies showing that the average Westerner under the age of 30 has the hearing of a 70-year-old.
[00:14:04.388 --> 00:14:06.010]  You know why that is?
[00:14:06.010 --> 00:14:07.351]  Headphones, folks.
[00:14:07.351 --> 00:14:08.573]  See, in radio, we know this.
[00:14:09.566 --> 00:14:19.789]  Uh, and, and now 13 years on radio, I've lost a lot of my hearing and I'm having to make myself turn the headphones down really low, but it's a catch-22 because I've already lost hearing.
[00:14:19.789 --> 00:14:21.990]  And so, I understand what headphones do.
[00:14:21.990 --> 00:14:23.170]  Headphones.
[00:14:23.170 --> 00:14:25.571]  Headphones are making you deaf, okay?
[00:14:25.571 --> 00:14:27.251]  I want to warn you about that.
[00:14:27.251 --> 00:14:28.431]  It's a normal instinct.
[00:14:28.431 --> 00:14:36.514]  I want to warn you that sodium fluoride eats holes in your brains and attacks every organ and calcifies the pituitary, the hypothalamus, and others.
[00:14:36.514 --> 00:14:37.454]  Thousands of studies.
[00:14:37.454 --> 00:14:38.114]  Total fact.
[00:14:39.275 --> 00:14:53.880]  I want to warn police officers that they've had studies for 20 years with massive, in some studies as much as a ten-fold, most studies show about a five-fold increase in testicular cancer men.
[00:14:53.880 --> 00:15:01.383]  Will the cops refuse to have radar guns or will they demand that they be mounted in the front of the car and they direct them by a handheld device or something?
[00:15:01.383 --> 00:15:01.543]  No!
[00:15:02.529 --> 00:15:04.270]  Am I trying to get out of radar tickets?
[00:15:04.270 --> 00:15:04.850]  No!
[00:15:04.850 --> 00:15:10.354]  I don't want you dying of testicular cancer or having your testicles amputated!
[00:15:10.354 --> 00:15:13.756]  I'm just trying to warn you!
[00:15:13.756 --> 00:15:15.797]  People can say, oh, you fear monger on your show.
[00:15:15.797 --> 00:15:18.759]  I sit here reading all the things that are hurting us.
[00:15:18.759 --> 00:15:24.823]  They've had studies for 50 years that multiple types of plastics that are in most of the drinking glasses and bottles and packaging we use
[00:15:25.865 --> 00:15:36.987]  In their manufacture, leach massive amounts of hormone-mimicking, estrogen-mimicking hormones, and that's a major reason for different types of cancers.
[00:15:36.987 --> 00:15:40.748]  And feminization of men and hyper-feminization of women.
[00:15:40.748 --> 00:15:54.610]  There are now hundreds of thousands in the U.S., tens of thousands of three-year-old and four-year-old girls that have to be given hormone shots instead of telling them, get your child off plastics, get them off hormone milk, when they know what's doing it.
[00:15:56.024 --> 00:15:59.948]  And they don't even tell them, get off the hormones.
[00:15:59.948 --> 00:16:02.531]  They say, Oh, we'll give you another hormone to block that.
[00:16:02.531 --> 00:16:08.257]  And then they get things like Cushing's disease and others that causes all sorts of hormonal malfunction.
[00:16:08.257 --> 00:16:13.262]  You know how dangerous it is to give people high doses of different types of hormones or suppress other hormones?
[00:16:14.804 --> 00:16:15.785]  And there's hundreds of issues.
[00:16:15.785 --> 00:16:17.706]  I was thinking about it last night, this morning.
[00:16:17.706 --> 00:16:18.927]  Things were racing through my mind.
[00:16:18.927 --> 00:16:19.887]  I want to warn you about this.
[00:16:19.887 --> 00:16:21.068]  I want to warn you about that.
[00:16:21.068 --> 00:16:23.290]  I mean, it is an insane society.
[00:16:23.290 --> 00:16:30.935]  And then you've got them knowingly putting hundreds of different identifiable, high-powered cancer viruses that cause cancer in your vaccines?
[00:16:33.132 --> 00:16:54.418]  I've got all the studies going back that I learned 10 years ago, where they find levels of Prozac, levels of Ritalin, levels of birth control female hormone and water supplies that aren't connected to large human populations that shouldn't have the drugs in it, and it's at levels where it couldn't just be from leeching from human waste that it's being added.
[00:16:54.418 --> 00:17:01.040]  Do you understand you and I and all of us are under undebatable attack?
[00:17:04.025 --> 00:17:06.626]  The eugenicists said they would do it.
[00:17:06.626 --> 00:17:09.407]  The Eugenics Society stated it.
[00:17:09.407 --> 00:17:13.708]  I've made a film, Endgame, showing you their quotes, showing you the documents.
[00:17:13.708 --> 00:17:25.211]  I'm gonna make a part two to Endgame, where we just go through nothing but their own studies and their admissions.
[00:17:25.211 --> 00:17:27.332]  You know, a lot of the establishment people think I'm weak.
[00:17:27.332 --> 00:17:29.233]  They think I've got a problem because I care about other people.
[00:17:29.233 --> 00:17:30.833]  They think it's stupid.
[00:17:30.833 --> 00:17:33.554]  But what happens to a society where nobody cares about anybody else?
[00:17:34.645 --> 00:17:36.227]  It falls apart.
[00:17:36.227 --> 00:17:40.512]  President Bush regrets his legacy as a man who wanted war.
[00:17:40.512 --> 00:17:49.121]  That's his job, though, to take the blame for it when he's just a puppet and then they move on and give us an Obama or a McCain.
[00:17:49.121 --> 00:17:53.066]  Boffin predicts computer games will help kids create genetically engineered life forms.
[00:17:53.462 --> 00:17:55.384]  Princeton Packet reports on that.
[00:17:55.384 --> 00:17:56.885]  Another one out of the news of Australia.
[00:17:56.885 --> 00:17:59.367]  Pentagon okays brainwave binoculars.
[00:17:59.367 --> 00:18:01.488]  They're already making the troops take implantable chips.
[00:18:01.488 --> 00:18:03.370]  Now they're saying, you want to be a fighter pilot?
[00:18:03.370 --> 00:18:04.470]  Gotta take a brain chip.
[00:18:04.470 --> 00:18:06.592]  Mainstream news.
[00:18:06.592 --> 00:18:08.333]  Chrysler building on the block.
[00:18:08.333 --> 00:18:12.957]  Sovereign Arab fund to pay 800 million for the famous Chrysler building.
[00:18:12.957 --> 00:18:19.322]  An Italian snags the Flatreon building in New York.
[00:18:20.583 --> 00:18:23.984]  Because that's because the dollar's been devalued down to nothing.
[00:18:23.984 --> 00:18:25.325]  They've got the money.
[00:18:25.325 --> 00:18:26.966]  They're coming in and buying everything up.
[00:18:26.966 --> 00:18:29.907]  The government's now made what's being purchased secret.
[00:18:29.907 --> 00:18:33.588]  You'll only see a blurb here, a blurb there, when it's publicly announced by the company.
[00:18:33.588 --> 00:18:36.389]  Obama admits smoking cigarettes in the last few months.
[00:18:36.389 --> 00:18:38.730]  Who cares?
[00:18:38.730 --> 00:18:39.150]  U.S.
[00:18:39.150 --> 00:18:43.432]  bars ID refuseniks from planes, but not ID losers, the register.
[00:18:44.341 --> 00:18:48.364]  You see, if you say you don't have your ID or you lost it, they let you on the planer.
[00:18:48.364 --> 00:18:49.585]  If you're an illegal alien, they do.
[00:18:49.585 --> 00:18:51.026]  It's selectively enforced.
[00:18:51.026 --> 00:18:54.970]  It's like you get a bank account without an ID if you're a foreigner, but not a citizen.
[00:18:54.970 --> 00:18:58.813]  And it says, yes, if you say you lost it, you get on.
[00:18:58.813 --> 00:19:00.394]  But if you say you refuse, you don't.
[00:19:00.394 --> 00:19:04.697]  It's all about making you submit.
[00:19:04.697 --> 00:19:09.261]  FBI agent says, special agent says, catastrophic attack is revenge for torture.
[00:19:09.261 --> 00:19:10.462]  Abu Ghraib.
[00:19:10.462 --> 00:19:11.823]  Total disinfo will cover that.
[00:19:12.449 --> 00:19:16.011]  Iran threatened after Gates visits Bilderberg meeting.
