[00:00:06.021 --> 00:00:10.844]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:10.844 --> 00:00:12.445]  You want answers?
[00:00:12.445 --> 00:00:13.986]  Well, so does he.
[00:00:13.986 --> 00:00:18.168]  He's Alex Jones on the GCN Radio Network.
[00:00:18.168 --> 00:00:22.270]  And now, live from Austin, Texas, Alex Jones.
[00:00:31.491 --> 00:00:35.654]  It's the Alex Jones Show, live on this Tuesday, October 7th edition.
[00:00:35.654 --> 00:00:38.817]  I'm Paul Joseph Watson, once again, filling in for Alex.
[00:00:38.817 --> 00:00:41.079]  We've got another jam-packed show coming up.
[00:00:41.079 --> 00:00:44.522]  David Knight in studio, as well as Anthony Gucciardi.
[00:00:44.522 --> 00:00:53.028]  Next hour, we've got Robert David Steele, who, of course, is a former CIA officer, wrote a book, which I read recently, The Open Source Manifesto.
[00:00:53.889 --> 00:01:02.372]  He's going to talk about a prediction he made last month in which he said that Ebola would be used in the United States as a false flag event.
[00:01:02.372 --> 00:01:03.973]  We're going to dig down into that.
[00:01:03.973 --> 00:01:20.879]  Also going to get into some solutions about how Steele lays out the hierarchical control, the top-down system, how that can be reversed, how we can turn it into a grassroots populist uprising, which is, of course, what the elite are concerned about given the CFR's recent proclamation
[00:01:21.579 --> 00:01:28.661]  About the American distemper, which is the fact that this uprising, this populist revolution is on the horizon.
[00:01:28.661 --> 00:01:31.281]  Steele has made similar comments to that effect.
[00:01:31.281 --> 00:01:34.462]  So we're going to get into that and more in the next hour.
[00:01:34.462 --> 00:01:42.484]  Obviously first hour we're focusing on the latest Ebola news because it gets even more ridiculous.
[00:01:42.484 --> 00:01:44.424]  We have an article here out of the Daily Mail.
[00:01:44.424 --> 00:01:46.605]  President Obama's basically outlined his
[00:01:47.791 --> 00:01:49.652]  Mission to defeat Ebola.
[00:01:49.652 --> 00:01:58.635]  Obama's new airport screening plan uses customs agents to spot Ebola as President concedes we don't have a lot of margin for error.
[00:01:58.635 --> 00:02:06.237]  So basically the same people that rifle through your bags at the airport are going to be checking people for Ebola.
[00:02:06.237 --> 00:02:14.240]  And if you have confidence in customs agents to do that, then you probably missed the next article which went up on Infowars.com yesterday.
[00:02:15.040 --> 00:02:17.121]  We're going to play this clip after the break.
[00:02:17.121 --> 00:02:23.202]  CNN reporter returning from Liberia horrified by lack of airport Ebola screening.
[00:02:23.202 --> 00:02:34.805]  So this CNN reporter and several of her colleagues basically travelled through Atlanta airport and were quote shocked by the complete lack of screening for Ebola.
[00:02:35.285 --> 00:02:45.874]  They outright told the airport officials, the customs officials, that they had just traveled back from West Africa, that they could potentially have been exposed to Ebola.
[00:02:45.874 --> 00:02:47.836]  Basically, they weren't even asked any questions.
[00:02:47.836 --> 00:02:49.397]  They were allowed to go on their way.
[00:02:49.397 --> 00:02:50.899]  No checks were taken.
[00:02:50.899 --> 00:03:01.048]  So if that is the character of the provisions that the Obama administration is now taking in the fight against Ebola, as now the WHO in Europe warns that
[00:03:01.528 --> 00:03:08.393]  It's basically inevitable that Europe will see an Ebola outbreak after a case in Spain yesterday.
[00:03:08.393 --> 00:03:16.318]  We've now got articles suggesting there could be potentially 56 other people exposed to the Ebola virus at this hospital in Spain.
[00:03:16.318 --> 00:03:20.481]  There you see 56 being monitored in Spain after Ebola infects nurse.
[00:03:20.481 --> 00:03:21.602]  So the WHO is...
[00:03:22.685 --> 00:03:32.291]  Really taking this seriously in Europe, saying this could lead to an outbreak, whereas in the United States there's no talk whatsoever of banning flights.
[00:03:32.291 --> 00:03:37.173]  US not considering a travel ban amid Ebola outbreak, says the White House.
[00:03:37.173 --> 00:03:40.896]  And again, they've stuck to that line for, you know, over a week now, basically.
[00:03:41.536 --> 00:03:46.120]  But if you thought that was crazy, then take a look at this out of the Daily Mail.
[00:03:46.120 --> 00:03:56.210]  Dallas Ebola victim's stepdaughter who took him to hospital as he was vomiting wildly is given all clear to return to work as a nursing assistant.
[00:03:56.730 --> 00:04:14.296]  So this is the stepdaughter of patient zero, Thomas Eric Duncan, who of course was taken ill in Dallas last week with Ebola after they sent him home for a period of days having failed to detect the virus, even though Duncan told them he had travelled back from Liberia.
[00:04:14.296 --> 00:04:15.137]  Now they're sending
[00:04:15.697 --> 00:04:26.407]  His stepdaughter, who was in the apartment with him, with the vomit-stained blankets and towels, she was in the ambulance with him as he travelled to the hospital.
[00:04:26.407 --> 00:04:40.599]  And again, it can take up to 21 days for people to show symptoms of Ebola, and yet the CDC has given the all-clear to send this individual back to work as a nursing assistant.
[00:04:41.585 --> 00:04:43.827]  Absolutely unbelievable.
[00:04:43.827 --> 00:04:45.888]  And that's just the tip of the spear.
[00:04:45.888 --> 00:04:47.369]  We're going to get more into Ebola.
[00:04:47.369 --> 00:04:49.810]  We're going to cover some police state news later as well.
[00:04:49.810 --> 00:04:51.291]  Robert David Steele coming up.
[00:04:51.291 --> 00:04:52.952]  David Nye in studio.
[00:04:52.952 --> 00:04:53.873]  Jam Pack Show.
[00:04:53.873 --> 00:04:56.254]  It's the Alex Jones Show live.
[00:04:56.254 --> 00:04:57.855]  Infowars.com.
[00:04:57.855 --> 00:04:58.536]  Keep it locked in.
[00:04:59.915 --> 00:05:00.975]  DNA Force.
[00:05:00.975 --> 00:05:04.236]  When cells become toxic, they die early and aging sets in.
[00:05:04.236 --> 00:05:05.396]  DNA Force.
[00:05:05.396 --> 00:05:13.558]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[00:05:13.558 --> 00:05:15.539]  Just one of the key compounds.
[00:05:15.539 --> 00:05:18.639]  BioPQQ is backed by major clinical studies.
[00:05:18.639 --> 00:05:19.680]  DNA Force.
[00:05:19.680 --> 00:05:21.680]  We now have the synergistic solution.
[00:05:21.680 --> 00:05:26.061]  Secure your DNA Force today at InfoWarsLife.com or call toll free 888-253-3139.
[00:05:26.061 --> 00:05:26.841]  DNA Force.
[00:05:30.091 --> 00:05:33.753]  The government's Department of Homeland Security is buying up loads of ammo.
[00:05:33.753 --> 00:05:38.015]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[00:05:38.015 --> 00:05:39.816]  Can you put two and two together?
[00:05:39.816 --> 00:05:47.660]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[00:05:47.660 --> 00:05:48.801]  But for how long?
[00:05:48.801 --> 00:05:51.022]  Go to InfidelBodyArmor.com.
[00:05:51.022 --> 00:05:55.444]  Spelled I-N-F-I-D-E-L BodyArmor.com.
[00:05:55.444 --> 00:05:57.325]  Infidel Body Armor.
[00:05:57.325 --> 00:05:58.266]  Just won't quit.
[00:06:00.029 --> 00:06:06.211]  General, what do you think about the FBI saying that there's a terror alert on Monday about a potential forklift situation?
[00:06:06.211 --> 00:06:09.491]  The police are shoving people, shoving Alex, shoving the crowd.
[00:06:09.491 --> 00:06:10.372]  Here we go, folks!
[00:06:10.372 --> 00:06:11.232]  I'm being assaulted!
[00:06:11.232 --> 00:06:17.633]  Whether it's the radio show, the news websites, documentary films, or the nightly news, InfoWars is the tip of the spear.
[00:06:17.633 --> 00:06:23.515]  Is this another false flag stage attack to take our civil liberties and promote homeless security by sticking our hands down on the streets?
[00:06:23.695 --> 00:06:27.660]  It's up to us to set brush fires in the minds of men and women everywhere.
[00:06:27.660 --> 00:06:30.564]  And that's what PrisonPlanet.TV is designed to do.
[00:06:30.564 --> 00:06:39.014]  If you watch, the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[00:06:39.014 --> 00:06:41.116]  What we see now is a war against reality.
[00:06:41.116 --> 00:06:42.158]  It's a war against the truth.
[00:06:42.498 --> 00:06:51.461]  It's more vital than ever that supporters of freedom become members of PrisonPlanet.TV and share their membership with up to 11 friends and family.
[00:06:51.461 --> 00:06:54.102]  Visit InfoWarsNews.com today.
[00:06:54.102 --> 00:06:58.403]  Become a member, share your membership, and help take the info war to the next level.
[00:06:59.781 --> 00:07:02.004]  I've always believed in nutrition and herbs.
[00:07:02.004 --> 00:07:10.094]  Super Mill Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[00:07:10.094 --> 00:07:17.203]  Sourced from powerful organic herbs harvested around the planet and then concentrated for maximum potency.
[00:07:17.603 --> 00:07:22.208]  I just received my male vitality about three days ago, and I must say, that is some good stuff.
[00:07:22.208 --> 00:07:32.819]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO, organic, super male vitality formula.
[00:07:32.819 --> 00:07:38.986]  Super male vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[00:07:39.286 --> 00:07:41.868]  I jump out of bed ready to fight these criminals every day.
[00:07:41.868 --> 00:07:45.712]  I look forward to waking up and taking my super male vitality and getting the day started.
[00:07:45.712 --> 00:07:47.654]  It's not just the super male vitality.
[00:07:47.654 --> 00:07:51.817]  All the products in InfoWarsLife.com are simply amazing.
[00:07:51.817 --> 00:07:58.764]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWarsLife.
[00:08:10.077 --> 00:08:12.741]  Waging war on corruption.
[00:08:12.741 --> 00:08:14.483]  It's Alex Jones.
[00:08:22.796 --> 00:08:25.019]  We're back live on the Alex Jones Show.
[00:08:25.019 --> 00:08:28.122]  Paul Joseph Watson filling in for Alex.
[00:08:28.122 --> 00:08:30.225]  Now we're going to go to a CNN clip.
[00:08:30.225 --> 00:08:37.212]  Let's just preface this with a quote from Josh Earnest, the White House Press Secretary, on the subject of Ebola.
[00:08:37.212 --> 00:08:39.715]  He said, quote, there is a very sophisticated...
[00:08:40.436 --> 00:08:45.237]  Multilayered screening system in place to ensure that the traveling public is safe.
[00:08:45.237 --> 00:08:54.160]  That's the White House Press Secretary, Josh Earnest, a couple of days ago, talking about the preparations that they're making for Ebola.
[00:08:54.160 --> 00:08:58.761]  Of course, they've refused to shut down any flights coming in from West Africa.
[00:08:58.761 --> 00:09:07.264]  Now we're going to have customs agents, the same people that rifle through your bags, supposedly screening for Ebola in airports, even though technically
[00:09:07.904 --> 00:09:09.405]  That can be sidestepped.
[00:09:09.405 --> 00:09:14.168]  You can take ibuprofen and not register as having a high fever.
[00:09:14.168 --> 00:09:16.649]  So it is indeed completely useless.
[00:09:16.649 --> 00:09:21.252]  Obama's new airport screening plan uses customs agents to spot Ebola.
[00:09:21.252 --> 00:09:35.040]  So Josh Earnest, the White House Press Secretary, ensures us that the travelling public is safe because now they've got these measures in place to catch Ebola at the border before it arrives in the United States at the airport.
[00:09:35.882 --> 00:09:41.793]  Which is not the experience of CNN reporters who travelled through Atlanta airport last week.
[00:09:41.793 --> 00:09:43.176]  Let's go ahead and roll that clip.
[00:09:43.524 --> 00:09:48.847]  I expected that they were going to take my temperature, they were going to ask me lots of questions, but they didn't.
[00:09:48.847 --> 00:10:10.781]  I said, I'm a journalist, I've come back from Liberia, I was covering Ebola, and the gentleman who was helping me, the officer, he started to hand my passport back and say, welcome home, but instead he said, oh wait a second, I got an email about passengers like you, hold on a second, and he went and conferred with someone, and he didn't know, and they conferred with someone else, and in the end he said, you need to watch yourself for signs of Ebola.
[00:10:11.121 --> 00:10:12.602]  And I said, well, what am I watching for?
[00:10:12.602 --> 00:10:13.822]  And he couldn't tell me.
[00:10:13.822 --> 00:10:20.626]  Now, as if that weren't bad enough, Robin, I was traveling with two colleagues, a photojournalist and a producer, and they weren't told anything.
[00:10:20.626 --> 00:10:23.287]  And they also said that they were journalists who'd been covering Ebola.
[00:10:23.287 --> 00:10:27.229]  So we were all kind of shocked and pretty horrified at the lack of screening in U.S.
[00:10:27.229 --> 00:10:27.769]  airports.
[00:10:27.769 --> 00:10:30.430]  But, you know, as we've been talking about, that may be changing.
