[00:00:05.031 --> 00:00:06.333]  Big Brother.
[00:00:06.333 --> 00:00:08.095]  Mainstream media.
[00:00:08.095 --> 00:00:09.857]  Government cover-ups.
[00:00:09.857 --> 00:00:11.439]  You want answers?
[00:00:11.439 --> 00:00:13.001]  Well, so does he.
[00:00:13.001 --> 00:00:17.186]  He's Alex Jones on the GCN Radio Network.
[00:00:17.186 --> 00:00:21.251]  And now, live from Austin, Texas, Alex Jones.
[00:00:30.585 --> 00:00:41.631]  Well, it's our first live transmission of 2010 on this Sunday edition, January 3rd, 2010.
[00:00:41.631 --> 00:00:45.173]  That will certainly take some getting used to.
[00:00:45.173 --> 00:00:51.716]  We're going to have our third interview with one of the key eyewitnesses from the
[00:00:53.669 --> 00:01:06.978]  International flight 253 that came in to Detroit on Christmas Day and that the underwear bomber attempted to bring out of the air reportedly.
[00:01:06.978 --> 00:01:09.440]  He will be joining us coming up in 20 minutes.
[00:01:09.440 --> 00:01:14.183]  Haskell, FBI, has changed account four times.
[00:01:14.183 --> 00:01:17.786]  Our story is the same since day one.
[00:01:18.882 --> 00:01:24.328]  And there have been some other developments in the case since he was last on with us Wednesday live.
[00:01:24.328 --> 00:01:30.656]  He'll be joining us coming up in the third segment.
[00:01:30.656 --> 00:01:35.361]  I have several large stacks of news here that I want to go over today or attempt to cover.
[00:01:36.420 --> 00:01:47.867]  But one that was given to me when I got to the office today by the crew, because I encourage them to also search around for interesting news, is an article out of the Times of London.
[00:01:49.537 --> 00:01:58.823]  And of course we also simulcast all six days a week of my radio show online via television at PrisonPlanet.tv.
[00:01:58.823 --> 00:02:08.730]  PrisonPlanet.tv viewers might want to tune in because you can see shots from the document cam of these articles I'm talking about.
[00:02:08.730 --> 00:02:13.233]  Microsoft seeks patent for office spy software.
[00:02:15.188 --> 00:02:21.730]  And driving into the office today with my stacks of news, I was thinking to myself, what is it I want to get into?
[00:02:21.730 --> 00:02:34.673]  The underwear bomber and the clear evidence that that's a false flag event to kick off several new wars in Yemen, Somalia, and to expand what's happening in Afghanistan and Pakistan?
[00:02:34.673 --> 00:02:43.415]  Should I get into the fact that the Democratic Party, even though it is destroying their election hopes for 2010,
[00:02:47.253 --> 00:02:50.776]  2012, they don't care.
[00:02:50.776 --> 00:02:57.821]  Why are they going ahead with government-controlled, government-run health care?
[00:02:57.821 --> 00:02:59.962]  Which isn't socialism, that's bad enough.
[00:02:59.962 --> 00:03:01.904]  It's just highway robbery.
[00:03:01.904 --> 00:03:07.248]  Real liberals and socialists have finally read the bill and are saying, higher taxes, less health care?
[00:03:10.475 --> 00:03:13.240]  And I was also looking at news from India.
[00:03:13.240 --> 00:03:19.530]  Massive deaths there from freezing weather, which they never have in the areas of India that have been hit by freezing temperatures for a week.
[00:03:19.530 --> 00:03:24.238]  Freezing temperatures in Europe, freezing temperatures in North America, freezing temperatures in Asia.
[00:03:27.079 --> 00:03:32.743]  Which is, of course, circumstantial evidence that the world is not overheating.
[00:03:32.743 --> 00:03:35.625]  Al Gore, every time it gets hot, says, oh, look, global warming.
[00:03:35.625 --> 00:03:37.247]  Well, that's part of a normal cycle.
[00:03:37.247 --> 00:03:42.931]  I'm not going to sit here and say, oh, look, it's record cold temperatures.
[00:03:42.931 --> 00:03:47.394]  Some of the coldest temperatures ever recorded this time.
[00:03:47.394 --> 00:03:52.758]  Europe, I have the headline here, coldest temperatures ever recorded for this time of year.
[00:03:52.758 --> 00:03:55.400]  I have another headline in Washington, D.C.
[00:03:57.382 --> 00:04:04.227]  Biggest, deepest snow storm in December history in Washington, D.C.
[00:04:04.227 --> 00:04:05.108]  But that doesn't matter.
[00:04:05.108 --> 00:04:07.450]  Weather is always changing.
[00:04:07.450 --> 00:04:08.911]  You're always having extreme weather.
[00:04:08.911 --> 00:04:16.237]  So because we're having extremely cold weather doesn't prove that man-made global warming isn't real.
[00:04:16.237 --> 00:04:24.684]  What does prove that it isn't real is that we have the ice core samples, we have the last 300 years of temperature recorded, and we know that
[00:04:26.815 --> 00:04:29.456]  This is moderately warming, we've seen.
[00:04:29.456 --> 00:04:32.618]  And in the last nine years, we've seen a cooling.
[00:04:32.618 --> 00:04:35.219]  But that's a normal cycle.
[00:04:35.219 --> 00:04:40.081]  But that's not what I decided to get into first today.
[00:04:40.081 --> 00:04:53.627]  No, when I read this article right before I went on air, I decided to get a little bit into the technological enslavement system, the technocracy, the scientific dictatorship.
[00:04:53.627 --> 00:04:56.048]  So that is coming up.
[00:04:57.274 --> 00:04:58.569]  Right after the break, stay with us.
[00:05:01.001 --> 00:05:04.962]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[00:05:04.962 --> 00:05:13.824]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[00:05:13.824 --> 00:05:18.445]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[00:05:18.445 --> 00:05:29.267]  The Silver Lungs Generator infuses the respiratory system with your self-produced nanosilver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[00:05:29.907 --> 00:05:39.409]  With continued legislation threatening the sale of nanosilver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[00:05:39.409 --> 00:05:44.851]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[00:05:44.851 --> 00:05:52.332]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[00:05:52.332 --> 00:05:55.073]  That's www.silverlungs.com.
[00:06:01.488 --> 00:06:08.131]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:06:08.131 --> 00:06:13.714]  It's Alex Jones and the GCN Radio Network.
[00:06:13.714 --> 00:06:17.356]  Welcome and thank you so much for joining us on this live Sunday broadcast.
[00:06:17.356 --> 00:06:19.437]  First live broadcast of 2010.
[00:06:23.217 --> 00:06:26.619]  On this January 3rd, Sunday edition.
[00:06:26.619 --> 00:06:27.999]  Thank you for joining us.
[00:06:27.999 --> 00:06:38.944]  We have one of the eyewitnesses of the underwear bomber flight joining us, coming up for the third interview we've done with him.
[00:06:38.944 --> 00:06:44.947]  There's been some big new developments on that front with Kurt Haskell.
[00:06:44.947 --> 00:06:49.449]  As the FBI now has been forced for the multiple times
[00:06:50.694 --> 00:06:53.155]  Four times total to change their story.
[00:06:53.155 --> 00:07:03.119]  They are now admitting that Mr. Haskell and his family and what the eyewitnesses are saying is correct and is accurate.
[00:07:03.119 --> 00:07:04.739]  So they've been caught in the middle of a cover-up.
[00:07:04.739 --> 00:07:11.082]  We'll get into that cover-up coming up in the next segment today.
[00:07:11.082 --> 00:07:13.083]  Also, the Democrats are in big trouble.
[00:07:13.083 --> 00:07:16.204]  There's a huge exodus out of their party, not just at the
[00:07:17.714 --> 00:07:23.058]  Federal level, in Congress, in the House and Senate, but also at the state level.
[00:07:23.058 --> 00:07:35.187]  There is going to be a backlash, the likes of which we've never seen before, from their move to hijack one-seventh to one-sixth, depending on what numbers you look at, of the U.S.
[00:07:35.187 --> 00:07:39.651]  economy through government-run healthcare, this giant boondoggle.
[00:07:40.683 --> 00:07:42.884]  Which even liberals are now upset about.
[00:07:42.884 --> 00:07:44.225]  They've actually read the bill.
[00:07:44.225 --> 00:07:46.846]  They're finding out it doesn't give them something, quote, for free.
[00:07:46.846 --> 00:07:49.608]  There's no such thing as a free lunch.
[00:07:49.608 --> 00:08:00.774]  What it gives them is something new to tax and control and dole out to the public who they want to make dependent on them.
[00:08:00.774 --> 00:08:04.096]  So that is coming up later in the broadcast as well.
[00:08:05.270 --> 00:08:13.394]  But the first story I want to get to is out of the Times of London today.
[00:08:13.394 --> 00:08:18.036]  And after I saw this story, I went and Googled it and looked it up.
[00:08:18.036 --> 00:08:26.819]  It turns out they previously reported on this along with other publications last year as well.
[00:08:26.819 --> 00:08:32.422]  And it reports that Microsoft seeks patent for OfficeSpy software.
[00:08:35.558 --> 00:08:41.520]  And when you see an article like this, it gives you a glimpse into the future.
[00:08:41.520 --> 00:08:58.686]  And if we go back a decade ago or longer ago, the predictions I made on the type of surveillance society we're going to be living under and living in, unfortunately have come true.
[00:08:58.686 --> 00:09:04.068]  And before I get into this here briefly before our guest joins us,
[00:09:09.620 --> 00:09:22.445]  Friday night, I went into a gas station to get a cup of coffee and a man walked over to me, as often happens, and said, oh, I recognize your voice.
[00:09:22.445 --> 00:09:25.287]  You're Alex Jones here in Austin, Texas.
[00:09:25.287 --> 00:09:26.427]  And I said, yes, how are you doing?
[00:09:26.427 --> 00:09:29.048]  And he said, oh, I just recognized your voice.
[00:09:29.048 --> 00:09:31.669]  I said, great, have a nice day.
[00:09:31.669 --> 00:09:34.830]  And he said, hold on just a minute, hold on.
[00:09:34.830 --> 00:09:37.892]  He said, do you really believe
[00:09:38.820 --> 00:09:48.586]  The things you talk about on your show, or do you just do it for shock value?
[00:09:48.586 --> 00:10:04.976]  And I paused for a moment, and he went on to say, I guess thinking he'd made me angry, he hadn't, I was just being reflective, I was thinking, he said, or are you just trying to get people to look in to what you have to say?
[00:10:07.492 --> 00:10:11.736]  And that's true to a certain extent.
[00:10:11.736 --> 00:10:14.999]  But I don't get up here and yell and scream and get upset sometimes.
[00:10:16.195 --> 00:10:22.358]  Because I'm trying to get people to pay attention, though it has that effect in some cases.
[00:10:22.358 --> 00:10:45.047]  I am upset on the radio sometimes and get passionate because I'm passionate about freedom and passionate about my children growing up and living in a free society and my unborn grandchildren growing up and living in a free society and I want to leave the world a better place when I leave this planet, not in a worse position.
[00:10:47.912 --> 00:11:02.124]  But I thought about that, and I reflected on it, that we're on all these AM and FM stations across the country.
[00:11:02.124 --> 00:11:11.492]  We're the number one internet show on the internet according to Shoutcast and other barometers, other meters, other gauges.
[00:11:11.492 --> 00:11:13.254]  We're clearly number one radio talk show.
[00:11:14.113 --> 00:11:20.317]  Routinely number one even above music on ShotKast and other gauges.
[00:11:20.317 --> 00:11:32.284]  And there's all these people out there tuning in and they don't understand that they don't have to believe me.
[00:11:32.284 --> 00:11:33.505]  They don't understand that
[00:11:38.615 --> 00:11:44.979]  They can simply go and look up 95% of what I talk about here on air.
[00:11:44.979 --> 00:11:53.483]  I mean, 5% of the time I editorialize on something or I tell a personal story about myself like I just did.
[00:11:53.483 --> 00:12:03.929]  And you don't know if that's true, but if I get up here and I tell you record cold temperatures in Washington, D.C., that's what the Associated Press is reporting today.
[00:12:05.001 --> 00:12:26.159]  Or if I get up here on the radio and I tell you that Google has patented and says they're now testing as of three years ago, accessing the microphones and cameras on computers and dialing in and listening to everything you're saying and doing to build psychological algorithms and psychological databases on you.
[00:12:27.236 --> 00:12:37.663]  I mean, if I say something like that, even if it shocks you, and it should be shocking because you know that's police state, that's not freedom, that's an invasion of privacy.
[00:12:37.663 --> 00:12:51.192]  But instead of going, man, I better check this out and find out if it's true, it's so shocking that you just decide to say that guy must be just putting this out there to get people's attention.
[00:12:51.192 --> 00:12:52.433]  Let me explain something to you.
[00:12:53.843 --> 00:13:14.818]  If I got up here on the radio and I said that Bayer Pharmaceutical, for close to a decade, conservatively, knew that over a million ampoules of their blood clotting drug, Factor VIII, was filled with HIV and three strains of hepatitis,
[00:13:15.842 --> 00:13:20.665]  And infected hundreds and hundreds of thousands of people worldwide.
[00:13:20.665 --> 00:13:34.673]  If I got up here and said that, and it wasn't true, Bayer Pharmaceutical would sue me off the face of the earth.
[00:13:34.673 --> 00:13:41.137]  If I got up here on the radio and I said, Baxter Pharmaceutical, last year,
[00:13:42.301 --> 00:13:48.866]  This was in Bloomberg and Associated Press, but even if I give them sources, they don't care, they don't believe it.
[00:13:48.866 --> 00:14:07.700]  Mixed, weaponized bird flu, and shipped it to 14 different countries, and thank God, a lab tech in Czechoslovakia tested it on ferrets, and if the ferrets get sick, it means they didn't properly kill the virus, if it's a regular flu shot, but the ferrets all died.
[00:14:07.700 --> 00:14:11.163]  And so they did tests and said, my God, this has got superflu in it.
[00:14:14.104 --> 00:14:17.307]  And they just pulled up a mainstream MSNBC article.
[00:14:17.307 --> 00:14:25.113]  Scarborough revisits Bayer marketing HIV, AIDS, infected blood, clotting substances.
[00:14:25.113 --> 00:14:26.674]  But see, my crew just did that.
[00:14:26.674 --> 00:14:27.955]  I didn't tell them to do that.
[00:14:27.955 --> 00:14:30.757]  What, it took you a minute to do that?
[00:14:30.757 --> 00:14:33.399]  I mean, I'm not making any of this up!
[00:14:33.399 --> 00:14:36.862]  You can get mad at me and say, Alex, I don't think you should get upset about it!
[00:14:40.680 --> 00:14:44.683]  But you can't just sit there and say, I'm making this up.
[00:14:44.683 --> 00:14:46.564]  And I get those emails every day.
[00:14:46.564 --> 00:14:48.146]  I see it all over the message boards.
[00:14:48.146 --> 00:14:56.172]  People send me links saying I'm a liar about all of this when I'm not lying about any of it.
[00:14:56.172 --> 00:15:03.877]  If I say cold weather kills scores in India, I have the New Delhi News here in front of me.
[00:15:03.877 --> 00:15:04.378]  Here it is.
[00:15:06.766 --> 00:15:09.487]  Talking about global warming being a fraud.
[00:15:09.487 --> 00:15:18.552]  If I say Dublin airport suspends flights in cold weather, or that DC has record cold, record!
[00:15:18.552 --> 00:15:20.473]  Record cold, record snow.
[00:15:20.473 --> 00:15:22.754]  I mean, it's just, it's a fact!
[00:15:22.754 --> 00:15:26.216]  I mean, if I say that major universities that the UN uses
[00:15:27.401 --> 00:15:39.408]  To get their data to show that the Earth is warming and that it's man-made, have been caught, engaged in fraud, and that they know it's not man-made.
[00:15:39.408 --> 00:15:43.911]  We have Ben Santer's own internal UN documents.
[00:15:43.911 --> 00:15:45.672]  We have the ClimateGate documents.
[00:15:47.162 --> 00:15:56.451]  When I got those FBI Homeland Security documents saying veterans, gun owners, conservatives are the real enemy of Homeland Security, people didn't believe it for two days.
[00:15:56.451 --> 00:15:57.452]  They thought I made it up.
[00:15:57.452 --> 00:15:58.493]  Now it's admitted it was real.
[00:16:01.508 --> 00:16:05.150]  Hundreds of nations have fallen to tyranny in the last century alone.
[00:16:05.150 --> 00:16:08.772]  This is our last chance to not relive history.
[00:16:08.772 --> 00:16:13.554]  As we're finishing off this agenda, we're pulling the rug from underneath Americans at home.
[00:16:13.554 --> 00:16:19.958]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[00:16:19.958 --> 00:16:22.199]  I think it's incumbent upon all of us
[00:16:22.719 --> 00:16:23.039]  Tim Geithner?
[00:16:23.039 --> 00:16:23.560]  Bernanke?
[00:16:23.560 --> 00:16:24.161]  They're arsonists!
[00:16:24.161 --> 00:16:24.881]  They're asking for more matches!
[00:16:24.881 --> 00:16:27.003]  And the Congress is saying, who do we make the check out to?
[00:16:41.638 --> 00:16:43.780]  Today, it seems like nobody does care.
[00:16:43.780 --> 00:16:48.926]  And right now in Washington, D.C., we have seen a fall of the Republic.
[00:16:48.926 --> 00:16:58.037]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[00:17:00.731 --> 00:17:03.732]  Hello, this is Alex Jones with some important questions.
[00:17:03.732 --> 00:17:09.054]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:17:09.054 --> 00:17:11.115]  My answer would be all I can get.
[00:17:11.115 --> 00:17:16.116]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:17:16.116 --> 00:17:17.297]  How much do you want?
[00:17:17.297 --> 00:17:18.017]  When do you want it?
[00:17:18.417 --> 00:17:20.298]  Now or after the battle starts?
[00:17:20.298 --> 00:17:21.358]  When will you need it?
[00:17:21.358 --> 00:17:23.558]  Can you buy it without proper identification?
[00:17:23.558 --> 00:17:24.899]  Will there be any food?
[00:17:24.899 --> 00:17:26.439]  Will it make your children sick?
[00:17:26.439 --> 00:17:31.700]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[00:17:31.700 --> 00:17:35.281]  You wipe out all these problems if you have a good food supply.
[00:17:35.281 --> 00:17:38.762]  Food is your ammunition to fight for your freedom and your life.
[00:17:39.102 --> 00:17:40.322]  How much will you need?
[00:17:40.322 --> 00:17:41.243]  We don't know.
[00:17:41.243 --> 00:17:42.343]  How much do you want?
[00:17:42.343 --> 00:17:43.263]  All you can get.
