[00:00.000 --> 00:12.000]  Defending the Republic from enemies, foreign, and domestic, it's Alex Jones.
[00:12.000 --> 00:25.000]  If tomorrow all the things were gone, I'd work for all my life, and I had to start again with just my children and my...
[00:25.000 --> 00:28.000]  There is no way to know how big this is.
[00:28.000 --> 00:36.000]  When the police we talked to estimated 50,000 or more, there are just streets all around, four or five streets back, with just huge crowds of people in every direction.
[00:36.000 --> 00:44.000]  And that's what the Democrats challenge people to shut down the parking garages and putting up fences trying to block people.
[00:44.000 --> 00:53.000]  So this is really epic, and it just basically got started, and more and more people are pouring in, thousands and thousands can't get in.
[00:53.000 --> 00:56.000]  We're going to be here today live covering the aftermath of the parade.
[00:56.000 --> 00:59.000]  The left doesn't start today, but I haven't seen any antifa.
[00:59.000 --> 01:05.000]  We've been all over this thing trying to find protesters, trying to find anti-gunners, and they just really don't exist.
[01:05.000 --> 01:09.000]  We're told the antifa's gone under cover, though, and may provocateur something.
[01:09.000 --> 01:16.000]  They've also put out a hit list on InfoWars reporters and other journalists calling us Nazis.
[01:16.000 --> 01:19.000]  So once we're Nazis, we've been dehumanized to be attacked.
[01:19.000 --> 01:22.000]  These are the true fascists, truly dangerous evil people.
[01:22.000 --> 01:27.000]  InfoWars is reporting live all day at man.video and infowars.com for its last show.
[01:27.000 --> 01:32.000]  So help us spread the links so that Patriot gun owners can't be framed by Governor Northam.
[01:32.000 --> 01:37.000]  People can learn what we're really saying and what the people are really doing to stay with us.
[01:37.000 --> 01:45.000]  From Detroit down to Houston and New York to LA,
[01:45.000 --> 01:52.000]  the world is bright in every American heart, and it's time we stand and say...
[01:52.000 --> 01:55.000]  Welcome on this January 20th, 2020.
[01:55.000 --> 01:58.000]  I'm David Knight, your host, and that was Alex Jones.
[01:58.000 --> 02:04.000]  He and the crew are there live in Richmond, Virginia, at the state capitol,
[02:04.000 --> 02:10.000]  and that is where the governor, that black-faced, totalitarian conspiracy theorist,
[02:10.000 --> 02:16.000]  who's trying to sow fear and discord, trying to panic the people,
[02:16.000 --> 02:20.000]  and many people looked at what his motives were with us.
[02:20.000 --> 02:23.000]  I mean, is he just trying to do this for a political gain?
