[00:00:04.670 --> 00:00:09.514]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:09.514 --> 00:00:11.095]  You want answers?
[00:00:11.095 --> 00:00:12.637]  Well, so does he.
[00:00:12.637 --> 00:00:16.840]  He's Alex Jones on the GCN Radio Network.
[00:00:16.840 --> 00:00:20.924]  And now, live from Austin, Texas, Alex Jones.
[00:00:27.449 --> 00:00:29.089]  We are live, my friends.
[00:00:29.089 --> 00:00:31.050]  Thank you so much for joining us.
[00:00:31.050 --> 00:00:35.692]  It is the 28th day of March, 2011.
[00:00:35.692 --> 00:00:40.835]  On this Monday edition, we're going to be here for the next three hours.
[00:00:40.835 --> 00:00:54.241]  And we do, in the last 30 minutes, have Larry Pratt, the Director of Gun Owners of America, joining us to look at the new raft of anti-Second Amendment victim disarmament tyranny.
[00:00:55.503 --> 00:00:55.823]  We're good.
[00:01:22.185 --> 00:01:22.605]  Thank you.
[00:01:42.828 --> 00:01:53.110]  Obviously, in the meantime, we've got a lot of extremely important news to cover and some very scary developments with the Fukushima reactor.
[00:01:53.110 --> 00:01:59.512]  Last Wednesday, they reported 1,600 times safe levels, upwards of 20 kilometers away.
[00:01:59.512 --> 00:02:02.652]  Then it was 10,000 times safe levels.
[00:02:02.652 --> 00:02:08.274]  Then there was an incredible report by Tokyo Power and Electric saying it was 10 million times.
[00:02:08.274 --> 00:02:09.374]  They revised that.
[00:02:10.034 --> 00:02:11.015]  I don't think so.
[00:02:27.546 --> 00:02:28.046]  I don't know.
[00:02:45.077 --> 00:02:49.778]  Obama is to push his big Libya speech tonight.
[00:02:49.778 --> 00:03:02.342]  The UN resolution and what Hillary Clinton has basically spun out of that is that if they don't accept a humanitarian ground force, just like the bombardment isn't war, it's kinetic military action.
[00:03:04.063 --> 00:03:09.406]  And a ground invasion by the UN backed by NATO, that won't be a ground invasion either.
[00:03:09.406 --> 00:03:16.371]  That will be a, I guess, ground kinetic event or humanitarian mission.
[00:03:16.371 --> 00:03:29.540]  So they're definitely stampeding towards that and the Al-Qaeda rebels, the good guys according to our controlled corporate press, and they admit it's Al-Qaeda but they say if you don't like it you're a conspiracy theorist.
[00:03:29.540 --> 00:03:30.381]  I mean if you don't like
[00:03:31.297 --> 00:03:32.979]  Diet Coke, you're a conspiracy theorist.
[00:03:32.979 --> 00:03:35.162]  If you don't like MSG, you're a conspiracy theorist.
[00:03:35.162 --> 00:03:37.906]  If you don't like radiation, you're a conspiracy theorist.
[00:03:37.906 --> 00:03:45.756]  If Mambyat, the big eugenicist, is running around laughing, saying he loves nuclear now, Fukushima shows how great it is.
[00:03:45.756 --> 00:03:48.099]  You're like, well, that's a bizarre, crazy-sounding statement.
[00:03:48.519 --> 00:03:55.506]  They're attempting to basically just muddy the waters with purposeful confusion and insanity.
[00:03:55.506 --> 00:03:59.149]  That's how desperate this system has gotten.
[00:03:59.149 --> 00:04:03.113]  So, Obama gears up for hard sell on Libya.
[00:04:03.113 --> 00:04:10.379]  Libyan rebels, al-Qaeda, seize oil complexes amid reports opposition captures Qaddafi's hometown.
[00:04:11.400 --> 00:04:12.221]  I think?
[00:04:41.360 --> 00:04:59.050]  Dispense with a conspiracy theorist label like Cass Sunstein uses and we're going to be breaking all of that down today and a big New York Magazine classic dribble hit piece will be heading on as well.
[00:04:59.050 --> 00:05:06.735]  The Genesis Communications Radio Network proudly presents the Alex Jones Show because there's a war on for your mind.
[00:05:20.396 --> 00:05:22.821]  Again, it is Monday, the 28th day of March, 2011.
[00:05:22.821 --> 00:05:23.241]  Larry Pratt.
[00:05:27.145 --> 00:05:32.568]  Covering the Obama administration, the Justice Department, and the ATF.
[00:05:32.568 --> 00:05:37.191]  Caught red-handed, even CBS News reported on this weeks ago.
[00:05:37.191 --> 00:05:49.278]  Shipping guns into Mexico, allowing guns to be shipped in, to then track them back so they can then blame the Second Amendment for all the problems of the corrupt, failed state that is Mexico.
[00:05:49.278 --> 00:05:51.339]  And they don't care that they've been caught.
[00:05:51.339 --> 00:05:53.441]  They're still, as we predicted a year ago,
[00:05:54.421 --> 00:05:59.703]  Using the crisis in Mexico to go after the Second Amendment.
[00:05:59.703 --> 00:06:02.924]  Wasn't hard to see them getting that geared up and ready.
[00:06:02.924 --> 00:06:17.789]  And of course, we've had sources like Selly Castillo, who's the head DEA agent in Latin America for many years, on with us six years ago, announcing that a new war would be launched in Mexico by the big cartels laundering their money through large Western banks, mainly in the U.S.
[00:06:18.829 --> 00:06:25.074]  and Canada and that they were going to launch a war against the smaller cartels that were not laundering their money through them.
[00:06:25.074 --> 00:06:33.662]  AP, Bloomberg and others have reported just the last three months 360 plus billion laundered by one U.S.
[00:06:33.662 --> 00:06:42.689]  bank alone that owned and chartered the aircraft to ship the cocaine, heroin and marijuana into the United States.
[00:06:43.544 --> 00:06:58.614]  And we've covered that ad nauseum here, but the fact is Obama has launched a false flag terror attack on America by shipping the guns to Mexico that were then used in crimes in Mexico and the U.S.
[00:06:58.614 --> 00:07:01.796]  as a pretext to crack down on the Second Amendment.
[00:07:01.796 --> 00:07:03.758]  That is an act of terrorism.
[00:07:04.298 --> 00:07:26.687]  If I shipped thousands of guns to Mexico to create violence so that I could get a political goal achieved, that follows the classical definition of terrorism, to carry out violence or threaten violence, to pressure a political organization or a group or population into submitting to your political demands.
[00:07:26.687 --> 00:07:27.588]  Terrorism!
[00:07:28.388 --> 00:07:33.732]  Terrorists run America and are running it into the ground.
[00:07:33.732 --> 00:07:37.674]  And the globalists have successfully taken over the US and much of the planet.
[00:07:37.674 --> 00:07:51.684]  They're mopping up the few third world countries that they didn't control like Libya right now, throwing out dictators that weren't properly subservient and sycophantic like Hussein Mubarak in Egypt.
[00:07:51.684 --> 00:07:58.008]  And of course, they're marching on towards Syria, Iran, Indonesia, and of course,
[00:07:58.328 --> 00:07:59.629]  Russia.
[00:07:59.629 --> 00:08:02.851]  So that is just some of what's coming up today.
[00:08:02.851 --> 00:08:21.485]  I want to hit the latest Libya news and the latest Fukushima news as the crisis intensifies but it's a 16-17 day old crisis kind of like now Haiti's a year old and people don't even know that
[00:08:22.500 --> 00:08:22.740]  I don't
[00:08:44.534 --> 00:08:45.495]  We're good to go.
[00:09:03.926 --> 00:09:10.449]  On Saturday, the Japanese put out a false report misreading their Geiger counters of 10 million times.
[00:09:10.449 --> 00:09:16.431]  They revised it by Sunday evening and said, excuse us, it's only 100,000 times.
[00:09:16.431 --> 00:09:17.972]  And I want to get to that first.
[00:09:17.972 --> 00:09:18.792]  But coming up...
[00:09:19.813 --> 00:09:33.310]  Later in the hour, and Paul Watson is set to publish a rebuke of this latest classical hit piece at PrisonPlanet.com.
[00:09:35.643 --> 00:09:41.289]  We have a detailed, very lengthy report.
[00:09:41.289 --> 00:09:44.833]  And we'll put this up on screen for viewers.
[00:09:44.833 --> 00:09:47.476]  And it's got a bizarre headline.
[00:09:47.476 --> 00:09:49.939]  A strange man is following you.
[00:09:51.673 --> 00:10:06.528]  And it says, shouting about mind control assassins, the 9-1-1 conspiracy, and the Bilderberg group, radio host Alex Jones has cornered the bipartisan paranoia market.
[00:10:06.528 --> 00:10:10.352]  And you can see I put my war face on there for the globalist.
[00:10:12.827 --> 00:10:27.272]  That will then get the people reading New York Magazine to then actually read the article, and then they'll actually find the real show, not the straw man cliche created by Joe Hagan.
[00:10:27.272 --> 00:10:35.655]  So that is coming up, and it dovetails with a sickening piece.
[00:10:35.655 --> 00:10:38.736]  Well, it's sickening what Media Matters has been caught doing.
[00:10:38.736 --> 00:10:41.437]  Media Matters war against Fox.
[00:10:43.748 --> 00:10:48.872]  $10 million a year, tax-free, it's 501c3.
[00:10:48.872 --> 00:10:54.156]  They tell your local church if they speak out against abortion, they'll have their 501c3 taken.
[00:10:54.156 --> 00:10:55.577]  No free speech.
[00:10:55.577 --> 00:11:06.365]  That's all fraud, but then Media Matters can openly announce, publicly, a guerrilla war to destroy Fox and destroy their business.
[00:11:06.365 --> 00:11:07.806]  That is torturous interference.
[00:11:09.345 --> 00:11:18.975]  I mean, there's no doubt Fox could absolutely destroy them in court, but because they're funded by George Soros and others, they will just simply pop up a new organization.
[00:11:18.975 --> 00:11:21.057]  It's a kamikaze missile.
[00:11:21.057 --> 00:11:30.046]  They've always posed as if they're this nonpartisan organization, but now they admit that they are basically a Democratic Party missile.
[00:11:30.046 --> 00:11:31.747]  And what's happening here is
[00:11:33.578 --> 00:11:48.383]  The Republicans and Democrats do fight with each other, but over the reins of power, not over the overall globalist policies and the corrupt elite destroying our free market and setting up a crony capitalist, non-free market, fascistic system.
[00:11:50.485 --> 00:12:02.452]  And when you read the quotes in Politico by the head of Media Matters, Media Matters is such a dishonest organization that one of their top writers called me for a story a few months ago, I guess three, four months ago.
[00:12:02.452 --> 00:12:05.694]  And I said, well, you know, George Soros funds you and it's part of the federal filings.
[00:12:05.694 --> 00:12:06.415]  He said, no, he doesn't.
[00:12:07.847 --> 00:12:16.840]  When I got off the phone, I looked it up again and there were millions and millions of dollars he'd given and he'd just given another million to him days before.
[00:12:16.840 --> 00:12:20.045]  I mean, it's basically George Soros' run.
[00:12:20.045 --> 00:12:22.068]  They give their talking points to MSNBC.
[00:12:23.129 --> 00:12:27.932]  And then they think you're so stupid, they tell you that they're not.
[00:12:27.932 --> 00:12:30.654]  And again, I'm going to cover this more later in the hour, but listen to this.
[00:12:30.654 --> 00:12:44.122]  The liberal group Media Matters has quietly transformed itself in preparation for what its founder, David Brock, described in an interview as an all-out campaign of guerrilla warfare and sabotage.
[00:12:44.122 --> 00:12:52.647]  Really, have I announced an all-out war, guerrilla war of sabotage, and said I was going to try to bankrupt, say, the Austin American statesman?
[00:12:54.492 --> 00:12:57.054]  That's actionable.
[00:12:57.054 --> 00:13:00.378]  Especially because they've been caught putting out so much disinformation.
[00:13:00.378 --> 00:13:05.203]  You know, the truth is a total defense against slander, libel, defamation.
[00:13:05.203 --> 00:13:12.170]  But it's not when you can be proven to be putting out disinfo with the intent to do harm.
[00:13:12.170 --> 00:13:13.412]  I mean, that's the definition.
[00:13:14.782 --> 00:13:17.783]  And very, very dangerous.
[00:13:17.783 --> 00:13:21.144]  And of course, we're big critics of Fox as well.
[00:13:21.144 --> 00:13:28.147]  They engage in a lot of skullduggery, but nothing this nasty, openly.
[00:13:28.147 --> 00:13:31.048]  This is a whole new level.
[00:13:31.048 --> 00:13:34.849]  And they've already been doing this for years, but now they're being honest about it.
[00:13:34.849 --> 00:13:40.811]  The group launched as a more traditional media critic, yeah, right, has all but abandoned
[00:13:42.082 --> 00:13:42.182]  It's
[00:14:00.293 --> 00:14:00.934]  What do you think?
[00:14:17.708 --> 00:14:22.751]  Who is openly in the news calling for global government, openly calling for an end to the dollar.
[00:14:22.751 --> 00:14:26.734]  He's been convicted in foreign countries of imploding their currencies.
[00:14:26.734 --> 00:14:37.541]  He did a 60 Minutes interview over a decade ago admitting he helped Nazis go around and round up and arrest people and take their property.
[00:14:37.541 --> 00:14:41.483]  And, I mean, he's totally dangerous and scary.
[00:14:46.894 --> 00:14:57.587]  The Rolling Stone guy that came to interview me, it's in Politico, and I'm going to talk to him today, that he's like a secret operative for them, that's in Politico.
[00:14:58.892 --> 00:15:04.976]  And this Hagan guy fits the bill with this New York Magazine attack piece.
[00:15:04.976 --> 00:15:10.539]  And they sit there and pose as liberals when they're talking to you.
[00:15:10.539 --> 00:15:16.943]  And the Alexander character, he told me that he thinks the 9-11 story isn't true.
[00:15:18.001 --> 00:15:25.326]  And that he appreciated Noam Chomsky coming out and saying now more and more that bin Laden wasn't involved and it's a cover-up.
[00:15:25.326 --> 00:15:33.272]  And so you can sit there and eat Mexican food with these people and they'll act completely normal and nice and they're actual operatives of these groups.
[00:15:35.348 --> 00:15:38.930]  And I'm going to get both these writers on now.
[00:15:38.930 --> 00:15:43.613]  I hadn't really seen a reason to get them on until now, but we'll see if they'll come on in the next week.
[00:15:43.613 --> 00:16:02.145]  I want to get both the Rolling Stone writer, who's now an admitted operative of Media Matters, no doubt garnering intelligence down here they can spin, and the other guy writing just an amazing hit piece so filled with cliches
[00:16:03.422 --> 00:16:05.222]  I mean, it is interestingly written.
[00:16:05.222 --> 00:16:11.963]  I mean, it was a good read, but Joe Hagan, a strange man is following you.
[00:16:11.963 --> 00:16:19.265]  And I don't even know what to say with this 11-page article.
[00:16:19.265 --> 00:16:21.705]  In fact, guys, go to like page three of it.
[00:16:21.705 --> 00:16:29.006]  They have this map with my head in the middle of it, and how I see all these shadowy groups running the worldwide web of globalism.
[00:16:29.006 --> 00:16:31.847]  Well, that's what the globalists say they are doing.
[00:16:33.126 --> 00:16:39.271]  That's what these organizations like the Royal Institute of International Affairs, CFR, admit is their goal.
[00:16:39.271 --> 00:16:47.979]  That's what Rothkopf wrote Superclass three years ago, the head of the Kissinger Group, and said, 6,000 super gophers run things for the global elite.
[00:16:47.979 --> 00:16:51.222]  I mean, world government is admitted.
[00:16:51.222 --> 00:16:56.186]  And they just make all these jokes about it.
[00:16:56.186 --> 00:16:58.929]  Mombiots making jokes about radiation being good for you.
[00:17:00.236 --> 00:17:01.216]  Let's do it.
[00:17:29.909 --> 00:17:31.129]  We move quick here.
[00:17:31.129 --> 00:17:41.073]  We churn out information warfare weapons using the truth at a speed much more rapid with a smaller team than the mainstream media can.
[00:17:41.073 --> 00:17:42.614]  But I just talked to Paul Watson.
[00:17:42.614 --> 00:17:53.938]  It won't be until later in the next hour that his big counter report that I worked on with him this morning on just some of the things that weren't truthful and that weren't accurate in this big hit piece
[00:17:55.346 --> 00:17:55.787]  I think so.
[00:18:08.908 --> 00:18:20.293]  And I never really got into the Rolling Stone cover piece that they did, a major piece that they did a few weeks ago.
[00:18:20.293 --> 00:18:37.640]  But looking at all the news about Cass Sunstein, the White House regulations are saying arrest conspiracy terrorists, at least tax them, put government messages over their websites, seize their websites, infiltrate their organizations, engage in COINTELPRO,
[00:18:39.189 --> 00:18:50.685]  When I saw the writer for New York Magazine basically defend in a sideways fashion
[00:18:52.332 --> 00:19:14.795]  When I saw him defend Cass Sunstein in here as a guy trying to stop my dangerous information and other people's dangerous information, and I see media matters coming out and saying it is their job to destroy Fox News and other conservative websites, and I'm one of the big ones listed that they go after on a
[00:19:16.360 --> 00:19:20.463]  Weekly basis, sometimes three, four, five times a week.
[00:19:20.463 --> 00:19:28.730]  We need to really be conscious of how real this war is and how they've declared war on us.
[00:19:28.730 --> 00:19:34.655]  Now, I tend to take the field of battle with these people and I tend to try to give them information.
[00:19:34.655 --> 00:19:40.200]  I tried to give Joe Hagan of New York Magazine documents for everything I was covering.
[00:19:40.200 --> 00:19:43.142]  He wasn't really interested in that, neither was Nightline.
[00:19:44.083 --> 00:19:48.765]  Neither was Rolling Stone because they want that plausible deniability.
