[00:00:01.798 --> 00:00:15.865]  They said in October I'd be dead in six months.
[00:00:15.865 --> 00:00:20.848]  From the front lines of the Information War, it's Alex Jones.
[00:00:27.569 --> 00:00:33.633]  So, Hillary Rodham Clinton wants to be the first lady of the United States.
[00:00:33.633 --> 00:00:41.339]  But last Friday it came out the FBI did the big data dump ahead of the holiday weekend so nobody would look at the information.
[00:00:41.339 --> 00:00:52.467]  It turns out she couldn't answer questions about all the lies she told the FBI and federal prosecutors and investigators because she had a traumatic brain injury and disorder.
[00:00:53.936 --> 00:00:55.497]  But I thought that was a conspiracy theory.
[00:00:55.497 --> 00:00:58.078]  Here's the headline from Infowars.com.
[00:00:58.078 --> 00:01:01.900]  It was also in Associated Press, you name it, Reuters.
[00:01:01.900 --> 00:01:08.043]  Hillary couldn't answer FBI questions due to brain injury, doc show.
[00:01:08.043 --> 00:01:14.246]  Clinton cited concussion for being unable to recall details regarding private email server.
[00:01:14.246 --> 00:01:19.709]  So she wants to be president, but she can't remember any details because she's so brain damaged.
[00:01:19.709 --> 00:01:22.591]  And it's a conspiracy theory to say that she is brain damaged.
[00:01:23.467 --> 00:01:41.389]  Even though the Secret Service has told this individual that she is seriously brain damaged and many times has trouble even walking and you see her being reclusively held back from the public, being spirited, being circulated, being posited into areas that are very, very hard to see.
[00:01:43.251 --> 00:01:49.333]  Add this to a month ago, I, myself, and Donald Trump and others came out and said, we're really worried about election fraud in this campaign.
[00:01:49.333 --> 00:01:50.294]  We've got a long history of it.
[00:01:50.294 --> 00:01:52.074]  You tried to steal the nomination from Trump.
[00:01:52.074 --> 00:01:54.575]  You did steal it from Bernie Sanders.
[00:01:54.575 --> 00:01:56.736]  We're going to be investigating.
[00:01:56.736 --> 00:02:00.978]  And Obama came out and said, this is preposterous, why the federal government doesn't investigate.
[00:02:00.978 --> 00:02:03.239]  The federal government doesn't get involved in elections.
[00:02:03.239 --> 00:02:05.220]  It's all run by locals.
[00:02:05.220 --> 00:02:10.922]  Now they've come out and announced that Homeland Security is taking over and running the elections along with EU bureaucrats.
[00:02:11.849 --> 00:02:19.197]  So this is now all really unraveling for the social engineers.
[00:02:19.197 --> 00:02:22.140]  And they've got big problems with their deceptive narratives.
[00:02:22.140 --> 00:02:28.546]  But I want to ask you, the viewers today, on this Sunday, the fourth day of September 2016, are they crazy enough to try to put
[00:02:32.870 --> 00:02:39.892]  A corpse, not just a physical person in bad shape, but a political corpse of an old, twisted dynasty.
[00:02:39.892 --> 00:02:52.955]  Thanks to the Republicans and Libertarians doing the right thing, real Libertarians, not Gary Johnson the shell, we saw the Bush dynasty finally destroyed to a great extent, put away, discredited.
[00:02:52.955 --> 00:02:53.335]  But now,
[00:02:54.440 --> 00:02:57.584]  I guess they're back with another reincarnation of the Clintons.
[00:02:57.584 --> 00:02:59.245]  And the Clintons basically had two terms.
[00:02:59.245 --> 00:03:01.468]  Obama, who they helped put in office, had two terms.
[00:03:01.468 --> 00:03:06.754]  This will be their fifth and sixth term if Hillary is able to get into the White House.
[00:03:06.754 --> 00:03:08.356]  It'll open it up for her sixth term.
[00:03:08.356 --> 00:03:11.459]  She'll be in for her fifth term as co-president.
[00:03:11.459 --> 00:03:13.341]  How far will this go?
[00:03:13.341 --> 00:03:14.542]  What will we put up with?
[00:03:14.542 --> 00:03:15.584]  Or have they gone too far?
[00:03:17.042 --> 00:03:25.651]  Putting a puppet like this in even though the public is rejecting it and even though that puppet itself is clearly flailing around having serious health problems.
[00:03:25.651 --> 00:03:35.761]  Now that said, today is going to be a very special broadcast because I've got a lot of special reports we've never aired yet or special reports that are so important I want to air them again.
[00:03:36.869 --> 00:03:42.732]  And some of those are the elite trying to become, quote, real-life vampires.
[00:03:42.732 --> 00:03:45.113]  I'm not saying Peter Thiel wants to be a vampire.
[00:03:45.113 --> 00:03:53.878]  I'm saying that all the major billionaires that we look at are obsessed with live ascension technologies, and so much of that orbits around the blood of the young.
