[00:00:04.821 --> 00:00:06.143]  Big Brother.
[00:00:06.143 --> 00:00:07.905]  Mainstream media.
[00:00:07.905 --> 00:00:09.667]  Government cover-ups.
[00:00:09.667 --> 00:00:11.229]  You want answers?
[00:00:11.229 --> 00:00:12.170]  Well, so does he.
[00:00:12.170 --> 00:00:16.996]  He's Alex Jones on the GCN Radio Network.
[00:00:16.996 --> 00:00:21.041]  And now, live from Austin, Texas, Alex Jones.
[00:00:23.804 --> 00:00:26.226]  We are live, ladies and gentlemen.
[00:00:26.226 --> 00:00:28.148]  It is Thursday, the 20th day of August 2009.
[00:00:28.148 --> 00:00:31.110]  We're going to be live here for the next four hours.
[00:00:31.110 --> 00:00:33.892]  Coming up in the last hour today, we have Michael.
[00:00:45.384 --> 00:00:47.686]  He's not giving the public his last name.
[00:00:47.686 --> 00:01:13.886]  He is the gentleman with the AR-15 strapped to his back in Phoenix, along with the media reported as many as 14 other open carry citizens pointing out that the Second Amendment is an absolute right to keep and bear arms.
[00:01:15.970 --> 00:01:22.034]  And really, they're coming out of the closet.
[00:01:22.034 --> 00:01:30.219]  That's what they're doing, because they've literally made gun owners hide in their homes.
[00:01:30.219 --> 00:01:33.761]  In Texas, most people sneak out with their firearm to go to the shooting range.
[00:01:33.761 --> 00:01:36.382]  Neighbors are greedily watching, wanting to call the police.
[00:01:36.382 --> 00:01:39.464]  The gun's not illegal, but the cops still come.
[00:01:39.464 --> 00:01:43.807]  Even in my own state, how pathetic and castrated we are.
[00:01:46.314 --> 00:01:59.846]  And so what Michael and others are doing all across the country is showing the mindless, dumbed-down, brainwashed public that has turned it into a religious sacrament.
[00:01:59.846 --> 00:02:01.088]  People love their slavery.
[00:02:01.088 --> 00:02:04.271]  It's like it's their possession or something.
[00:02:04.271 --> 00:02:08.875]  That they get so upset when they see a fellow slave, a serf of the New World Order,
[00:02:11.838 --> 00:02:14.120]  Standing up and saying, no, I'm a freeman.
[00:02:14.120 --> 00:02:16.522]  I'm allowed to keep and bear arms.
[00:02:16.522 --> 00:02:18.623]  I'm not your property.
[00:02:18.623 --> 00:02:34.395]  But when they see the giant police state arming and amassing military force against the people, the Pentagon openly announcing 400,000 combat troops to now be on the streets of America, Governor's Association saying, stop it.
[00:02:35.745 --> 00:02:42.967]  The general public has no idea what's happening, no conception of history or what's going on.
[00:02:42.967 --> 00:02:46.867]  Either people are awake or they're totally unawake.
[00:02:46.867 --> 00:02:48.288]  They're totally asleep.
[00:02:48.288 --> 00:02:49.688]  It's either or.
