[00:00:01.977 --> 00:00:04.640]  Waging war on corruption.
[00:00:04.640 --> 00:00:09.765]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:14.722 --> 00:00:17.243]  It is Friday, the 13th, 2019.
[00:00:17.243 --> 00:00:20.303]  I am your host, Alex Jones.
[00:00:20.303 --> 00:00:25.425]  This is going to be a very informative and very important transmission.
[00:00:25.425 --> 00:00:29.446]  Tom Pappert is going to be steering the ship.
[00:00:29.446 --> 00:00:41.329]  We're gonna have Andrew Tate, who is incredibly smart, and I had an amazing two-hour meeting with him last night about what's happening in Europe, in Eastern Europe, and what happened to Shelchescu, and a model of what's going to happen here with the left.
[00:00:42.009 --> 00:00:44.551]  Really powerful information.
[00:00:44.551 --> 00:00:48.094]  He's going to be in for the third and fourth hour.
[00:00:48.094 --> 00:00:50.736]  He'll be hosting by himself in the fourth hour.
[00:00:50.736 --> 00:00:56.261]  If I'm done with the work I'm focusing on right now, I'll be coming back on the broadcast as well.
[00:00:56.261 --> 00:01:02.546]  But regardless, we've got Owen Schroyer and the rest of the crew in D.C.
[00:01:02.546 --> 00:01:04.708]  with big breaking news there.
[00:01:04.708 --> 00:01:07.270]  We just had Will Johnson obviously confront
[00:01:08.837 --> 00:01:12.424]  Nadler is running the whole show trial situation in the house.
[00:01:13.962 --> 00:01:15.623]  InfoWars is hitting on all cylinders.
[00:01:15.623 --> 00:01:24.468]  We're really rising the occasion with only 300 and something days out from the election and I'm just again very thankful for the listeners keeping us in the game.
[00:01:24.468 --> 00:01:30.452]  We are not disappointing and I'm just very thankful to God because this is a lot more important than a football game.
[00:01:30.452 --> 00:01:32.373]  This is for all the marbles.
[00:01:32.373 --> 00:01:38.577]  Again, I just want to say the crew we've got at InfoWars is amazing and I am very, very thankful to them.
[00:01:38.577 --> 00:01:39.777]  I just can't help but be thankful.
[00:01:39.777 --> 00:01:40.338]  I'm very, very
[00:01:41.338 --> 00:01:42.860]  Appreciative.
[00:01:42.860 --> 00:01:51.247]  And I think as bad as things are in the world, we should sit back and thank God that really evil's being revealed in a way never before done.
[00:01:51.247 --> 00:02:00.155]  And we're coming from behind so far, and as we learn all of these horrors, and as we learn about all these different big atrocities,
[00:02:01.897 --> 00:02:19.911]  It's infuriating, and I get really angry myself, but if you just look at all the positive things that are happening, the pedophile rings, the kidnapping rings, the blackmail rings, that globalism is satanic and anti-human, that it's occultic, it's roots, how it operates, it's strategies, it's structures.
[00:02:19.911 --> 00:02:26.356]  Their whole system is being revealed, and their system cannot survive exposure.
[00:02:27.318 --> 00:02:31.559]  So the few minutes I have left in this segment... Let me get to the big news here.
[00:02:31.559 --> 00:02:48.722]  Even if the Conservative coalition in the UK isn't perfect, it's having to act like it's anti-New World Order, anti-globalist, and Nigel Farage is the power behind the throne, and he is a great patriot, and wants sovereignty and free market and pro-Western values.
[00:02:48.722 --> 00:02:51.843]  And Boris Johnson just won a staggering victory.
[00:02:51.843 --> 00:02:56.724]  Normally the globalists can use parliamentary manipulation to always have a fractured, divided government.
[00:02:57.344 --> 00:03:00.970]  As bad as our two-party system is, it's better than having, you know, 15 parties.
[00:03:00.970 --> 00:03:05.356]  That's how Merkel's staying in power, even though she gets like 20% of the vote.
[00:03:05.356 --> 00:03:12.006]  Well, this is a huge rout for the Labour party in the left that wanted to stay in the EU.
[00:03:13.903 --> 00:03:22.834]  And they put all these fake polls saying that, oh, even though the conservatives and the nationalists have been 15 points ahead a few months ago, now it was a dead heat.
[00:03:22.834 --> 00:03:25.196]  That was just an attempt to keep people from going out and voting.
[00:03:25.196 --> 00:03:29.521]  It's a landslide, despite all the election fraud and all the illegals brought in to vote.
[00:03:30.322 --> 00:03:35.563]  And it's about repudiating open borders and globalism and the Islamification of Europe.
[00:03:35.563 --> 00:03:37.083]  And it's a very, very good message.
[00:03:37.083 --> 00:03:40.624]  Huge demonstrations by the millions in France, Germany.
[00:03:40.624 --> 00:03:43.044]  People are really waking up.
[00:03:43.044 --> 00:03:46.005]  And it is an exciting time to be alive.
[00:03:46.005 --> 00:03:53.586]  We'll be walking through all of this on this Friday the 13th, 2019 World Wide Broadcast.
[00:03:53.586 --> 00:03:55.867]  The headline is on InfoWars.com.
[00:03:55.867 --> 00:03:57.147]  Conservatives gain enough
[00:03:58.399 --> 00:03:59.711]  Seats to outright.
[00:04:00.854 --> 00:04:02.915]  Majority in UK Parliament.
[00:04:02.915 --> 00:04:06.016]  Labour had a disappointing night, losing big.
[00:04:06.016 --> 00:04:10.898]  Big article, breaking it all down on Infowars.com.
[00:04:10.898 --> 00:04:13.779]  So many other big facets we're going to be laying out.
[00:04:13.779 --> 00:04:17.161]  This whole fiasco in the House is backfiring on the Democrats.
[00:04:17.161 --> 00:04:19.522]  Now the Republicans can ask questions.
[00:04:19.522 --> 00:04:22.723]  If it goes to the Senate, the trial is going to destroy them as well.
[00:04:22.723 --> 00:04:25.444]  I think it's a mixed bag, but maybe Trump's right.
[00:04:25.444 --> 00:04:28.666]  There should be a long trial so he has a chance to
[00:04:29.206 --> 00:04:30.947]  To respond to all of this.
[00:04:30.947 --> 00:04:32.448]  It's all coming up today.
[00:04:32.448 --> 00:04:33.969]  InfoWars.com.
[00:04:33.969 --> 00:04:35.409]  NewsWars.com.
[00:04:35.409 --> 00:04:36.370]  Tomorrow's News Today.
[00:04:36.370 --> 00:04:39.732]  Band-Odd video is exploding thanks to all you spreading the word.
[00:04:39.732 --> 00:04:44.174]  It's really an exciting time to be alive and everything the Globalists are doing is backfiring.
[00:04:44.174 --> 00:04:45.735]  Alright, we're going to come back.
[00:04:45.735 --> 00:04:48.296]  I'll do a brief breakdown of Friday the 13th's history.
[00:04:48.296 --> 00:04:51.638]  And Tom Papert is loaded, like I say, for bear.
[00:04:51.638 --> 00:04:52.639]  Please spread the word.
[00:04:52.639 --> 00:04:54.300]  This is not a participation sport.
[00:04:54.300 --> 00:04:55.440]  InfoWars.com.
[00:04:55.440 --> 00:04:56.321]  Tomorrow's News Today.
[00:04:58.973 --> 00:05:06.936]  The 12 Days of Christmas Super Sale has come to InfoWars with free shipping storewide and double Patriot Points.
[00:05:06.936 --> 00:05:11.117]  Don't shop with Amazon and other big tech companies that hate your guts.
[00:05:11.117 --> 00:05:15.299]  Take the InfoWars Christmas Challenge and support the fight for freedom.
[00:05:15.299 --> 00:05:19.260]  Finish your Christmas shopping with one click and support the InfoWars.
[00:05:19.660 --> 00:05:32.425]  For the 12 days of Christmas, we're adding a new special every day, plus free shipping, double Patriot points, and extra stickers in every package to be good little elves and spread the info war, triggering Libtards.
[00:05:32.425 --> 00:05:35.126]  Check in every day to find the new deals.
[00:05:35.126 --> 00:05:38.348]  We're also coming out of the gates with specials we've never had before.
[00:05:38.348 --> 00:05:41.829]  The Christmas Mega Pack is at cost at $99.95.
[00:05:41.829 --> 00:05:43.990]  Get two bottles of knockout.
[00:05:44.110 --> 00:05:53.174]  Two bottles of Brain Force Plus, one box of Turbo Force, one bottle of Ultimate Krill Oil, and one bottle of Survival Shield X3 at cost.
[00:05:53.174 --> 00:05:58.477]  Again, find this amazing special and over a hundred others at InfoWareStore.com and support the InfoWare.
[00:06:11.067 --> 00:06:15.469]  You are listening to an InfoWars.com Frontline Report.
[00:06:15.469 --> 00:06:20.231]  It's Alex Jones.
[00:06:20.231 --> 00:06:36.838]  At dawn on Friday the 13th, October 1307, a date sometimes linked with the origin of Friday the 13th superstition, King Philip IV ordered de Molay and scores of other French Knights Templars to be simultaneously arrested.
[00:06:38.061 --> 00:06:42.725]  Then they were systematically tortured and killed.
[00:06:42.725 --> 00:07:04.862]  Some of the Knights Templars were able to flee to Scotland and began to establish a major move, what was called the Black Nobility, out of areas of Europe, and what is Italy today, to the British, Irish, and Scottish Isles, establishing what would later become the British Empire.
[00:07:05.823 --> 00:07:10.445]  This information that I'm laying out is mainline history.
[00:07:10.445 --> 00:07:22.769]  But again, the general public has been kept in the dark about the tentacles of history that stretch from the past into the future.
