[00:00.000 --> 00:27.000]  Info wars, tomorrow's news, today.
[00:27.000 --> 00:35.000]  Massive inflation, exploding crime, collapsing borders.
[00:35.000 --> 00:38.000]  Announcements of future lockdowns.
[00:38.000 --> 00:41.000]  World IDs, even leave your home.
[00:41.000 --> 00:45.000]  Horst injection with GMO.
[00:45.000 --> 00:47.000]  Nanotech-filled poison.
[00:47.000 --> 00:53.000]  And of course, the United Nations Unitarian Agenda
[00:53.000 --> 00:56.000]  of disarming any civilian population on Earth
[00:56.000 --> 00:59.000]  so that the state has a monopoly of power.
[00:59.000 --> 01:04.000]  That's where we are in the year 2022, on this May 31st,
[01:04.000 --> 01:06.000]  Tuesday, transmission.
[01:06.000 --> 01:10.000]  Here is the puppet leader obviously stole the last election,
[01:10.000 --> 01:13.000]  fresh off of banning protests and declaring martial law,
[01:13.000 --> 01:18.000]  announcing the most draconian gun control ever seen in North America,
[01:18.000 --> 01:20.000]  ahead of total confiscation,
[01:20.000 --> 01:25.000]  following the same model of New Zealand, the UK, and Australia.
[01:25.000 --> 01:30.000]  We're introducing legislation to implement a national freeze
[01:30.000 --> 01:33.000]  on handgun ownership.
[01:33.000 --> 01:36.000]  What this means is that it will no longer be possible
[01:36.000 --> 01:45.000]  to buy, sell, transfer, or import handguns anywhere in Canada.
[01:45.000 --> 01:50.000]  In other words, we're capping the market for handguns.
[01:50.000 --> 01:57.000]  Many of the cultists, all triple-bats, were in their masks.
[01:57.000 --> 01:59.000]  And this is a cult.
[01:59.000 --> 02:04.000]  The Nazi armbands, they were masked.
[02:04.000 --> 02:07.000]  As a further part of this new legislation,
[02:07.000 --> 02:10.000]  we're also fighting gun smuggling and trafficking
[02:10.000 --> 02:13.000]  by increasing maximum criminal penalties
[02:13.000 --> 02:16.000]  and providing more tools for law enforcement
[02:16.000 --> 02:18.000]  to investigate firearm crimes.
[02:18.000 --> 02:22.000]  And we'll require the permanent alteration of long-gun magazines
[02:22.000 --> 02:27.000]  so they can never hold more than five rounds.
[02:27.000 --> 02:31.000]  These are actions that doctors, experts, and chiefs of police
[02:31.000 --> 02:34.000]  have been calling for for years.
[02:34.000 --> 02:37.000]  And we're acting on their advice.
[02:37.000 --> 02:40.000]  I also want to thank the advocates,
[02:40.000 --> 02:44.000]  many of whom are here today, for your tireless efforts.
[02:44.000 --> 02:46.000]  The people guarding this criminal,
[02:46.000 --> 02:49.000]  too many of you won't have any grief for these magazines
[02:49.000 --> 02:52.000]  or at the root of the work that you do.
[02:52.000 --> 02:56.000]  I want to recognize that on behalf of all Canadians.
[02:56.000 --> 02:58.000]  I want to thank you for your strength.
[02:58.000 --> 03:00.000]  Yes, sir.
