[00:00:04.861 --> 00:00:09.685]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:09.685 --> 00:00:11.266]  You want answers?
[00:00:11.266 --> 00:00:12.827]  Well, so does he.
[00:00:12.827 --> 00:00:17.010]  He's Alex Jones on the GCN Radio Network.
[00:00:17.010 --> 00:00:21.073]  And now, live from Austin, Texas, Alex Jones.
[00:00:24.147 --> 00:00:30.352]  This is the Alex Jones Show on Tuesday, the 7th of September, 2010.
[00:00:30.352 --> 00:00:40.961]  My name's Paul Joseph Watson, filling in for Alex, who's away at the moment working on a project with Jesse Ventura, the former governor, um, in the Gulf of Mexico.
[00:00:42.048 --> 00:01:07.189]  I'll be filling in for Alex today and I'm, as most of you know, the writer and editor for Alex's website PrisonPlanet.com and stay tuned today because in the second hour we've got Bob Chapman, veteran stockbroker, economist and at one time of course one of the biggest gold and silver traders in the world and Bob will be joining us to talk about the deepening double
[00:01:07.509 --> 00:01:21.433]  Dip, recession, the worsening unemployment picture and of course what we can all do to prepare financially for what's coming down the pipeline and Bob joins us in the second hour.
[00:01:21.433 --> 00:01:28.695]  But first I want to talk to you about a subject which we've constantly covered on the Alex Jones Show.
[00:01:28.695 --> 00:01:32.456]  It was at the forefront of Alex's documentary in 2006, Endgame.
[00:01:35.177 --> 00:01:47.626]  And of course, that subject is eugenics, the notion that our scientific elites should be empowered with the divine right to rule over life and death.
[00:01:48.789 --> 00:02:06.342]  And of course, this discussion shot back into the news last week where we had the story out of Maryland with this crazed gunman, James J. Lee, who was inspired by Al Gore's global warming documentary, An Inconvenient Truth.
[00:02:07.362 --> 00:02:17.609]  Um, who went into the Discovery Channel building in downtown Silver Spring, explosives strapped to his chest, guns, and he took these hostages.
[00:02:17.609 --> 00:02:20.591]  The police ended up killing him.
[00:02:20.591 --> 00:02:33.879]  Now, of course, many of you then read Lee's online screed, which was posted on prisonplanet.com, which explained the motivation behind why he did what he did.
[00:02:33.879 --> 00:02:34.420]  And, of course,
[00:02:35.663 --> 00:02:39.925]  His motivation was global warming, overpopulation.
[00:02:39.925 --> 00:02:52.012]  He had bought into the brainwashing, the myth that is eugenics, that's being promoted on a top-down basis to everyone in the world right now.
[00:02:52.012 --> 00:02:54.534]  And that's what led to his attempted massacre.
[00:02:54.534 --> 00:02:56.075]  Thankfully he didn't kill anybody.
[00:02:57.560 --> 00:03:14.711]  Now Alex Jones has documented the origins of eugenics in his film Endgame from you know Malthus to Hitler to the Galton Institute from Britain through America and into the 70s when sterilization was finally outlawed in America.
[00:03:15.776 --> 00:03:30.352]  But I want to talk to you today about the origins and the motivations behind Neo-eugenics, which is the thinly veiled doctrine of overpopulation and man-made global warming.
[00:03:30.352 --> 00:03:35.178]  That's what Neo-eugenics is disguised behind in today's world.
[00:03:37.324 --> 00:03:51.321]  And more specifically, I want to talk to you about how we've been bathed, inoculated and induced into this, what I describe in my article today on PrisonPlanet.com, as a religion of death.
[00:03:51.321 --> 00:03:54.865]  This widespread belief, and it is shockingly widespread,
[00:03:55.984 --> 00:04:06.337]  That humans should be sterilized or indeed killed in large numbers in the name of saving the planet from environmental destruction.
[00:04:06.337 --> 00:04:15.628]  And it's a belief that's now becoming so widespread that people like James J. Lee are starting to act on it with violence.
[00:04:16.892 --> 00:04:34.722]  And of course we read the horrible story out of Argentina a few months ago where the parents were involved in a suicide pact and actually killed their own son as well as shooting their own baby before killing themselves in homage to global warming.
[00:04:34.722 --> 00:04:41.606]  So we're going to explore this religion of death and how it threatens us all after the break on the Alex Jones Show.
[00:04:41.606 --> 00:04:42.266]  Stay tuned.
[00:04:59.670 --> 00:05:04.213]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[00:05:04.213 --> 00:05:05.134]  Number 1.
[00:05:05.134 --> 00:05:08.557]  New climate legislation could easily double or triple your electric bill.
[00:05:08.557 --> 00:05:09.417]  Number 2.
[00:05:09.417 --> 00:05:14.301]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:05:14.301 --> 00:05:15.041]  It's true.
[00:05:15.041 --> 00:05:19.925]  Total government control of electricity in the name of smart grid technology is coming.
[00:05:19.925 --> 00:05:20.746]  Number 3.
[00:05:20.746 --> 00:05:24.328]  In some areas of the country, the power grid is dangerously overloaded.
[00:05:24.328 --> 00:05:28.031]  And now, new socialist legislation is only compounding the problem.
[00:05:28.231 --> 00:05:29.032]  Number 4.
[00:05:29.032 --> 00:05:31.794]  Dangerous weather is always a threat to local grids.
[00:05:31.794 --> 00:05:35.478]  Every year, thousands of families lose their power from weather-related outages.
[00:05:35.478 --> 00:05:36.259]  Number 5.
[00:05:36.259 --> 00:05:40.402]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:05:40.402 --> 00:05:45.167]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:05:45.467 --> 00:05:49.632]  You can get more information at www.mysolarbackup.com.
[00:05:49.632 --> 00:05:51.415]  That's mysolarbackup.com.
[00:05:51.415 --> 00:05:53.678]  Remember, the government doesn't own the sun.
[00:05:53.678 --> 00:05:56.021]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:05:59.602 --> 00:06:01.243]  Hello friends, this is Alex Jones.
[00:06:01.243 --> 00:06:04.606]  You've heard me talk about Calden 5 Star Soaps for years.
[00:06:04.606 --> 00:06:09.830]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[00:06:09.830 --> 00:06:13.273]  You can buy factory direct, shipped via UPS right to your door.
[00:06:13.273 --> 00:06:15.595]  Check them out on the web at 5starsoap.com.
[00:06:16.235 --> 00:06:19.779]  Or call 800-340-7091.
[00:06:19.779 --> 00:06:20.920]  Take my word for it.
[00:06:20.920 --> 00:06:23.562]  Once you've used pure soap, you won't buy anything else.
[00:06:23.562 --> 00:06:30.089]  Since 1947, Calvin Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[00:06:30.089 --> 00:06:31.590]  Buy American and stay clean.
[00:06:31.590 --> 00:06:34.893]  As well as support InfoWars, visit 5starsoap.com today.
[00:06:34.893 --> 00:06:35.314]  Or call 1-800-340-7091.
[00:06:35.314 --> 00:06:36.635]  Well, Marty, what do you have to say?
[00:06:39.901 --> 00:06:47.824]  As founder and owner for over 63 years, satisfaction is guaranteed on W Dirtback!
[00:06:47.824 --> 00:06:54.347]  Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com.
[00:06:54.347 --> 00:06:54.807]  Thank you!
[00:06:59.127 --> 00:06:59.928]  Listen up, friends.
[00:06:59.928 --> 00:07:02.270]  This is Alex Jones with key information.
[00:07:02.270 --> 00:07:06.053]  The mainstream media is now admitting that we're going into a depression.
[00:07:06.053 --> 00:07:08.935]  Don't be dependent on the government for you and your family.
[00:07:08.935 --> 00:07:14.320]  You need to get your own supply of high-quality, storable foods from efoodsdirect.com.
[00:07:14.320 --> 00:07:15.801]  They're the best company out there.
[00:07:16.081 --> 00:07:20.244]  The longest continually operating, with a ton of great food to choose from.
[00:07:20.244 --> 00:07:22.585]  It's all fresh, made on a monthly basis.
[00:07:22.585 --> 00:07:25.928]  Not some old cruddy food they're selling you like some of the other guys.
[00:07:25.928 --> 00:07:27.909]  Try their new evacuation pack.
[00:07:27.909 --> 00:07:30.451]  A two-week supply of delicious, easy-to-fix food.
[00:07:30.451 --> 00:07:32.852]  It comes with all the equipment you need to prepare it.
[00:07:32.852 --> 00:07:38.957]  With open talk of a strike on Iran in the next three months, the crisis in the Gulf, and possible evacuations.
[00:07:38.957 --> 00:07:40.738]  Get yourself and your family ready today.
[00:07:41.158 --> 00:07:43.540]  The place to go is efoodsdirect.com.
[00:07:43.540 --> 00:07:51.368]  Go to their website online right now, efoodsdirect.com forward slash Alex, or call 800-409-5633.
[00:07:51.368 --> 00:07:56.413]  Again, on the web, efoodsdirect.com forward slash Alex, or give them a call at 800-409-5633.
[00:08:01.860 --> 00:08:08.484]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:08:08.484 --> 00:08:11.466]  It's Alex Jones and the GCN Radio Network.
[00:08:15.137 --> 00:08:18.599]  It's the Alex Jones Show on this Tuesday, September 7th.
[00:08:18.599 --> 00:08:22.301]  Paul Joseph Watson filling in for Alex Jones.
[00:08:22.301 --> 00:08:27.484]  And we're talking about neo-eugenics and man-made global warming.
[00:08:27.484 --> 00:08:37.810]  The inspiration behind James J. Lee's attempted rampage last week when he entered the Discovery Channel building with explosives and guns.
[00:08:38.570 --> 00:08:48.495]  Now, we were just starting to get into how the neo-eugenics agenda manifests itself in the modern day era.
[00:08:48.495 --> 00:08:59.640]  And it's amazing to me to think that even in the aftermath of Climategate, you know, of Hyde, the decline of Amazongate, of the admitted fact that the IPCC
[00:09:01.161 --> 00:09:04.864]  Now admits that they just make up the numbers to fit the doctrine.
[00:09:04.864 --> 00:09:21.659]  Pachauri now admits that on the record, that people still trust these same environmentalists that are coming out with the overpopulation rhetoric, even when they've been caught lying at every juncture about global warming, about man-made climate change.
[00:09:23.075 --> 00:09:29.827]  And now those same people are saying that the world is drastically overpopulated and we need to do something about it.
[00:09:29.827 --> 00:09:30.929]  Fast.
[00:09:30.929 --> 00:09:33.513]  And we need to do something drastic about it.
[00:09:34.778 --> 00:09:46.252]  And indeed it's amazing just how many people are still brainwashed even though now the majority know that global warming, that man-made global warming is a fraud.
[00:09:46.252 --> 00:09:53.801]  Still vast amounts of people believe in this myth of overpopulation and I want to destroy that today.
[00:09:55.250 --> 00:09:57.792]  Because it's one of the biggest myths out there.
[00:09:57.792 --> 00:10:16.670]  It's propagated by liars who have no interest in the environment, but who have one sole interest in citing overpopulation as a means through which they can control your lives with draconian population reduction measures.
[00:10:17.884 --> 00:10:20.685]  Now, overpopulation's a myth.
[00:10:20.685 --> 00:10:30.629]  I don't care, you know, what your tutor told you, what your professor told you, what you read out of, you know, Al Gore's books.
[00:10:30.629 --> 00:10:31.729]  It's documented.
[00:10:31.729 --> 00:10:35.551]  The global fertility rate has been falling since the 50s.
[00:10:35.551 --> 00:10:36.491]  That's a fact.
[00:10:36.491 --> 00:10:38.252]  That's the UN's own numbers.
[00:10:39.266 --> 00:10:46.288]  Not least because of all these gender-bending, you know, endocrine disruptors in our food and water.
[00:10:46.288 --> 00:10:48.109]  The vaccines!
[00:10:48.109 --> 00:10:54.511]  We got the documents just last week from the Rockefeller Institute about putting sterolants in vaccines.
[00:10:54.511 --> 00:10:55.912]  This was in the 60s.
[00:10:55.912 --> 00:10:58.353]  This was in their own documents.
[00:10:58.353 --> 00:11:04.995]  The soft kill weapons that the elite have launched against us, which are all now becoming public, by phenol A.
[00:11:07.714 --> 00:11:17.149]  And in fact, the Rockefellers worked with the World Health Organization to introduce that global vaccine program, which was focused around sterilizing people.
[00:11:20.532 --> 00:11:24.835]  So now we see fertility across the world falling at dramatic rates.
[00:11:24.835 --> 00:11:43.966]  In Brazil, in Indonesia, even in parts of India and other areas of the third world, fertility is falling so fast that it's already reached around 2.1, which is just at the replacement rate to replace humanity, two for two.
[00:11:43.966 --> 00:11:45.628]  And in many European countries,
[00:11:46.568 --> 00:11:47.409]  It's below that.
[00:11:47.409 --> 00:11:51.793]  So in fact, the population of Europe is literally dying out.
[00:11:51.793 --> 00:11:57.819]  This is why Russia and other governments have to beg their populations to have children.
[00:11:57.819 --> 00:11:59.841]  Because they're dying out.
[00:11:59.841 --> 00:12:06.267]  And it's going to be an economic wasteland if the amount of people in Europe continue to decline.
[00:12:07.932 --> 00:12:19.119]  So across the whole world, the UN's own figures state that population, that the fertility rate will sink to 2.1 by 2050.
[00:12:19.119 --> 00:12:24.063]  So as soon as we get to 2050, population starts to decline.
[00:12:24.063 --> 00:12:27.165]  Overpopulation is not a problem.
[00:12:27.165 --> 00:12:32.248]  The only problem that will exist is underpopulation after 2050.
[00:12:32.248 --> 00:12:35.110]  And that's going to be a major issue for future generations.
[00:12:36.778 --> 00:13:04.472]  And even though these figures proving that population, that overpopulation is a myth, come from the UN, those very same people who work for the UN under the IPCC will then kick and scream about how we need this planetary regime, in the words of John P. Holdren, White House science star, to enact these draconian population control measures in order to save the Earth.
[00:13:05.606 --> 00:13:21.933]  Alex has exhaustively documented Ecoscience, Holdren's 1977 textbook, which talks about these horrific measures of forced sterilization, forced abortion, one-child policy.
[00:13:21.933 --> 00:13:24.614]  And this guy is now in the White House!
[00:13:24.614 --> 00:13:27.035]  He's Obama's science czar!
[00:13:27.035 --> 00:13:31.597]  And he's at these global conferences talking about geoengineering the planet.
[00:13:32.878 --> 00:13:48.350]  And it's no wonder that we see all these chemtrails now, we see the pollution of our water supply, we see real environmental issues being ignored and in fact pushed by the elite as part of this population reduction agenda.
[00:13:48.350 --> 00:14:00.340]  Meanwhile a fearmonger about overpopulation when their own figures prove that by 2050 world population will start to decline and it will continue to decline.
[00:14:51.305 --> 00:14:53.651]  Welcome to Where Time Stands Still!
[00:14:54.332 --> 00:14:56.073]  We're back on the Alex Jones Show.
[00:14:56.073 --> 00:14:57.294]  It's Paul Joseph Watson.
[00:14:57.294 --> 00:14:58.935]  Sorry for that.
