[00:00:09.973 --> 00:00:11.094]  Big Brother.
[00:00:11.094 --> 00:00:12.894]  Mainstream media.
[00:00:12.894 --> 00:00:14.775]  Government cover-ups.
[00:00:14.775 --> 00:00:16.496]  You want to stop tyranny?
[00:00:16.496 --> 00:00:18.156]  Well, so does he.
[00:00:18.156 --> 00:00:25.820]  Live from the InfoWars.com studios, it's Alex Jones.
[00:00:25.820 --> 00:00:28.661]  Live back in the ATX, thank God.
[00:00:30.911 --> 00:00:32.032]  Returning from D.C.
[00:00:32.032 --> 00:00:42.400]  and Maryland for CPAC, I am your host on this Sunday, March 1st, 2020 Global Transmission.
[00:00:42.400 --> 00:00:46.563]  Well, my advice to President Trump is this.
[00:00:46.563 --> 00:00:49.566]  Beware the Ides of March.
[00:00:50.882 --> 00:01:04.013]  And I was thinking that yesterday afternoon when I was looking up at Leap Year Day, February 29th, and I sat back and I went, beware the Ides of March.
[00:01:04.013 --> 00:01:07.937]  And I didn't watch Saturday Night Live last night.
[00:01:07.937 --> 00:01:12.641]  In fact, I went to bed pretty early after going to one of my friend's 50th birthday parties with my children.
[00:01:15.199 --> 00:01:19.400]  But as I laid there in bed, I thought, beware the Ides of March.
[00:01:19.400 --> 00:01:33.462]  And then I got up this morning, the video's up on Saturday Night Live, and they're making threats about Julius Caesar and the Ides of March, and how they're coming after President Trump.
[00:01:33.462 --> 00:01:44.084]  Right as the whole impeachment fraud fell apart, I kept asking a question, over?
[00:01:45.034 --> 00:01:54.436]  And over again, because I follow patterns, and I said, the globalists are going to launch their new attack within two weeks.
[00:01:54.436 --> 00:01:55.696]  Will it be economic collapse?
[00:01:55.696 --> 00:01:56.656]  Will it be a new war?
[00:01:56.656 --> 00:01:59.197]  Will it be a bioweapon?
[00:01:59.197 --> 00:02:04.158]  I said, is it corona back when it was not being hyped like this?
[00:02:04.158 --> 00:02:08.359]  I said, whatever it is, two weeks.
[00:02:08.359 --> 00:02:14.060]  And just like night follows day, and day follows night, it's the virus.
[00:02:15.956 --> 00:02:17.176]  Now, I want to explain something.
[00:02:17.176 --> 00:02:18.757]  I know the listeners know this is why you tune in.
[00:02:18.757 --> 00:02:20.397]  You've seen the track record.
[00:02:20.397 --> 00:02:25.078]  My North Star is telling the truth.
[00:02:25.078 --> 00:02:31.520]  And I don't ever hype something up unless I really think it's of great concern.
[00:02:31.520 --> 00:02:34.921]  And so there are two camps out there, and there shouldn't be.
[00:02:34.921 --> 00:02:40.202]  There's a camp saying the virus is a total hoax.
[00:02:40.202 --> 00:02:42.483]  And it's no big deal.
[00:02:42.483 --> 00:02:43.463]  And it's a total fraud.
[00:02:45.472 --> 00:02:49.974]  And there's a camp saying it's the end of the world Armageddon.
[00:02:49.974 --> 00:02:53.977]  And that's the Communist Chinese, the UN and others, who are very suspect.
[00:02:53.977 --> 00:02:55.878]  And Italy's run by socialists now.
[00:02:55.878 --> 00:03:02.481]  All these socialist countries are the ones lining up with martial law plans.
