[00:00.000 --> 00:21.160]  Infowars, tomorrow's news, today.
[00:21.160 --> 00:28.720]  When we are successful and we will win, we have a real chance at this new world order.
[00:28.720 --> 00:30.720]  New world order.
[00:30.720 --> 00:32.720]  New world order.
[00:32.720 --> 00:34.720]  New world order.
[00:34.720 --> 00:36.720]  New world order.
[00:36.720 --> 00:38.720]  New world order.
[00:38.720 --> 00:48.720]  I believe we, and particularly you, your class has an incredible window of opportunity to lead and shape you.
[00:48.720 --> 00:52.720]  A new world order for the 21st century.
[00:52.720 --> 01:04.720]  The affirmative task we have now is to actually create a new world order.
[01:04.720 --> 01:06.720]  New world order.
[01:06.720 --> 01:16.720]  We have before us the opportunity to forge for ourselves and for future generations a new world order when we are successful.
[01:16.720 --> 01:20.720]  We have a real chance at this new world order.
[01:20.720 --> 01:24.720]  We have a real chance at this new world order.
[01:24.720 --> 01:31.720]  We'll explode the site. We'll put back in place. Especially with reopening and people going back to pubs and stuff.
[01:31.720 --> 01:38.720]  Our exposure site will be put back in place to be enlisted once we are reopening.
[01:38.720 --> 01:44.720]  We will be looking at what contact tracing looks like in the new world order.
[01:44.720 --> 01:49.760]  spike in the new world order and yes it will be cubs and clubs and other things if we have a positive
[01:49.760 --> 01:54.720]  case there. Our response may be differently, different if we know that people are fully vaccinated
[01:54.720 --> 02:21.920]  so we're working through a number of those issues but we will have to reflect and learn
[02:24.720 --> 02:41.920]  all over the world the forced injections of the experimental cocktail is being carried out and
[02:41.920 --> 02:48.640]  it's confirmed in major published studies that it has nano metallic material in it to track and
[02:48.640 --> 02:56.720]  trace you as a world ID guess who owns and controls those patents you guessed it Bill Gates the
[02:56.720 --> 03:01.760]  United Nations and others all right this is going to be an incredible transmission today
[03:03.760 --> 03:07.440]  the federal government's VAERS reporting system where they estimate conservatively
[03:07.440 --> 03:12.160]  one in ten bad reactions gets reported studies are out there saying it's more like one in 42
[03:12.160 --> 03:19.200]  so it's 40 plus times worse whether it's 10 or 42 times worse it's massive 70 deaths a day
[03:19.200 --> 03:24.240]  tracked back and confirmed on VAERS to be accurate reports by physicians and nurses and others
[03:25.200 --> 03:32.480]  of 70 deaths a day but don't worry Israel just started studying the long-term effects
[03:32.480 --> 03:37.040]  of these injections and say they may know in a few years kind of like a month ago the FDA said oh
[03:37.040 --> 03:43.680]  it's now approved and they approved a name of a vaccine that isn't even out yet for 2025 and said
