[00:00.000 --> 00:13.000]  Listen to me very, very carefully, ladies and gentlemen.
[00:13.000 --> 00:17.000]  The final pieces of the puzzle fell into place today.
[00:17.000 --> 00:23.000]  It is now official that the permanent lockdown will never end and will only get tighter
[00:23.000 --> 00:28.000]  and is designed to cause mass starvation and total collapse not just in the third world,
[00:28.000 --> 00:34.000]  but of the third world causing a triggered collapse of the first world.
[00:34.000 --> 00:40.000]  It's all coming up today and David Eich will join us on the very same subject with the detailed analysis
[00:40.000 --> 00:43.000]  of the second half of the broadcast.
[00:43.000 --> 00:50.000]  It is official the COVID-19 tracking systems have been rolled out across the world.
[00:50.000 --> 00:51.000]  They are already here.
[00:51.000 --> 00:55.000]  Major universities have just announced that you will not be allowed to leave campus
[00:55.000 --> 01:01.000]  and you will all have to have an issued cell phone authorized that has a tracker app on it
[01:01.000 --> 01:06.000]  and that if you leave for the entire semester, you will be expelled.
[01:06.000 --> 01:08.000]  Everywhere you go will be tracked.
[01:08.000 --> 01:09.000]  You will live in a bubble.
[01:09.000 --> 01:14.000]  Basically, you'll have a ankle bracelet, but it's a phone.
[01:14.000 --> 01:17.000]  This has been the plan, but now it's official.
[01:17.000 --> 01:18.000]  And that's what Bill Gates is saying.
[01:18.000 --> 01:19.000]  Everyone will have these.
[01:19.000 --> 01:21.000]  You will not leave your house without one.
[01:21.000 --> 01:25.000]  Also, the UN has announced and it's now happening.
[01:25.000 --> 01:29.000]  They're going to take your children while they test you and see if you have COVID.
[01:29.000 --> 01:30.000]  So it's about power.
[01:30.000 --> 01:33.000]  It's about total control.
[01:33.000 --> 01:36.000]  And it's about destroying the economy and vertically integrating things.
[01:36.000 --> 01:40.000]  They also say at these universities, you can only go to the stores they authorize
[01:40.000 --> 01:43.000]  and you tattle on people not wearing masks.
[01:43.000 --> 01:47.000]  Then it's going to be those that don't have their inoculation records on the app.
[01:47.000 --> 01:50.000]  This is the dystopian takeover.
[01:50.000 --> 01:52.000]  But humanity is fighting back.
[01:52.000 --> 01:54.000]  There's major resistance to it.
[01:54.000 --> 01:59.000]  I had a detailed talk yesterday with a doctor that laid it out for me that I ran into on the street.
[01:59.000 --> 02:04.000]  But first, veteran tells county in California to take the mask off,
[02:04.000 --> 02:06.000]  said it's not going to be peaceful much longer.
[02:06.000 --> 02:10.000]  Here is the powerful report from info wars.com.
[02:10.000 --> 02:12.000]  I wasn't going to speak.
[02:12.000 --> 02:15.000]  I was asked to speak here, you know, Sheriff.
[02:15.000 --> 02:18.000]  I'm telling you guys, you know, I'm pretty appalled at what's going on.
[02:18.000 --> 02:22.000]  You know, at first we sat as concerned citizens that we all want to figure out
[02:22.000 --> 02:25.000]  how to best navigate our way through this whole COVID thing, you know.
[02:25.000 --> 02:29.000]  And as we realized that it's not quite as dangerous as you thought it'd be.
[02:29.000 --> 02:31.000]  You know, I was absolutely appalled and cowardice.
[02:31.000 --> 02:33.000]  You know, and as you're sitting there with your masks on,
[02:33.000 --> 02:37.000]  I don't blame you for wearing masks because I'd be hiding my face too if I was you for what you're doing.
[02:37.000 --> 02:39.000]  This is absolutely horrendous what you're doing to these people.
[02:39.000 --> 02:43.000]  I'm a business owner and I'm telling you, our families are starving.
[02:43.000 --> 02:45.000]  You know, you guys can sit here with your jobs,
[02:45.000 --> 02:49.000]  you can sit here and you're going to get paid, you can fall asleep in your chair like that gentleman's doing behind his mask right there.
[02:49.000 --> 02:50.000]  Okay.
[02:50.000 --> 02:53.000]  And I'm telling you right now, that right now we're being peaceful.
[02:53.000 --> 02:57.000]  And you better be happy that we're good citizens, that we're peaceful citizens.
[02:57.000 --> 02:59.000]  But it's not going to be peaceful much longer.
[02:59.000 --> 03:00.000]  Okay.
[03:00.000 --> 03:01.000]  And this is in a threat.
[03:01.000 --> 03:02.000]  I'm not a criminal.
[03:02.000 --> 03:05.000]  If I haven't been a criminal, but I'm telling you, good citizens are going to turn into real concern
[03:05.000 --> 03:07.000]  and revolutionary citizens real soon.
[03:07.000 --> 03:09.000]  And nobody else is going to say that.
[03:09.000 --> 03:12.000]  I'm probably the only person that has the balls to say what I'm saying right now.
[03:12.000 --> 03:18.000]  That we're building, we're organizing, and we'll work with law enforcement or without law enforcement.
[03:18.000 --> 03:22.000]  But you won't stop us when time comes because our families are starving.
[03:22.000 --> 03:25.000]  And if you don't hear the seriousness of my voice, I hope you open your ears.
[03:25.000 --> 03:27.000]  You absolutely listen to what I'm saying.
[03:27.000 --> 03:30.000]  Because this is a warning for what's coming.
[03:30.000 --> 03:31.000]  It's not going to be peaceful much longer.
[03:31.000 --> 03:32.000]  It's not going to be raw, raw.
[03:32.000 --> 03:33.000]  It's not going to be speeches.
[03:33.000 --> 03:35.000]  It's not going to be gathered outside saying a pledge of allegiance.
[03:35.000 --> 03:37.000]  It's not going to be waving flags.
[03:37.000 --> 03:39.000]  It's going to be real.
[03:39.000 --> 03:42.000]  When you see the things that I've seen, I went to war for this country.
[03:42.000 --> 03:45.000]  I've seen the ugliest, dirtiest part of humanity.
[03:45.000 --> 03:47.000]  I've been in combat.
[03:47.000 --> 03:49.000]  And I never wanted to go back again.
[03:49.000 --> 03:51.000]  But I'm telling you what, I will to save this country.
[03:51.000 --> 03:54.000]  If it has to be against our own citizens, it will happen.
[03:54.000 --> 03:58.000]  And there's a million people like me, and you won't stop us.
[03:58.000 --> 03:59.000]  Open the county.
[03:59.000 --> 04:02.000]  Let our citizens do what they need to do.
[04:02.000 --> 04:06.000]  Let owners of businesses do what they need to do to feed their families.
[04:06.000 --> 04:08.000]  Take the masks off.
[04:08.000 --> 04:10.000]  Quit masking and muscling your children.
[04:10.000 --> 04:13.000]  The psychological damage you're doing to them is horrible.
[04:13.000 --> 04:16.000]  I've had six friends kill themselves since it's happened.
[04:16.000 --> 04:18.000]  Veterans who lost their jobs.
[04:18.000 --> 04:20.000]  How do you feel about being complicit in perpetuating that?
[04:20.000 --> 04:23.000]  The greatest toast ever perpetuated on the American people.
[04:23.000 --> 04:24.000]  And you're a part of it.
[04:24.000 --> 04:25.000]  Why bother wearing your masks?
[04:25.000 --> 04:28.000]  In Shasta County, we're supposed to be a red country up here.
