[00:00.000 --> 00:27.000]  Infowars, tomorrow's news, today.
[00:27.000 --> 00:33.640]  The letter from Albert Pike regarding the Illuminati Plan for Three World Wars is largely
[00:33.640 --> 00:41.240]  considered a hoax due to the use of the word Nazism in a letter dated 1871.
[00:41.240 --> 00:46.520]  But it is interesting to note the desired outcome of this alleged plan.
[00:46.520 --> 00:52.000]  According to the letter, the Third War officially started on 9-11 and was intended to leave
[00:52.000 --> 00:58.720]  the people in a state of complete physical, moral, spiritual, and economic exhaustion.
[00:58.720 --> 01:05.600]  They will then use nihilists, atheists, and revolutionaries to create a cataclysm of social
[01:05.600 --> 01:06.600]  turmoil.
[01:06.600 --> 01:13.040]  And they will do this in order to force the people into exterminating the destroyers of
[01:13.040 --> 01:15.000]  civilization.
[01:15.000 --> 01:20.400]  According to this letter, this bloodbath would result in the destruction of both Christianity
[01:20.400 --> 01:28.000]  and atheism, and lead to the pure doctrine of Lucifer as the new world religion.
[01:28.000 --> 01:33.080]  And it does appear as if this is happening now, as if the powers that be are pushing
[01:33.080 --> 01:39.000]  the people into a desperate corner, as if their main goal is to create mass chaos and
[01:39.000 --> 01:41.880]  violence.
[01:41.880 --> 01:46.200]  But they've been doing this all by decree because they have no authority over God or
[01:46.200 --> 01:52.040]  the US Constitution, and so they'd be thrilled if we burn it all down for them, proving we
[01:52.040 --> 01:56.000]  are inferior savages in need of governance.
[01:56.000 --> 02:00.640]  They thought they'd have that on January 6th, but the people were there for peace,
[02:00.640 --> 02:04.040]  love, and justice, not a revolution.
[02:04.040 --> 02:05.440]  We don't need one.
[02:05.440 --> 02:09.280]  We already have our Declaration of Independence.
[02:09.280 --> 02:15.520]  But without justice, the death cult remains free and continues on its path to kill us
[02:15.520 --> 02:17.000]  all.
[02:17.000 --> 02:23.160]  They're going to shut us down again, but this time the United Nations will be in charge.
[02:23.160 --> 02:28.080]  Our government is giving them that authority at the end of this month, just in time for
[02:28.080 --> 02:30.880]  the next international health crisis.
[02:30.880 --> 02:36.560]  And with the leaked Supreme Court memo on Roe v. Wade, they can launch endless organized
[02:36.560 --> 02:41.080]  riots on us while we remain locked in our homes.
[02:41.080 --> 02:48.120]  Those two is coming, and this time with food shortages and the crashing dollar.
[02:48.120 --> 02:50.400]  But it doesn't have to be like this.
[02:50.400 --> 02:53.480]  Their authority is the biggest Psyop ever.
[02:53.480 --> 02:56.360]  You are not their slave unless you choose to be.
[02:56.360 --> 02:59.680]  They are convincing you to do this to yourself.
[02:59.680 --> 03:04.920]  When they demanded that everyone wear a mask in 2020, the majority of us could have said
[03:04.920 --> 03:10.720]  no, demanded justice, and the true renaissance would have then begun.
[03:10.720 --> 03:16.960]  The 2020 lockdown was a beta test to gauge how compliant the population was.
[03:16.960 --> 03:18.360]  And we failed.
[03:18.360 --> 03:20.320]  But we will soon have another chance.
[03:20.320 --> 03:27.680]  And 2020 was also a wake-up call for millions of Americans and millions worldwide who previously
[03:27.680 --> 03:32.480]  had no idea how corrupt our governments had become.
[03:32.480 --> 03:40.000]  So now we are many, and we must all prepare for the next lockdown.
[03:40.000 --> 03:45.300]  And we must remember that we are not savages, sheep, or slaves.
[03:45.300 --> 03:48.600]  We are human beings with free will.
[03:48.600 --> 03:56.040]  And as lawful Americans, it is our responsibility to apprehend these traitors, exact justice,
[03:56.040 --> 03:58.640]  and restore the Republic.
[03:58.640 --> 04:02.600]  But first, we must simply say no.
[04:02.600 --> 04:04.320]  Say no to the masks.
[04:04.320 --> 04:06.720]  Say no to sheltering in place.
[04:06.720 --> 04:09.240]  Say no to vaccine passports.
[04:09.240 --> 04:12.440]  Say no to shutting down your business or your church.
[04:12.440 --> 04:17.080]  And if the police come to shut you down, make them commit treason.
[04:17.080 --> 04:20.880]  The law of the land is already in the hands of the people.
[04:20.880 --> 04:24.560]  All we have to do is wake up and take it back together.
