[00:00.000 --> 00:09.800]  Big Brother, mainstream media, government cover-ups.
[00:09.800 --> 00:10.800]  You want answers?
[00:10.800 --> 00:13.000]  Well, so does he.
[00:13.000 --> 00:17.140]  He's Alex Jones on the GCN Radio Network.
[00:17.140 --> 00:25.440]  And now, live from Austin, Texas, Alex Jones.
[00:25.440 --> 00:30.440]  It's Wednesday, the 20th day of January 2010.
[00:30.440 --> 00:34.440]  We're going to be live here for the next four hours.
[00:34.440 --> 00:38.400]  I'll tell you about some of the guest information we're going to be covering today, here in
[00:38.400 --> 00:40.920]  just a moment.
[00:40.920 --> 00:48.920]  But last night, I did a radio interview, went to bed at about midnight, and at 3.35 a.m.
[00:48.920 --> 00:58.600]  I woke up and couldn't go back to sleep, and I just sat there in the dark for hours thinking
[00:58.600 --> 01:04.800]  about this country, the planet, what we're up against.
[01:04.800 --> 01:12.480]  And I just had this overwhelming feeling, you know, in the quiet stillness of the night,
[01:12.480 --> 01:17.960]  that I'm not living up to the real potential of what I'm supposed to do.
[01:17.960 --> 01:29.040]  And that I'm not doing the job I should be doing in the incredible position I'm in.
[01:29.040 --> 01:41.680]  And one person was in my mind, and that was Glenn Beck.
[01:41.680 --> 01:48.240]  Glenn Beck is the counterfeit of what I am.
[01:48.240 --> 01:54.160]  I'm a real person, and I'm a flawed individual like everyone else.
[01:54.160 --> 02:03.680]  And I, many times, I don't think I deserve the incredible platform I have.
[02:03.680 --> 02:09.960]  And I've really rationalized to myself and lied to myself over the years and tried to
[02:09.960 --> 02:17.120]  play down my importance, though I have all this deep political and geopolitical and historical
[02:17.120 --> 02:18.120]  understanding.
[02:18.120 --> 02:20.040]  A lot of times, we're blind.
[02:20.040 --> 02:26.000]  We have blind spots when it comes to ourselves.
[02:26.000 --> 02:31.360]  As much good as we've done, as many people as we've woken up, the world is far too dangerous
[02:31.360 --> 02:35.680]  and in too important a time, and I just pray to God.
[02:35.680 --> 02:37.920]  I pray to God to help me be strong.
[02:37.920 --> 02:46.120]  I pray to God to help me be focused and true and to really be able to articulate to people
[02:46.120 --> 02:50.200]  what I understand.
[02:50.200 --> 02:56.200]  You know, I don't tune into Glenn Beck more than once or twice a week because I'm so busy
[02:56.200 --> 03:04.600]  running my own radio show, doing radio interviews, making films, producing videos to really keep
[03:04.600 --> 03:05.800]  track of what he's doing.
[03:05.800 --> 03:10.920]  I mainly spend most of my time reading legislation and what's happening around the world.
[03:10.920 --> 03:20.200]  But every time I tune in, it just blows me away how transparent he is and what a Benedict
[03:20.200 --> 03:21.200]  Arnold he is.
[03:21.200 --> 03:27.200]  And I tuned in yesterday for five minutes because I get ready at home and then I drive
[03:27.200 --> 03:31.760]  into work, get here about 30 minutes to an hour generally before the show starts.
[03:31.760 --> 03:37.320]  And so I'm driving in and I tune into different talk stations around the state just to get
[03:37.320 --> 03:39.920]  a feel for what's going on there.
[03:39.920 --> 03:43.000]  And yesterday he was talking about how we need new taxes.
[03:43.000 --> 03:48.760]  He was doing it in his last hour to pay off the banks and how that that's conservative
[03:48.760 --> 03:55.640]  to have taxes raised instead of cutting government or instead of arresting the bankers.
[03:55.640 --> 04:02.040]  And then this morning I tuned in for five minutes.
[04:02.040 --> 04:07.720]  And he was saying that 9 11 truthers are going to infiltrate the White House and kill Barack
[04:07.720 --> 04:08.720]  Obama.
[04:08.720 --> 04:14.040]  I mean, what type of I can't keep track of it all.
[04:14.040 --> 04:16.760]  I don't have the time to watch this guy.
[04:16.760 --> 04:22.680]  Every time I tune in, it's pure evil mixed with a bunch of Patriot talk.
[04:22.680 --> 04:29.440]  And he uses every term I use every he always covers the day after I cover it what I'm covering
[04:29.440 --> 04:35.600]  exactly in the same words, but then weaves his evil into it and to watch all the work
[04:35.600 --> 04:37.800]  I've done being turned into evil.
[04:37.800 --> 04:40.960]  I'm asking God, how do we beat this?
[04:40.960 --> 04:42.920]  I mean, we were starting to beat Obama.
[04:42.920 --> 04:48.960]  I mean, I knew he was a counterfeit of of grassroots from the left and we exposed him
[04:48.960 --> 04:53.000]  first and got a lot of heat for it.
[04:53.000 --> 04:54.000]  And now back.
[04:54.000 --> 05:00.440]  I mean, this guy's setting us up and I don't want to talk about back, but I have to.
[05:00.440 --> 05:01.520]  What's your home worth?
[05:01.520 --> 05:05.960]  How can you compare local real estate agents and how do you get MLS listings for the entire
[05:05.960 --> 05:06.960]  country?
[05:06.960 --> 05:10.480]  If you're thinking of buying a home to take advantage of a tax credit or selling your house,
[05:10.480 --> 05:14.480]  you first need to see an incredible website called homegain.com.
[05:14.480 --> 05:18.040]  Homegain.com will help you find a realtor to buy or sell a home.
