[00:00.000 --> 00:28.000]  From the Infowars.com News Center, deep behind enemy lines in occupied Texas, broadcasting
[00:28.000 --> 00:34.000]  worldwide, you're listening to the voice of human resistance against the technotronic
[00:34.000 --> 01:00.000]  technocracy tank-oper. You're listening to Alex Jones.
[01:00.000 --> 01:04.000]  Ladies and gentlemen, thank you so much for joining us on this Wednesday, the 14th day
[01:04.000 --> 01:10.000]  of September 2016. All hell has broken loose for the New World Order, kicking off on September
[01:10.000 --> 01:14.000]  11th. They were launching so many of their big plans this month to openly bring in the
[01:14.000 --> 01:19.000]  world government, to incrementally bring in the global financial collapse and to basically
[01:19.000 --> 01:27.000]  crown it off with their global cashless society. But Hillary Clinton really historically collapsed,
[01:27.000 --> 01:34.000]  while leaving ground zero unexpectedly. And a domino effect of other cover-ups are just
[01:34.000 --> 01:41.000]  collapsing down right now. If you go to drudgereport.com, what the New York Times even admits is the most
[01:41.000 --> 01:49.000]  coveted spot in the media, is the large banner black headline daily. He said what? Colin Powell,
[01:49.000 --> 01:59.000]  hell storm. And that is a McHale-Falen article from infowars.com dealing with the fact that
[01:59.000 --> 02:05.000]  Colin Powell talked about the fact with Democratic donors, he's basically a Democrat, high-level
[02:05.000 --> 02:13.000]  Democratic donors that Hillary Clinton could not walk up the stairs to the podium last year.
[02:13.000 --> 02:20.000]  So massive developments unfolding on that front. It's well known that Hillary's been
[02:20.000 --> 02:26.000]  seriously ill. It's well known she was in the hospital for a year in 2012 and 13. It's well
[02:26.000 --> 02:33.000]  known that she has medical personnel running along beside her with EpiPens for convulsions.
[02:33.000 --> 02:39.000]  It's well known that her situation is deteriorating. And now former Secret Service agents are coming
[02:39.000 --> 02:45.000]  up saying yes, she's having seizures. So over a month ago, we told you that we talked to the
[02:45.000 --> 02:50.000]  Secret Service and they said, look, she's falling down more and more. Her situation is deteriorating.
[02:50.000 --> 02:57.000]  But here it is, the hacked emails. A lot of other media is focusing in on other areas of the Colin
[02:57.000 --> 03:03.000]  Powell hacked emails that are obviously a treasure trove. Colin Powell's personal email hacked under
[03:03.000 --> 03:08.000]  pressure to endorse Hillary Clinton. In fact, they're in the email saying endorse us and we'll stop
[03:08.000 --> 03:13.000]  saying, hey, look, you had emails that should have been secret. Now the difference is they hadn't
[03:13.000 --> 03:19.000]  passed those laws yet when Colin Powell was in and I by no means am defending Colin Powell.
[03:19.000 --> 03:26.000]  The point is Hillary lied about it, deleted 33,000 emails and it's what's in the emails.
[03:26.000 --> 03:32.000]  In Colin Powell's emails is stuff about Hillary Clinton being sick. In Hillary's emails, it's selling
[03:32.000 --> 03:38.000]  access to the Chinese president and selling access to the State Department. Totally illegal.
[03:38.000 --> 03:47.000]  That's the issue. There's a lot of other orbiting points. But the large planetary issue is that she
[03:47.000 --> 03:55.000]  could barely climb the podium steps, three steps. Hillary Clinton is seriously ill.
[03:55.000 --> 04:02.000]  And then continuing, ladies and gentlemen, we have big news. One of Putin's best friends they say in
[04:02.000 --> 04:09.000]  Russia was appointed three years ago to head up state run Russian television and he has come out.
