[00:00:08.886 --> 00:00:15.790]  Nazi treasure has been used by the globalists to take over the United States.
[00:00:15.790 --> 00:00:20.233]  And they are setting up a fourth Reich right here in America.
[00:00:20.233 --> 00:00:27.437]  Sounds amazing, but if you look at the evidence, any good investigator would tell you that there is no other conclusion.
[00:00:27.437 --> 00:00:30.439]  It is documented and the mainstream media is complicit.
[00:00:31.314 --> 00:00:37.438]  The same people who funded Hitler are now involved running the same system here in America.
[00:00:37.438 --> 00:00:44.203]  And yes, even putting Hitler lovers in as governor of the fifth largest economy on the planet.
[00:00:44.203 --> 00:00:46.144]  New massive developments have come out.
[00:00:46.144 --> 00:00:49.166]  The London Guardian thanks to, yes, John Buchanan's work.
[00:00:49.166 --> 00:00:51.808]  He told me about this three weeks ago, how this story was about to come out.
[00:00:53.274 --> 00:00:58.399]  And now it has, with exact details he said it would, and he's got even new revelations for us.
[00:00:58.399 --> 00:01:11.213]  But before we go to John Buchanan, investigative journalist, award-winning journalist, and incredible activist, helped bring down Nixon, we are going to spend a few minutes here telling you about my documentary films.
[00:01:12.734 --> 00:01:14.895]  My 11th film is now out.
[00:01:14.895 --> 00:01:16.837]  American Dictators.
[00:01:16.837 --> 00:01:19.458]  It's 90 minutes long.
[00:01:19.458 --> 00:01:19.999]  1995.
[00:01:19.999 --> 00:01:22.420]  Documenting the staged election of 2004.
[00:01:22.420 --> 00:01:25.682]  How Bush and Carrier are cousins, skull and bones.
[00:01:25.682 --> 00:01:27.163]  We go back to Bohemian Grove.
[00:01:27.163 --> 00:01:31.506]  We cover their policies, the police state, the latest 9-11 information.
[00:01:31.506 --> 00:01:33.047]  It is a great new video.
[00:01:34.446 --> 00:01:36.451]  It is, American Dictators.
[00:01:36.451 --> 00:01:41.343]  My other films are all over two hours, like Police State 3 Total Enslavement.
[00:01:41.343 --> 00:01:43.068]  It's two hours, forty-four minutes long.
[00:01:43.988 --> 00:01:44.789]  It's 2595 like my other 10 videos.
[00:02:06.250 --> 00:02:10.651]  $20 a piece if you order three or more of any of my original ten films.
[00:02:10.651 --> 00:02:18.694]  Whether it's 9-11, The Road to Tyranny, or Masters of Terror, Police State 3, Total Enslavement, or the new film Matrix of Evil.
[00:02:18.694 --> 00:02:19.954]  Toll-free number to order.
[00:02:19.954 --> 00:02:23.535]  Operators are there to answer your questions or tell you about different discounts we're offering.
[00:02:23.535 --> 00:02:24.355]  We're to take your order.
[00:02:24.355 --> 00:02:24.435]  1-888-253-3139.
[00:02:24.435 --> 00:02:28.797]  You're authorized to make copies of my videos, by the way.
[00:02:34.871 --> 00:02:35.331]  1-888-253-3139.
[00:02:35.331 --> 00:02:47.493]  It has such a massive effect when you get my videos and put them on AXS TV or make copies and give them to opinion makers in your area.
[00:02:47.493 --> 00:02:52.374]  I want to thank those that have done this and I want to ask those that haven't to please get the films and do it.
[00:02:52.374 --> 00:02:57.295]  Or if you have the videos and you haven't made copies, to please take action and stop procrastinating.
[00:02:57.295 --> 00:02:58.435]  It's up to you folks.
[00:02:58.435 --> 00:02:59.956]  The ball is in your court.
[00:02:59.956 --> 00:03:01.676]  Nothing happens if you don't take action.
[00:03:02.376 --> 00:03:08.223]  1-888-253-3139.
[00:03:08.223 --> 00:03:19.497]  We also carry Eric Huffman's powerful video and DVD, 9-11 Painful Deceptions in the book, 9-11 Painful Questions, both of them, the new updated versions.
