[00:00:00.242 --> 00:00:02.344]  Waging war on corruption.
[00:00:02.344 --> 00:00:04.687]  It's Alex Jones.
[00:00:27.444 --> 00:00:32.445]  Sunday the 29th day of November 2015.
[00:00:32.445 --> 00:00:34.666]  I'm your host Alex Jones.
[00:00:34.666 --> 00:00:37.946]  We'll be here for the next two hours as we are every Sunday 4 to 6 p.m.
[00:00:37.946 --> 00:00:39.767]  Central Standard Time.
[00:00:39.767 --> 00:00:42.207]  Then we return of course weekdays 11 a.m.
[00:00:42.207 --> 00:00:42.847]  to 3 p.m.
[00:00:42.847 --> 00:00:49.669]  Central Standard Time with a four-hour radio broadcast that's been on air syndicated since 1998.
[00:00:49.669 --> 00:00:54.450]  Been on air period since 1995.
[00:00:54.450 --> 00:00:56.190]  Again thank you so much for joining us.
[00:00:59.281 --> 00:01:05.270]  We all have these moments from time to time, but I really had one last night and this morning.
[00:01:05.270 --> 00:01:14.464]  Completely crystallized, laid out basis of geopolitical affairs and exactly the real forces that humanity is facing.
[00:01:16.516 --> 00:01:31.248]  Now obviously the mind can have complex geopolitical and philosophical discussions with itself that are harder to put down on paper or orate via a live multimedia teleprompter free transmission.
[00:01:31.248 --> 00:01:38.594]  But I'm going to do the best I can today because we really are in incredibly important times.
[00:01:38.594 --> 00:01:44.379]  And I'm not going to mince words with people about the point in human history that we've now currently reached.
[00:01:46.912 --> 00:01:54.898]  I shot a video yesterday, came up here to the office, emergency alert, World War III, question mark.
[00:01:54.898 --> 00:01:59.561]  And the video is beginning to go viral today.
[00:01:59.561 --> 00:02:03.644]  The story is up on InfoWars.com.
[00:02:03.644 --> 00:02:06.146]  And you know, I wish some of the trolls were right.
[00:02:06.146 --> 00:02:09.108]  It's got 3,217 pro votes, 211 negative votes, 95% pro, like most our videos.
[00:02:16.408 --> 00:02:29.393]  But I address the people in denial because they're the type of people that the establishment wants to produce.
[00:02:29.393 --> 00:02:30.873]  So they are the prodigal sons.
[00:02:30.873 --> 00:02:33.795]  They're the people we really care about.
[00:02:33.795 --> 00:02:39.977]  We're not in some sardonic power trip that they're so dumbed down and ignorant and confused.
[00:02:39.977 --> 00:02:42.638]  We understand their ignorance is our weakness collectively.
[00:02:45.350 --> 00:02:47.471]  But here's CNN's headline.
[00:02:47.471 --> 00:02:50.772]  How is this not World War III?
[00:02:50.772 --> 00:02:52.672]  Here is the New York Times.
[00:02:52.672 --> 00:02:58.874]  World War III.
[00:02:58.874 --> 00:03:07.277]  Former CIA operative Robert Baer came out and said, get ready for World War III.
