[00:00:16.838 --> 00:00:17.939]  InfoWars.
[00:00:17.939 --> 00:00:19.139]  Tomorrow's news.
[00:00:19.139 --> 00:00:19.480]  Today.
[00:00:31.563 --> 00:00:37.788]  In your discussion, in your answer, you also said that you were invited by a friend, Barry Weiss?
[00:00:37.788 --> 00:00:39.469]  A friend, Barry Weiss.
[00:00:39.469 --> 00:00:42.752]  So this friend works for Twitter, or what is her?
[00:00:42.752 --> 00:00:44.173]  She's a journalist.
[00:00:44.173 --> 00:00:45.794]  Sir, I didn't ask you a question.
[00:00:45.794 --> 00:00:47.936]  I'm now asking Mr. Schellenberg our question.
[00:00:47.936 --> 00:00:48.416]  Yes, ma'am.
[00:00:48.416 --> 00:00:49.857]  Barry Weiss is a journalist.
[00:00:49.857 --> 00:00:50.738]  I'm sorry, sir?
[00:00:50.738 --> 00:00:51.619]  She's a journalist.
[00:00:51.619 --> 00:00:52.359]  She's a journalist.
[00:00:52.359 --> 00:00:53.841]  So you work in concert with her?
[00:00:53.841 --> 00:00:54.641]  Yeah.
[00:00:56.806 --> 00:01:00.970]  Do you know when she first was contacted by Mr. Musk?
[00:01:00.970 --> 00:01:01.730]  I don't know.
[00:01:01.730 --> 00:01:02.271]  You don't know.
[00:01:02.271 --> 00:01:08.036]  So you're in this as a threesome?
[00:01:08.036 --> 00:01:09.958]  There was many more people involved than that.
[00:01:09.958 --> 00:01:15.503]  There was many more people involved with it.
[00:01:15.503 --> 00:01:18.826]  Everybody got a kick out of that.
[00:01:18.826 --> 00:01:21.828]  I guess you could call what happened Wednesday afternoon an orgy.
[00:01:22.944 --> 00:01:36.106]  If three reporters working together is a menage a trois, then I guess when I called more than 15 reporters Wednesday to make sure this broke the next day, and now it's all over the place.
[00:01:36.106 --> 00:01:49.269]  See, InfoWars can't absorb and eat this whole elephant, and so a lot of journalists and reporters and talk shows, when they got a bunch of big news but can't get to it all, they just sit on it.
[00:01:49.269 --> 00:01:49.549]  Not me.
[00:01:50.976 --> 00:01:53.257]  And I don't tell the story to brag.
[00:01:53.257 --> 00:01:57.698]  I tell it because it's something other people should start doing and other folks aren't starting to do it.
[00:01:57.698 --> 00:02:00.179]  I don't care about breaking the big stories.
[00:02:00.179 --> 00:02:02.460]  I care about defeating the New World Order.
[00:02:02.460 --> 00:02:04.381]  And if I don't have people in D.C.
[00:02:04.381 --> 00:02:13.764]  to go to the Proud Boys kangaroo trial where the feds accidentally leaked the fact that they were ordered to destroy evidence and commit a bunch of other things that look like serious crimes, I just called up
[00:02:15.529 --> 00:02:24.696]  More than 15 different reporters and organizations and groups and pointed them at the court filing that was about to be made at 11 o'clock Wednesday night.
[00:02:24.696 --> 00:02:29.761]  Then it all started breaking yesterday as the press went and found out it was true.
[00:02:29.761 --> 00:02:34.004]  And now we've got all these articles out on it today.
[00:02:34.004 --> 00:02:41.130]  Proud Boys January 6th edition trial halted after leaked chat logs show FBI agent said her boss ordered her to destroy evidence.
[00:02:42.699 --> 00:02:45.621]  Order, destroy evidence, and more.
