[00:00.000 --> 00:25.000]  We now take you live to the Central Texas Commence Center in the heart of the resistance
[00:25.000 --> 00:37.000]  The assault on the very biological operations of the human species is going into turbo gear.
[00:37.000 --> 00:41.000]  The social engineering is now completely naked.
[00:41.000 --> 00:49.000]  Mainstream corporate media admits the plan is to destroy the family and to destroy any semblance of Christian civilization
[00:49.000 --> 00:59.000]  because it stands in the way of total absolute technotronic technocracy in the globalist own words.
[00:59.000 --> 01:11.000]  The fabulously destructive over the top nature of this is unfathomable.
[01:11.000 --> 01:18.000]  The admissions now that oh you can't have a family, oh you can't have a church.
[01:18.000 --> 01:25.000]  The true naked authoritarianism of it is just complete.
[01:25.000 --> 01:29.000]  I have stacks of news here in front of me like this one.
[01:29.000 --> 01:33.000]  Should the next emoji rollout include a pregnant man left to stink so?
[01:33.000 --> 01:36.000]  You think of that as a joke.
[01:36.000 --> 01:39.000]  It's a total assault on humanity.
[01:39.000 --> 01:41.000]  There's another one.
[01:41.000 --> 01:45.000]  Purdue writing guide words with man should be avoided.
[01:45.000 --> 01:50.000]  And then of course many areas are moving to say don't use it.
[01:50.000 --> 01:53.000]  Or if you use the wrong weird pronoun you will be arrested in California.
[01:53.000 --> 01:56.000]  This is authoritarianism.
[01:56.000 --> 02:02.000]  Meanwhile mass protests against Merkel and immigration are spreading through Germany.
[02:02.000 --> 02:07.000]  But don't worry British horse racing is too white industry told.
[02:07.000 --> 02:09.000]  Now I've got a lot of big stories.
[02:09.000 --> 02:11.000]  Those aren't my top stories.
[02:11.000 --> 02:19.000]  It's just when you sit back and you look at that and that's just stuff in the stack without even looking today.
[02:19.000 --> 02:26.000]  And I have a whole stack I want to get into of George Soros announcing that he's basically the emperor of the EU
[02:26.000 --> 02:36.000]  and bragging he's overthrowing countries and bragging he'll overthrow other countries that just want to be sovereign.
[02:36.000 --> 02:42.000]  And as the people recognize the EU is the new Soviet Union.
[02:42.000 --> 02:49.000]  Many of the EU post manned by former Soviet controllers that were over Eastern Europe.
[02:49.000 --> 02:51.000]  I mean most of them were.
[02:51.000 --> 02:56.000]  They'd bring them into Germany, France you name it to actually run things because they know how to autocratically do that.
[02:56.000 --> 03:02.000]  And then Soros is in the news saying shut down all nationalist speech period.
