[00:00.000 --> 00:18.800]  you are listening to an info wars dot com frontline report it's alex jones
[00:18.800 --> 00:26.560]  it's tuesday november 7th 2017 and your host alex shows
[00:26.560 --> 00:31.440]  we have several informative guests today and also intend open the phones up to take your phone calls
[00:32.240 --> 00:39.440]  well president trump is delivering yet again as the economy continues to surge countless signs
[00:39.440 --> 00:46.800]  show the global establishment is beginning to buckle desperately as massive prosperity is
[00:46.800 --> 00:52.240]  shoved in their faces that is a byproduct of what trump's doing even the ultra rich that
[00:52.240 --> 00:58.400]  are anti-prosperity for the general public by and large are having to buckle with the global
[00:58.400 --> 01:03.360]  reassurgence of americana it is incredible and president trump continued to deliver he's now
[01:03.360 --> 01:07.840]  in south korea we'll get into that later when they attacked him on the second amendment he said no
[01:07.840 --> 01:14.720]  more guns are the answer good guys stopping bad guys not even the republican establishment will
[01:14.720 --> 01:20.560]  talk like that this is absolutely true in fact we have flat mass shootings the last 20 years
[01:20.560 --> 01:27.360]  overall shootings are down 61 percent according to the fbis own numbers since 1992 they hit their
[01:27.360 --> 01:34.000]  peak in 1988 believe me i remember when they were having 60 murders a weekend in dallas and it was
[01:34.000 --> 01:41.600]  the murder capital of the us uh not chicago i remember the peak 1988 uh but the point is is
[01:41.600 --> 01:46.880]  that it's down 61 percent they're creating this perception but still if you're one of the 26 dead
[01:46.880 --> 01:52.960]  it's it's it's still so real but to see hispanic and white and black folks hugging each other at
[01:52.960 --> 01:59.680]  the vigil and to see the two heroes uh was just amazing to see how these tragedies take us together
[01:59.680 --> 02:05.280]  and how the people in the town aren't letting them use it to disarm the public uh texas strong
[02:05.280 --> 02:10.400]  i'm proud of my state at the same time i'm very very sad by the tragedy here's a clip of the president
[02:10.400 --> 02:16.880]  in soul south korea having the topic brought up to him and tell him the truth you've talked about
[02:16.880 --> 02:22.400]  wanting to put extreme betting on people trying to come into the united states but i wonder if
[02:22.400 --> 02:26.880]  you would consider extreme betting for people trying to buy a gun well you know you're bringing
[02:26.880 --> 02:31.680]  up a situation that probably shouldn't be discussed too much right now but it's okay if you feel that
[02:31.680 --> 02:37.440]  that's an appropriate question even though we're the heart of south korea if you did what you're
[02:37.440 --> 02:43.760]  suggesting there would have been no difference three days ago and you might not have had that very
