[00:00.000 --> 00:29.920]  From the Infowars.com News Center, D.P.
[00:29.920 --> 00:35.320]  Behind Enemy Lines in Occupied Texas. Broadcasting Worldwide.
[00:35.320 --> 00:43.320]  You're listening to the voice of human resistance against the Technotronic Technocracy Tank-Oper.
[00:43.320 --> 00:46.320]  You're listening to Alex Jones.
[00:46.320 --> 01:02.920]  You want it, baby? You're about to get it.
[01:02.920 --> 01:09.520]  Will these dreams still follow me? Are they gone? What's currently?
[01:09.520 --> 01:15.720]  Can't you see it up in the sky? As it kicks you in the face and sets you down?
[01:15.720 --> 01:21.720]  You never had the answers. I know, you tell me, the facts will fly.
[01:21.720 --> 01:26.720]  I really couldn't be bothered with you. Give it all to my fist time once.
[01:26.720 --> 01:35.720]  Well, it's 3.13. March 13, 2017 on this Monday, kickoff of the new week.
[01:35.720 --> 01:38.720]  We are live. I'm your host, Alex Jones.
[01:38.720 --> 01:49.720]  I've got to tell you, it is bizarrely surreal to be attacked by so many corporate media outlets,
[01:49.720 --> 01:54.720]  but also so-called entertainment outlets that are the big propaganda outlets.
[01:54.720 --> 01:59.720]  To be attacked by so many, I can't even keep track of it every day.
[01:59.720 --> 02:04.720]  Of course, obviously Saturday, Saturday Night Live attacked yours truly in the president
[02:04.720 --> 02:09.720]  during their opening intro live from New York Saturday Night Live with Alec Baldwin.
[02:09.720 --> 02:14.720]  And there were other attacks on late night shows last week that we didn't even cover.
[02:14.720 --> 02:21.720]  And then I was just shown, before I went live about 30 minutes ago, the latest episode of Homeland,
[02:21.720 --> 02:25.720]  that's a popular show on Showtime, because mainstream media has tiny audiences,
[02:25.720 --> 02:31.720]  but these shows and TV shows still have large audiences, especially things like Saturday Night Live.
[02:31.720 --> 02:36.720]  And it really hit me this morning. This is like a form of identity theft.
[02:36.720 --> 02:46.720]  This is beyond fake news, because they do things on these entertainment shows where they say,
[02:46.720 --> 02:51.720]  I heard black people aren't human. I heard it from Alex Jones at M4Words.
[02:51.720 --> 02:55.720]  That's what Alec Baldwin says as the president.
[02:55.720 --> 02:58.720]  He's saying, well, I heard from Alex Jones that those aren't people.
[02:58.720 --> 03:03.720]  He points out two black people. So obviously, Shane, we're racist.
[03:03.720 --> 03:11.720]  And then the lies just go on from there. And then the Homeland clip, this is every week now.
[03:11.720 --> 03:16.720]  They admit the characters based on me and tries to copy my voice, everything else.
[03:16.720 --> 03:23.720]  This actor, Jake Weber. And then, you know, the female president's son is a war hero
[03:23.720 --> 03:27.720]  and he's rushing in to save people, but they cut the video to say he's a coward.
[03:27.720 --> 03:31.720]  And then I'm fake news. And then I actually see people in the real world saying,
[03:31.720 --> 03:35.720]  oh, isn't Alex despicable the things he's done to the president?
