[00:00:04.931 --> 00:00:06.231]  Big Brother.
[00:00:06.231 --> 00:00:07.992]  Mainstream media.
[00:00:07.992 --> 00:00:09.753]  Government cover-ups.
[00:00:09.753 --> 00:00:11.353]  You want answers?
[00:00:11.353 --> 00:00:12.874]  Well, so does he.
[00:00:12.874 --> 00:00:17.075]  He's Alex Jones on the GCN Radio Network.
[00:00:17.075 --> 00:00:21.177]  And now, live from Austin, Texas, Alex Jones.
[00:00:23.269 --> 00:00:27.492]  Well, I am living in the Twilight Zone, and I know you are as well.
[00:00:27.492 --> 00:00:30.293]  It is Thursday, the 20th day of October, 2011.
[00:00:30.293 --> 00:00:34.116]  We're going to get into the whole supposed Qaddafi killing.
[00:00:34.116 --> 00:00:40.860]  If you go to thedrudgereport.com, there is a News Channel 5 story.
[00:00:40.860 --> 00:00:44.021]  Tennessee becomes first state to fight terrorism statewide.
[00:00:44.021 --> 00:00:47.463]  The TSA rolls out checkpoints on the highways.
[00:00:48.724 --> 00:00:50.746]  Homeland Security already did this two years ago.
[00:00:50.746 --> 00:00:54.708]  It's in my film, Police State 4, The Rise of FEMA.
[00:00:54.708 --> 00:00:56.630]  And TSA was involved in that.
[00:00:56.630 --> 00:01:02.814]  But I've always told you, we're going to have domestic checkpoints, just like the over 100 they have.
[00:01:04.335 --> 00:01:10.518]  Inside the United States under federal regulations up to 100 miles inside.
[00:01:10.518 --> 00:01:14.440]  I went back through one of these again yesterday and it was explosive.
[00:01:14.440 --> 00:01:17.322]  I'm going to be airing that tonight on the nightly news.
[00:01:17.322 --> 00:01:19.423]  I just got into the office an hour or so ago.
[00:01:19.423 --> 00:01:23.705]  And they're getting that video off my camera.
[00:01:23.705 --> 00:01:26.366]  I really got in their face this time.
[00:01:26.366 --> 00:01:31.969]  And I told them that the government are drug dealers and criminals and that I don't respect their unconstitutional activity.
[00:01:33.778 --> 00:01:37.821]  And I just really can't take it anymore.
[00:01:37.821 --> 00:01:39.243]  I'm getting to where I can't handle it anymore.
[00:01:39.243 --> 00:01:51.392]  I mean, the flying, the naked body scanners, the groping, the TSA at high school proms in New Mexico, and now this headline.
[00:01:51.392 --> 00:01:52.653]  I hadn't even seen this.
[00:01:52.653 --> 00:01:54.815]  It's up at DrudgeReport.com.
[00:01:54.815 --> 00:02:01.981]  Drudge also is linked to the report that we posted at Infowars.com that Paul Watson did.
[00:02:03.790 --> 00:02:11.273]  With the headline that State Department sends in one of the leaders of the Arab Spring from Egypt to run Occupy Wall Street.
[00:02:11.273 --> 00:02:15.055]  It is CIA, State Department, Obama run.
[00:02:15.055 --> 00:02:17.136]  That doesn't mean the people that showed up for it are bad.
[00:02:17.136 --> 00:02:19.317]  There's a lot of corruption on Wall Street.
[00:02:19.317 --> 00:02:22.118]  That is where most of the problems are emanating from.
