[00:00.000 --> 00:19.000]  Infowars, tomorrow's news, today.
[00:30.000 --> 00:53.000]  Awaiting the hour of the prize note, the globalist time slips away.
[00:53.000 --> 01:00.000]  Ladies and gentlemen, thank you for joining us on this live Friday, December 16 worldwide transmission.
[01:00.000 --> 01:09.000]  We're going to be here for the next four hours ahead of the vaunted war room with the great Owen Schroeder.
[01:09.000 --> 01:14.000]  The last three hours were very power packed with the amazing Harrison Smith and American Journal.
[01:14.000 --> 01:16.000]  I'm your host Alex Jones.
[01:16.000 --> 01:21.000]  Okay, here's what we've got going on for you today.
[01:21.000 --> 01:25.000]  We have quite the lineup of information we're going to be breaking down.
[01:25.000 --> 01:31.000]  We have some really good news, some really bad news, some really incredible news, some really ugly news.
[01:31.000 --> 01:38.000]  But the first thing I want to get to is the unprecedented level of gaslighting going on and also how we're held hostage by the globalist.
[01:38.000 --> 01:50.000]  Not just here, but in Europe, as they fully dissolve the borders and then say, well, sign a deal bringing in hundreds of millions of people and then we'll stop the human trafficking and the illegal destruction of the border.
[01:50.000 --> 01:58.000]  So you can have the legal annihilation of the border or you can have the extra judicial illegal destruction of the border.
[01:58.000 --> 02:01.000]  And I love how they keep saying, oh, Biden's done a great job.
[02:01.000 --> 02:05.000]  The corporate media, the White House Press Secretary, he really has controlled the border.
[02:05.000 --> 02:13.000]  It's the safest it's ever been when it is basically gone and the crimes against humanity taking place there and the mass smuggling of kidnapped children.
[02:13.000 --> 02:24.000]  It is so unprecedented, it is so gargantuan, so behemoth that it hobbles the mind just to even face these levels of crimes.
[02:24.000 --> 02:26.000]  But it's part of the course as they desensitize this.
[02:26.000 --> 02:35.000]  And then I remember that clip of Biden in the debates saying, look, as soon as I'm elected, immediately surge the border.
[02:35.000 --> 02:43.000]  So then I have the question, why did the Republicans try to impeach him before and now they have control of the House?
[02:43.000 --> 02:44.000]  They better do it.
[02:44.000 --> 02:52.000]  I would imagine they're going to sit there with their thumbs firmly, you know where here is the latest BS from the White House.
[02:52.000 --> 03:01.000]  What Americans should know is that the president has done has done the work to deal with what we're seeing at the border since day one.
[03:01.000 --> 03:05.000]  Since day one, let's go ahead and remind folks of what Biden said.
[03:05.000 --> 03:09.000]  He said it over and over again in one of those rare moments of truth.
[03:09.000 --> 03:12.000]  He said, as soon as I'm elected, immediately surge the border.
[03:12.000 --> 03:13.000]  Here it is.
[03:13.000 --> 03:14.000]  I have served with him.
[03:14.000 --> 03:19.000]  What I would do as president is several more things because things have changed.
[03:19.000 --> 03:24.000]  I would in fact make sure that there is, we immediately surge to the border.
[03:24.000 --> 03:26.000]  All those people are seeking asylum.
[03:26.000 --> 03:27.000]  They deserve to be heard.
[03:27.000 --> 03:28.000]  That's who we are.
[03:28.000 --> 03:33.000]  We are where a nation says if you want to flee and you're fleeing oppression, you should come.
[03:33.000 --> 03:41.000]  But they're not fleeing oppression of the average American person or even people in their own country.
[03:41.000 --> 03:56.000]  They're fleeing from the IMF World Bank, WEF policies where they had two years plus of lockdowns destroying the third world from Latin America to Africa to the Middle East to poorer areas of Asia, which is the UN plan.
[03:56.000 --> 03:58.000]  So that's all coming up today.
[03:58.000 --> 04:01.000]  The Federal Reserve has raised rates again.
[04:01.000 --> 04:07.000]  We'll be getting into that massive new news on the Ukraine, Russia, US, NATO proxy war.
[04:07.000 --> 04:20.000]  Massive news on miscarriage is just exploding of women that take the mRNA shots with the actual studies versus government operatives and corporate operatives outlying saying not one woman's ever had a problem ever.
[04:20.000 --> 04:21.000]  Why?
[04:21.000 --> 04:27.000]  In our whole city of Pittsburgh, not one woman's had a miscarriage, which is just a total lie.
[04:27.000 --> 04:30.000]  Just like, oh, if you take the shot, you're totally protected.
[04:30.000 --> 04:32.000]  You can't get sick and you can't spread it.
[04:32.000 --> 04:35.000]  Lies, lies, lies, lies.
[04:35.000 --> 04:40.000]  Big broadcast lined up today and wide open phone calls throughout the transmission.
[04:40.000 --> 04:48.000]  Infowars.com, band.video or the coordinates of Liberty to override the AI, to override the sensors.
[04:48.000 --> 04:55.000]  That's where it's all really going on. You've got to share those links like the future of Liberty and your freedom depends on it because it does.
[04:55.000 --> 05:01.000]  We together, all of us, the listeners and viewers are the tip of the spear.
[05:01.000 --> 05:09.000]  I've taken a lot of supplements over the years since high school and they had great effects and the science has gotten better and better and better over the years.
[05:09.000 --> 05:20.000]  And now with all the things we're bombarded with and the water and the food and the feminizing factors, it is more important than ever to use the compounds God gave us to boost our natural male potential.
[05:20.000 --> 05:22.000]  But these products work great for women as well.
[05:22.000 --> 05:27.000]  Ladies and gentlemen, we have Pain MD. It's the number one natural best seller under another name.
[05:27.000 --> 05:33.000]  We got it discounted for 40% off Infowars.com under the label, Infowars Platinum.
