[00:00:04.949 --> 00:00:06.250]  Big Brother.
[00:00:06.250 --> 00:00:08.012]  Mainstream media.
[00:00:08.012 --> 00:00:09.773]  Government cover-ups.
[00:00:09.773 --> 00:00:11.354]  You want answers?
[00:00:11.354 --> 00:00:12.896]  Well, so does he.
[00:00:12.896 --> 00:00:17.099]  He's Alex Jones on the GCN Radio Network.
[00:00:17.099 --> 00:00:26.447]  And now, live from Austin, Texas, Alex Jones.
[00:00:26.447 --> 00:00:28.989]  Infowars.com reporters.
[00:00:28.989 --> 00:00:31.251]  We're about to play one of these clips here in a moment.
[00:00:31.251 --> 00:00:31.852]  Joe Biggs.
[00:00:34.332 --> 00:00:45.484]  Michael Zimmerman and Paul Watson were first on the scene today and actually got exclusive photos and video of one of the supposed terrorists after they've been killed.
[00:00:46.823 --> 00:00:49.985]  Being put in a body bag in Paris.
[00:00:49.985 --> 00:00:51.766]  So this is unprecedented.
[00:00:51.766 --> 00:01:02.253]  They were running a raid trying to catch the mastermind of last Friday's operation that hit six targets simultaneously in and around Paris.
[00:01:02.253 --> 00:01:10.499]  They were in a Paris suburb and a woman detonated a suicide vest during the raid, killing a police dog.
[00:01:12.165 --> 00:01:17.003]  Hours after Obama taunts GOP with widows.
[00:01:18.274 --> 00:01:21.676]  Female suicide bomber explodes in Paris.
[00:01:21.676 --> 00:01:26.859]  Once again, reality is intruded on President Obama's divisive, his anti-science talking points.
[00:01:26.859 --> 00:01:38.146]  Just hours after the President used the term widows and orphans to taunt GOP over their opposition to flooding America with Syrian ISIS, has promised to seed it with terrorists.
[00:01:38.146 --> 00:01:44.770]  A female suicide bomber in Paris blew herself up as police closed in, while overseas, no less,
[00:01:45.919 --> 00:02:05.189]  And as Democrat Senators Chuck Schumer, Dianne Feinstein, and Chris Coons all signal desire to pause the Syrian refugees process, Obama again proved that the only people he sees as Americans' real enemies are members of the Republican Party.
[00:02:05.189 --> 00:02:07.490]  Well, that's members of the Tea Party in the Republican Party.
[00:02:07.490 --> 00:02:10.132]  He loves the Republican Party leadership.
[00:02:11.363 --> 00:02:17.467]  Joe Biggs and others, our reporters, will be joining us coming up at the start of the next segment.
[00:02:17.467 --> 00:02:21.450]  Two die as French police seek Paris attack suspect.
[00:02:21.450 --> 00:02:23.351]  Seven arrested in raid.
[00:02:23.351 --> 00:02:32.397]  New York Times, the French police stormed an apartment in the medieval part of the northern Paris suburb before dawn today in an attempt
[00:02:33.311 --> 00:02:37.633]  Define the Belgian man suspected of orchestrating the Paris terrorist attacks.
[00:02:37.633 --> 00:02:43.796]  Two people died in the raid, including a woman, a young woman who detonated an explosive vest, and seven people were arrested.
[00:02:43.796 --> 00:02:47.497]  It was not clear if the suspect was there.
[00:02:47.497 --> 00:02:52.760]  Currently, they say it's impossible to give details of the identities.
[00:02:52.760 --> 00:02:56.141]  Our reporters are there now, on the ground.
[00:02:56.141 --> 00:02:58.002]  We'll be talking to them again in about five minutes.
[00:03:00.782 --> 00:03:07.764]  Continuing, ladies and gentlemen, stretched FBI braces for Islamic State holiday terror attacks they've promised.
[00:03:07.764 --> 00:03:22.248]  And the big news, revealed, the enemy within, Daily Mail, nearly 70 are arrested in America over ISIS plots and they include refugees who have been given safe haven but turned to terror.
[00:03:24.005 --> 00:03:30.628]  Federal and local law enforcement agencies have made dozens of arrests of men and women suspected of ISIS involvement.
[00:03:30.628 --> 00:03:41.974]  Mustn't have been too hard, because the last four years, they've allowed al-Qaeda, al-Nusra, and now ISIS to recruit all over the Western world.
[00:03:41.974 --> 00:03:48.097]  All over the Western world.
[00:03:48.097 --> 00:03:52.840]  They have been allowing these people to train, recruit, and then bring their jihadis into the Middle East.
[00:03:54.735 --> 00:03:58.760]  Here's another headline out of the Daily Express.
[00:03:58.760 --> 00:04:04.966]  Eight ISIS suspects posing as refugees arrested at Istanbul airport.
[00:04:04.966 --> 00:04:12.855]  But French President Hollande's response is to welcome refugees 30,000 additional in this week.
[00:04:13.905 --> 00:04:16.967]  Despite the Paris attacks.
[00:04:16.967 --> 00:04:38.122]  And Obama has come out and said that they're not going to tell governors like Governor Greg Abbott of Texas and 20 plus others, including some Democrats, they're not going to tell governors or legislatures or state police or anybody else for that matter, where the jihadi refugees are being seated.
[00:04:40.077 --> 00:04:40.938]  Can you imagine?
[00:04:40.938 --> 00:04:44.541]  I mean, Obama could be planning some type of sleeper cell takeover.
[00:04:44.541 --> 00:04:55.129]  I mean, I'm not saying the radical Muslims would actually take down the country, but this could be the new 9-11, and Obama thinks we're so dumb that when they strike us, he won't get in political trouble for what they've done.
[00:04:55.129 --> 00:04:56.050]  This is wild!
[00:04:58.780 --> 00:05:06.646]  Man-made climate change is largely a myth promoted by politicians to scare the public into accepting a vast expansion of government to supposedly stop global warming.
[00:05:06.646 --> 00:05:14.991]  Global warming is a manufactured problem played up by the government to instigate a public reaction, in this case fear, the government then exploits to offer a predetermined solution.
[00:05:14.991 --> 00:05:23.077]  This strategy, now known as the Hegelian dialectic, has been used successfully by politicians for millennia to expand government which can only grow at the expense of individual liberties.
[00:05:23.257 --> 00:05:36.286]  The Bush administration used this strategy successfully in 2003 when it gained enough public support for the invasion of Iraq by claiming the country had weapons of mass destruction, and the war ultimately expanded the military-industrial complex in America's emerging police state.
[00:05:36.286 --> 00:05:50.255]  Today, global warming is used as a boogeyman because it allows the UN to use government-funded scientists to scare the public into believing that man-made climate change is too big of a threat for their country to handle alone, and thus it can only be defeated through the expansion of the UN at the expense of their nation's sovereignty.
[00:05:50.475 --> 00:05:55.543]  The number one goal of an out-of-control government is not to protect you, but rather to gain more power at your expense.
[00:05:55.543 --> 00:05:57.687]  This is Kit Daniels with InfoWars.com
[00:05:58.519 --> 00:05:59.440]  Hey, how you doing, Alex?
[00:05:59.440 --> 00:06:00.020]  Good, brother.
[00:06:00.020 --> 00:06:01.962]  Just recently started using your products.
[00:06:01.962 --> 00:06:03.684]  Everything you said about them is correct.
[00:06:03.684 --> 00:06:07.727]  Me and my wife both use a lot of them, and it's made a lot of changes in our lives here.
[00:06:07.727 --> 00:06:10.330]  Well, thank you, brother, because it also funds our operation.
[00:06:10.330 --> 00:06:12.772]  But doing that, I know I've got to have the highest quality.
[00:06:12.772 --> 00:06:20.659]  Super Mill Vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[00:06:20.819 --> 00:06:24.164]  We did the super male and the super female vitality.
[00:06:24.164 --> 00:06:25.706]  Big changes, a lot of energy.
[00:06:25.706 --> 00:06:28.650]  We've gotten off of the cheap energy drinks, energy shots.
[00:06:28.650 --> 00:06:30.412]  Saving a ton of money there.
[00:06:30.412 --> 00:06:33.136]  Sourced from powerful organic herbs.
[00:06:33.136 --> 00:06:36.220]  Harvested around the planet and then concentrated
[00:06:36.460 --> 00:06:38.242]  Or maximum potency.
[00:06:38.242 --> 00:06:48.471]  They want to stun and dumb down and energy drinks and stuff just cover that up for a while, but then burn you out in my experience, whereas stuff that gets your glands naturally going, goes right to the source.
[00:06:48.471 --> 00:06:50.253]  So, it's pretty exciting and I love it.
[00:06:50.253 --> 00:06:57.200]  Visit InfoWarsLife.com today to secure your super male vitality and other powerful products from InfoWars Life.
[00:06:58.348 --> 00:07:01.590]  A clean, toxic-free body is the foundation of true health.
[00:07:01.590 --> 00:07:11.557]  Introducing Deep Cleanze by InfoWarsLife.com, a scientifically formulated blend of nanocolloidal zeolites and organic ingredients that aid the body in cleansing chemicals and toxic metals.
[00:07:11.557 --> 00:07:16.881]  Using our proprietary multi-step extraction technology, Deep Cleanze is our most affordable all-in-one cleanser.
[00:07:16.881 --> 00:07:25.747]  With concentrated organic compounds like cilantro, milk thistle, fulvic acid, orange peel, zeolites, and others, Deep Cleanze doesn't hold back.
[00:07:26.027 --> 00:07:34.911]  Instead of buying five, six, or even seven different cleansing products, we use decades-old scientific research to put together the Rolls-Royce of all-in-one cleansing.
[00:07:34.911 --> 00:07:41.994]  Look, there's a reason Deep Cleanse is the only product on the market that uses our proprietary Spigyrex herbal processing technique.
[00:07:41.994 --> 00:07:48.077]  We use only the highest quality organic herbs backed by serious research, and we still bring it to you at the best price out there.
[00:07:48.397 --> 00:07:52.918]  If you wish to find deep cleanse and experience the all-in-one cleansing, visit Infowarslife.com.
[00:07:52.918 --> 00:08:06.281]  That's Infowarslife.com or call 888-253-3139.
[00:08:06.281 --> 00:08:10.662]  Waging war on corruption.
[00:08:10.662 --> 00:08:16.323]  It's Alex Jones coming to you live from the front lines of the Infowar.
[00:08:21.718 --> 00:08:42.278]  Well, the bloody soap opera, the horrific reality TV show that has taken so many lives and is continuing to ravage the stability and security of Europe now moves forward.
[00:08:42.278 --> 00:08:46.762]  And there have been just incredible developments on the ground
[00:08:48.425 --> 00:09:07.090]  In Paris and it was Infowars.com reporters Joe Biggs and Michael Zimmerman that were first on the scene this morning and I want to just recognize the fact that they're engaging in real journalistic activities and that most mainstream media is scared to even get close.
[00:09:07.090 --> 00:09:07.450]  Biggs
[00:09:08.510 --> 00:09:14.452]  Has a military law enforcement bearing and I could say that Zimmerman looks pretty conservative as well.
