[00:00.000 --> 00:20.840]  Infowars.com is tomorrow's news today you're listening to the Alex Jones show
[00:20.840 --> 00:29.760]  ladies and gentlemen it's here the first annual fake news awards hosted by
[00:29.760 --> 00:36.080]  president Donald John Trump the 45th president of the United States and so I
[00:36.080 --> 00:41.160]  have cleared the decks for the next four hours of the broadcast all Watson's
[00:41.160 --> 00:47.080]  joining us but other than that I have cleared the decks we're gonna have the
[00:47.080 --> 00:51.520]  folks and they're taking your phone calls working very very hard today because
[00:51.520 --> 00:58.540]  I pledge to you that we are going to take at least a hundred of your phone
[00:58.540 --> 01:06.480]  calls and we are going to suss out the people's choice fake news awards the
[01:06.480 --> 01:14.480]  first annual people's choice fake news awards they created this term really it
[01:14.480 --> 01:20.400]  was John Rappaport 20 years ago with his website but the mainstream media put it
[01:20.400 --> 01:26.160]  out there tried to call all of us the question-known liars they tried to say
[01:26.160 --> 01:29.240]  that we were the fake news saying that Trump would win the election or saying
[01:29.240 --> 01:33.160]  that Russia gate was fake on and on and on but now we're going to have the
[01:33.160 --> 01:38.960]  people's choice for the next four plus hours right into the war room with Owen
[01:38.960 --> 01:44.080]  Shroyer and Roger Stone I'm gonna host with them as well today so I'm gonna
[01:44.080 --> 01:48.880]  just stay on air right through the war room off and on six o'clock tonight and
[01:48.880 --> 01:56.360]  we're going to take the president's first annual fake news awards live but
[01:56.360 --> 02:03.520]  first we're going to have the people's fake news awards and it was the president
[02:03.520 --> 02:09.800]  said I don't know three four months ago we really should have a fake news award
[02:09.800 --> 02:14.360]  show people ought to start doing that we took the president's cue great idea we've
[02:14.360 --> 02:18.560]  done four or five of these just as little pieces where we the talk show host we
[02:18.560 --> 02:22.640]  the reporters we the investigative journalist we the muckrakers we the
[02:22.640 --> 02:27.640]  firebrands the rabble rousers for 1776 we the truth tellers give you our view
[02:27.640 --> 02:32.480]  and I've got some of my ideas but we're gonna co-late these we're gonna tweet
[02:32.480 --> 02:35.620]  them out at real Alex Jones we're gonna tweet them out at Prison Planet with
[02:35.620 --> 02:40.080]  Paul Watson we're gonna tweet it out at dues news we're gonna tweet it out at
[02:40.080 --> 02:45.160]  David Knight we're gonna tweet it out at the war room we're going to tweet all
[02:45.160 --> 02:57.480]  of this out we're gonna tweet your nominations your nominations for the
[02:57.480 --> 03:04.720]  fake news awards people's choice and we're gonna have the top 10 we're gonna
[03:04.720 --> 03:13.360]  have the top 10 today by the time the war room has started and then we're
[03:13.360 --> 03:19.640]  going to go over those 10 on air and we're going to judge myself Rob do
[03:19.640 --> 03:26.160]  Owen shroyer Roger Stone and other crew members we're going to choose in order
[03:26.160 --> 03:33.240]  the top 10 from those 10 and the top three individuals when you call in we're
[03:33.240 --> 03:37.680]  gonna get your name and number with your nomination it's gonna be a lot of work
[03:37.680 --> 03:46.160]  you're gonna win first prize $2,000 second prize $1,000 third prize a set of
[03:46.160 --> 03:50.280]  steak knives seriously just to make it fun and an ode to Lynn Larry Glen Ross
[03:50.280 --> 03:57.000]  so that's coming up today it is going to be an extravaganza it snuck up on me
[03:57.000 --> 04:01.680]  seven days ago he moved it up moved it back needed more time to get ready
[04:01.680 --> 04:07.200]  obviously who could blend the president there's just you know so many fake news
[04:07.200 --> 04:11.920]  stories to look at so many things to suss out but we're gonna see how does our
[04:11.920 --> 04:16.560]  fake news people's choice track with the president's because you know he's already
[04:16.560 --> 04:19.760]  been working on this the last few weeks and it's gonna have this for us there in
[04:19.760 --> 04:24.640]  the yellow oval office there in the yellow oval as it's called where he
[04:24.640 --> 04:28.320]  actually offices most the time now he works 18 hours a day he works there
[04:28.320 --> 04:31.400]  about four or five hours in the morning then goes into the main oval
[04:31.400 --> 04:35.840]  office then goes back into the yellow oval in there in his war room and so
[04:35.840 --> 04:43.400]  we're gonna try to track in our war room in our info war the real top fake news
[04:43.400 --> 04:47.800]  here I've already got some major contenders we're gonna talk about on
[04:47.800 --> 04:53.520]  the other side of this break I'm Alex Jones please stay with us and spread the
[04:53.520 --> 05:00.280]  live links that it's the people's choice fake news awards climb to the top of
[05:00.280 --> 05:05.920]  the food chain with alpha power by info war's life for those who want to
[05:05.920 --> 05:11.360]  increase testosterone and energy levels most men know that testosterone levels
[05:11.360 --> 05:16.240]  begin to decline starting around 30 at a rate of about one to two percent per
