[00:00.000 --> 00:09.720]  It's Friday, seven days in, and Trump is delivering massively.
[00:09.720 --> 00:13.360]  In fact, even CNN admits this is unprecedented.
[00:13.360 --> 00:16.800]  They said it's an obsession.
[00:16.800 --> 00:21.320]  Trump is obsessed with doing what he said he would do.
[00:21.320 --> 00:29.120]  Mass resignations, mass firings, spending freezes, hiring freezes, program freezes on
[00:29.120 --> 00:30.120]  new spending.
[00:30.120 --> 00:32.800]  It's incredible how he's delivering.
[00:32.800 --> 00:36.920]  Now I did extra preparation today, so much that I'm almost not even ready to get on
[00:36.920 --> 00:42.400]  air via what we've been discovering the last few days, Rob do was up here late last night.
[00:42.400 --> 00:46.960]  It's coming up later in the broadcast because it's so big, I can't just, you know, release
[00:46.960 --> 00:48.600]  this without fanfare.
[00:48.600 --> 00:53.960]  We've discovered studies and more proof that Trump is more than right about the illegals.
[00:53.960 --> 00:58.520]  But first off, here's a key report about some of the spoiled brat brainwashers out there
[00:58.520 --> 01:00.640]  by Paul Joseph Watson.
[01:00.640 --> 01:05.400]  Shia LeBeouf is a narcissistic attention whore who has to compensate for all the shitty
[01:05.400 --> 01:11.560]  movies he's been in by constantly acting like a mentally ill thug to get media coverage.
[01:11.560 --> 01:16.880]  His latest art project is a beacon for hysterical anti-Trump millennials to rhythmically chant
[01:16.880 --> 01:20.640]  like cult members.
[01:20.640 --> 01:25.760]  The performance art isn't about opposition to Trump, LeBeouf told the Associated Press.
[01:25.760 --> 01:31.920]  No, this is about rejecting division and uniting people under a peaceful and tolerant message.
[01:31.920 --> 01:37.160]  Right, that'll be why Shia has spent the last week aggressively screaming in the face of
[01:37.160 --> 01:40.360]  anyone who makes fun of his shitty art project.
[01:40.360 --> 01:42.360]  He will not divide us!
[01:42.360 --> 01:44.360]  He will not divide us!
[01:44.360 --> 01:46.360]  He will not divide us!
[01:46.360 --> 01:48.360]  He will not divide us!
[01:48.360 --> 01:51.360]  He will not divide us!
[01:51.360 --> 01:54.280]  Culminating in his arrest for violently assaulting someone.
[01:54.280 --> 01:56.080]  Oh, but that was just a neo-nazi.
[01:56.080 --> 01:57.480]  How dare you defend him?
[01:57.480 --> 02:00.880]  Oh, it was actually one of Shia's own supporters.
[02:00.880 --> 02:04.080]  You're saying you're not the buyers who are between a mantra to each other.
[02:04.080 --> 02:05.680]  I'm still there to show solidarity.
[02:05.680 --> 02:07.680]  Right, so forget the Trump supporters.
[02:07.680 --> 02:09.480]  Forget the 4-chan trolls.
[02:09.480 --> 02:15.480]  Shia actually succeeded in creating division amongst his own fans.
