[00:00:01.853 --> 00:00:03.616]  Government cover-ups.
[00:00:03.616 --> 00:00:05.198]  You want answers?
[00:00:05.198 --> 00:00:06.740]  Well, so does he.
[00:00:06.740 --> 00:00:10.945]  He's Alex Jones on the GCN Radio Network.
[00:00:10.945 --> 00:00:15.010]  And now, live from Austin, Texas, Alex Jones.
[00:00:18.257 --> 00:00:24.106]  The Titanic, we all know, is the global economy, appears to be moving along at full speed.
[00:00:24.106 --> 00:00:26.950]  But signs of sea ice are dead ahead.
[00:00:26.950 --> 00:00:34.541]  The first alarm bells have been sounded from several economists that know to look for the most subtle signs of danger of a global economic collapse.
[00:00:34.901 --> 00:00:40.663]  We have a bubble around the world in demographic spending, which keeps declining in more countries.
[00:00:40.663 --> 00:00:42.984]  And I'm sure we can predict this by country.
[00:00:42.984 --> 00:00:45.805]  Japan was the first to peak, and then the U.S.
[00:00:45.805 --> 00:00:46.886]  and now Europe.
[00:00:46.886 --> 00:00:55.869]  But we also have the greatest debt bubble in modern history, two to four times what we've seen back in the Roaring Twenties, last time we had a debt bubble.
[00:00:55.869 --> 00:00:59.931]  And all we need, like in 2008 with the subprime crisis,
[00:01:00.331 --> 00:01:09.440]  ...is a trigger to cause this debt bubble to reset and de-leverage, or what I call a financial detox.
[00:01:09.440 --> 00:01:20.070]  And when you go south of the border, even below Mexico Way, it's currency crisis after currency crisis, commodity crash after commodity crash.
[00:01:20.470 --> 00:01:23.072]  Current events form future trends.
[00:01:23.072 --> 00:01:25.694]  What happened yesterday over in Brazil?
[00:01:25.694 --> 00:01:26.855]  Well, they had a wonderful time.
[00:01:26.855 --> 00:01:30.998]  About a half a million people turned out to protest against the government.
[00:01:30.998 --> 00:01:31.779]  How come?
[00:01:31.779 --> 00:01:33.540]  Well, they're in a recession.
[00:01:33.540 --> 00:01:36.963]  Inflation is skyrocketing and the currency is plummeting.
[00:01:37.583 --> 00:01:39.043]  Is the economy moving?
[00:01:39.043 --> 00:01:41.844]  The Baltic Dry Index has hit a new low.
[00:01:41.844 --> 00:01:53.166]  The Baltic Dry Index is the assessment of the price of moving all of the globe's major raw materials by sea, including commodities like coal, grain, and iron ore.
[00:01:53.166 --> 00:02:01.928]  Tyler Durden of Zero Hedge reports, last week I received news from a contact who is friends with one of the biggest billionaire shipping families in the world.
[00:02:02.188 --> 00:02:08.275]  He told me they had no ships at sea right now because operating them meant running at a loss.
[00:02:08.275 --> 00:02:16.124]  Commerce between Europe and North America has literally come to a halt for the first time in known history.
[00:02:16.124 --> 00:02:22.171]  Not one cargo ship is in transit in the North Atlantic between Europe and North America.
[00:02:22.171 --> 00:02:22.612]  All of them.
[00:02:23.032 --> 00:02:26.736]  Hundreds are either anchored offshore or in port.
[00:02:26.736 --> 00:02:28.478]  Nothing is moving.
[00:02:28.478 --> 00:02:30.661]  It is a horrific economic sign.
[00:02:30.661 --> 00:02:33.624]  Proof that commerce has literally stopped.
[00:02:33.624 --> 00:02:40.712]  The very Chinese shipyards supplying the needed vessels to transport the world's raw materials are going bankrupt.
[00:02:41.172 --> 00:02:44.094]  Due to the struggling economies across the globe.
[00:02:44.094 --> 00:02:52.200]  According to Global Times, experts have said that half of China's shipbuilding enterprises will go bankrupt in the coming years.
[00:02:52.200 --> 00:02:54.162]  Other signs of a sinking ship?
[00:02:54.162 --> 00:02:59.566]  Graham Summers of Zero Hedge reports that the bursting of the bond bubble has begun.
[00:02:59.566 --> 00:03:04.450]  The bond bubble was close to 80 trillion in size going into 2008.
[00:03:04.450 --> 00:03:08.893]  Globally, the bond bubble has grown by more than 20 trillion since 2008.
[00:03:10.154 --> 00:03:17.924]  Today it is north of 100 trillion with an additional 555 plus trillion in derivatives.
[00:03:17.924 --> 00:03:23.352]  Globally over 50% of all corporate bonds are now junk.
[00:03:23.352 --> 00:03:25.955]  In the UK you have the ability to
[00:03:26.856 --> 00:03:31.720]  Sell the same bond an infinite number of times.
[00:03:31.720 --> 00:03:33.322]  In the United States, you're limited.
[00:03:33.322 --> 00:03:36.925]  You can't sell the same bond an infinite number of times.
[00:03:36.925 --> 00:03:41.589]  You can sell it a few times and claim that it has a collateral value.
[00:03:41.589 --> 00:03:50.537]  But in the UK, and this is why all of the major banks and all the major countries, treasuries, outsource their fraud to the UK.
[00:03:50.537 --> 00:03:53.339]  This is why the UK is responsible for the Lehman collapse.
[00:03:53.988 --> 00:03:57.929]  The Dow Jones has lost 1500 points in 10 days and still has a lot further to fall.
[00:03:57.929 --> 00:03:59.370]  The fragility of the markets are worse than pre-2008.
[00:04:17.555 --> 00:04:24.117]  One minor trigger could send the globe into at the very least yet another major recession.
[00:04:24.117 --> 00:04:27.598]  Regardless, Obama will hear none of that.
[00:04:27.598 --> 00:04:34.039]  Anyone claiming that America's economy is in decline is peddling fiction.
[00:04:34.039 --> 00:04:35.600]  John Bowne for Infowars.com
[00:04:52.648 --> 00:04:58.251]  Want to keep up-to-date with what's going on in the world without logging into the internet ghettos of Facebook and Twitter?
[00:04:58.251 --> 00:05:02.754]  Then subscribe to the InfoWars Insider, our underground email newsletter.
[00:05:02.754 --> 00:05:06.896]  It's our daily digest of the day's most important stories and so much more.
[00:05:06.896 --> 00:05:10.358]  In it, you'll find exclusive articles that appear nowhere else than InfoWars.com.
[00:05:10.358 --> 00:05:11.739]  Email and subscribe to the InfoWars Insider.
[00:05:12.259 --> 00:05:20.522]  Also receive unique video messages from Alex Jones, special reports, and exclusive secret specials to infowarestore.com.
[00:05:20.522 --> 00:05:26.344]  We also will take a look back on stories and video reports we've covered in the past and how they relate to current news.
[00:05:26.344 --> 00:05:29.845]  An arsenal of knowledge right to your inbox every day.
[00:05:29.845 --> 00:05:39.208]  The great part is your newsletter information cannot be censored or black-holed like we've caught Facebook, Twitter, YouTube, or Google doing to important information in the past.
[00:05:39.528 --> 00:05:45.394]  Log on to Infowars.com forward slash newsletter, watch the special message from Alex Jones, and subscribe.
[00:05:45.394 --> 00:05:52.101]  I'm David Knight with Infowars.com, and on behalf of the entire team here at the Central Texas Command Center, we thank you for your support.
[00:05:52.637 --> 00:05:57.699]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[00:05:57.699 --> 00:06:06.541]  Youngevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[00:06:06.541 --> 00:06:10.483]  Youngevity also offers you an ingenious way to augment your income.
[00:06:10.483 --> 00:06:11.283]  And the best part?
[00:06:11.283 --> 00:06:14.144]  You'll be helping your friends and family along the way.
[00:06:14.144 --> 00:06:16.764]  Visit InfoWarsTeam.com today.
[00:06:16.764 --> 00:06:17.545]  Become a member.
[00:06:17.545 --> 00:06:21.606]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[00:06:21.826 --> 00:06:28.549]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[00:06:28.549 --> 00:06:29.509]  Another win-win.
[00:06:29.509 --> 00:06:33.250]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[00:06:33.250 --> 00:06:34.491]  And you can be too.
[00:06:34.491 --> 00:06:35.031]  It's simple.
[00:06:35.031 --> 00:06:37.972]  Just go to Infowarsteam.com today.
[00:06:37.972 --> 00:06:40.073]  Complete a short sign-up and you're part of the team.
[00:06:40.073 --> 00:06:43.334]  That's Infowarsteam.com or Infowarshealth.com.
[00:06:43.334 --> 00:06:49.636]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[00:06:49.636 --> 00:06:50.937]  Check it out for yourself today.
[00:06:52.611 --> 00:06:53.212]  I want more candy!
[00:06:53.212 --> 00:06:54.353]  I want more video games!
[00:06:54.353 --> 00:06:55.874]  Mine, mine, mine!
[00:06:55.874 --> 00:07:05.603]  And it's that type of behavior that spurred me to do the research to develop a true nutraceutical formula that was designed to smooth out and help children focus.
[00:07:05.603 --> 00:07:08.306]  All of our children are hit with modern mind control.
[00:07:08.306 --> 00:07:11.649]  Television, music, fast food, GMOs, sugars, you name it.
[00:07:11.849 --> 00:07:18.174]  Young humans have not yet developed their nervous system and are being hammered daily by globalist concoctions.
[00:07:18.174 --> 00:07:23.318]  It's no wonder they can't focus and calm down and then are put on dangerous psychotropic drugs.
[00:07:23.318 --> 00:07:29.703]  Working with my team, we set out to find the best formula with the highest quality ingredients that children would actually like and take.
[00:07:29.703 --> 00:07:37.169]  We worked with the leading manufacturer in nutritional supplements that are safe for children to bring you the most affordable and powerful calming formula out there.
[00:07:37.429 --> 00:07:44.974]  Introducing ChildEase with herbs and calming extracts like chamomile and lemon balm and essential nutrients that taste great.
[00:07:44.974 --> 00:07:48.576]  Obtain your ChildEase today at InfoWarsLife.com.
[00:07:48.576 --> 00:07:51.518]  That's ChildEase exclusively at InfoWarsLife.com.
[00:08:03.729 --> 00:08:08.542]  Defending the Republic from enemies foreign and domestic.
[00:08:08.542 --> 00:08:09.886]  It's Alex Jones!
[00:08:17.376 --> 00:08:22.700]  Ladies and gentlemen, it is Friday, the 15th day of January 2016.
[00:08:22.700 --> 00:08:27.763]  This is a big broadcast lined up today.
[00:08:27.763 --> 00:08:42.733]  David Knight's going to be in with a roundtable discussion with Leanne McAdoo, Jakari Jackson, Darren McBreen popping in from the other studio with some of the Twitter comments and InfoWars.com comments and Facebook comments from last night, taking your phone calls.
[00:08:42.733 --> 00:08:46.836]  We have several guests joining us today as well, dealing with the debates
[00:08:47.396 --> 00:08:55.341]  Dealing with the imminent fall, we hope, of Hillary Clinton as all of her lies and corruption begin to come out.
[00:08:55.341 --> 00:08:57.483]  Dealing with so much.
[00:08:57.483 --> 00:08:58.764]  But before we get into...
[00:09:00.543 --> 00:09:17.080]  Cruz walking into that powerful left uppercut of Trump on insulting New Yorkers before we get into the whole natural-born citizen issue that both of them frankly have under a very strict interpretation of the Constitution.
[00:09:17.080 --> 00:09:17.981]  That's Trump and
[00:09:20.031 --> 00:09:21.432]  Cruz, and I've always thought that way.
[00:09:21.432 --> 00:09:26.057]  His mom's born in Scotland, too, so it really gets interesting from that point out.
[00:09:26.057 --> 00:09:28.559]  David Nights can be breaking that down as well.
[00:09:28.559 --> 00:09:35.265]  But I want to start with a special report that we aired in that first little segment that some stations don't carry by John Bowne.
[00:09:35.265 --> 00:09:37.487]  Global economy dead in the water.
[00:09:37.487 --> 00:09:38.488]  It's five minutes long.
[00:09:38.488 --> 00:09:39.869]  It's on InfoWars.com.
[00:09:39.869 --> 00:09:41.390]  I'm going to tweet it out right now.
[00:09:42.529 --> 00:09:48.196]  At Real Alex Jones, in case you didn't hear it or see it, I mean, this global economy is melting down.
[00:09:48.196 --> 00:09:54.042]  The Dow Jones Industrial Average is down 400 plus points today.
[00:09:54.042 --> 00:09:59.909]  That's almost 2,000 points the last two weeks since the new year began 15 days ago.
[00:10:02.415 --> 00:10:04.237]  So, this is engineered.
[00:10:04.237 --> 00:10:05.818]  We told you it was coming.
[00:10:05.818 --> 00:10:08.140]  We told you the derivatives were bigger than they'd ever been.
[00:10:08.140 --> 00:10:14.124]  We told you the big banks were already positioning themselves, buying up gold at record levels while saying you shouldn't buy gold.
[00:10:14.124 --> 00:10:18.347]  And I'm not saying, you know, gold's the best thing in the galaxy anyways.
[00:10:18.347 --> 00:10:23.992]  What I'm saying is they're hoarding it while telling you not to have it, which is a hedge against collapse, so you have something.
[00:10:25.356 --> 00:10:27.698]  The world has never been this leveraged.
[00:10:27.698 --> 00:10:36.724]  Different numbers are out there, but we're reportedly leveraged many times more than Weimar Republic or even Zimbabwe when it comes to derivatives.
[00:10:36.724 --> 00:10:45.551]  So I'm not here glooming and dooming, but I'm watching CNN, I'm watching Fox News this morning, while I'm on the elliptical, while I'm exercising, just kind of watching the closed captioning at the gym, and
[00:10:48.598 --> 00:10:55.680]  It was pretty much all about the debate, or all about cultural stuff, and really not much about what's happening with the economy.
[00:10:55.680 --> 00:10:58.861]  They would just mention it in the background.
[00:10:58.861 --> 00:11:05.182]  Well, the Dow Jones is down 400 plus points, and John Bowne's report on Infowars.com goes over that.
[00:11:05.182 --> 00:11:09.103]  Dow falls 400 points as oil weighs.
[00:11:09.103 --> 00:11:14.164]  Fidelity, Stealth, Bayer could see big turnaround.
[00:11:14.164 --> 00:11:16.005]  So they're acting like this wasn't seen coming.
[00:11:17.947 --> 00:11:19.850]  Here's another headline from CNBC.
[00:11:19.850 --> 00:11:22.874]  This is not 2008, it's actually worse.
[00:11:22.874 --> 00:11:26.420]  What have all of our experts and what have I been saying the last two years?
[00:11:26.420 --> 00:11:27.421]  This will be worse than 2008.
[00:11:29.571 --> 00:11:45.004]  Because it's by design, just like 2008, to get more banker bailouts, more funding, more global government, more bank regulations against banks the globalists don't control, against mutual funds they don't control, against businesses they don't control in the financial market.
[00:11:45.004 --> 00:11:49.147]  The financial market has been consolidated since 2008 over 80%.
[00:11:49.147 --> 00:11:51.349]  I mean, that's in the news.
[00:11:51.349 --> 00:11:52.710]  They have taken it over.
[00:11:52.710 --> 00:11:54.531]  The big corrupt robber barons
[00:11:55.592 --> 00:12:03.359]  That ran this whole show are the ones using regulatory systems to come in and take over everything.
[00:12:03.359 --> 00:12:06.302]  They're trying to take down local banks.
[00:12:06.302 --> 00:12:08.464]  They're trying to take down credit unions.
[00:12:08.464 --> 00:12:08.904]  They are.
[00:12:08.904 --> 00:12:10.386]  I mean, I talked to credit union heads.
[00:12:10.386 --> 00:12:11.587]  I talked to bankers.
[00:12:11.587 --> 00:12:14.149]  I've read the Texas Banking Association head back in 2009.
[00:12:16.131 --> 00:12:17.652]  It read like Alex Jones wrote it.
[00:12:17.652 --> 00:12:18.873]  It's a foreign takeover.
[00:12:18.873 --> 00:12:20.135]  Banks, they did this.
[00:12:20.135 --> 00:12:22.277]  They're now shutting us down, not letting us lend.
[00:12:22.277 --> 00:12:24.699]  This will kill lending to real businesses.
[00:12:24.699 --> 00:12:29.324]  And now the big banks, you notice, don't lend to small businesses like they did.
[00:12:29.324 --> 00:12:30.365]  Even when you have good credit.
[00:12:30.365 --> 00:12:33.007]  Because they got all the free money they want.
[00:12:33.007 --> 00:12:35.710]  They went beyond fractional reserve banking.
[00:12:35.710 --> 00:12:36.791]  So that's the big issue.
[00:12:36.791 --> 00:12:38.653]  Now David Knight and others are going to be coming in.
[00:12:40.501 --> 00:12:45.204]  Breaking down all the different angles of this then I'll be back live this Sunday 4 to 6 p.m.
[00:12:45.204 --> 00:13:00.872]  We'll be doing a live report tonight as well I've got major stories I'm working on and I'll be popping in but the time we have till we go to break here I want to start then getting into some of these clips and the most important one is Trump saying I am angry.
[00:13:00.872 --> 00:13:07.356]  I am angry Well, of course, he has a right to be angry and the media and Obama act like it's weird to be angry.
[00:13:07.356 --> 00:13:07.376]  I
[00:13:07.984 --> 00:13:17.067]  They've got all their surrogates out spewing racism, division, civil war, class envy, gender war.
[00:13:17.067 --> 00:13:20.289]  But then he gets up there and says, can't we all just get along?
[00:13:20.289 --> 00:13:23.190]  Can't we all just be buddies, a la Rodney King?
[00:13:23.190 --> 00:13:25.230]  This is how he appears to rise above it.
[00:13:25.230 --> 00:13:28.292]  But people see through his surrogates and others.
[00:13:28.292 --> 00:13:29.952]  And of course we should be angry.
[00:13:29.952 --> 00:13:31.413]  That's why Trump's successful.
[00:13:31.413 --> 00:13:32.233]  He's angry.
[00:13:32.233 --> 00:13:33.113]  He's off the cuff.
[00:13:33.113 --> 00:13:34.374]  People are sick of scripting.
[00:13:35.120 --> 00:13:41.482]  That's all I ever told Rand Paul to do, to stay at the lead, was to be, you know, real, populist.
[00:13:41.482 --> 00:13:43.543]  That's why I'm successful.
[00:13:43.543 --> 00:13:45.564]  Because I'm real, I'm populist.
[00:13:45.564 --> 00:13:51.906]  Well, even if you're not that, but you're a patriot, people need to see you get more down in the trenches.
