[00:00:00.149 --> 00:00:07.254]  We've got it.
[00:00:07.254 --> 00:00:11.637]  Waging war on corruption.
[00:00:11.637 --> 00:00:17.261]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[00:00:19.912 --> 00:00:21.133]  We are live, my friends.
[00:00:21.133 --> 00:00:22.673]  It is May 1st, 2011.
[00:00:22.673 --> 00:00:25.314]  Already into the fifth month of 2011.
[00:00:25.314 --> 00:00:31.277]  2012's now looming up for us, how time flies.
[00:00:49.619 --> 00:00:56.964]  Seems like just yesterday, Barack Obama was running for political office, the highest office in the land.
[00:00:56.964 --> 00:01:02.629]  And now here we are already going into the next presidential election diversion.
[00:01:04.332 --> 00:01:13.559]  Until Ron Paul hacks into the debates and injects real issues, not diversions like the royal wedding.
[00:01:13.559 --> 00:01:20.824]  Obviously incredible financial news, gold surges to all time price record.
[00:01:20.824 --> 00:01:25.848]  Canadian dollar heads for third monthly advance on interest rate outlook.
[00:01:25.848 --> 00:01:26.188]  U.S.
[00:01:26.188 --> 00:01:30.951]  Treasury, this is the big news, China has decreased its holdings of U.S.
[00:01:30.951 --> 00:01:31.232]  debt.
[00:01:32.196 --> 00:01:36.700]  Dollar Retreat's a two and a half year low.
[00:01:36.700 --> 00:01:40.344]  That is just some of the news and information we have on the economic front.
[00:01:40.344 --> 00:01:46.770]  Mitt Romney, of course, is saying that gas prices are rising because of Obama.
[00:01:46.770 --> 00:01:47.270]  That's great.
[00:01:47.270 --> 00:01:55.118]  It's rising because of George W. Bush three years ago, and then it went down, and now it's rising because of Obama, and certainly they're part of it.
[00:01:57.551 --> 00:02:00.092]  You had a symphony of 400 pieces playing.
[00:02:00.092 --> 00:02:09.376]  I guess the flute or the drum has a place, but this is a larger symphony of globalist destruction.
[00:02:09.376 --> 00:02:12.297]  And the dollar is being devalued.
[00:02:12.297 --> 00:02:14.938]  That's why oil prices, that's the main driver.
[00:02:14.938 --> 00:02:16.779]  That's why oil prices are going up.
[00:02:16.779 --> 00:02:20.561]  And the system knows that, but they don't want to tell the public that.
[00:02:20.561 --> 00:02:23.162]  They want to say, speculators, yes.
[00:02:24.202 --> 00:02:30.606]  Oh, OPEC, and I guess in a way now you can say OPEC, is jumping on the bandwagon.
[00:02:30.606 --> 00:02:36.150]  Saudi's leading the way to cut production, saying there's not enough demand.
[00:02:36.150 --> 00:02:43.675]  Demand at all time highs, but in the age of deception, why shouldn't they completely jump in?
[00:02:43.675 --> 00:02:53.021]  They practice deception in a open way to just set the precedent that lies are the ether in which we swim.
[00:02:54.022 --> 00:02:56.383]  So that is some of the news we'll also be breaking down.
[00:02:56.383 --> 00:03:00.665]  When we come back from break, I'm just going to launch into it all.
[00:03:00.665 --> 00:03:01.925]  We have the economic news.
[00:03:01.925 --> 00:03:06.787]  I have my comments on the disgusting royal wedding.
[00:03:06.787 --> 00:03:13.110]  We also have the latest in Libya, the Libyan disabled children's school hit in NATO strike.
[00:03:14.622 --> 00:03:23.425]  Meanwhile, Al-Qaeda forces are celebrating that Qaddafi's son and a bunch of his family were killed when they missile attacked the home that he was in at the time.
[00:03:23.425 --> 00:03:25.265]  And they admit it was an attempt at assassination.
[00:03:25.265 --> 00:03:29.307]  Of course, just a month ago, they were saying, we'll never try to assassinate Qaddafi.
[00:03:29.307 --> 00:03:32.428]  Qaddafi, you don't worry your little head about a thing.
[00:03:32.428 --> 00:03:34.548]  Al-Qaeda are the new good guys.
[00:03:34.548 --> 00:03:36.169]  We've got to get behind them.
[00:03:36.169 --> 00:03:39.110]  The media tells us there in eastern Libya.
[00:03:40.134 --> 00:03:41.074]  And now U.S.
[00:03:41.074 --> 00:03:50.819]  intelligence is having to admit, NBC and others, that no, Qaddafi wasn't handing out truckloads of Viagra to rape women.
[00:03:50.819 --> 00:03:52.760]  That'd be a bad PR move, wouldn't it?
[00:03:52.760 --> 00:03:55.541]  But see, it's just like the fake throwing babies out of incubators.
[00:03:55.541 --> 00:04:04.865]  Later totally admitted, written up in a New York-based PR firm, they said, say that they were throwing babies out of incubators and stomping them!
[00:04:05.916 --> 00:04:09.559]  But then meanwhile, more documents get released from the U.S.
[00:04:09.559 --> 00:04:14.064]  Army and Marine Corps, where they go into towns and kill everybody.
[00:04:14.064 --> 00:04:16.446]  And our media is like, well yeah, that's what good guys do.
[00:04:16.446 --> 00:04:20.490]  We go door-to-door, we line up little kids, women and children, and we shoot them.
[00:04:22.270 --> 00:04:23.231]  And that's how we win.
[00:04:23.231 --> 00:04:24.651]  That's good guys.
[00:04:24.651 --> 00:04:27.733]  But then, oh, the bad guy threw the baby out of the incubator.
[00:04:27.733 --> 00:04:31.134]  It's not true, but isn't it fun to get angry?
[00:04:31.134 --> 00:04:35.937]  He's got a big handlebar mustache, and he's got kind of brown skin, and some oil we want.
[00:04:35.937 --> 00:04:38.318]  Of course, we don't get the oil.
[00:04:38.318 --> 00:04:42.260]  The globalists do, and then we actually pay more because now they have a monopoly.
[00:04:42.260 --> 00:04:43.941]  That's like Trump.
[00:04:43.941 --> 00:04:49.584]  Let's take all the Iraqi oil for ourselves, like you're going to get any of it, like I'm going to get any of it.
[00:04:49.584 --> 00:04:50.664]  More on Fukushima.
[00:04:52.787 --> 00:04:54.693]  The Amish are being raided, of course.
[00:04:54.693 --> 00:04:55.396]  It's all coming up.
[00:04:55.396 --> 00:04:55.797]  Stay with us.
[00:04:59.079 --> 00:05:02.900]  Diamond Gusset is proud to announce the anthem of the Patriot movement.
[00:05:02.900 --> 00:05:07.182]  They're offering a free CD, t-shirt, and bumper sticker with a qualifying purchase.
[00:05:07.182 --> 00:05:11.864]  Diamond Gusset offers great products at great prices while keeping Americans working.
[00:05:11.864 --> 00:05:17.826]  I'm looking for a factory where a man can feed his family.
[00:05:17.826 --> 00:05:21.087]  Not worried about them moving south.
[00:05:21.087 --> 00:05:24.829]  Closing the doors and shutting her down tomorrow.
[00:05:27.598 --> 00:05:33.140]  I'm looking for America.
[00:05:33.140 --> 00:05:34.760]  Wear American and be proud.
[00:05:34.760 --> 00:05:37.361]  Go to gusset.com forward slash America.
[00:05:37.361 --> 00:05:46.044]  The land I left free and the home of the brave seems like I just woke up one day and it was gone.
[00:05:53.573 --> 00:05:59.783]  Again, go to gusset.com forward slash America Today.
[00:05:59.783 --> 00:06:05.191]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[00:06:05.191 --> 00:06:07.494]  Because there's a war on for your mind.
[00:06:23.285 --> 00:06:35.613]  Well, it's the day that the Trotskyites, the communists, the occultists, that's what it originally is, is an occultic European holiday, celebrate collectivism.
[00:06:36.674 --> 00:06:40.936]  And all of the nightmares that come with it.
[00:06:40.936 --> 00:06:43.998]  It is May Day, and we are live.
[00:06:43.998 --> 00:06:45.919]  What do you say when your plane's going down?
[00:06:45.919 --> 00:06:50.801]  May Day, May Day, May Day, and the Republic is certainly in deep trouble.
[00:06:50.801 --> 00:06:56.444]  It is May 1st, 2011, and we're going to be live here for the next two hours.
[00:06:56.444 --> 00:07:01.966]  We're going to have wide open phones after I break down some of the news and information we're going to be covering.
[00:07:01.966 --> 00:07:04.808]  But here's the first thing I want to put out there.
[00:07:06.371 --> 00:07:15.701]  A lot of Americans and a lot of people in other parts of the world are waking up to globalism, waking up to the New World Order, waking up to corporate tyranny.
[00:07:15.701 --> 00:07:29.415]  Corporations, the mega-corporations, are attacking their competition using big government that they lobby for and buy off to shut down their competition and to give them unlimited amounts of corporate welfare.
