[00:00:04.767 --> 00:00:09.592]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:09.592 --> 00:00:11.173]  You want answers?
[00:00:11.173 --> 00:00:12.735]  Well, so does he.
[00:00:12.735 --> 00:00:16.919]  He's Alex Jones on the GCN Radio Network.
[00:00:16.919 --> 00:00:23.785]  And now, live from Austin, Texas, Alex Jones.
[00:00:23.785 --> 00:00:25.627]  Unbelievable, it's already Friday.
[00:00:25.627 --> 00:00:29.191]  These weeks go by like a twinkling of the eye.
[00:00:30.674 --> 00:00:35.065]  The batting of the eyelash week just flashes past us.
[00:00:35.065 --> 00:00:36.408]  It is Friday, the 22nd day of May.
[00:00:39.403 --> 00:00:39.423]  2009.
[00:00:39.423 --> 00:00:42.586]  We're going to be live here for the next four hours.
[00:00:42.586 --> 00:00:51.394]  Wide open phones today at 1-800-259-9231 on any news item, any issue, any story you wish to discuss.
[00:00:51.394 --> 00:01:01.323]  We've also got Bob Chapman for his customary once a week financial update, which is going to be particularly important today with all the big moves in the markets, the plunging of the dollar, and a lot more.
[00:01:02.708 --> 00:01:08.372]  Tony Gosling, who just is a great researcher on Bilderberg, runs Bilderberg.org.
[00:01:08.372 --> 00:01:18.598]  He's going to be joining us from England and probably Jim Tucker popping in as well for a final update on Bilderberg 2009 because a lot of stuff comes out a few days after Bilderberg ends.
[00:01:18.598 --> 00:01:21.140]  And then we have this Dr. Jonathan Levy on.
[00:01:21.140 --> 00:01:26.584]  I saw him on a news show talking about the Illuminati tied into the Vatican Bank and
[00:01:27.403 --> 00:01:33.829]  A bunch of news and information along those lines, so I thought I'd get him on to get his take on it.
[00:01:33.829 --> 00:01:40.996]  That is coming up in the fourth hour today, so it should be quite informative as well.
[00:01:40.996 --> 00:01:45.640]  And we will have open phones for all of these guests today.
[00:01:45.640 --> 00:01:51.606]  World Health Organization chief says, world should prepare for severe flu.
[00:01:53.097 --> 00:02:08.132]  That's right, and they're saying that they need to have a big police state system in place by this fall when it's sure to devastate us, give up all our rights to a world government in the name of medical safety and stopping pandemics.
[00:02:08.132 --> 00:02:09.753]  So we'll go over that report.
[00:02:09.753 --> 00:02:13.557]  Also, the odds on the dollar, treasury bonds, and the U.S.
[00:02:13.557 --> 00:02:14.978]  government AAA grade
[00:02:15.959 --> 00:02:19.920]  Rating, all heading for the dumpster, are shortening.
[00:02:19.920 --> 00:02:22.821]  And we have Bloomberg today, Geithner vows to cut U.S.
[00:02:22.821 --> 00:02:25.481]  deficit on rating concern.
[00:02:25.481 --> 00:02:33.783]  And Geithner is now terrorizing the United States, being an offshore banker that he is, a corporate looter, saying we may lose our AAA rating.
[00:02:33.783 --> 00:02:37.664]  That will, of course, destroy confidence and probably do that.
[00:02:37.664 --> 00:02:38.844]  Which is what these guys want.
[00:02:38.844 --> 00:02:40.765]  They like blowing out markets and consolidating.
[00:02:40.765 --> 00:02:41.785]  It's in their own statements.
[00:02:43.314 --> 00:02:55.217]  Again, Market Watch, Wall Street Journal reporting that gold futures rose today for the fourth straight session, briefly topping $690 an ounce.
[00:02:55.217 --> 00:03:01.379]  Gold is right up at almost $960 an ounce right now.
[00:03:01.379 --> 00:03:03.420]  For the first time in nearly two months, as the U.S.
[00:03:03.420 --> 00:03:07.421]  dollar weakened against its major rivals on concerns of the U.S.
[00:03:07.421 --> 00:03:08.201]  credit rating.
[00:03:10.063 --> 00:03:12.944]  That is coming up, obviously, with Bob Chapman in the next hour.
[00:03:12.944 --> 00:03:16.406]  Also, New York terror plot, another government provocateur set up.
[00:03:16.406 --> 00:03:26.691]  You know, I mentioned this yesterday when it was big national news, but I didn't really cover it properly, so we'll go over that coming up in the next segment.
[00:03:26.691 --> 00:03:32.654]  Very, very important, because it fits these shake-and-make things the FBI does a couple times a year.
[00:03:32.654 --> 00:03:35.336]  It's always the same MO, always the same story.
