[00:00.000 --> 00:18.000]  Infowars, tomorrow's news, today.
[00:30.000 --> 00:54.000]  Okay ladies and gentlemen, I'm a little late here only because, well I'm not late, I've been at the desk going through all this news.
[00:54.000 --> 01:15.000]  I have a stack of news here that's probably about 30, 40 different stories all getting into how the vaccine does not work unless it's intentionally to kill you or make you sick.
[01:15.000 --> 01:28.000]  It is not working, so unless the vaccine's goal, unless the purpose of the vaccine is to kill you or make you sick or have some sort of just devastating side effect, vaccine is not working.
[01:28.000 --> 01:46.000]  I've got all the data from across the planet, the most vaccinated countries on earth are experiencing now the highest COVID outbreaks where the Nordic countries of Europe, where they don't have the vaccine mandates and they're pretty much back to normal for all intensive purposes, have no COVID.
[01:46.000 --> 01:59.000]  You look at India where they're treating with ivermectin, COVID gone, but the vaccinated countries pushing the vaccine, mass outbreaks, mass heart attacks, mass death.
[01:59.000 --> 02:14.000]  And so we've got that coming up, but it's not only that, then it's all of the COVID tyranny that they're still pressuring the planet with.
[02:14.000 --> 02:17.000]  And so here's what it comes down to.
[02:17.000 --> 02:27.000]  And I've got videos of police and protesters clashing and now you have vaccinated versus unvaccinated clashing and it's at schools and all this stuff.
[02:27.000 --> 02:45.000]  And you see, this is what happens in any civilization that enacts illogical, unreasonable edicts and mandates.
[02:45.000 --> 02:51.000]  You're going to see conflict, you're going to see strife, you're going to see division.
[02:51.000 --> 03:08.000]  And then you're just going to see complete madness because you, the thinking individual, you, the informed individual, you, the intellectual, you, the philosopher, you, just somebody that has common sense, logic and reasoning, you know, it's all complete garbage.
[03:08.000 --> 03:21.000]  And then you have principles and so you're not going to go along with lies, you're not, you're not going to be a victim to unreasonable and illogical mandates.
[03:21.000 --> 03:30.000]  You're not going to be pressured into giving up your bodily autonomy because of some corrupt tyrants like Fauci.
[03:30.000 --> 03:34.000]  Boy, tons of news on Fauci today too.
[03:34.000 --> 03:45.000]  More censorship is happening, corruption in our government, whether it's Pelosi or Merrick Garland is being exposed.
[03:45.000 --> 03:58.000]  And then you have Biden making moves right now, selling the country out unlike anything we've ever seen.
[03:58.000 --> 04:09.000]  So it's beyond just Afghanistan where we gave the Taliban Afghanistan, we gave them hundreds of millions of dollars, we gave them hundreds of millions of dollars of military equipment and the whole country.
[04:09.000 --> 04:17.000]  All of our treasure, all of our blood handed over to the Taliban overnight, still there are hostages over there.
[04:17.000 --> 04:33.000]  No, now Biden is making and cutting new deals with China and Afghanistan where our military equipment is now being made in China.
[04:33.000 --> 04:42.000]  And if we hadn't given enough money to Afghanistan, the Biden administration is about to give them more.
[04:42.000 --> 04:51.000]  Unbelievable. All this and more coming up on the Alex Jones show, on Infowars.com and Band.video.
[04:51.000 --> 05:20.000]  Every day you are living and you are witnessing history as the fate of mankind hangs in the balance.
[05:21.000 --> 05:36.000]  We have had real problems getting our best selling products in, some of them take up to 10 months to get in, we've had to discontinue some of our products because we just can't get the ingredients anymore.
[05:36.000 --> 05:53.000]  It's pretty scary stuff, so please take advantage of sales we're running for one week only, there's only one week left from October 11th for 7 days, kicks off October 11th on things like DNA Force Plus at 40% off, Winter Sun at 50% off, Ultra 12 at 50% off and more.
[05:53.000 --> 06:10.000]  At Infowarsstore.com, one week left, check out these incredible deals.
[06:10.000 --> 06:28.000]  Big Brother, mainstream media, government cover-ups. You want to stop tyranny? Well, so does he. Live from the Infowars.com studios, it's Alex Jones. And now, your host, Owen Troyer.
[06:28.000 --> 06:49.000]  Alright, I am just overwhelmed here and I'm going to do my best not to get too frustrated and angry today. Simply because I consume 10 hours of news a day.
[06:49.000 --> 07:15.000]  I have gone through hundreds of articles today and I'm going to present to you in this stack of news right here how unless the goal of the COVID vaccine is to injure people and kill people and spread COVID making the vaccine variance,
[07:15.000 --> 07:32.000]  it has been a complete and utter failure. Again, unless the vaccine has been all about getting big pharma, even more rich and more powerful and more control and part of a eugenics program to call some of the population,
[07:32.000 --> 07:47.000]  injure a lot of the population and create the vaccine variance, the COVID vaccine has been such an abysmal failure. No, no, no. It's been a nightmare. It's been a disaster.
[07:47.000 --> 08:11.000]  And here's what's so frustrating. I along with the other hosts here at Infowars and Alex Jones and our guests for I don't know how long have been warning sending your loved one to the hospital with COVID is a death sentence is a death sentence.
[08:11.000 --> 08:28.000]  And now, as I'm just watching the news over the weekend, I see all of these people coming out formerly of the CDC, or the FDA, or all these other doctors and now they're going on Fox News and they're going on Newsmax and they're going on OAN.
[08:28.000 --> 08:48.000]  They're saying the CDC protocols for treating COVID are murder. Here's a headline. Nearly nine in 10 COVID-19 patients who are put on ventilators die. New York Hospital data suggests. No, no, no. That's the fact.
[08:48.000 --> 09:04.000]  That's from over a year ago. So we saw that happening a year ago. We talked to doctors. We had them as guests. We just looked at the CDC's official protocols and we said, yeah, this is going to kill people.
[09:04.000 --> 09:24.000]  And it's more than just the ventilator. It's the whole thing. It's the remdesivir. It's the ventilator. It's the not giving them oxygen. It's the not giving them hydroxychloroquine and zinc or Regeneron or ivermectin and just waiting until they're about to die and then putting it putting them on the ventilator as the final nail in the coffin.
[09:24.000 --> 09:41.000]  But see, that's the frustration here is that it's just like how they made this virus in a lab. And now people are finally admitting it. They denied it for a year. Now they're finally admitting it.
[09:41.000 --> 09:52.000]  Why does our media live in such denial? Why do our political leaders live in such denial? Why do we just the general population live in such denial?
[09:52.000 --> 10:04.000]  I mean, my God, if the shackles of denial could be removed from society, we could overturn this thing overnight. But it's denying that Anthony Fauci made the virus.
[10:04.000 --> 10:13.000]  It's denying that they worked with the Chinese military to release it as a bio weapon. It's denying that the vaccine is killing people and is part of a worldwide eugenics program.
[10:13.000 --> 10:22.000]  It's denying all of this that's put us in this position to become slaves for the rest of our existence.
[10:22.000 --> 10:33.000]  Medical tyranny is just part of slavery. My body, my choice, my body, my choice, my body, my choice. I don't want to take that vaccine.
[10:33.000 --> 10:46.000]  Oh, OK. Well, sorry, that's not your choice. You no longer get to live on planet Earth. We're going to put you into a jail cell and just wait for you to die because you don't want to comply.
[10:46.000 --> 10:58.000]  So you see, it's the denial of all of this that has put us in this position. And I get it. For half the people, they want to deny it because then you accept it, you're going to have to do something about it.
[10:58.000 --> 11:10.000]  That's kind of a big thing to admit that that's the reality. Or it's just so devastating to admit that's the case. The denial is just the comfort zone that you want to live in.
[11:10.000 --> 11:22.000]  But as the medical tyranny encroaches, as the policies from the White House are destroying our country, the denial, the comfort zone of the denial is starting to wane.
[11:22.000 --> 11:38.000]  And it's not so comfortable anymore. The liberals who can't quit lockdown. No, no, no, no. They've fully bought in. They're the cult. They would drink the Kool-Aid that Jim Jones served them.
[11:38.000 --> 11:52.000]  Anybody else is just trying to live free, live in reality. While the people that want the mass and want the vaccines, it'll never stop for them. You notice they're still not taking the mask off. They've had three vaccines.
[11:52.000 --> 12:02.000]  They're still demanding you wear a mask. They wear a mask. They wear the hazmat suit. They wear the alien NASA astronaut outfits and the face shields.
[12:02.000 --> 12:18.000]  Just complete insanity, complete loony tunes world, mental disabilities, Stockholm syndrome, mass psychosis worldwide. You've never seen anything like it on planet Earth.
[12:18.000 --> 12:30.000]  So that's what's frustrating is I'm going to have to sit here and go through this stack of about 30 or so articles showing how the vaccine doesn't work, showing how it's killing people, showing how it's spreading COVID.
[12:30.000 --> 12:43.000]  And they don't even deny it. That's what's even more frustrating about it. They don't even deny it. They admit all of it. You have had more deaths from COVID since the vaccine.
[12:43.000 --> 12:55.000]  Like that at face value is already something to talk about, but there's even more behind it. They inflated the COVID death numbers from 2020.
