[00:00:09.266 --> 00:00:11.928]  Waging war on corruption.
[00:00:11.928 --> 00:00:18.834]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[00:00:18.834 --> 00:00:19.995]  I want you.
[00:00:19.995 --> 00:00:22.458]  I need you.
[00:00:22.458 --> 00:00:23.298]  I want you.
[00:00:23.298 --> 00:00:25.140]  I need you.
[00:00:25.140 --> 00:00:29.404]  I want you to be my tonight.
[00:00:29.404 --> 00:00:31.706]  You need me.
[00:00:31.706 --> 00:00:33.107]  You please me.
[00:00:33.107 --> 00:00:35.129]  The accomplished director, actor,
[00:00:36.673 --> 00:00:42.531]  The progeny of the great and mighty King Norris will be joining us in studio.
[00:00:43.607 --> 00:00:45.188]  I'm a little bit wound up.
[00:00:45.188 --> 00:00:48.329]  Okay, only one cup of coffee so far today, but I am wound up right now.
[00:00:48.329 --> 00:00:50.910]  I am wound up.
[00:00:50.910 --> 00:00:51.651]  I am angry.
[00:00:51.651 --> 00:00:53.311]  I just, I get upset.
[00:00:53.311 --> 00:00:55.993]  But at the same time, I get happy when I'm fighting tyranny.
[00:00:55.993 --> 00:00:57.553]  So thank you for putting up with me.
[00:00:57.553 --> 00:00:58.674]  I'm going to control myself now.
[00:00:58.674 --> 00:01:03.796]  I'll be totally exhausted by this evening if I continue to bounce all over the walls here, but that's what's happening.
[00:01:03.796 --> 00:01:06.137]  Dems propose civil rights-free legals.
[00:01:06.137 --> 00:01:07.238]  ISIS to enter the U.S.
[00:01:07.238 --> 00:01:09.079]  Kit Daniels, Infowars.com.
[00:01:10.299 --> 00:01:15.163]  Senator Sessions has released the plan that they're planning to put through Congress.
[00:01:15.163 --> 00:01:19.226]  Any alien denied entry could file suit to demand entry and claims damages.
[00:01:19.226 --> 00:01:20.807]  That's for the lawyers to make money too.
[00:01:20.807 --> 00:01:24.230]  For lost employment, lost welfare benefits, lost income.
[00:01:24.230 --> 00:01:25.411]  And they want to let ISIS in.
[00:01:25.411 --> 00:01:28.393]  We'll break this down coming up later in the hour.
[00:01:28.393 --> 00:01:31.656]  But Alex Newman, again you have the fortune or misfortune of
[00:01:32.276 --> 00:01:36.860]  Joining me today in the last hour when I was in particular Piranha Mode.
[00:01:36.860 --> 00:01:37.461]  You're right though.
[00:01:37.461 --> 00:01:38.381]  This is the battle.
[00:01:38.381 --> 00:01:40.743]  The enemy's inside the gates.
[00:01:40.743 --> 00:01:42.505]  It's actually the animating contest of liberty.
[00:01:42.505 --> 00:01:49.191]  What can we do to expose the fact that the entire West is being usurped into an anti-human eugenics world government as we speak?
[00:01:50.569 --> 00:01:54.972]  I think one of the best things that people can do is, first of all, educate themselves and then spread the word.
[00:01:54.972 --> 00:02:03.377]  You know, share Alex Jones' program through your Twitter, through your Facebook with your friends, share the New Americans articles, get the information out there so that people realize.
[00:02:03.377 --> 00:02:13.904]  Because what I've found, and we've interviewed a number of people who used to be global warming alarmists, we interviewed an engineer who quit his job to get involved in stopping global warming until he realized it was all a fraud.
[00:02:15.365 --> 00:02:19.807]  Yes, the globalists have billions, trillions of dollars.
[00:02:19.807 --> 00:02:22.208]  Yes, they control all the big media.
[00:02:22.208 --> 00:02:24.429]  And, you know, they're the rock stars here.
[00:02:24.429 --> 00:02:27.190]  But, you know, the truth stands on its own.
[00:02:27.190 --> 00:02:28.690]  We don't need the billions of dollars.
[00:02:28.690 --> 00:02:29.911]  We need the facts.
[00:02:29.911 --> 00:02:30.971]  We need the truth.
[00:02:30.971 --> 00:02:32.132]  And with those two weapons,
[00:02:32.572 --> 00:02:33.514]  We're good to go.
[00:02:48.896 --> 00:02:52.460]  Not one penny of this budget is going to climate negotiations.
[00:02:52.460 --> 00:02:58.365]  Not one penny of this budget is going to the cap-and-trade that you couldn't even get through the Democrat-controlled Congress.
[00:02:58.365 --> 00:03:01.067]  Not one penny of this money is going for the gun grab.
[00:03:01.067 --> 00:03:03.710]  Not one penny of this money is going for any of Obama's agenda.
[00:03:03.710 --> 00:03:07.894]  So Republicans who say, oh, we can't do anything, we need to win the White House, they're not telling the truth.
[00:03:07.894 --> 00:03:09.215]  They control the power of the purse.
[00:03:09.215 --> 00:03:14.820]  So if we get educated, if we educate our communities, if we educate our lawmakers, we can stop this
[00:03:15.320 --> 00:03:16.161]  Don't squeeze, only tickle!
[00:03:37.446 --> 00:03:38.007]  Right.
[00:03:38.007 --> 00:03:39.448]  There goes Schwarzenegger again, right?
[00:03:39.448 --> 00:03:41.649]  And there's a whole bunch of nutty American officials here.
[00:03:41.649 --> 00:03:47.794]  You have the EPA chief here, who's the one in charge of implementing all of Obama's... Well, I mean, I didn't want to go off on Schwarzenegger.
[00:03:47.794 --> 00:03:57.362]  I mean, I love some of his earlier movies, like Running Man and Predator, and Conan the Barbarian is just amazingly... not Conan the Destroyer, that's comedy, but Conan the Barbarian is amazing.
[00:03:57.942 --> 00:04:05.248]  I like Arnold Schwarzenegger as an actor, quite frankly, but as a person, he's an oppressive, evil, he makes Lance Armstrong look like a humanitarian.
[00:04:05.248 --> 00:04:08.991]  I mean, the stuff he's been involved in, the arrogance, just, I hate him!
[00:04:08.991 --> 00:04:14.555]  He's just the antithesis of Americana, and I just, and I literally just want him out of my life.
[00:04:14.555 --> 00:04:22.080]  I mean, he literally is perching on me with munialization, trying to take over all the major cities and put us under carbon tax one way or the other.
[00:04:22.080 --> 00:04:25.263]  I mean, I'm sure, as you know, Alex, he quarterbacks that whole operation.
[00:04:26.414 --> 00:04:30.857]  Yep, and you know, he's a good representative for the type of people who are here at this UN Summit.
