[00:00:07.360 --> 00:00:09.462]  Waging war on corruption.
[00:00:09.462 --> 00:00:11.723]  Alright, here I go.
[00:00:11.723 --> 00:00:17.227]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:17.227 --> 00:00:21.370]  We see the earth.
[00:00:21.370 --> 00:00:24.212]  We've got it.
[00:00:24.212 --> 00:00:27.394]  We see the earth now.
[00:00:27.394 --> 00:00:29.215]  We've got it.
[00:00:33.474 --> 00:00:41.960]  The spoken word is a extremely powerful mode of communication between humans.
[00:00:41.960 --> 00:00:46.363]  One of the oldest forms of communications, obviously.
[00:00:46.363 --> 00:01:02.515]  Other than hormonal, pheromone, sense, or primitive grunts and body language, it is probably the most essential form of communication and one of the big things that makes us human.
[00:01:04.073 --> 00:01:15.296]  But at the same time, speech cannot move at the speed of thought and connections and understandings.
[00:01:15.296 --> 00:01:26.179]  That's why when you attempt to instruct your children, many times they won't listen to you until they experience the bad thing that you've been warning them about.
[00:01:27.145 --> 00:01:28.565]  And it's the same thing with adults.
[00:01:28.565 --> 00:01:35.648]  It's the same thing with countries, with civilizations, with different races of man.
[00:01:35.648 --> 00:01:47.791]  And the more you learn about history, the more you learn about humanity, the good, the bad, and the ugly, the great heights, the incredible lows, the more the universe opens up to you.
[00:01:47.791 --> 00:01:53.093]  And that's really what's frustrating is that I don't see myself as particularly intelligent.
[00:01:53.093 --> 00:01:54.934]  I'm not on a power trip.
[00:01:54.934 --> 00:01:55.754]  I'm not arrogant.
[00:01:57.009 --> 00:02:08.840]  And then I see people who have very little knowledge and who almost attack knowledge and think that it's a feat or something.
[00:02:08.840 --> 00:02:10.641]  They believe they've got it all figured out.
[00:02:10.641 --> 00:02:21.151]  They don't even understand the basics of life on this planet, the basics of history, the basics of human activity, liberty, and the eternal struggle against tyranny.
[00:02:25.089 --> 00:02:27.096]  But it really hit me this weekend.
[00:02:28.613 --> 00:02:34.675]  And I experienced something akin to the 100th monkey syndrome.
[00:02:34.675 --> 00:02:55.922]  That, of course, was studies done where they found that monkey populations, if they could be trained on one island, an island 10 miles away, that as soon as a certain percentage of the monkeys were taught a new trick, it was almost like there was some spiritual broadcasting system in the sixth sense realm that studies do show is there.
[00:02:55.922 --> 00:02:56.963]  And the monkeys at the
[00:02:58.183 --> 00:03:11.307]  Nearby Island would suddenly have a critical mass and start manifesting the activity that had to be taught to the other group of monkeys, but of the same species.
[00:03:11.307 --> 00:03:20.710]  And I think it's more simplified in modern technological terms, just that things have a buzz.
[00:03:20.710 --> 00:03:22.871]  Certain issues become hot.
[00:03:22.871 --> 00:03:27.072]  Certain issues ebb in their popularity.
[00:03:28.960 --> 00:03:35.485]  And that the system has said many times, there's no guessing the public's taste.
[00:03:35.485 --> 00:03:37.147]  There's no understanding it.
[00:03:37.147 --> 00:03:40.129]  And that's really what the NSA is all about.
[00:03:40.129 --> 00:03:54.201]  And InfoPoll9 in Europe for decades has been calling your conversations, your phone calls, your purchases to really decide what you're into and really get your psychological number.
[00:03:55.146 --> 00:04:03.569]  Your profile so they can then manipulate that profile and change that profile with the propaganda and programming they pump in.
[00:04:03.569 --> 00:04:21.095]  But also to see trends as they're developing in their embryonic phase in a viral stage growing so that trends the system doesn't like can be blocked or manipulated or mutated or co-opted.
[00:04:21.095 --> 00:04:21.235]  And
[00:04:22.790 --> 00:04:35.464]  There was a dinner party at my next door neighbor's and I was invited to it and there were microbiologists there and marine biologists and people and it was very interesting.
[00:04:35.464 --> 00:04:38.167]  They didn't know who I was.
[00:04:38.167 --> 00:04:43.233]  They were all telling me about the, some of them were medical people, doctors.
[00:04:43.233 --> 00:04:44.034]  They were telling me about
[00:04:46.018 --> 00:04:48.463]  Basically, the global extermination plan.
[00:04:48.463 --> 00:04:49.706]  I was like, really?
[00:04:49.706 --> 00:04:50.407]  We'll be right back.
[00:04:50.407 --> 00:04:51.730]  Stay with us.
[00:04:51.730 --> 00:04:52.792]  Big show today.
[00:04:52.792 --> 00:04:55.036]  Gonna be power-packed with key information.
[00:04:55.036 --> 00:04:56.980]  The human revolution of liberty continues.
[00:05:03.163 --> 00:05:04.424]  Tyranny is here.
[00:05:04.424 --> 00:05:08.286]  The grim future foretold in 1984 has become reality.
[00:05:08.286 --> 00:05:10.588]  It really says that the state is God.
[00:05:10.588 --> 00:05:16.451]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[00:05:16.451 --> 00:05:22.695]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:05:23.115 --> 00:05:29.099]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:05:29.099 --> 00:05:33.262]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[00:05:33.262 --> 00:05:37.564]  Prepare to enter the secretive world of emergency dictatorship.
[00:05:37.564 --> 00:05:43.488]  Body scanners, sound cannons, citizen spies, stage terror, and cameras on every street corner.
[00:05:43.488 --> 00:05:47.070]  It's only the beginning of the New World Order's hellish plan.
[00:05:47.070 --> 00:05:49.051]  The police state isn't coming.
[00:05:49.051 --> 00:05:49.472]  It's here.
[00:05:50.132 --> 00:06:00.056]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[00:06:00.056 --> 00:06:05.478]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[00:06:05.478 --> 00:06:07.739]  Because there's a war on for your mind.
[00:06:19.041 --> 00:06:32.930]  Thank you so much for joining us today, my friends.
[00:06:32.930 --> 00:06:45.219]  It is the 26th day of June, 2011, on this live Sunday edition, and we're here every Sunday, broadcasting on AM, FM, Global Shortwave Satellite, internet at infowars.com.
[00:06:46.540 --> 00:06:48.881]  4 to 6 p.m., back Monday through Friday, 11 a.m.
[00:06:48.881 --> 00:06:49.461]  to 2 p.m.
[00:06:49.461 --> 00:06:50.561]  Central.
[00:06:50.561 --> 00:06:52.801]  Okay, let me do this.
[00:06:52.801 --> 00:07:07.925]  Let me just run over some of the headlines that we're gonna be breaking down and giving you the news behind the news, the story behind the story, the rest of the story, as Paul Harvey famously said, and then I'm gonna get into our two top stories today.
[00:07:09.705 --> 00:07:13.089]  And one of those, of course, well, there's really three top stories.
[00:07:13.089 --> 00:07:18.034]  In fact, all these stories are pretty darn important, the more I think about it.
[00:07:18.034 --> 00:07:28.086]  What really happened Friday with the House saying, we're not going to authorize the Libyan war, but we're going to give you the funding for the Libyan war?
[00:07:28.086 --> 00:07:29.808]  It's another political stunt.
[00:07:31.778 --> 00:07:33.239]  And Ron Paul has broken that down.
[00:07:33.239 --> 00:07:34.340]  We're going to be breaking it down.
[00:07:34.340 --> 00:07:36.241]  And what does this signify?
[00:07:36.241 --> 00:07:40.244]  And where is this constitutional crisis going?
[00:07:40.244 --> 00:07:46.389]  In the words of Congressman Nadler and others, the president, for all intents and purposes, is now an emperor.
[00:07:46.389 --> 00:07:51.433]  And the bureaucracy around him and future presidents
[00:07:52.404 --> 00:08:08.595]  Democrats were horrified by Bush's imperial activities, but now that it's their guy in, they love it, and Republicans are horrified now by Obama's imperialist activity, emperor-like activity, and then once Republicans get back in, they'll suddenly love it.
[00:08:08.595 --> 00:08:16.260]  What is it about people that as long as they think their political team is winning, they don't care if the Bill of Rights and Constitution is butchered?
[00:08:16.260 --> 00:08:20.843]  Even though all of us are losing in the end, as long as they feel like they're winning,
[00:08:21.991 --> 00:08:22.692]  Then it's okay.
[00:08:22.692 --> 00:08:26.255]  I get emails all the time saying, you dirty Republicans!
[00:08:26.255 --> 00:08:28.498]  You need to shut up about the TSA groping people.
[00:08:28.498 --> 00:08:30.379]  And I'm like, dirty Republicans?
[00:08:30.379 --> 00:08:34.864]  This is a nonpartisan, across-the-board issue, outraging everyone.
[00:08:34.864 --> 00:08:36.746]  It's a federal power grab.
[00:08:36.746 --> 00:08:41.170]  It sets a precedent for goons to stick their hands down your pants.
[00:08:42.091 --> 00:08:43.992]  We got Miss USA crying.
[00:08:43.992 --> 00:08:47.274]  We've got old ladies having their diapers taken off.
[00:08:47.274 --> 00:08:50.135]  We've got people's colostomy bags being ripped off of their body.
[00:08:50.135 --> 00:08:54.397]  And you're sending me little sniveling emails about how I'm a dirty Republican?
[00:08:54.397 --> 00:08:56.798]  Why don't you live in reality?
[00:08:56.798 --> 00:08:58.159]  I'm a constitutionalist.
[00:08:58.159 --> 00:08:59.539]  I'm a liberty lover.
[00:08:59.539 --> 00:09:03.421]  And I go after Republicans or Democrats when they attack that.
[00:09:03.421 --> 00:09:06.483]  And when they're for it and they do the right thing, I will talk about it.
[00:09:07.250 --> 00:09:08.191]  I'm about issues.
[00:09:08.191 --> 00:09:09.331]  I'm about reality.
[00:09:09.331 --> 00:09:13.014]  I'm about actual substance here.
[00:09:13.014 --> 00:09:13.655]  Substance.
[00:09:13.655 --> 00:09:22.221]  So we're going to get into the whole US House keeps Libya funding, fails to authorize mission.
[00:09:22.221 --> 00:09:29.326]  They now admit that the Patriot Act is being openly interpreted by the FBI to mean they don't need warrants for any activities against the American people.
[00:09:29.326 --> 00:09:33.569]  That's Time Magazine telling us how great it is.
[00:09:33.569 --> 00:09:34.209]  We've got also
[00:09:37.642 --> 00:09:41.759]  The big TSA developments and
[00:09:43.103 --> 00:10:10.191]  I'll be honest with you, a month ago when I got angry that the House had unanimously done the right thing and said that it would be a felony if the TSA touched your genitals on the outside or on the inside of your pants, because so many members of the House that had actually been groped or small children, they witnessed this concentration camp inductee training, this prisoner induction training, that's what it is, this federal power grab, Tenth Amendment killing induction.
[00:10:11.621 --> 00:10:14.822]  And so they got angry unanimously, 138 to zip.
[00:10:14.822 --> 00:10:20.005]  Then they had almost unanimous in the Senate, one vote against it, but they wouldn't let the vote come up.
[00:10:20.005 --> 00:10:20.945]  Dewhurst killed it.
[00:10:20.945 --> 00:10:23.306]  That was confirmed by Senator Patrick and others.
[00:10:23.306 --> 00:10:24.407]  Dewhurst got under heat.
[00:10:24.407 --> 00:10:26.488]  Perry got under heat.
[00:10:26.488 --> 00:10:33.250]  And so Perry waited till right to the end of the special session under huge national pressure, not just Texas pressure to put it back on.
[00:10:33.250 --> 00:10:40.794]  And then the Speaker of the House Friday called it a political stunt, said the legislation was a joke, even though he voted for it a month ago.
[00:10:41.528 --> 00:10:41.809]  I don't know.
[00:10:58.171 --> 00:11:00.732]  Uh, they would be charged with a felony.
[00:11:00.732 --> 00:11:02.613]  So the TSA can't do it.
[00:11:02.613 --> 00:11:05.014]  And they said, okay, we changed the bill.
[00:11:05.014 --> 00:11:08.015]  And, uh, and they, they said, Oh, wait till Friday.
[00:11:08.015 --> 00:11:08.475]  It's okay.
[00:11:08.475 --> 00:11:09.476]  We'll vote on it.
[00:11:09.476 --> 00:11:11.837]  And then suddenly the Senate didn't show up.
[00:11:11.837 --> 00:11:15.158]  The leader of the house came out and said, I'm not going to let you vote on it.
[00:11:15.598 --> 00:11:19.681]  Which violates state's house rules.
[00:11:19.681 --> 00:11:22.963]  And we've had David Simpson on who authored the bill many times.
[00:11:22.963 --> 00:11:30.969]  And last night he put out a press release breaking down the fact that it does violate state ethics rules and house rules.
[00:11:30.969 --> 00:11:33.991]  And Simpson also said, why even have a state legislature?
[00:11:35.182 --> 00:11:36.803]  Why even have a state legislature?
[00:11:36.803 --> 00:11:39.224]  Why even have House members or Senate members?
[00:11:39.224 --> 00:11:45.886]  I mean, if it's only the governor, the lieutenant governor that runs the Senate and the Speaker of the House, how about we just generally elect them?
[00:11:45.886 --> 00:11:48.787]  Or how about just make them royal families?
[00:11:48.787 --> 00:11:54.289]  Kind of like in North Korea, they're now three generations of communist dictator, now calling themselves royalty.
[00:11:54.289 --> 00:11:55.370]  That's how royalty started.
[00:11:55.370 --> 00:11:58.211]  Same thing with Queen Elizabeth's family hundreds of years ago.
[00:11:58.211 --> 00:12:01.692]  They're just dictators that wear gold crowns and you bow down to them.
[00:12:01.692 --> 00:12:02.713]  I mean, why not?
[00:12:02.713 --> 00:12:03.113]  Why not?
[00:12:04.413 --> 00:12:11.858]  In fact, the Feds are saying they were going to blockade Texas again, and threatening people, and that they were going to sue the state of Texas.
[00:12:11.858 --> 00:12:21.084]  And so, the Speaker of the House, Joe Straus, headline, House Speaker Calls Pat Down Bill a Stunt.
[00:12:21.084 --> 00:12:24.866]  And then Everett says why it's a stunt.
[00:12:24.866 --> 00:12:26.808]  Okay, so now it's a stunt, I guess.
[00:12:27.941 --> 00:12:36.556]  If members of the House of Representatives federally tell Obama you've got to get congressional authorizations for a new war, I mean that's just the Constitution, the Bill of Rights, the law.
[00:12:39.417 --> 00:12:42.879]  Because a week ago, when members of the House sued, it was called a stunt.
[00:12:42.879 --> 00:12:48.162]  They have these political experts, these spin doctors, saying, stunt or hoax sounds good for the public.
[00:12:48.162 --> 00:12:49.843]  You don't have to give any facts.
[00:12:49.843 --> 00:12:57.708]  It's just a hoax that the House, in the federal Congress, is saying, Obama, you've got to have authorization.
[00:12:57.708 --> 00:12:58.408]  It's a hoax.
