[00:00:01.000 --> 00:00:19.000]  InfoWars, tomorrow's news today.
[00:00:20.000 --> 00:00:33.000]  Well, President Trump has taken his fight against the New World Order to maximum.
[00:00:33.000 --> 00:00:38.000]  And he has gone all the way and told the people the truth.
[00:00:38.000 --> 00:00:43.000]  His rhetoric is not exaggerated. It's not understated.
[00:00:43.000 --> 00:00:48.000]  It's dead on, sweet spot, like that hole in one we saw this weekend.
[00:00:48.000 --> 00:00:52.000]  It's incredible.
[00:00:52.000 --> 00:01:01.000]  And only the real truth about where our country is and the position it's in will reverse the incredible slide into abject tyranny and collapse.
[00:01:01.000 --> 00:01:05.000]  President Trump has come out. I mean, I've got like his hour-long speech.
[00:01:05.000 --> 00:01:08.000]  We're to play some of the clips.
[00:01:08.000 --> 00:01:12.000]  And said that we live under a globalist dictatorship.
[00:01:12.000 --> 00:01:17.000]  They are fascist using communist tactics, but they're fascist. That's what they are. Properly define them.
[00:01:17.000 --> 00:01:23.000]  And that they are cementing a permanent tyranny and dictatorship over America.
[00:01:23.000 --> 00:01:25.000]  And that this is the final battle.
[00:01:25.000 --> 00:01:30.000]  Now, he's been saying final battle for a couple of weeks, which there'll be more battles ahead if they kill Trump.
[00:01:30.000 --> 00:01:34.000]  And there'll be more struggles. And we'll defeat the globalists in the end.
[00:01:34.000 --> 00:01:42.000]  But this really is the first great battle with the New World Order occupational government out in the open.
[00:01:42.000 --> 00:01:48.000]  Stealing elections, spying, censoring, turning the security agencies publicly loose on the people.
[00:01:48.000 --> 00:01:58.000]  I mean, this could be the final battle if he gets reelected and gets control of the Justice Department, starts prosecuting these people, which he's pledged to do.
[00:01:58.000 --> 00:02:05.000]  So it could be the final battle because we could defeat them, or they could bring in a permanent dictatorship that we never remove.
[00:02:06.000 --> 00:02:15.000]  But the statements about this being an occupied dictatorship of the globalists, of these fascists, is dead on.
[00:02:15.000 --> 00:02:21.000]  You know, Trump says globalists is too nice a term for him, that they're really fascist communist criminals.
[00:02:21.000 --> 00:02:26.000]  And the average leftist intellectual goes, oh my gosh, communists and fascists are totally different.
[00:02:26.000 --> 00:02:28.000]  No, they're not. They're very similar.
[00:02:28.000 --> 00:02:32.000]  From the surveillance, to the secret police, the black uniforms, to the centralized government.
[00:02:32.000 --> 00:02:37.000]  Just with fascism, they allow big corporations to still operate and merge with the state.
[00:02:37.000 --> 00:02:38.000]  And that's what we've got going on.
[00:02:38.000 --> 00:02:40.000]  So the New World Order is fascist.
[00:02:40.000 --> 00:02:50.000]  It's a high-tech, neo-feudalistic, mad scientist program of transhumanism that uses communist rhetoric at the grassroots level.
[00:02:50.000 --> 00:02:55.000]  Just like they use China as a communist system for the average person, but not for their billionaire generals.
[00:02:56.000 --> 00:03:03.000]  And Obama's gone around and given speeches explaining to law students in Africa and Central America and Latin America and all over.
[00:03:03.000 --> 00:03:10.000]  We've played the speeches many times where he's like, now listen, we need a hybrid system of communism and capitalism.
[00:03:10.000 --> 00:03:12.000]  And that's the system that we're building in the New World Order.
[00:03:12.000 --> 00:03:15.000]  Yeah, it's called slavery with a high-tech name.
[00:03:15.000 --> 00:03:18.000]  So all of these clips with Trump are coming up.
[00:03:18.000 --> 00:03:23.000]  And then, boy, you talk about leadership in the European Union Parliament, which is ceremonial.
[00:03:23.000 --> 00:03:33.000]  The original EU is an unelected corporate bureaucracy that is absorbing all the nation states and even getting rid of any form of sovereignty and killing single-state veto power.
[00:03:33.000 --> 00:03:46.000]  But more and more, the parliament is standing up and becoming a major leadership beacon in the bully pulpit, a spotlight for the national parliaments, which are throwing out the globalists all across Europe.
[00:03:47.000 --> 00:03:50.000]  Major gains by the patriot right-wing groups in Germany.
[00:03:50.000 --> 00:03:52.000]  Major gains in the Netherlands.
[00:03:52.000 --> 00:03:53.000]  Major gains in Sweden.
[00:03:53.000 --> 00:03:54.000]  Major gains in Italy.
[00:03:54.000 --> 00:03:56.000]  Major gains in the UK.
[00:03:56.000 --> 00:04:01.000]  Major gains, major gains, major gains in France and so forth.
[00:04:01.000 --> 00:04:09.000]  And now we've got just amazing clips that we'll play when we come back with folks taking it to the globalists.
[00:04:09.000 --> 00:04:10.000]  The fight is on.
[00:04:10.000 --> 00:04:14.000]  European citizens initiate operation against the WHO.
[00:04:14.000 --> 00:04:15.000]  Power grab.
[00:04:15.000 --> 00:04:21.000]  Say the U.N. is a criminal organization taking control through the bio-attack they launched, COVID-19.
[00:04:21.000 --> 00:04:33.000]  This is being said in the parliament in major coalitions forming that are winning from Hungary to France.
[00:04:33.000 --> 00:04:35.000]  The worm is turning.
[00:04:35.000 --> 00:04:37.000]  People don't want to own nothing and have nothing.
[00:04:37.000 --> 00:04:38.000]  They're not going to be happy.
[00:04:38.000 --> 00:04:44.000]  Big, big, big broadcast lined up for you today.
[00:04:44.000 --> 00:04:45.000]  So start your engines.
[00:04:45.000 --> 00:04:46.000]  Take the links.
[00:04:46.000 --> 00:04:47.000]  Infowars.com.
[00:04:47.000 --> 00:04:48.000]  Newswars.com.
[00:04:48.000 --> 00:04:49.000]  Bandai Video.
[00:04:49.000 --> 00:04:50.000]  Take clips.
[00:04:50.000 --> 00:04:51.000]  Share them.
[00:04:51.000 --> 00:04:52.000]  Share the articles.
[00:04:52.000 --> 00:04:53.000]  You're the Paul Ramirez.
[00:04:53.000 --> 00:04:54.000]  Without you, we lose.
[00:04:54.000 --> 00:04:55.000]  When you take action, we win.
[00:04:55.000 --> 00:04:56.000]  So come in for the big win now.
[00:04:56.000 --> 00:05:00.000]  Connect to share the links now.
[00:05:00.000 --> 00:05:06.000]  With all the craziness in the world, the collapsing borders, the war with Russia, the insanity,
[00:05:06.000 --> 00:05:09.000]  the currency devaluations, the economy going crazy.
[00:05:09.000 --> 00:05:15.000]  You are crazy in my view if you don't get high-quality storable food and water filtration and self-defense.
[00:05:15.000 --> 00:05:17.000]  Now, we're not selling guns and ammo.
[00:05:17.000 --> 00:05:20.000]  That's for you to go out and get for yourself and learn how to use if you haven't.
[00:05:20.000 --> 00:05:21.000]  And I'm preaching the choir on that.
[00:05:21.000 --> 00:05:26.000]  But a lot of people got plenty of guns, but they don't have enough storable food or water filtration.
[00:05:26.000 --> 00:05:28.000]  This is something you need now.
[00:05:28.000 --> 00:05:32.000]  And we've got it in the food department and in the high-quality water filtration department.
[00:05:33.000 --> 00:05:38.000]  The highest quality food, the best water filtration at the lowest prices you're going to find and still get quality.
[00:05:38.000 --> 00:05:46.000]  Infowarsstore.com is running a special right now for 10% off on all storable food and on water and air filtration.
[00:05:46.000 --> 00:05:49.000]  Ladies and gentlemen, you cannot beat this deal.
[00:05:49.000 --> 00:05:51.000]  Our prices are already the lowest.
[00:05:51.000 --> 00:05:53.000]  At 10% off, it's an insane deal for a limited time.
[00:05:53.000 --> 00:05:58.000]  Go to infowarsstore.com and get prepared while you still can.
[00:06:00.527 --> 00:06:11.527]  From the frontlines of the information war, it's Alex Jones.
[00:06:23.527 --> 00:06:28.527]  Ladies and gentlemen, it's Monday, July 17, 20.
[00:06:29.527 --> 00:06:31.527]  I am your host, Alex Jones.
[00:06:31.527 --> 00:06:34.527]  And wow, the New World Order is out in the open.
[00:06:34.527 --> 00:06:40.527]  It's gone operational against humanity with its depopulation, societal, civilizational collapse operation.
[00:06:40.527 --> 00:06:46.527]  And it's getting blown to pieces in front of everybody.
[00:06:46.527 --> 00:06:54.527]  The only question is, will this giant squid be able to drag us into hell with it?
[00:06:54.527 --> 00:06:57.527]  Trump has gone over the top.
[00:06:57.527 --> 00:07:02.527]  We're going to cover that first at a Turning Point USA extravaganza.
[00:07:02.527 --> 00:07:05.527]  And just said we're under a fascist dictatorship.
[00:07:05.527 --> 00:07:07.527]  They've occupied the government.
