[00:00.000 --> 00:10.500]  Big Brother, mainstream media, government cover-ups.
[00:10.500 --> 00:11.500]  You want answers?
[00:11.500 --> 00:13.500]  Well, so does he.
[00:13.500 --> 00:23.100]  He's Alex Jones on the GCN Radio Network, and now, live from Austin, Texas, Alex Jones.
[00:23.100 --> 00:32.100]  It's Tuesday, December 21st, 2010. It's the Alex Jones show. I'll be your host for the first hour.
[00:32.100 --> 00:40.100]  Paul Joseph Watson, editor and writer for prisonplanet.com. Of course, Alex is taking a well-deserved break,
[00:40.100 --> 00:47.100]  but we've got some excellent on-court presentation interviews coming up in at the second and third hours
[00:47.100 --> 00:56.100]  with John Young of Crypto, talking about WikiLeaks, of course, Professor Donald Light, as well as Lord Christopher Moncton.
[00:56.100 --> 00:59.100]  That's in the final two hours of the broadcast today.
[00:59.100 --> 01:08.100]  But in this first hour, we're going to be taking your calls at 800-259-9231, so get them lined up.
[01:08.100 --> 01:16.100]  And basically, you heard yesterday about how threat fusion centers across the country were basically recording
[01:16.100 --> 01:25.100]  and databaseing your every email phone conversation, instant message, and every little tattletail report
[01:25.100 --> 01:32.100]  that the local busybody provides to the authorities, for them, of course, to hunt for terrorists.
[01:32.100 --> 01:39.100]  And of course, we know precisely who those terrorists are, but if we didn't, then Attorney General Eric Holder
[01:39.100 --> 01:46.100]  was gracious enough to remind us today when speaking to ABC News play the clip.
[01:46.100 --> 01:50.100]  A terrorist attack here at home has also been the top priority of officials in the United States,
[01:50.100 --> 01:54.100]  so we want to bring in our senior justice correspondent, Pierre Thomas, who just sat down
[01:54.100 --> 01:58.100]  for an exclusive interview with Attorney General Eric Holder and Pierre.
[01:58.100 --> 02:03.100]  The Attorney General is a pretty circumspect man, but on this subject, he doesn't seem to be pulling any punches.
[02:03.100 --> 02:08.100]  George I've known and covered the Attorney General more than a decade, and I can tell you,
[02:08.100 --> 02:15.100]  he was remarkably candid and quite blunt about the relentless nature of the terror threat the U.S. has combated.
[02:15.100 --> 02:17.100]  What keeps you up at night?
[02:17.100 --> 02:20.100]  The concern that perhaps that we might have missed something.
[02:20.100 --> 02:24.100]  The threat is real. The threat is different. The threat is constant.
[02:24.100 --> 02:29.100]  In a rare interview, the Attorney General laid out the most pressing terror threats.
[02:29.100 --> 02:32.100]  Dangers, he said, that are more diverse and increasing.
[02:32.100 --> 02:37.100]  Among them, the new rapidly evolving threat posed by homegrown radicals.
[02:37.100 --> 02:44.100]  The threat has changed from simply worrying about foreigners coming here to worrying about people
[02:44.100 --> 02:50.100]  in the United States, American citizens, raised here, born here.
[02:50.100 --> 02:53.100]  You didn't worry about this even two years ago.
[02:53.100 --> 02:56.100]  In the last 18 months, at least 50 Americans have been killed.
[02:56.100 --> 02:58.100]  That's right, ladies and gentlemen.
[02:58.100 --> 03:04.100]  Obama, Holder and Big Sis have identified the terrorists, and you knew it.
[03:04.100 --> 03:05.100]  You are one of them.
[03:05.100 --> 03:12.100]  And if you doubt that you've now been identified as a terrorist by the Department of Homeland Security,
[03:12.100 --> 03:20.100]  then we've compiled at prisonplanet.com a handy list of behaviors, actions, or interests
[03:20.100 --> 03:29.100]  that anti-terror agencies and other federal and state authorities have all identified as signs of terrorism.
[03:29.100 --> 03:37.100]  And this is the behavior that the local Starzy Informant Tattletail is being encouraged to report
[03:37.100 --> 03:44.100]  as suspicious activity under the See Something, Say Something campaign.
[03:44.100 --> 03:53.100]  Now, we've heard about the fusion centers, we've heard about the Washington Post, the top secret America.
[03:53.100 --> 04:00.100]  And now, we really begin to see who is being defined as the domestic terrorist.
[04:00.100 --> 04:02.100]  We've compiled this handy list.
[04:02.100 --> 04:07.100]  Now, under the Mayak report, the following things are all signs of terrorism.
[04:07.100 --> 04:10.100]  See if you can relate any of these to yourself.
[04:10.100 --> 04:19.100]  Displaying bumper stickers and other paraphernalia associated with the constitutional campaign for liberty and libertarian parties.
[04:19.100 --> 04:23.100]  That, according to the Mayak report, is a sign of domestic terror.
[04:23.100 --> 04:26.100]  Supporting Congressman Ron Paul.
[04:26.100 --> 04:28.100]  You're a possible terrorist.
[04:28.100 --> 04:32.100]  Supporting former presidential candidate Chuck Baldwin and other sign of terror.
[04:32.100 --> 04:35.100]  Supporting former Congressman Bob Barr.
[04:35.100 --> 04:40.100]  Opposing the implementation of a North American Union.
[04:40.100 --> 04:42.100]  Owning gold bullion.
[04:42.100 --> 04:45.100]  Displaying historical US flags.
[04:45.100 --> 04:47.100]  And of course, opposing abortion.
[04:47.100 --> 04:52.100]  All under the Mayak report, signs of being a suspected terrorist.
[04:52.100 --> 05:00.100]  And this is the information that is now going to these federal fusion centers to identify you as the new al-Qaeda's.
[05:00.100 --> 05:02.100]  Hello friends, this is Alex Jones.
[05:02.100 --> 05:06.100]  You've heard me talk about Calvin five-star soaps for years.
[05:06.100 --> 05:11.100]  This is an American made product of the highest quality and compares to nothing you will find in stores.
[05:11.100 --> 05:14.100]  You can buy factory direct shipped via UPS right to your door.
[05:14.100 --> 05:21.100]  Check them out on the web at five-star soap dot com or call 800-340-7091.
[05:21.100 --> 05:22.100]  Take my word for it.
[05:22.100 --> 05:25.100]  Once you've used pure soap, you won't buy anything else.
[05:25.100 --> 05:31.100]  Since 1947, Calvin soap company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[05:31.100 --> 05:34.100]  Buy American and stay clean as well as support info wars.
[05:34.100 --> 05:39.100]  Visit five-star soap dot com today or call 1-800-340-7091.
[05:39.100 --> 05:41.100]  Well Marty, what do you have to say?
[05:41.100 --> 05:49.100]  As founder and owner for over 63 years, satisfaction is guaranteed on W-Dirtback.
[05:49.100 --> 05:59.100]  Call us at 1-800-340-7091 for a free catalog or visit our website five-star soap dot com.
[05:59.100 --> 06:00.100]  Thank you.
[06:00.100 --> 06:03.100]  Folks, you've heard us talk about Home Gain before.
[06:03.100 --> 06:13.100]  Home Gain is now offering a special promo where you get up to $150 when you buy or sell a home with a Home Gain agent you find through their Finder Realtor program.
[06:13.100 --> 06:16.100]  Home Gain lets you compare realtors anonymously.
[06:16.100 --> 06:17.100]  It's easy.
