[00:00.000 --> 00:18.360]  Infowars, tomorrow's news, today.
[00:30.000 --> 00:55.280]  Welcome, ladies and gentlemen, coming down fast, but a mile's above you.
[00:55.280 --> 01:01.120]  Thank you so much for joining us on this live Friday edition. I am back in the saddle and
[01:01.120 --> 01:06.920]  honored to be here. All right, I'll give you an update on the little health thing that's
[01:06.920 --> 01:11.160]  gone the last few days. We come back next segment, but I've gotten a bunch of tests
[01:11.160 --> 01:15.000]  came in. All is good. Mystery was solved. I'll tell you about that next segment when
[01:15.000 --> 01:23.520]  some stations join us. Look, here's the deal. People ask me a lot on the street, but also
[01:23.520 --> 01:29.280]  my family, how are you taking all these attacks and all those demonization, Alex? And my answer
[01:29.280 --> 01:37.240]  is that's the least of our problems. Major World War, economic collapse, mass starvation,
[01:37.240 --> 01:43.880]  complete collapse of the third world, flooding the first world. That's the great reset plan.
[01:43.880 --> 01:49.040]  And that's how I keep predicting everything that's happening. So I'm the captain of my
[01:49.040 --> 01:53.920]  own life. I'm trying to get everybody else be the captains of their lives. And I'm really
[01:53.920 --> 02:04.160]  trying to get people to stand up and wake up and get engaged and get involved so that
[02:04.160 --> 02:14.080]  we don't go into a major calamity. If I didn't think we could at least have a safer crash
[02:14.080 --> 02:19.720]  landing, we're crashing for sure. We're already in the middle of it. I wouldn't still be
[02:19.720 --> 02:23.520]  on air. I would have evacuated probably out of the United States. This is going to be
[02:23.520 --> 02:30.760]  the epicenter of an artificial civil war. Everybody else is just rearranging deck chairs
[02:30.760 --> 02:39.320]  on the Titanic. So we're going to be talking about all of this and a lot more here on the
[02:39.320 --> 02:49.760]  broadcast today. But when you see the circus out there of this Supreme Court nominee, who
[02:49.760 --> 02:55.600]  can't say what a woman is, and you see everything else that's happening, know that this is all
[02:55.600 --> 03:03.040]  by design run by very wicked, very evil behavioral psychologists that can only capture us by
[03:03.040 --> 03:09.640]  making us insane. There's a great meme going around. It's got an image of Cabinon and that
[03:09.640 --> 03:13.920]  woman that made up all that crap about him. That's been confirmed. She made it up. A bunch
[03:13.920 --> 03:18.000]  of women have gone to jail that got caught actually telling lies that didn't exist. They
[03:18.000 --> 03:26.080]  were just total frauds. Believe all women were told. And then there's a Republican nominee
[03:26.080 --> 03:34.400]  who's a woman. And then we're told, oh, only some women. And now it's what's a woman with
[03:34.400 --> 03:45.040]  the new Supreme Court nominee. Very, very sick situation. We've got all that to go over.
[03:45.040 --> 03:51.720]  There's also a bunch of news confirming from England to the U.S. of Sweden that they were
[03:51.720 --> 03:55.840]  ordered to kill old people and not give them health care and just give them morphine while
[03:55.840 --> 04:01.480]  they were put on ventilators to kill them with a ventilator because you'd give them morphine
[04:01.480 --> 04:04.920]  or other strong opiates and then put them on a ventilator. It'll kill you. And they knew
[04:04.920 --> 04:09.680]  and gave the order worldwide to kill. That's a pretty big deal. That's mainstream news.
[04:09.680 --> 04:14.800]  They're just reporting it like it's no big deal. And of course, we have the really big
[04:14.800 --> 04:19.840]  news we'll cover right when we come back. The war and the economic collapse that again
[04:19.840 --> 04:26.440]  is orchestrated and Biden saying it's all because of Russia. That's why the gas is exploded.
[04:26.440 --> 04:31.960]  And that's why he says you will have food shortages now. Now, food shortages and massive
[04:31.960 --> 04:37.240]  inflation in the United States means people going bankrupt, people on the street, people
[04:37.240 --> 04:42.320]  moving in with their families, people, you know, dying from stress, trying to make ends
[04:42.320 --> 04:48.640]  meet. But in Africa and in Latin America and in some areas of the Middle East and Asia,
[04:48.640 --> 04:53.120]  that is a death sentence. Because in those countries, there's not welfare. We just starve
[04:53.120 --> 05:01.040]  to death. So we'll talk about when we come back.
[05:01.040 --> 05:09.920]  Ladies and gentlemen, infowarstore.com is offering the biggest sales in its over 20 year history.
[05:09.920 --> 05:14.840]  And that is because the economy is breaking down, inflation is exploding, the supply chains
[05:14.840 --> 05:20.760]  are broken down. And info wars is having serious trouble making its payroll and paying for
[05:20.760 --> 05:25.680]  operations. And I do not want to implode or downsize in the face of the globalists making
[05:25.680 --> 05:30.440]  their main move. Info wars, it's paradoxical is more popular than ever. It's reaching
[05:30.440 --> 05:35.120]  more people than ever despite the censorship. But because of cost increasing and having
[05:35.120 --> 05:39.280]  to run our own infrastructure, pay for our own bandwidth, everything else, we are running
[05:39.280 --> 05:47.040]  out of money. So listen up to 75% off infowarstore.com on things like amazing Patriot t shirts that
[05:47.040 --> 05:52.760]  help spread the word and fund the operation on supplements, on books, on films, everything
[05:52.760 --> 05:58.960]  is 25 to 75% off right now. The biggest sell in our history at infowarstore.com. Thank
[05:58.960 --> 06:02.720]  you for your support.
[06:02.720 --> 06:10.600]  Big Brother, mainstream media, government coverups, you want to stop tyranny? Well,
[06:10.600 --> 06:23.160]  so does he live from the info wars.com studios. It's Alex Jones. Well, Katanji Brown Jackson
[06:23.160 --> 06:28.160]  can't find her ass with both hands. But you know, that's not really true. She knows good
[06:28.160 --> 06:32.120]  and well we're living in a brainwashed cult. And that you're not allowed to define a woman
[06:32.120 --> 06:36.480]  only the globalists and the biomedical tyranny are because they're putting chemicals in the
[06:36.480 --> 06:45.080]  food and water to make us basically sexless, hemathodetic drones. And of course, I've been
[06:45.080 --> 06:51.160]  telling you for 28 years on air, that's the plan. Because I read the book by the head
[06:51.160 --> 06:56.360]  family running the global eugenics operation that founded the UN, the Huxleys, and they
[06:56.360 --> 07:01.600]  wrote a book in 31 telling you the plan that was fiction called Brave New World and then
[07:01.600 --> 07:06.240]  they wrote a nonfiction he did in 61 when he was dying of cancer. He gave a Berkeley
[07:06.240 --> 07:10.320]  speech you can go read the book and listen to the speech. It's only an hour long where
[07:10.320 --> 07:15.280]  he lays out how this is indeed real and how they're going to do this to you. So I have
[07:15.280 --> 07:20.320]  their damn blueprint. You have their damn blueprint. How do you think I got up here on
[07:20.320 --> 07:27.520]  there and said, you're going to see major war breakout in Asia and in Eastern Europe
[07:27.520 --> 07:32.800]  by late February? Because I have a lot of high level sources and I can also see the
[07:32.800 --> 07:37.720]  propaganda and the movements and things were happening in the military in the corporate
[07:37.720 --> 07:43.840]  world at every level. And now it came out last week that China was looking to invade
[07:43.840 --> 07:52.680]  Taiwan simultaneously but didn't and is now looking to go in this fall. And they just
[07:52.680 --> 07:56.360]  see some more islands today. I mean, all hell is just breaking loose, ladies and gentlemen.
[07:56.360 --> 08:04.520]  But there's nothing more frustrating, nothing more frustrating than having the globalist
[08:04.520 --> 08:09.400]  battle plan and knowing what cards are in their hand. You don't know what they're going
[08:09.400 --> 08:15.360]  to play next but you know limitedly what they can play. So in a way you do know. And then
[08:15.360 --> 08:21.120]  to just sit here and be attacked by the whole political system constantly trying to put
[08:21.120 --> 08:25.840]  me in jail, constantly trying to suicide of existence, constantly trying to deplatform
[08:25.840 --> 08:31.040]  us and debank us and the rest of it. And I just don't think even the listeners of this
[08:31.040 --> 08:37.160]  show realize that Info Wars is a canary in the coal mine and a real weather vein or
[08:37.160 --> 08:48.920]  bellwether, a gauge, a sensor, a detector of where everybody else is about to be. Just
[08:48.920 --> 08:54.000]  like Trump would always say, they're trying to get through me to get to you and he was
[08:54.000 --> 08:59.480]  absolutely right. And DeSantis makes that same point. Boy, DeSantis just gets better
[08:59.480 --> 09:04.640]  and better by the minute. Better than Trump, I would say, in his policies and what he's
[09:04.640 --> 09:09.080]  up to. But I'm not trying to pick favorites here. At least Trump has shut up about the
[09:09.080 --> 09:16.080]  poison shot and at least isn't pushing it anymore. That's enough for me. But here's
[09:16.080 --> 09:22.880]  the big news, ladies and gentlemen. Whenever Joe Biden came out last week and said we're
[09:22.880 --> 09:34.520]  in a new world order and then he said it again on what Monday and it got a lot of attention.
[09:34.520 --> 09:39.440]  Nobody to listen very, very carefully to what he said. And we're going to play that clip
[09:39.440 --> 09:49.920]  next segment. He was explaining that in his own halting babble that 60 million people
[09:49.920 --> 09:58.080]  were killed in war in World War II. Of course, there's a lot more than 60 million people,
[09:58.080 --> 10:03.480]  but that's a conservative number. And he was explaining that. And he said, then we got
[10:03.480 --> 10:08.080]  a liberal new world order that stopped all that, which that's not true, and that that
[10:08.080 --> 10:14.200]  world order is about to be over and that a new world order is going to be here and that
[10:14.200 --> 10:19.880]  the U.S. is going to lead it. I'll explain what type of new world order they're setting
[10:19.880 --> 10:24.800]  up. And I think you already know it's called the Great Reset. The new headline is all over
[10:24.800 --> 10:29.320]  the news. The Davos Group calls the shots. The media clicks their heels. The academics
[10:29.320 --> 10:35.920]  and government officials click their heels. Bugs now being served on trendy menus at trendy
[10:35.920 --> 10:48.800]  restaurants all over the Western world. Everything from fly larva gravy to mealworm hamburgers.
[10:48.800 --> 10:58.920]  It just gets grosser and grosser because they have to train you to accept the destruction
[10:58.920 --> 11:03.960]  of all that is good and decent and that your instincts tell you is good and decent. They
[11:03.960 --> 11:09.160]  want you to go against your instincts. We've also got that here in Austin with this elementary
[11:09.160 --> 11:13.440]  school that locks the children in so parents can't get in and then teaches them how to
[11:13.440 --> 11:18.040]  use sex toys. We're talking about five, six, seven, eight, nine-year-olds, and then has
[11:18.040 --> 11:25.880]  them march around in basically rainbow gangster attire as they are inducted into the pedophilic
[11:25.880 --> 11:32.320]  sex cult. And even, again, Bill Maher says it's wrong to be sexualizing children. This
[11:32.320 --> 11:41.400]  is exactly the laws that DeSantis is trying to pass to keep these groomers away from your
[11:41.400 --> 11:46.840]  children because at the bottom of the barrel, the Democratic Party, is a sexualization of
[11:46.840 --> 11:50.160]  children. Look at this video out of middle school here in Austin or elementary school.
[11:50.160 --> 11:57.720]  Excuse me. The children wearing masks as their prisoners in the cult, going around and worshiping
[11:57.720 --> 12:03.520]  and discussing how wonderful it is to have sex with the same sex. Imagine if a mom and
[12:03.520 --> 12:07.240]  dad were just teaching five-year-olds or six-year-olds or seven-year-olds or eight-year-olds. Those
[12:07.240 --> 12:10.720]  parents are perverts. They're weirdos. Kids aren't thinking about those type of things.
