[00:00.000 --> 00:10.000]  Big Brother, mainstream media, government cover-ups.
[00:10.000 --> 00:11.000]  You want answers?
[00:11.000 --> 00:13.000]  Well, so does he.
[00:13.000 --> 00:28.240]  He's Alex Jones on the GCN Radio Network, and now, live from Austin, Texas, Alex Jones.
[00:28.240 --> 00:42.600]  For the first time in my life, I was unable to speak this morning for about 20 minutes.
[00:42.600 --> 00:46.320]  I don't know how to describe the feeling.
[00:46.320 --> 01:07.040]  Words can't describe it, but I sat there at the computer from about 7 a.m. until about 10 a.m. when I hurried in and got dressed and drove into the office,
[01:07.040 --> 01:19.520]  thinking about everything I've learned and everything I've seen, and watching a video that I saw up at infowars.com.
[01:19.520 --> 01:40.240]  And also this morning, it was the top story on Drudge Report, big headline, Secretary of Defense, authority to launch war comes from international bodies, not Congress.
[01:40.240 --> 01:53.720]  Now, I knew that they were doing this, and I knew this was the plan, and I knew that Obama last year said, I don't need Congress's approval to launch this war in Libya.
[01:53.720 --> 02:11.000]  I get it from the UN, which is as bad as it gets on so many fronts to launch a war without congressional approval is treason.
[02:11.000 --> 02:12.480]  It is despotism.
[02:12.480 --> 02:19.040]  It is the purest textbook form of tyrant.
[02:19.040 --> 02:27.360]  But there is something above tyrant in the escalation of absolute evil.
[02:27.360 --> 02:50.240]  And that is complete and total espionage and the usurpation of our country.
[02:50.240 --> 03:03.400]  Obama is simply not becoming a Julius Caesar in 49 BC, crossing the Rubicon and declaring the Senate vestigial and ceremonial.
[03:03.400 --> 03:12.360]  That's what happened here at one level without a bang, not even with a whimper.
[03:12.360 --> 03:26.120]  Caesar did it for what he believed the greater power of Rome, and it did lead to the eventual destruction of the empire before it swole.
[03:26.120 --> 03:35.920]  This is openly being done by foreign powers, a foreign global corporate power known as the New World Order, the private megabacks.
[03:35.920 --> 03:52.800]  So the president is not just as bad as a Julius Caesar, a tyrant, tyrannous, terrible tyrant, king tyrant, Rex tyrannous, king tyrant.
[03:52.800 --> 04:13.600]  It is beyond this, he is now, Obama and his cohorts and the Pentagon brass are 100% convicted publicly by their own actions of absolute sedition and warfare against the Republic of the United States, and they should all be arrested.
[04:13.600 --> 04:26.920]  Senator Sessions, when the brass and the Secretary of Defense repeatedly said, no, we follow foreign orders, he should have immediately had the sergeant of arms arrest them all on the spot.
[04:26.920 --> 04:33.480]  And the senator's like, I'm breathless, I'm having trouble breathing, because ladies and gentlemen, that is what this is.
[04:33.480 --> 04:40.760]  I mean, this is like out of Star Wars, Emperor Palpatine saying, I am the Senate.
[04:40.760 --> 04:47.800]  I mean, it's beyond crossing the Rubicon, it is just flabbergasting.
[04:47.800 --> 05:01.000]  And of course, I'm the extremist for saying that this is as clear as, as clear as it gets.
[05:01.000 --> 05:18.400]  Folks, Iran and the Middle East nuclear mess is already ballooning our gas prices, whether you're struggling with food costs, which are being blown up by gas costs now, or know that when the Middle East showdown explodes, whatever food supply you have is all you'll get because of huge panic demand.
[05:18.400 --> 05:20.920]  E-Foods Direct Family Packs are the answer.
[05:20.920 --> 05:27.800]  Now, the most affordable best food is saving you up to 50% compared to other poor quality food companies.
[05:27.800 --> 05:35.880]  The new Alex Jones Quick Fixed Family Packs save you so much money, the savings from eating this food will actually help you pay your other bills.
[05:35.880 --> 05:43.320]  No matter what effect the Middle East crisis or the crashing economy have, you'll have food as delicious tonight as 25 years from now.
[05:43.320 --> 05:48.360]  Order now for 50% savings and free shipping on these affordable family packs.
[05:48.360 --> 05:59.960]  Call 800-409-5633 or eFoodsDirect.com slash Alex. Call 800-409-5633 or eFoodsDirect.com slash Alex.
[06:19.320 --> 06:26.920]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[06:26.920 --> 06:34.920]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[06:34.920 --> 06:40.160]  If you want something better, if you want something you've never had before, you've had to do something you've never done before.
[06:40.160 --> 06:48.320]  Getting a free catalog is easy by calling 800-340-7091 or see Calvin on the web at 5starsoap.com.
[06:48.320 --> 06:56.320]  Take charge of your health now by calling 800-340-7091 or see Calvin on the web at 5starsoap.com.
[07:18.320 --> 07:25.320]  These are the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[07:25.320 --> 07:31.320]  I then searched out the best vitamin and mineral company out there and discovered Young Jevity.
[07:31.320 --> 07:39.320]  The Young Jevity products are designed to give you the real nutrition you need and once you've got that, you don't have to eat as much to be satisfied.
[07:39.320 --> 07:46.320]  I've lost 37 pounds in two months simply getting the vitamins and minerals I need.
[07:46.320 --> 07:57.320]  For yourself, it's incredible. Go to infowarseteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[07:57.320 --> 08:01.320]  That's infowarseteam.com.
[08:01.320 --> 08:08.320]  From his Central Texas Command Center deep behind enemy lines, the Information War continues.
[08:08.320 --> 08:14.320]  It's Alex Jones and the GCN Radio Network.
[08:14.320 --> 08:25.320]  Welcome, my friends. This is a very grave broadcast that we're about to engage in here today.
[08:25.320 --> 08:31.320]  The information we're about to cover is so important that I have cleared the decks. There are no guests today.
[08:31.320 --> 08:43.320]  I hope that you realize the information I'm about to cover is of the absolute greatest importance to not just the United States, but everyone on this planet.
[08:43.320 --> 09:02.320]  This morning as I watched congressional testimony clips from yesterday, I was so blown away that when my wife came in and tried to talk to me, I told her, I cannot talk to you.
[09:02.320 --> 09:12.320]  And it was not drama. She'd never seen me in 14 years act like this. She said, what's wrong? And I said, you see what's on the screen.
[09:12.320 --> 09:18.320]  She went in the other room and Washington came back and said, my God, do we need to get out of here?
[09:18.320 --> 09:24.320]  She said, everything in my gut tells me get out of here.
[09:24.320 --> 09:33.320]  But I've promised to stay in the United States, but just what hit me is that we've been right about it all, except that it's worse than we said.
[09:33.320 --> 09:46.320]  And it's so real. And it's so horrible. And it's so destructive and dangerous.
[09:46.320 --> 09:53.320]  And we know exactly where it leads because humans behave the same over and over again in history.
[09:53.320 --> 10:16.320]  We're forced to either exert ourselves to the maximum extent to reverse this or to run to the hills. And that goes for everybody.
[10:16.320 --> 10:38.320]  What is going to unfold on this planet is by its design constructed to destroy and to pull down and to assault everything good.
