[00:00:01.343 --> 00:00:01.943]  We've got it.
[00:00:01.943 --> 00:00:08.448]  This transmission is coming to you.
[00:00:08.448 --> 00:00:11.050]  Waging war on corruption.
[00:00:11.050 --> 00:00:12.831]  Alright, here I go.
[00:00:12.831 --> 00:00:18.454]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:33.971 --> 00:00:36.432]  Friday, July 19th, 2019.
[00:00:36.432 --> 00:00:50.614]  I have a particularly large grouping of articles, stories, documents, reports, videos to try to get to.
[00:00:50.614 --> 00:00:53.175]  What have I just read headlines?
[00:00:53.175 --> 00:00:58.596]  Trans activist sues Brazilian wax business after owner refuses to shave her balls.
[00:01:01.420 --> 00:01:06.462]  Facebook survey asks users if they condone pedophilia.
[00:01:06.462 --> 00:01:13.585]  University, stop using the words Americans, America, or policemen or you'll be fired.
[00:01:13.585 --> 00:01:24.729]  Ilhan Omar didn't just lobby for ISIS members to not go to prison, she also voted against Bill blocking terrorists from life insurance.
[00:01:24.729 --> 00:01:30.991]  Video, abortion activist uses watermelon to demonstrate procedure to dehumanize the baby.
[00:01:32.779 --> 00:01:37.963]  Here comes the McConnell budget deal that will rule the rest of Trump's presidency.
[00:01:37.963 --> 00:01:43.867]  And Rush Limbaugh's being attacked for abandoning fiscal conservatism.
[00:01:43.867 --> 00:01:46.769]  He didn't abandon fiscal conservatism.
[00:01:46.769 --> 00:01:51.452]  He came to planet Earth.
[00:01:51.452 --> 00:01:52.033]  It's too late.
[00:01:52.033 --> 00:01:56.476]  I'm gonna explain this, and I've explained it a lot.
[00:01:56.476 --> 00:01:58.818]  We're in a global devaluation race.
[00:02:00.734 --> 00:02:04.597]  And we've got to keep the currency dominant now or it'll get totally devalued.
[00:02:04.597 --> 00:02:09.781]  Everyone else that gets defeated in this war will go Zimbabwe style.
[00:02:09.781 --> 00:02:11.743]  Weimar Germany style.
[00:02:11.743 --> 00:02:15.286]  There's no turning back now, ladies and gentlemen.
[00:02:15.286 --> 00:02:19.910]  The US was supposed to be economically taken out under Hillary.
[00:02:19.910 --> 00:02:22.472]  Their plan's not going the way they wanted.
[00:02:22.472 --> 00:02:27.376]  China prints money roughly about five times faster than we do.
[00:02:28.953 --> 00:02:34.255]  Props up their stock market and Trump's right to come in and say, okay, let's prop ours up.
[00:02:34.255 --> 00:02:41.837]  And if we're going to do this, let's just go ahead and turn the presses up because we're in a global system and it's already being done.
[00:02:41.837 --> 00:02:45.878]  It's the point of return.
[00:02:45.878 --> 00:02:47.819]  The allegory, the analogy is like this.
[00:02:47.819 --> 00:02:57.022]  I had a Labrador Retriever named Max from the time I was five years old.
[00:02:58.271 --> 00:02:59.452]  To the time I was 20.
[00:02:59.452 --> 00:03:04.896]  And that's 15 years, a long time for a lab.
[00:03:04.896 --> 00:03:09.779]  And I would take it.
[00:03:09.779 --> 00:03:11.080]  He had hip dysplasia.
[00:03:11.080 --> 00:03:12.221]  We would have to put him down when he was 12.
[00:03:12.221 --> 00:03:12.381]  But
[00:03:15.225 --> 00:03:26.695]  I would take him to the vet and I would get him to give him corticotypic steroids, which later, you know, can make your arteries explode, can make your muscles fall apart, can mess up your joints.
[00:03:26.695 --> 00:03:27.575]  He'd have been dead.
[00:03:27.575 --> 00:03:29.137]  He couldn't get up.
[00:03:29.137 --> 00:03:31.058]  There's no surgeries for that.
[00:03:31.058 --> 00:03:31.639]  So it's a catch-22.
[00:03:31.639 --> 00:03:34.822]  He'll have three more years.
[00:03:34.822 --> 00:03:39.005]  And I work for a large animal vet, Sonny, all about Depo-Medrol and stuff.
[00:03:39.005 --> 00:03:42.108]  And some of these vets would go, well, we're going to give you this little bottle, but
[00:03:43.402 --> 00:03:45.284]  Don't give him more than that, because it could hurt him.
[00:03:45.284 --> 00:03:59.455]  Well, when the regular dose wouldn't work, I'd give him more, because I would call back and talk to the vet I knew in East Texas, and he said it was a catch-22, just give him more, but I'd have to go to maybe two vets to get enough of it, because vets wouldn't give me enough.
[00:03:59.455 --> 00:04:03.017]  Well, I made the decision to not put the dog down, and he was happy.
[00:04:03.017 --> 00:04:08.402]  I'd give him twice what you're supposed to give him, supposedly, and the dog would be up in a day, happy, running around.
[00:04:08.402 --> 00:04:09.583]  He lived three more years.
[00:04:10.779 --> 00:04:20.806]  So I'm going to explain this, and I know the audience can disagree if you want, or you can agree, but it's like this country, ladies and gentlemen, is a Labrador with hip dysplasia.
[00:04:20.806 --> 00:04:24.128]  And Trump's got the right course.
[00:04:24.128 --> 00:04:30.252]  He's trying to build industry, he's trying to empower the people, he's trying to build up the military, because that's all we've got.
[00:04:31.462 --> 00:04:32.842]  We've been totally hollowed out.
[00:04:32.842 --> 00:04:37.643]  And we're in a war with currency devaluation, with money printing.
[00:04:37.643 --> 00:04:41.724]  And so, we're damned if we do, we're damned if we don't.
[00:04:41.724 --> 00:04:46.946]  But, you know, all this talk about getting back to the fiscal and all the rest of it, we're in a fiat system.
[00:04:46.946 --> 00:04:48.566]  This system's going out.
[00:04:48.566 --> 00:04:53.567]  It's why they're getting all the global casual society stuff ready on the ashes of America.
[00:04:53.567 --> 00:04:54.547]  No!
[00:04:54.547 --> 00:04:57.348]  We've got to prop America up and come up with a third solution.
[00:05:00.792 --> 00:05:04.460]  InfoWars, the most banned network in the world.
[00:05:04.963 --> 00:05:15.349]  So the InfoWars model is a self-fulfilling, self-supporting structure that is promoting free press and free speech by people getting together and supporting one another and sustaining one another.
[00:05:15.349 --> 00:05:20.192]  It is the only independent press of this size and scale, of this public reach.
[00:05:20.192 --> 00:05:34.701]  It is the one model that says, here's a way to have a self-supporting, self-sustaining, self-structured, little-d democratic structure that because the audience determines what content goes up, the audience determines what audience is ultimately reached by their choices in supporting InfoWars.
[00:05:34.801 --> 00:05:52.568]  And it's all because the audience spends their whatever it is, whether it's $5 or $50 a month on products that they like and that they want that actually compete with the corporate driven model and the ability to do that and at the same time support press, support speech, support letting the audience choose what news they want to see and what views they want to hold.
[00:05:52.568 --> 00:05:59.271]  And it's the ultimate American democratic expression and experiment and it is the celebration of free press and free speech with free markets.
[00:06:03.203 --> 00:06:05.865]  Waging war on corruption.
[00:06:05.865 --> 00:06:10.988]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:06:31.793 --> 00:06:35.396]  Ladies and gentlemen, we are live broadcasting worldwide.
[00:06:35.396 --> 00:06:37.198]  I am your host, Alex Jones.
[00:06:37.198 --> 00:06:38.919]  We're going to be here for the next four hours.
[00:06:38.919 --> 00:06:43.483]  Then the War Room with Owen Schroyer kicks it into high gear.
[00:06:43.483 --> 00:06:45.625]  And I'll return this Sunday, 4 to 6 p.m.
[00:06:45.625 --> 00:06:49.328]  Central, with a live Sunday transmission.
[00:06:49.328 --> 00:06:50.810]  Wow!
[00:06:50.810 --> 00:06:55.334]  This whole Ilhan Omar, the Jihad squad, all of it,
[00:06:56.587 --> 00:07:08.830]  Really illustrates what a bunch of cowards the Republican establishment is and how you turn on any channel, they're saying, well, what the president has said is racist and he needs to walk it back.
[00:07:08.830 --> 00:07:15.032]  No, Ilhan Omar has openly said she doesn't like this country.
[00:07:15.032 --> 00:07:20.414]  She said that she's going to teach us how to be patriotic and that we should be ashamed of ourselves.
[00:07:20.414 --> 00:07:21.534]  I played that clip on Monday.
[00:07:23.191 --> 00:07:29.012]  She's also said the Border Patrol has people in concentration camps and that we're killing children.
[00:07:29.012 --> 00:07:30.833]  Do I need to play clips of her again?
[00:07:30.833 --> 00:07:35.014]  I can't stand her arrogant voice.
[00:07:35.014 --> 00:07:39.735]  Ilhan Omar goes along with the lie that children are drinking out of toilets.
[00:07:39.735 --> 00:07:42.015]  She came here as a refugee.
[00:07:42.015 --> 00:07:45.056]  She married her brother.
[00:07:45.056 --> 00:07:49.837]  She wrote letters to federal judges to get ISIS terrorists out of prison.
[00:07:51.328 --> 00:07:56.874]  She voted against Bill blocking terrorists from life insurance.
[00:07:56.874 --> 00:07:58.876]  The woman is a cancer.
[00:07:58.876 --> 00:08:01.099]  Are there folks from Africa that come here that are great people?
[00:08:01.099 --> 00:08:03.281]  Absolutely.
[00:08:03.281 --> 00:08:10.629]  I've run into people that have immigrated here from Africa who are hard-working, smart, nice people because they know to appreciate a country like the U.S.
[00:08:10.629 --> 00:08:12.371]  compared to some of the places they've come from.
[00:08:13.831 --> 00:08:23.254]  But a lot of people are brought here and have chips put on their shoulders by the left and by leaders the Democrats give them, like Ilhan Omar.
[00:08:23.254 --> 00:08:34.018]  By the way, I've talked about this, but a journalist traveled to Ilhan Omar's homeland to prove Somalia is beautiful and doesn't have crime, gets killed in one week.
[00:08:34.018 --> 00:08:35.678]  Women don't walk around unattended there.
[00:08:35.678 --> 00:08:37.399]  They have to be in their own tribal area.
[00:08:37.399 --> 00:08:38.780]  The Muslims all kill each other there.
[00:08:38.780 --> 00:08:42.641]  I mean, you stray out of the wrong neighborhood, you're dead.
