[00:00:00.089 --> 00:00:00.669]  We've got it.
[00:00:00.669 --> 00:00:07.193]  This transmission is coming to you.
[00:00:07.193 --> 00:00:11.596]  Waging war on corruption.
[00:00:11.596 --> 00:00:17.199]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[00:00:25.370 --> 00:00:26.771]  Welcome to the Alex Jones Show.
[00:00:26.771 --> 00:00:28.833]  I'm David Knight, filling in for Alex.
[00:00:28.833 --> 00:00:30.234]  Alex is still in London.
[00:00:30.234 --> 00:00:35.298]  As a matter of fact, he was on the BBC this morning, and we're going to be having clips from that footage.
[00:00:35.298 --> 00:00:44.406]  Out in the green room, he actually confronted the shadow Chancellor of the Exchequer, Ed Balls, on why he was in attendance at Bilderberg, and so did Paul Joseph Watson.
[00:00:44.406 --> 00:00:48.369]  So we're going to have some clips of that, as well as clips of the interview.
[00:00:48.369 --> 00:00:50.231]  And we've got a lot of breaking news today.
[00:00:50.851 --> 00:00:58.713]  If you remember, it was The Guardian that first broke out the news about spying by the American government on the American people with Verizon.
[00:00:58.713 --> 00:01:09.836]  And then subsequent to that, we have seen information about how they are tapping everybody's data online, on the cloud, from various companies, from Microsoft, from Google, from Facebook, you name it.
[00:01:09.836 --> 00:01:11.536]  They have access to it.
[00:01:11.536 --> 00:01:13.317]  And we saw the secret document
[00:01:14.312 --> 00:01:21.680]  That was leaked internally from the NSA showing when various companies had come online with the PRISM program.
[00:01:21.680 --> 00:01:25.284]  And now today we've got some new breaking news from The Guardian again.
[00:01:25.284 --> 00:01:36.555]  The whistleblower who released that first bit of information about the illegal phone activity by the NSA spying on Americans under the Foreign Intelligence Security Act
[00:01:37.256 --> 00:01:47.265]  They were spying on Americans, which James Clapper, director of NSA, lied to the Senate just as recently as March, telling them no such thing was happening.
[00:01:47.265 --> 00:01:56.773]  Well, we have a whistleblower who has now come out and is talking about why he did it and the implications for what the government is doing to people.
[00:01:56.773 --> 00:02:00.796]  An amazing interview, and we're going to be talking about excerpts from that.
[00:02:00.796 --> 00:02:04.779]  But first I've got to say, we're going to be playing the entire interview that Alex had with the BBC.
[00:02:05.925 --> 00:02:09.828]  It was pretty amazing to see how the BBC has handled itself.
[00:02:09.828 --> 00:02:17.655]  Now, the irony, as we've talked about before, is that they would have one of the largest influence peddling scandals ever to affect the UK.
[00:02:17.655 --> 00:02:22.179]  They've had at least four members of Parliament who have resigned.
[00:02:23.220 --> 00:02:23.941]  Just recently.
[00:02:23.941 --> 00:02:27.005]  Now, of course, those were also from journalist stings.
[00:02:27.005 --> 00:02:42.003]  These were journalists who went in, and just like we see happen here sometimes with Veritas Project, they went in and offered illegal influence, pay off for illegal influence to these members of Parliament, and got them on tape accepting it.
[00:02:42.503 --> 00:02:45.144]  And these guys have subsequently resigned.
[00:02:45.144 --> 00:02:47.564]  But of course, that wasn't the BBC that was involved in that.
[00:02:47.564 --> 00:02:49.185]  No, the BBC had nothing to do with that.
[00:02:49.185 --> 00:02:52.245]  That was another journalistic outpost.
[00:02:52.245 --> 00:02:57.386]  The BBC, on the other hand, is basically the lapdog of these guys.
[00:02:57.386 --> 00:03:03.328]  For 60 years, they never covered Goldeberg, even though BBC had leaked information.
[00:03:04.008 --> 00:03:08.471]  That showed that in 1955, they were planning the Euro, the EU, and many other things.
[00:03:08.471 --> 00:03:13.414]  The BBC likes to pretend that not only did that not happen, but that Bilderberg itself did not exist.
[00:03:13.414 --> 00:03:15.975]  This year, they could not ignore it.
[00:03:15.975 --> 00:03:17.596]  They looked foolish.
[00:03:17.596 --> 00:03:23.380]  But, you know, the stages of progression that Mahatma Gandhi gave us, he said, first they ignore you, then they ridicule you.
[00:03:23.380 --> 00:03:24.861]  And that's the stage that we are right now.
[00:03:24.861 --> 00:03:30.885]  After the beginning, this introduction when they had Alex there, the presenter had this little set piece.
[00:03:31.485 --> 00:03:43.448]  That was amazingly smarmy, amazingly condescending, and then they talk about what's going on there and try to backpedal and pretend that nothing of any interest is going on there.
[00:03:43.448 --> 00:03:48.749]  Isn't it amazing that the BBC did the same thing with the Jimmy Savile scandal?
[00:03:48.749 --> 00:03:53.750]  Here you've got a pedophile right amongst their midst for decades operating.
[00:03:53.750 --> 00:03:59.251]  Hundreds of children, victims of this pedophile, this procurer of children for the elite.
[00:04:00.151 --> 00:04:07.737]  And the BBC not only did nothing about it, but once one person in the BBC broke the story, the BBC covered it up.
[00:04:07.737 --> 00:04:11.921]  It was a major scandal at the BBC that they covered up that scandal.
[00:04:11.921 --> 00:04:14.563]  And they still haven't done much to report on that.
[00:04:14.563 --> 00:04:25.331]  But we have a history of the BBC covering up not only what is happening with the abuse of Bilderberg, of people all over the world, but even amongst their myths, the abuse of children.
[00:04:26.392 --> 00:04:31.417]  I guess you could describe BBC journalism as see no evil, hear no evil, speak no evil.
[00:04:31.417 --> 00:04:34.639]  No matter how bad it is, they have nothing to say about it.
[00:04:34.639 --> 00:04:36.341]  So we're going to be talking about that.
[00:04:36.341 --> 00:04:46.269]  We're going to be talking about this leak of information from this whistleblower and what he has to say about why he did it and what our government is doing to us.
[00:04:46.269 --> 00:04:46.710]  Stay tuned.
[00:04:46.710 --> 00:04:48.992]  We're going to have Alex join us at the bottom of the hour.
[00:04:51.493 --> 00:04:52.715]  We're good to go.
[00:04:59.335 --> 00:05:02.756]  You prepare by purchasing gold, food, and firearms.
[00:05:02.756 --> 00:05:08.799]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[00:05:08.799 --> 00:05:12.681]  When you're sleeping or away from home, who's watching out for intruders?
[00:05:12.681 --> 00:05:14.261]  Check out SimpliSafe.
[00:05:14.261 --> 00:05:18.723]  It's a new do-it-yourself home security system that is completely wireless.
[00:05:18.723 --> 00:05:21.444]  Go to GetSimpliSafe.com.
[00:05:21.444 --> 00:05:24.165]  SimpliSafe is independent and off the grid.
[00:05:24.165 --> 00:05:27.927]  It runs on battery power, so even if the grid goes down, you're protected.
[00:05:28.527 --> 00:05:35.172]  It's completely customizable, so you can use it in your home, business, boat, trailer, storage unit, or shed.
[00:05:35.172 --> 00:05:37.513]  GetSimplySafe.com.
[00:05:37.513 --> 00:05:44.898]  SimpliSafe is also ridiculously easy to install yourself in under 20 minutes, so there's no need to let a stranger into your home.
[00:05:44.898 --> 00:05:48.981]  If you move or need to relocate, you can take the system with you wherever you go.
[00:05:48.981 --> 00:05:56.005]  You aren't always at home, but SimpliSafe will stand guard, protecting your property 24 hours a day, 7 days a week.
[00:05:56.005 --> 00:05:58.167]  Again, that's GetSimplySafe.com.
[00:06:08.034 --> 00:06:19.883]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones on the GCN Radio Network.
[00:06:19.883 --> 00:06:24.026]  I lost audio, guys.
