[00:00.000 --> 00:16.800]  It's time for the big kickoff of the 30-hour global transmission against tyranny in defense
[00:16.800 --> 00:18.800]  of free speech and the West.
[00:18.800 --> 00:25.080]  It's 11 a.m. Central Standard Time on the M4 Wars News Centers in Austin, Texas.
[00:25.080 --> 00:32.080]  On Wednesday, May 3rd, 2017, start your engines and get ready to rumble.
[00:32.080 --> 00:34.080]  We are the resistance.
[00:34.080 --> 00:38.080]  We stand against globalism and worldwide unelected corporate tyranny.
[00:38.080 --> 00:41.080]  We stand for free market capitalism.
[00:41.080 --> 00:43.080]  We stand for religious freedom.
[00:43.080 --> 00:44.080]  We stand for sovereignty.
[00:44.080 --> 00:46.080]  We stand for the family.
[00:46.080 --> 00:48.080]  We stand for the individual right to self-defense.
[00:48.080 --> 00:54.080]  We stand in defense of the Renaissance and the West as it is under massive globalist sustained siege.
[00:54.080 --> 00:56.080]  We are the info war.
[00:56.080 --> 00:59.080]  We are the resistance.
[00:59.080 --> 01:01.080]  We stand for the resistance.
[01:01.080 --> 01:03.080]  Wednesday.
[01:03.080 --> 01:13.080]  On the third day of May 2017, as the enemy media attacks us at record levels, it's only intensifying.
[01:13.080 --> 01:15.080]  Absolutely amazing.
[01:15.080 --> 01:18.080]  We'll be here for the next 30 hours.
[01:18.080 --> 01:25.080]  In fact, I left my list in my little office over there of all the guest hosts and all the guests that are going to be joining us.
[01:25.080 --> 01:34.080]  Coming up in just the next few hours, Dr. Ron Paul, Dr. Jerome Corsi with huge breaking news, Dr. Edward Group, Catherine Austin Fitz,
[01:34.080 --> 01:41.080]  banking expert from the Clinton administration, Mike Cernovich, and so much more today.
[01:41.080 --> 01:43.080]  I'll be going over the big list.
[01:43.080 --> 01:50.080]  Infowars.com forward slash show has the 30 hour feed that we just kicked off a minute and a half ago.
[01:50.080 --> 01:54.080]  You can also share that feed info wars.com forward slash show.
[01:54.080 --> 02:01.080]  That's what this is really all about is defeating their technocracy, defeating their bots, defeating their computers.
[02:01.080 --> 02:03.080]  They claim that we've got Russian bots.
[02:03.080 --> 02:05.080]  What a load of malarkey.
[02:05.080 --> 02:10.080]  We have the American people and the people of the world that want to expose globalism.
[02:10.080 --> 02:14.080]  We've got this to say, Trump is really going off his trajectory more and more.
[02:14.080 --> 02:15.080]  Even Limbaugh came out.
[02:15.080 --> 02:22.080]  I'm going to play the clip coming up and said, we sent you to drain the swamp.
[02:22.080 --> 02:27.080]  And you're not quite doing that with this new spending bill and a few other things you're doing.
[02:27.080 --> 02:28.080]  Well, here's the deal.
[02:28.080 --> 02:33.080]  Trump is draining the swamp, but it's like it's a video game.
[02:33.080 --> 02:39.080]  He's like fighting the big crime boss at the end of the level.
[02:39.080 --> 02:42.080]  The power level of the boss is going down.
[02:42.080 --> 02:47.080]  But as Trump battles the globalist, he's looking into the eyes of the devil.
[02:47.080 --> 02:50.080]  He is slowly becoming them.
[02:50.080 --> 02:52.080]  So he's doing all these great things.
[02:52.080 --> 02:55.080]  But at first he was 100% the first 30 days.
[02:55.080 --> 02:58.080]  And then 60 days later it was at 98%.
[02:58.080 --> 03:00.080]  Then 70 days later it was at 95%.
[03:00.080 --> 03:02.080]  And then now he's at like 70%.
[03:02.080 --> 03:05.080]  Hell, he was at like 80% a few days ago.
[03:05.080 --> 03:07.080]  Trump is unraveling quickly.
[03:07.080 --> 03:09.080]  I will just tell you that.
[03:09.080 --> 03:11.080]  And I think everybody can see it.
[03:11.080 --> 03:13.080]  Now he wouldn't have done all the things he did if he wasn't for real.
[03:13.080 --> 03:15.080]  These are devastating blows.
[03:15.080 --> 03:17.080]  Devastating blows against the globalists.
[03:17.080 --> 03:19.080]  These are real things.
[03:19.080 --> 03:25.080]  Declaring sovereignty, getting big banks to loan to small businesses, killing TPP,
[03:25.080 --> 03:29.080]  making better trade deals with China, Mexico, beginning to build the wall.
[03:29.080 --> 03:31.080]  Email the funding is not there.
[03:31.080 --> 03:35.080]  But not killing Obamacare when they had the conservative votes.
[03:35.080 --> 03:38.080]  Bringing up that watered down version.
[03:38.080 --> 03:42.080]  Well, it wasn't as bad as Obamacare but wasn't what he promised.
[03:42.080 --> 03:45.080]  This new spending bill that doesn't have the money for the wall
[03:45.080 --> 03:47.080]  and increases much democratic programs.
[03:47.080 --> 03:49.080]  I understand he's got to compromise.
[03:49.080 --> 03:51.080]  I understand they want to shut down the government and blame him.
[03:51.080 --> 03:54.080]  I get what Trump's doing.
[03:54.080 --> 04:00.080]  But the purest vision of Trump and Stephen Bannon,
[04:00.080 --> 04:04.080]  since Bannon 72 days ago, or 72 days in,
[04:04.080 --> 04:07.080]  36 days ago or so, or whatever it was,
[04:07.080 --> 04:12.080]  70-something days in when Bannon got demoted, he really got demoted.
[04:12.080 --> 04:15.080]  And you can really see that behind the scenes with his whiteboard
[04:15.080 --> 04:18.080]  that had all their goals and all their ideas and all their strategies.
[04:18.080 --> 04:22.080]  It's now gotten leaked because he posed with a staffer in front of the whiteboard
[04:22.080 --> 04:23.080]  not meaning for it to get out.
[04:23.080 --> 04:24.080]  That's how in the news today.
[04:24.080 --> 04:27.080]  You look at what's on that whiteboard, that's what they did.
[04:27.080 --> 04:30.080]  In just 70 days, Trump over delivered.
[04:30.080 --> 04:31.080]  It was beautiful.
[04:31.080 --> 04:35.080]  Now that story's up on DrudgeReport.com. Bannon planning whiteboard
[04:35.080 --> 04:36.080]  accidentally reveal.
[04:36.080 --> 04:40.080]  Let's tweet that out right now at Real Alex Jones so people can see that image.
[04:40.080 --> 04:42.080]  It's out of the telegraph today.
[04:42.080 --> 04:45.080]  So it's all coming up.
[04:45.080 --> 04:47.080]  They want to try to censor M4s.
[04:47.080 --> 04:48.080]  They want to try to block us on Google.
[04:48.080 --> 04:49.080]  They want to try to do all this.
[04:49.080 --> 04:52.080]  They can't stop you spreading the articles, the videos.
[04:52.080 --> 04:56.080]  They can't stop you spreading the word about local M&F stations.
[04:56.080 --> 04:57.080]  Get ready.
[04:57.080 --> 05:02.080]  We've got so much news to cover on North Korea, the economy, the Hillary Clinton,
[05:02.080 --> 05:28.080]  the FBI, director testifying and so much more.
[06:02.080 --> 06:04.080]  Get more information at infowars.com.
[06:04.080 --> 06:33.080]  I'm David Knight.
[06:34.080 --> 06:53.080]  I'm David Knight.
[06:53.080 --> 07:03.080]  I'm David Knight.
[07:03.080 --> 07:04.080]  I'm David Knight.
[07:33.080 --> 07:34.080]  I'm David Knight.
[08:03.080 --> 08:05.080]  I'm David Knight.
[08:05.080 --> 08:27.300]  We came, you saw, you died.
[08:27.300 --> 08:31.440]  We came, you saw, you died.
[08:31.440 --> 08:37.440]  We came, you saw, you died.
[08:37.440 --> 08:47.440]  We came, you saw, you died.
[08:47.440 --> 09:03.440]  We came, you saw, you died.
[09:03.440 --> 09:13.440]  We came, you saw, you died.
[09:13.440 --> 09:23.440]  We came, you saw, you died.
[09:23.440 --> 09:33.440]  We came, you saw, you died.
[09:33.440 --> 09:57.440]  We came, you saw, you died.
[09:57.440 --> 10:05.440]  Rallying Patriots Worldwide in Defense of Human Liberty. It's Alex Jones.
[10:05.440 --> 10:15.440]  Occasionally we have to bring the Gorgon back from her crypt to just remind everybody the Medusa-like creature that we dodged last year on November 8th.
[10:15.440 --> 10:22.440]  Does that mean Donald Trump's perfect? Absolutely not. Does that mean we won't hold his feet to the fire? Absolutely we will.
[10:22.440 --> 10:28.440]  But Trump's done a lot of good. He's also starting to do some pretty bad stuff. And I expected this earlier, actually.
[10:28.440 --> 10:34.440]  I said if he got 30-40% done when he claimed he did, that he'd be legendary. He's already pretty much gotten that done.
[10:34.440 --> 10:46.440]  He's gotten so much done. But it's still sad and quite frankly even more painful to try to figure out how he could be so good and do so much good for the average person
[10:46.440 --> 10:55.440]  and for national sovereignty and so much to expose political correctness and the United Nations and globalism and then start going sideways.
[10:55.440 --> 11:03.440]  It makes it even worse at a cellular gut level, doesn't it?
[11:03.440 --> 11:12.440]  I kicked off today with Hillary Clinton because she's all over the news, obviously, blaming Comey that she didn't win.
[11:12.440 --> 11:17.440]  Comey completely covered up Hillary's crimes and did nothing to stop her.
[11:17.440 --> 11:24.440]  When she openly had 30-something thousand illegal emails on the legal server and got money from the Russians and the Chinese, I mean, it's a joke.
[11:24.440 --> 11:33.440]  The Clinton's had been protected for 30-plus years. And then she turns around and says she lost because of Comey.
