[00:00:00.429 --> 00:00:02.190]  Government cover-ups.
[00:00:02.190 --> 00:00:03.770]  You want answers?
[00:00:03.770 --> 00:00:05.690]  Well, so does he.
[00:00:05.690 --> 00:00:09.511]  He's Alex Jones on the GCN Radio Network.
[00:00:09.511 --> 00:00:19.794]  And now, live from Austin, Texas, Alex Jones.
[00:00:19.794 --> 00:00:23.775]  We go where the news and information is.
[00:00:23.775 --> 00:00:27.416]  Not the hype, but the news and information that's actually important to
[00:00:28.502 --> 00:00:31.206]  All free humans on this planet.
[00:00:31.206 --> 00:00:40.560]  And rarely does the news that we're covering coincide with what the dominant mainstream media is reporting on.
[00:00:40.560 --> 00:00:43.825]  But today, and throughout the weekend, it will be.
[00:00:47.388 --> 00:00:59.365]  And that is the DC madam predicted she would be suicided on this radio show in multiple interviews, one only, a month and 15 days ago today.
[00:01:03.030 --> 00:01:10.113]  Back on March 13th, and we're going to play that compilation in full, the one John put together yesterday.
[00:01:10.113 --> 00:01:18.356]  Other people have been digging up other things she said on the show about how if she basically didn't get a fair shake, she was going to start naming big names.
[00:01:18.356 --> 00:01:21.117]  Well, she probably should have named those big names.
[00:01:21.117 --> 00:01:28.060]  I told Wayne Madsen yesterday, you better name your sources, you better go public now if you know it's Dick Cheney, and of course,
[00:01:29.841 --> 00:01:34.703]  John McCain who were being serviced by Debra Jean Palfrey's girls.
[00:01:34.703 --> 00:01:35.683]  The DC Madam.
[00:01:35.683 --> 00:01:39.585]  I mean this is something where I don't even like talking to people on the phone about this now.
[00:01:39.585 --> 00:01:42.186]  Because everything I know is out in the open.
[00:01:42.186 --> 00:01:53.010]  Don't send a hit team or have two Austin police officers who just got back from Iraq and worked for the Mossad or whoever pull me over and shoot me five times and then say I had a gun.
[00:01:54.016 --> 00:02:02.000]  Like they just did a CIA commander a couple days ago, who was leaving George Bush's senior's house, it looks like.
[00:02:02.000 --> 00:02:21.308]  I mean, it's getting really bad, folks, when they got police hit-teaming people right on the side of the Houston highway, who was involved with a Houston police chief and the CIA clandestine officers club and everything else, and... Oh, it just gets crazier and crazier and crazier by the minute.
[00:02:23.417 --> 00:02:33.144]  I got a bunch of calls from CNN, Fox, you name it, yesterday afternoon.
[00:02:33.144 --> 00:02:44.051]  And now I'm told that Geraldo Rivera was plugging me on Fox last night, popular talk show host Alex Jones talked to her and she said she wouldn't commit suicide.
[00:02:44.051 --> 00:02:45.652]  Fox called me and said, can we play the clip?
[00:02:45.652 --> 00:02:47.073]  And I said, sure, knock yourselves out.
[00:02:48.191 --> 00:02:50.773]  I mean, that's the whole point of that, is getting this out.
[00:02:50.773 --> 00:02:54.656]  They had Larry Flynt on, I'm told, on the same show, but I haven't gotten the full transcript.
[00:02:54.656 --> 00:02:56.537]  I've got the transcript of Larry Flynt.
[00:02:56.537 --> 00:03:02.081]  That's in an article Paul Watson wrote today for PrisonPlanet.com.
[00:03:02.081 --> 00:03:05.604]  And Larry Flynt came on and said that, I believe they murdered her.
[00:03:05.604 --> 00:03:06.284]  I talked to her.
[00:03:06.284 --> 00:03:07.125]  She was upbeat.
[00:03:07.125 --> 00:03:08.906]  She was going to keep fighting.
[00:03:08.906 --> 00:03:10.207]  And I believe that they murdered her.
[00:03:11.252 --> 00:03:19.814]  They then trotted out this individual who, get this, writes up government apology books saying the CIA didn't kill Robert Kennedy.
[00:03:19.814 --> 00:03:40.639]  Doesn't matter that the film footage has been released of three CIA section chiefs, some that were involved, by the way, in the JFK assassination there, or that they were handling Sirhan, or that the forensics, the coroner, the acoustics experts, the head of the National Forensics Association, we had him on a few weeks ago, have all analyzed it and it's clear that CIA operative
[00:03:41.509 --> 00:03:50.052]  Mr. Caesar, who happened to, by the way, work at a skunk's work base, shot him in the back and the back of the head.
[00:03:50.052 --> 00:03:55.373]  Didn't matter, his suit had point-blank burns on it, and witnesses saw it.
[00:03:55.373 --> 00:03:57.074]  Doesn't matter.
[00:03:57.074 --> 00:04:08.497]  Now, this guy who wrote a government apology saying Vince Foster committed suicide, saying that Bobby, I mean, Robert Kennedy was shot once, I mean, only shot by Sirhan, only by one shooter,
[00:04:09.620 --> 00:04:11.561]  Uh, he wrote a bunch of other apology pieces.
[00:04:11.561 --> 00:04:14.023]  I mean, that's what this guy does.
[00:04:14.023 --> 00:04:20.006]  And he's also been caught, according to mainstream news, fabricating false statements of people before.
[00:04:20.006 --> 00:04:24.708]  He claims Sirhan Sirhan told him that, uh, he did shoot Kennedy.
[00:04:24.708 --> 00:04:26.429]  Sirhan's on record saying he remembered nothing.
[00:04:26.429 --> 00:04:28.050]  He'd been given an amnesiac.
[00:04:28.050 --> 00:04:31.772]  People who were in the room when this guy interviewed Sirhan said that Sirhan said no such thing.
[00:04:31.772 --> 00:04:33.033]  He has no tape of it.
[00:04:33.033 --> 00:04:38.296]  He has no tape of Deborah Jean Palfrey telling him that, oh, I'm gonna kill myself.
[00:04:39.338 --> 00:04:43.280]  Within minutes of it being announced, he's in Time Magazine online.
[00:04:43.280 --> 00:04:45.761]  Oh, she called me and said she was gonna do it.
[00:04:45.761 --> 00:04:47.702]  But we have a tape saying she wouldn't.
[00:04:47.702 --> 00:04:49.102]  See, we have the tape.
[00:04:49.102 --> 00:04:53.424]  But the media ignores that other than Geraldo Rivera.
[00:04:53.424 --> 00:04:54.745]  It is a big idea.
[00:04:55.891 --> 00:04:57.653]  A New World Order.
[00:04:57.653 --> 00:05:02.557]  In the near future, Earth is dominated by a powerful world government.
[00:05:02.557 --> 00:05:05.399]  It's known as the Bilderberg Group.
[00:05:05.399 --> 00:05:08.181]  Could their objective be world domination?
[00:05:08.181 --> 00:05:11.364]  For thousands of years, their dark order grew.
[00:05:11.364 --> 00:05:18.690]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:05:21.701 --> 00:05:27.145]  For the first time in history, the elite's plan for world government is blown wide open.
[00:05:27.145 --> 00:05:31.027]  You will learn the secret that drives the entire New World Order agenda.
[00:05:31.027 --> 00:05:33.589]  Build America is making great progress toward a world government.
[00:05:33.589 --> 00:05:34.750]  Most people have no idea.
[00:05:34.750 --> 00:05:35.530]  They're not after money.
[00:05:35.530 --> 00:05:36.811]  They have all the money they need.
[00:05:36.811 --> 00:05:37.792]  They're after power.
[00:05:37.792 --> 00:05:38.953]  That's what they're after these years.
[00:05:38.953 --> 00:05:47.658]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com or watch it online right now at PrisonPlanet.tv.
[00:05:47.658 --> 00:05:50.480]  Endgame, blueprint for global enslaving.
[00:05:50.480 --> 00:05:51.561]  You have been warned.
[00:05:52.381 --> 00:05:54.162]  Yeah.
[00:05:54.162 --> 00:05:59.204]  Do you want to know right now how you can drive around using water as fuel and laugh at rising gas costs?
[00:05:59.204 --> 00:06:01.466]  Then keep listening for a very special offer.
[00:06:01.466 --> 00:06:06.848]  GasFreedom.info has all the information you need to learn about a simple technology you can have right now.
[00:06:06.848 --> 00:06:10.570]  GasFreedom is a do-it-yourself, affordable, practical, free energy device.
[00:06:10.570 --> 00:06:15.212]  It uses a little electricity from your car's battery to separate water into a gas called HHO.
[00:06:15.732 --> 00:06:21.575]  HHO, also called Browns Gas, burns beautifully and provides tons of energy, while the end product is just water.
[00:06:21.575 --> 00:06:24.036]  Visit GasFreedom.info now to learn more.
[00:06:24.036 --> 00:06:27.018]  In just 10 minutes, you will discover exactly how this is possible.
[00:06:27.018 --> 00:06:30.319]  This is the secret the oil and auto industry doesn't want you to know.
