[00:00:00.552 --> 00:00:01.153]  We've got it.
[00:00:01.153 --> 00:00:07.678]  This transmission is coming to you.
[00:00:07.678 --> 00:00:12.062]  Waging war on corruption.
[00:00:12.062 --> 00:00:17.706]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:23.130 --> 00:00:25.332]  Welcome to the Alex Jones Show!
[00:00:25.332 --> 00:00:27.694]  It's Sunday, January 3rd, 2016.
[00:00:27.694 --> 00:00:33.498]  We're only a couple of days into the new year and things are really exploding quickly.
[00:00:33.498 --> 00:00:39.222]  Of course, we have the situation with the developing standoff in Oregon.
[00:00:39.222 --> 00:00:41.884]  Some of the Bundy brothers as well as some militia members.
[00:00:41.884 --> 00:00:44.086]  We're going to talk about that specifically.
[00:00:44.086 --> 00:00:50.250]  Alex Jones is going to join us with a report that he put up on the web earlier today.
[00:00:50.250 --> 00:00:52.592]  We're going to play that for you in the next section.
[00:00:53.232 --> 00:00:56.333]  And then I'm also going to break down really what the background is of this.
[00:00:56.333 --> 00:00:57.894]  And I'm not talking about just the case.
[00:00:57.894 --> 00:01:03.055]  We're going to talk about that particular case because this is something that affects a lot of people.
[00:01:03.055 --> 00:01:09.858]  This isn't just something that is about that particular family in Oregon or even ranchers and people who are struggling with a BLM.
[00:01:10.518 --> 00:01:15.000]  This tells us where the government is going to be going with bogus charges of terrorism.
[00:01:15.000 --> 00:01:26.366]  This is an outrageous case of what they have done to the Hammonds, but it's also very sad to see the people in that area essentially develop a mentality that they don't want to stand up and do something about it.
[00:01:26.366 --> 00:01:27.807]  It's also disturbing to see
[00:01:28.567 --> 00:01:39.534]  That I think some of the people there at the area, I think, are making a very important tactical and strategic blunder in taking over this facility that's out there.
[00:01:39.534 --> 00:01:42.997]  So, we're going to talk about what's happened about this particular family.
[00:01:42.997 --> 00:01:46.199]  If you don't know about the Hammonds, you're going to be seeing a lot more about them.
[00:01:46.199 --> 00:01:48.801]  Of course, it's been at the top of the Drudge Report.
[00:01:48.801 --> 00:01:57.166]  Mainstream media is getting on this, and we want to give you the real background of what's going on with this, what's really going on with our out-of-control federal agencies.
[00:01:57.166 --> 00:01:58.187]  And it's not just the BLM.
[00:01:58.847 --> 00:02:01.090]  I wish it was, just one agency.
[00:02:01.090 --> 00:02:02.852]  It's also the EPA and many others.
[00:02:02.852 --> 00:02:04.373]  It has to do with Agenda 21.
[00:02:04.373 --> 00:02:06.716]  It has to do with the Agenda 2030.
[00:02:06.716 --> 00:02:12.422]  They've now taken Agenda 21 and they've made it much more specific, giving it a time deadline.
[00:02:12.422 --> 00:02:13.824]  So we're going to talk about that as well.
[00:02:14.284 --> 00:02:19.988]  And I want to talk about something that could have been done to defuse this in the early parts of this.
[00:02:19.988 --> 00:02:28.433]  I think that what is happening to this family, having been convicted on arson and terrorism charges, is just absolutely amazing to me.
[00:02:28.433 --> 00:02:31.315]  There clearly was no terrorism intent.
[00:02:31.315 --> 00:02:34.938]  They were doing the sorts of things that ranchers do to manage the land.
[00:02:34.938 --> 00:02:36.659]  Of course, the BLM doesn't manage.
[00:02:37.419 --> 00:02:45.525]  They are just in the business evidently lately of just stealing land and so that's what we really need to talk about is the background Constitutionally of what's going on with it.
[00:02:45.525 --> 00:03:04.737]  We're also going to talk after the report about the What we saw with this new year of course just looking at Times Square think about the fact there were 6,000 cops there were checkpoints snipers Canines also people could get into their little cages and watch a ball drop in Times Square.
[00:03:04.737 --> 00:03:06.879]  That's how deeply in trouble we are
