[00:00:05.153 --> 00:00:06.454]  Big Brother.
[00:00:06.454 --> 00:00:08.216]  Mainstream media.
[00:00:08.216 --> 00:00:09.977]  Government cover-ups.
[00:00:09.977 --> 00:00:11.578]  You want answers?
[00:00:11.578 --> 00:00:13.120]  Well, so does he.
[00:00:13.120 --> 00:00:17.303]  He's Alex Jones on the GCN Radio Network.
[00:00:17.303 --> 00:00:21.406]  And now, live from Austin, Texas, Alex Jones.
[00:00:40.207 --> 00:00:42.667]  Thank you for joining us, my friends.
[00:00:42.667 --> 00:00:51.909]  It is Thursday, the 10th day of March, 2011, and we're going to be live here for the next three hours.
[00:00:51.909 --> 00:00:58.691]  Joel Skousen, political analyst and researcher, will be joining us coming up in the next hour.
[00:00:58.691 --> 00:01:04.792]  He's the editor of World Affairs Brief, dealing with hyperinflation to oblivion.
[00:01:05.932 --> 00:01:24.802]  One of his latest reports, in fact his latest report today, dealing with the design destruction of the dollar that is being engineered, and then we'll look down the road into the future, geopolitically, what he sees happening beyond the Middle East turmoil.
[00:01:26.497 --> 00:01:39.485]  Obviously, we're going to go through the big stack of Middle East turmoil news, but the most important information we have for you today is yet another signpost.
[00:01:39.485 --> 00:01:46.409]  You're driving from Austin up to Dallas, and it says Dallas 185 miles when you leave Austin.
[00:01:46.409 --> 00:01:50.011]  And you get up to Waco, and it says Dallas 100 miles.
[00:01:52.090 --> 00:01:59.293]  And then you get up to Waxahachie and it says Dallas, 20 miles.
[00:01:59.293 --> 00:02:06.037]  And if you read the Trilateral Commission documents that are public, we were a couple thousand miles out in the 1970s.
[00:02:06.037 --> 00:02:12.680]  They planned all of this and they talked about having derivatives and creating other global competing currencies.
[00:02:14.914 --> 00:02:23.041]  And then creating a currency crisis and then creating a new global Bancor or global Phoenix currency.
[00:02:23.041 --> 00:02:41.737]  They've used different names that would be digital as the private bankers transcend their host almost entirely and create their own world dominion that we are now absolutely subservient to if we continue to go along with the fraud.
[00:02:44.036 --> 00:02:50.820]  But on those signposts, we see massive Federal Reserve devaluation of the dollar worldwide.
[00:02:50.820 --> 00:02:54.582]  QE1, QE2, now talk of QE3.
[00:02:54.582 --> 00:02:59.464]  And more signposts in the last two years.
[00:02:59.464 --> 00:03:04.427]  Record amounts of treasuries at global treasury auctions going unsold.
[00:03:04.427 --> 00:03:10.070]  Governments, institutions, individuals, leaving them, rotting on the deck, not buying them.
[00:03:11.857 --> 00:03:13.359]  And then more signposts.
[00:03:13.359 --> 00:03:28.875]  The Chinese president comes out two months ago on the eve of his visit to the United States and badmouths the dollar and says that it should no longer be the world reserve currency.
[00:03:28.875 --> 00:03:30.676]  And then another signpost.
[00:03:31.753 --> 00:03:39.718]  You see the head of the G20, based in France right now, their finance minister is the chair, saying we need to get rid of the dollar.
[00:03:39.718 --> 00:03:41.959]  And more and more signposts.
[00:03:41.959 --> 00:03:47.623]  And of course the last few weeks the Wall Street Journal and others saying the end of the dollar is nigh.
[00:03:47.623 --> 00:03:49.184]  But it's a good thing!
[00:03:49.184 --> 00:03:51.365]  It'll be good like NAFTA and GATT.
[00:03:51.365 --> 00:03:54.027]  It'll be good like federally run education.
[00:03:54.027 --> 00:03:57.228]  It'll be good like Gardasil's shot that's killed so many people.
[00:03:57.228 --> 00:03:59.050]  It'll be good like Ritalin and Prozac.
[00:03:59.870 --> 00:04:04.097]  Ritalin to shrink your brain and cause heart palpitations.
[00:04:04.097 --> 00:04:08.183]  Prozac to make you commit suicide, to stop suicide.
[00:04:08.183 --> 00:04:09.866]  It'll be good!
[00:04:09.866 --> 00:04:12.390]  The dollar shouldn't have been number one!
[00:04:12.390 --> 00:04:13.752]  It's cool!
[00:04:15.632 --> 00:04:17.713]  Like banker bailouts!
[00:04:17.713 --> 00:04:23.296]  By the way, don't worry about those bankers and what they're doing to you, or Al-Qaeda might hit you.
[00:04:23.296 --> 00:04:31.701]  In fact, we've got to cut right now to a newscast about Al-Qaeda and how they're hiding under every table and in every bush and in the woods at night.
[00:04:31.701 --> 00:04:41.147]  And when you hear the tree branches, the twigs on the end of the branches rub across the window at night, it's Osama bin Laden with his turban.
[00:04:41.587 --> 00:04:49.777]  And you look up over the edge of the windowsill when you're three years old for the monster, and there he is with his big beard and his red eyes.
[00:04:49.777 --> 00:04:52.180]  Oh, don't worry about dollar devaluation.
[00:04:52.180 --> 00:04:53.582]  Bin Laden!
[00:04:53.582 --> 00:04:54.963]  Bin Laden!
[00:04:54.963 --> 00:04:55.844]  Bin Laden!
[00:04:56.840 --> 00:05:00.522]  Don't worry about the big announcement coming up.
[00:05:00.522 --> 00:05:02.183]  Hello friends, this is Alex Jones.
