[00:00:00.249 --> 00:00:02.010]  Mainstream media.
[00:00:02.010 --> 00:00:03.770]  Government cover-ups.
[00:00:03.770 --> 00:00:05.371]  You want answers?
[00:00:05.371 --> 00:00:06.911]  Well, so does he.
[00:00:06.911 --> 00:00:11.093]  He's Alex Jones on the GCN Radio Network.
[00:00:11.093 --> 00:00:15.194]  And now, live from Austin, Texas, Alex Jones.
[00:00:37.603 --> 00:00:42.909]  Well, ladies and gentlemen, we're live, and it is already the eighth day of April, 2008.
[00:00:42.909 --> 00:00:45.573]  We're going to be live here for the next four hours.
[00:00:49.571 --> 00:00:53.632]  That's right, I am now taking on a fourth hour of syndicated radio.
[00:00:53.632 --> 00:01:02.993]  But for the next few weeks, for the time being, you will hear the fourth hour, basically commercial-free, as we develop and hone the fourth hour.
[00:01:02.993 --> 00:01:14.976]  It will have live video feeds on myself, my guest in studio, a document cam, a video feed where I can play video clips and audio clips, a computer screen feed, and much, much more.
[00:01:14.976 --> 00:01:16.936]  And then we're going to be taking these feeds
[00:01:17.910 --> 00:01:30.998]  Every day after the show, within a couple hours, and posting that fourth hour up on PrisonPlanet.tv for PrisonPlanet.tv members who may not have had a chance to watch the fourth hour as it's streamed.
[00:01:30.998 --> 00:01:37.022]  Now, of course, everybody can listen for free to the internet audio of the fourth hour.
[00:01:37.022 --> 00:01:40.724]  So, for now, it is an internet radio show in the fourth hour.
[00:01:40.724 --> 00:01:45.867]  We already had three affiliates call yesterday when I mentioned we're going to have a fourth hour.
[00:01:47.847 --> 00:02:03.079]  Call and say that they want the fourth hour, and so yes, you will hear the fourth hour on the GCN Radio Network a few weeks down the road, but right now we are beta testing this fourth hour live.
[00:02:03.079 --> 00:02:06.261]  And let me tell you, I went wild yesterday in the fourth hour.
[00:02:06.261 --> 00:02:07.482]  I went even over.
[00:02:07.482 --> 00:02:16.169]  I did one hour and 24 minutes extra, so four hours and 24 minute radio show yesterday, but I'm going to control myself in the future.
[00:02:17.942 --> 00:02:20.364]  It's going to be a four-hour radio show.
[00:02:20.364 --> 00:02:25.126]  I can't turn it into a four-and-a-half, a five, a six-hour radio show.
[00:02:25.126 --> 00:02:32.911]  And I did a little wild on the show yesterday, making some to think that this is going to be some type of Howard Sternian-type fourth hour.
[00:02:32.911 --> 00:02:34.512]  It's not.
[00:02:34.512 --> 00:02:36.093]  And I apologize for my behavior.
[00:02:36.093 --> 00:02:38.875]  I have to be honest with you.
[00:02:38.875 --> 00:02:45.759]  When I'm eating five huge meals a day and drinking a few beers at night and smoking a pack of cigarettes a day, I'm more relaxed and docile.
[00:02:47.285 --> 00:02:55.628]  But, uh, I haven't worked out like this in ten years, and I've been running twice a day, some days lifting weights, swimming, and I'm totally addicted now.
[00:02:55.628 --> 00:02:58.388]  I finally got back into the addiction mode of working out.
[00:02:58.388 --> 00:03:00.689]  I'm losing about two pounds a day.
[00:03:00.689 --> 00:03:05.511]  I'm completely crazed, and I probably shouldn't even be on radio.
[00:03:05.511 --> 00:03:09.172]  I mean, normally somebody can flip me off, uh, in traffic, and I don't even care.
[00:03:09.172 --> 00:03:12.013]  A couple days ago, it was like I was a teenager again.
[00:03:12.013 --> 00:03:16.214]  Somebody cut me off and flipped me off for no reason, and I almost ripped the steering wheel off the column.
[00:03:17.423 --> 00:03:19.423]  So, Lord knows what's going to happen here.
[00:03:19.423 --> 00:03:22.484]  I've just got to completely control myself.
[00:03:22.484 --> 00:03:24.885]  I forgot why I don't like being in shape.
[00:03:24.885 --> 00:03:28.726]  Because, I like, why I like being a happy blob.
[00:03:28.726 --> 00:03:30.826]  Because, ladies and gentlemen, I'm crazed now.
[00:03:30.826 --> 00:03:38.048]  I mean, you think I'm crazed when I'm in a docile, porcine-type mode, pinniped-type mode.
[00:03:38.048 --> 00:03:41.049]  Well, uh, this is the old Alex Jones.
[00:03:41.049 --> 00:03:41.949]  And I'm totally addicted.
[00:03:41.949 --> 00:03:46.430]  I can't wait to 3 o'clock to get out of here and go jog.
[00:03:47.153 --> 00:03:50.755]  I'm so addicted to working out again, I just happened to click about a month and a half ago.
[00:03:50.755 --> 00:03:58.220]  The other times I tried, it would never click like it used to when I was really young.
[00:03:58.220 --> 00:04:11.389]  Normally I want to stay and work, and now I'm like, really lusting is the word, after leaving and jogging and running in the woods until I pull over to the side and vomit.
[00:04:11.389 --> 00:04:15.972]  Because I'm going to have a six-pack stomach again, and my eyes are going to bulge out of my head again.
[00:04:18.766 --> 00:04:19.566]  Alright, excuse me.
[00:04:19.566 --> 00:04:23.168]  Ha ha ha ha ha ha!
[00:04:23.168 --> 00:04:26.810]  Oh man, my testosterone level is just spiking.
[00:04:26.810 --> 00:04:30.892]  This weekend I'm gonna go do some full body weightlifting.
[00:04:30.892 --> 00:04:32.172]  Power clings and stuff.
[00:04:32.172 --> 00:04:34.193]  Totally weak, of course.
[00:04:34.193 --> 00:04:37.275]  Probably like 150 pounds.
[00:04:37.275 --> 00:04:38.895]  But that's how big things start.
[00:04:38.895 --> 00:04:41.917]  And I am gonna get in the old mode, ladies and gentlemen.
[00:04:41.917 --> 00:04:42.757]  That's why I'm announcing it.
[00:04:42.757 --> 00:04:44.818]  Throwing down the gauntlet.
[00:04:44.818 --> 00:04:45.558]  I'm gonna weigh 180 pounds from
[00:04:48.508 --> 00:04:48.649]  250.
[00:04:48.649 --> 00:04:51.996]  I weighed 270 a month and a half ago when I started.
[00:04:51.996 --> 00:04:55.062]  That's right.
[00:04:55.062 --> 00:04:56.405]  It is a big idea.
[00:04:57.532 --> 00:04:59.273]  A New World Order.
[00:04:59.273 --> 00:05:03.435]  In the near future, Earth is dominated by a powerful new government.
[00:05:03.435 --> 00:05:07.017]  It's known as the Bilderberg Group.
[00:05:07.017 --> 00:05:09.799]  Could their objective be world domination?
[00:05:09.799 --> 00:05:12.981]  For thousands of years, their dark order grew.
[00:05:12.981 --> 00:05:20.305]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:05:23.325 --> 00:05:28.767]  For the first time in history, the elite's plan for world government is blown wide open.
[00:05:28.767 --> 00:05:32.649]  You will learn the secret that drives the entire New World Order agenda.
[00:05:32.649 --> 00:05:35.209]  Build America is making great progress toward a world government.
[00:05:35.209 --> 00:05:36.370]  Most people have no idea.
[00:05:36.370 --> 00:05:37.150]  They're not after money.
[00:05:37.150 --> 00:05:38.431]  They have all the money they need.
[00:05:38.431 --> 00:05:39.411]  They're after power.
[00:05:39.411 --> 00:05:40.571]  That's their aphrodisiac.
[00:05:40.571 --> 00:05:44.713]  Order In Game on DVD at PrisonPlanet.com or InfoWars.com.
[00:05:54.117 --> 00:06:04.543]  USCivilFlags.org is here to help Americans remember as well as our leaders that every man and woman is sovereign and that we're all endowed by our Creator with life, liberty, and the pursuit of happiness.
[00:06:04.543 --> 00:06:13.287]  The Sovereign Civil Flag is available at USCivilFlags.org and is a symbol of our desire to return America to the dreams that our forefathers envisioned.
[00:06:13.547 --> 00:06:19.089]  Show your support for a return to traditional moral values by flying one of these great flags today!
[00:06:19.089 --> 00:06:23.191]  Standard flags are 3 by 5 feet with miniature flags also available.
[00:06:23.191 --> 00:06:39.638]  USCivilFlags.org also carries a large inventory of Ron Paul related gear including DVDs, buttons, and so on patches, and a large variety of educational books and numerous historical documents, including the US Constitution, the Declaration of Independence, and the Articles of Confederation.
[00:06:39.958 --> 00:06:44.785]  So visit us online today to pick up your piece of history at uscivilflags.org.
[00:06:44.785 --> 00:06:46.727]  That's uscivilflags.org.
[00:06:46.727 --> 00:06:47.268]  Or call us at 646-498-5309.
[00:06:47.268 --> 00:06:47.448]  That's 646-498-5309.
[00:06:54.039 --> 00:06:56.101]  Gasoline prices are out of control.
[00:06:56.101 --> 00:06:59.385]  Are you tired of giving your hard-earned dollars to the major oil companies?
[00:06:59.385 --> 00:07:04.370]  Did you know that the oil companies have developed special products to increase mileage in their own vehicles?
[00:07:04.370 --> 00:07:07.253]  Very few consumers even know such products exist.
[00:07:07.253 --> 00:07:14.101]  SFR has obtained this technology that is backed by testing that the major oil companies have run, yet they don't want you to know about them.
[00:07:14.301 --> 00:07:20.304]  This product is made right here in the United States and is not a typical gas treatment found at your local store.
[00:07:20.304 --> 00:07:22.424]  SFR lasts up to six months.
[00:07:22.424 --> 00:07:26.706]  SFR works so well that it even improves mileage on new cars.
[00:07:26.706 --> 00:07:31.288]  SFR recently ran this ad and the response from all over the United States was so strong.
[00:07:31.488 --> 00:07:38.135]  That they are allowing my listeners to buy one at their regular price of $9.95 and get another one free of charge.
[00:07:38.135 --> 00:07:43.420]  If you are not completely delighted with the savings, SFR will refund the purchase price and shipping.
[00:07:43.420 --> 00:07:46.704]  Share in the oil company's secret and get SFR now.
[00:07:46.704 --> 00:07:47.224]  Call 888-USE-SFR1.
[00:07:47.224 --> 00:07:48.886]  That's 888-USE-SFR1 today!
[00:07:55.495 --> 00:07:58.258]  He's the T-Rex of political talk.
[00:07:58.258 --> 00:08:01.061]  Alex Jones on the GCN Radio Network.
[00:08:24.708 --> 00:08:30.493]  Taking off the gloves, pulling down all the stops, strap yourselves in, get ready.
[00:08:30.493 --> 00:08:31.954]  You just found it.
[00:08:31.954 --> 00:08:35.656]  You just parachuted right into the front lines of the info war.
[00:08:35.656 --> 00:08:38.178]  I'm Alex Jones.
[00:08:38.178 --> 00:08:44.223]  I have awakened tens of millions globally with your help, and we will go on to wake up billions together.
[00:08:44.223 --> 00:08:50.628]  All right, here is the news that we have in front of us today.
[00:08:53.564 --> 00:08:54.945]  Secret plans for U.S.
[00:08:54.945 --> 00:08:59.448]  troops to stay in Iraq indefinitely.
[00:08:59.448 --> 00:09:00.269]  We'll cover that.
[00:09:00.269 --> 00:09:05.632]  Homeland spy satellite plan ignores Constitution.
[00:09:05.632 --> 00:09:06.393]  Well, it's just a G.D.
[00:09:06.393 --> 00:09:08.094]  piece of paper, according to Bush.
[00:09:08.094 --> 00:09:10.115]  Foreign banks flee Spanish property debt.
[00:09:10.115 --> 00:09:12.877]  That's right, the mortgage crisis spreads globally.
[00:09:12.877 --> 00:09:13.317]  U.S.
[00:09:13.317 --> 00:09:18.561]  jobless figures, the specter of a new depression.
[00:09:18.561 --> 00:09:19.842]  Folks have dug up the
[00:09:20.945 --> 00:09:26.408]  Transcripts of Charlton Heston on national television supporting the 68 gun control act.
[00:09:26.408 --> 00:09:31.210]  I've got comments on this and I'm gonna cover it and talk about it today.
[00:09:31.210 --> 00:09:35.132]  And more on Heston as we remember him this week.
[00:09:35.132 --> 00:09:42.055]  Rabbi says life of one yeshiva boy worth more than a thousand Arabs.
[00:09:42.055 --> 00:09:44.236]  This is out of Ynet News.
[00:09:44.236 --> 00:09:48.958]  You know, last night I sent this to Kurt Nemo and Paul Watson and they posted it on InfoWars.com.
[00:09:50.632 --> 00:09:55.896]  And people are in the comment section saying, this site better stop this, this is anti-semitic.
[00:09:55.896 --> 00:09:58.498]  They'll think we're all anti-semitic if you post this.
[00:09:58.498 --> 00:10:03.282]  This is a major Israeli newspaper and magazine.
[00:10:03.282 --> 00:10:07.925]  This is an Israeli news story.
[00:10:07.925 --> 00:10:19.294]  Okay, and I've protested the Ku Klux Klan, I've protested Mecha and Laraza, and I have always protested the fact that large sectors of the Israeli population
[00:10:21.374 --> 00:10:26.735]  Openly say that everyone but them are animals.
[00:10:26.735 --> 00:10:33.877]  And it's very sad to have to talk about this, but I'm going to talk about it.
[00:10:33.877 --> 00:10:47.440]  And to the people that are so programmed against discussing this, we just need to face the facts that most groups are tribal, most groups think everybody else is subhuman, and this is how the globalists control us and manipulate us.
[00:10:50.640 --> 00:10:57.123]  It's just terrible when Pastor Hagee says that he rejoices every time he hears about a Palestinian child being killed.
[00:10:57.123 --> 00:10:58.424]  That's a quote.
[00:10:58.424 --> 00:11:08.268]  And it's disgusting when they have televised programs in Israel where these types of things are said and then we're not supposed to talk about it.
[00:11:10.680 --> 00:11:19.082]  But it's also distasteful, uh, the people that basically say Jews are evil and their own species of evil and that evil comes from Jews only.
[00:11:19.082 --> 00:11:22.163]  We would have a utopian world system if they didn't exist.
[00:11:22.163 --> 00:11:24.944]  That is not the case.
[00:11:24.944 --> 00:11:28.385]  So, uh, we'll, uh, break that down today.
[00:11:28.385 --> 00:11:31.006]  Just like all Mexicans in the U.S.
[00:11:31.006 --> 00:11:37.848]  aren't Larry Conquistas saying all whites need to be killed, but a large section is.
[00:11:37.848 --> 00:11:39.408]  And so I'm forced to talk about it.
[00:11:43.168 --> 00:11:45.309]  And I don't like it.
[00:11:45.309 --> 00:11:48.031]  But I have to just tell it like it is.
[00:11:48.031 --> 00:11:51.933]  So I'll talk about race today.
[00:11:51.933 --> 00:11:55.095]  That is just some of the news that I have here in front of me.
[00:11:55.095 --> 00:11:57.377]  I never got to this yesterday like I should have.
[00:11:57.377 --> 00:12:03.400]  Web could collapse as video demand soars.
[00:12:03.400 --> 00:12:08.023]  I want to get into that some today.
[00:12:10.598 --> 00:12:21.064]  And then they also, out of the same newspaper, tell you, in relation, they have a link to a similar article they wrote days before, that says, Superfast Internet may replace World Wide Web.
[00:12:21.064 --> 00:12:24.786]  So see, oh, the web's going to collapse, but don't worry, there's a replacement.
[00:12:24.786 --> 00:12:36.792]  As I've been telling you for six years now, not because I'm smart, not because I have a crystal ball, I actually read what the industry says.
[00:12:36.792 --> 00:12:37.753]  Here's an example of that.
[00:12:41.542 --> 00:12:45.443]  Hundreds of thousands of business owners and executives.
[00:12:45.443 --> 00:12:49.063]  You can even own a small business like I do.
[00:12:49.063 --> 00:12:55.104]  And you get on the CEO and manager list, and every day I get magazines like this in the mail.
[00:12:55.104 --> 00:13:00.785]  I mean, every day this stuff comes in.
[00:13:00.785 --> 00:13:02.886]  And I've been on one of these lists about seven, eight years.
[00:13:02.886 --> 00:13:06.106]  You know, this stuff's been coming in since about, actually about 99.
[00:13:06.106 --> 00:13:07.867]  Man, how time flies.
[00:13:07.867 --> 00:13:09.067]  Finance and development.
[00:13:11.428 --> 00:13:25.112]  This is a industry specialist slash CEO manager specialized type publication.
[00:13:25.112 --> 00:13:26.912]  The general public doesn't read this.
[00:13:26.912 --> 00:13:29.533]  Global Governance.
[00:13:29.533 --> 00:13:30.913]  And we had this mailed in to us.
[00:13:30.913 --> 00:13:36.074]  A listener also mailed us a copy of this, so somebody else out there thought this was important.
[00:13:36.074 --> 00:13:36.975]  Global Governance.
[00:13:36.975 --> 00:13:38.375]  Who is in charge?
[00:13:40.000 --> 00:13:42.160]  Then you read it and they admit we're under a global government.
[00:13:42.160 --> 00:13:56.323]  Now, that's one thing for those that are seen as the establishment, the hundred or thousand so small and medium-sized business owners in the U.S.
[00:13:56.323 --> 00:14:04.865]  And then you get into more elite publications that the CFR puts out that are public but not highly circulated, and it's even worse, the things they talk about.
[00:14:04.865 --> 00:14:07.525]  And then you try to tell the man on the street what's going on, they just laugh at you.
[00:14:10.063 --> 00:14:26.436]  But that's how I knew about Internet, too, six years ago, was I was reading Internet industry publications and technology publications that were mailed to me.
[00:14:26.436 --> 00:14:36.424]  Because the establishment mails this out to basically anybody that owns a technology company or an Internet business of any size, and it's their PR, it's their propaganda, it's how great it is.
[00:14:36.424 --> 00:14:39.106]  Oh, we're gonna, within the next ten years, or sooner,
[00:14:39.736 --> 00:14:41.137]  This is about six years ago.
[00:14:41.137 --> 00:14:42.077]  Shut the internet down.
[00:14:42.077 --> 00:14:42.858]  This is how we're going to do it.
[00:14:42.858 --> 00:15:04.411]  We're going to force everybody over to it, but it's going to be really profitable for the select few, and it's going to be faster for everybody, and you're going to have your personal computing info, the general public will, on a remote server, and you'll just have a template that dials into it, and everybody's going to have subdomains on larger 100 domains, 50 industry, 50 government, slash university.
[00:15:06.155 --> 00:15:09.596]  And then I said, boy, I better go read what Internet 2 is.
[00:15:09.596 --> 00:15:16.139]  So I googled it and found their meetings in Chicago and London and Austin, and every year they have them.
[00:15:16.139 --> 00:15:20.440]  And they openly talk about how they're going to take the Internet away from you, and it's not going to be the free Internet anymore.
[00:15:20.440 --> 00:15:23.601]  It's not going to be what it's been.
[00:15:23.601 --> 00:15:25.782]  So let me now just briefly break that down.
[00:15:25.782 --> 00:15:33.845]  Then I'm going to get into Jesse Ventura saying that the American people have a right to arm rebellion against the tyranny of this government, which is in the Declaration of Independence.
[00:15:36.530 --> 00:15:39.171]  And then we're going to have wide open phones today.
[00:15:39.171 --> 00:15:43.032]  Take a lot of calls in the second, third, and fourth hour.
[00:15:43.032 --> 00:15:46.213]  That's right, we now do a fourth hour.
[00:15:46.213 --> 00:15:53.555]  Ted Anderson called me yesterday and he said, listen, I want to put your show on right now, on the network in the fourth hour.
[00:15:53.555 --> 00:15:55.656]  And I said, no, Ted, hold off.
[00:15:55.656 --> 00:15:59.217]  I just, you know, I don't even want to step on people's toes.
[00:15:59.217 --> 00:16:01.538]  If people don't think they need to move their shows up later, that's fine.
[00:16:02.295 --> 00:16:04.696]  In fact, I'll just rent a Star Guide myself or whatever.
[00:16:04.696 --> 00:16:09.479]  Ted's welcome to run his ads over it or we'll do something like that.
[00:16:09.479 --> 00:16:10.800]  And I'm kind of having fun.
[00:16:10.800 --> 00:16:13.542]  I know a lot of stations want it and you're going to get it.
[00:16:13.542 --> 00:16:18.865]  In fact, I need to call a shortwave and see if they'll pick up the 4th Hour WWCR.
[00:16:18.865 --> 00:16:20.626]  And that's all going to come in time.
