[00:00.000 --> 00:07.000]  The Genesis Communications Radio Network proudly presents the Alex Jones show because there's
[00:07.000 --> 00:10.000]  a war on for your mind.
[00:21.000 --> 00:28.000]  It's already the seventh day of April 2016. On this Thursday Worldwide Broadcast I am your
[00:28.000 --> 00:32.000]  host Alex Jones. We're going to be here for the next four hours live broadcasting worldwide.
[00:32.000 --> 00:38.000]  Larry Pratt of Gardeners of America with a lot of really positive second amendment news.
[00:38.000 --> 00:43.000]  Some major victories to declare will be joining us but also we will break down the globalist counter
[00:43.000 --> 00:50.000]  offensive in their move to disarm their quarry, their prey, their enemy, the American people
[00:50.000 --> 00:55.000]  and the people of the world. Dr. Jerome Corsi will be joining us on major developments in
[00:55.000 --> 01:02.000]  the campaign and also with the economy, the next big shoot-a-drop corporate defaults and more.
[01:02.000 --> 01:09.000]  So that is all coming up today. David Knight will host the fourth hour.
[01:12.000 --> 01:18.000]  CNN came out last night and took a clip from the show yesterday with Roger Stone talking about
[01:18.000 --> 01:24.000]  going to these hotels with a delegation and talking to them and saying, look, go with the vote of
[01:24.000 --> 01:30.000]  the people. That's your job. Citizen lobbyist. And they're implying we're calling for violence
[01:30.000 --> 01:36.000]  or calling for something. In fact, MSNBC really did it and there's an exclusive story from
[01:36.000 --> 01:44.000]  Roger Stone up on infowars.com. Dealing with this, Roger Stone CNN edits video to imply
[01:44.000 --> 01:52.000]  I call for violence in Cleveland in March and MSNBC did something similar and now it's been
[01:52.000 --> 01:56.000]  done again here with his Stefan Molyneux interview and then they went further and had another
[01:56.000 --> 02:02.000]  report grafting that interview in with his interview yesterday to confuse people. This is what
[02:02.000 --> 02:08.000]  they do. He said a week ago, he said this week, no violence. He said a month ago, no violence.
[02:08.000 --> 02:12.000]  Eight months ago, no violence, but he said they're going to try to steal it in Cleveland. We have
[02:12.000 --> 02:18.000]  to be ready to counter it. So the implication is the Trump people are a bunch of, you know,
[02:18.000 --> 02:22.000]  miscreant criminals. They're going to be out attacking everyone when the police know that's
