[00:00:15.052 --> 00:00:16.192]  InfoWars.
[00:00:16.192 --> 00:00:17.372]  Tomorrow's news.
[00:00:17.372 --> 00:00:25.774]  Today.
[00:00:25.774 --> 00:00:29.575]  And now the end is near
[00:00:31.305 --> 00:00:54.980]  And so I face the final curtain My friend, I'll say it clear I'll state my case of which I'm certain I've lived a life that's full
[00:00:56.625 --> 00:01:05.628]  I traveled each and every highway and more.
[00:01:05.628 --> 00:01:11.770]  Much more than this, I did it my way.
[00:01:11.770 --> 00:01:12.991]  It's Monday, October 17th, 2022.
[00:01:12.991 --> 00:01:13.611]  Regrets, I've had a few.
[00:01:13.611 --> 00:01:14.131]  But then again,
[00:01:24.565 --> 00:01:51.459]  Too few to mention I did what I had to do Saw it through without exemption I planned each charted course Each careful step along the byway
[00:01:56.990 --> 00:02:10.653]  Thank you so much for joining us on this broadcast.
[00:02:10.653 --> 00:02:12.814]  The tip of the spear.
[00:02:12.814 --> 00:02:15.454]  The enemy of tyrants.
[00:02:15.454 --> 00:02:22.636]  That's who we are, ladies and gentlemen.
[00:02:22.636 --> 00:02:23.276]  We ate it up.
[00:02:25.785 --> 00:02:34.733]  And Infowars, spit it out!
[00:02:34.733 --> 00:02:41.679]  That's right, my friends.
[00:02:41.679 --> 00:02:44.401]  Let the record show, I took the blows.
[00:02:44.401 --> 00:02:47.043]  I've had my share of...
[00:02:52.731 --> 00:02:53.731]  But now!
[00:03:24.988 --> 00:03:33.875]  This is definitely the anthem of InfoWars.
[00:03:33.875 --> 00:03:45.344]  And it's the anthem of all those that are trailblazers and mavericks and stand up against the lying, globalist New World Order.
[00:03:45.344 --> 00:03:47.666]  They're going to try to gaslight us.
[00:03:47.666 --> 00:03:48.686]  They're going to try to enslave us.
[00:03:48.686 --> 00:03:50.308]  They're going to try to break us.
[00:03:51.570 --> 00:03:56.971]  But it's through that process that we will discover who we really are and overcome.
[00:03:56.971 --> 00:04:01.532]  We've got an incredible broadcast, huge guest, massive show today.
[00:04:01.532 --> 00:04:10.034]  And remember, they don't want you tuning into this show and they really don't want you sharing the links or telling folks about the local stations.
[00:04:10.034 --> 00:04:12.414]  We are going to crush the New World Order if you take action.
[00:04:12.414 --> 00:04:15.155]  You are taking action and the numbers are coming in everywhere.
[00:04:15.155 --> 00:04:19.416]  Globalist policies are hated and reviled on a planetary scale.
[00:04:19.416 --> 00:04:20.416]  It's all coming up today.
[00:04:21.476 --> 00:04:34.968]  We'll go to break, some stations join us, and I will plow into all the news on the war, and the economy, and the borders, and the New World Order, you will eat the bugs agenda, and just so much more today.
[00:04:34.968 --> 00:04:45.698]  Kanye West says he's buying parlor, the race towards a free internet is on, it's the new gold rush, and we are again just blessed to be right at the center of what I call Operation 1776.
[00:04:48.427 --> 00:04:51.568]  We are the black sheeps, but we will win the day.
[00:04:51.568 --> 00:04:53.548]  The children are counting on us.
[00:04:53.548 --> 00:04:54.888]  Get ready and start your engines.
[00:04:54.888 --> 00:05:01.049]  We'll be right back.
[00:05:01.049 --> 00:05:03.870]  I don't promote things unless they really work.
[00:05:03.870 --> 00:05:10.091]  When it comes to politics or culture, economics, we are always the cutting edge, tip of the spear.
[00:05:10.091 --> 00:05:14.092]  And when we talk about the products in FullerStore.com, they all blow you away.
[00:05:14.821 --> 00:05:16.042]  We're good to go.
[00:05:34.036 --> 00:05:46.308]  So X3, despite the fact it was run on iodine, is still on sale at 50% off right now at InfoWarStore.com, and it funds the Info War, which is a 360 win.
[00:05:46.308 --> 00:05:52.855]  If you've not experienced the power of iodine, it takes two weeks to kick in on average, you've got to go to InfoWarStore.com and get X3 50% off.
[00:05:52.855 --> 00:05:53.575]  X3 50% off, InfoWarStore.com.
[00:06:04.472 --> 00:06:08.499]  The answer to 1984 is 1776.
[00:06:08.499 --> 00:06:16.391]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:06:25.472 --> 00:06:33.996]  Well, let's kick off this Monday, October 17th, Global Transmission with the Gaslighter-in-Chief.
[00:06:33.996 --> 00:06:36.097]  He said this, of course, over the weekend.
[00:06:36.097 --> 00:06:37.918]  It's gone viral.
[00:06:37.918 --> 00:06:39.139]  Well, don't hear it from me.
[00:06:39.139 --> 00:06:45.262]  Just hear it directly from the puppet-in-chief, the third administration of Barack Hussein Obama, Joe Biden.
[00:06:54.312 --> 00:06:56.816]  I'm not concerned about the $3,000.
[00:06:56.816 --> 00:07:00.161]  I'm concerned about the rest of the world.
[00:07:00.161 --> 00:07:01.583]  That make sense?
[00:07:01.583 --> 00:07:01.903]  Yes.
[00:07:01.903 --> 00:07:04.487]  Our economy is telling itself.
[00:07:07.652 --> 00:07:10.815]  Our economy is strong as hell.
[00:07:35.578 --> 00:07:37.621]  Because inflation's worldwide.
[00:07:37.621 --> 00:07:43.750]  It'd be like saying if there was a deadly plague going across the planet, killing billions, and it was killing a bunch of people here.
[00:07:43.750 --> 00:07:47.576]  Well, it's okay, because it's killing them too.
[00:07:47.576 --> 00:07:50.741]  I'm not concerned about America, I'm concerned about the rest of the world, he said.
[00:07:52.185 --> 00:07:57.389]  You know, you don't normally have inflation even on a regional basis, much less a worldwide basis.
[00:07:57.389 --> 00:07:59.030]  In fact, it's never happened.
[00:07:59.030 --> 00:08:04.294]  But we have global government now coordinating all of this, the big corporations and central banks.
[00:08:04.294 --> 00:08:20.027]  So we do have global inflation because we have the same global monetary policy until recently, where even China and Russia and India were coordinating with the European Central Bank, with the private Federal Reserve and other globalist groups like the IMF and World Bank.
[00:08:21.391 --> 00:08:27.854]  But the only bigger gaslighting than the gaslighter-in-chief, Joe Biden, is Daryl Brooks.
[00:08:27.854 --> 00:08:29.094]  And I just gotta play this again.
[00:08:29.094 --> 00:08:30.875]  It happened on Friday.
[00:08:30.875 --> 00:08:37.538]  Here he is, while a witness is on the stand that saw him running over people, and he says, who's Daryl Brooks?
[00:08:37.538 --> 00:08:38.358]  He says, it's you.
[00:08:38.358 --> 00:08:40.519]  And he says, I'm not Daryl Brooks.
[00:08:40.519 --> 00:08:42.680]  I don't identify as that.
[00:08:42.680 --> 00:08:45.701]  Now, you can laugh at that, but that's the same level
[00:08:47.751 --> 00:08:51.294]  That the globalists engage in when they say two men can have a baby.
[00:08:51.294 --> 00:08:53.916]  Or two women in a federal prison had a baby.
[00:08:53.916 --> 00:08:55.738]  No, a man and a woman had a baby.
[00:08:55.738 --> 00:08:58.940]  But we sit here and we listen to the programming.
[00:08:58.940 --> 00:09:06.186]  So if you laugh at Daryl Brooks, or cry after what he did, we should be laughing and crying over what the globalists are doing.
[00:09:06.186 --> 00:09:07.627]  It's on a much wider scale.
[00:09:07.627 --> 00:09:09.189]  Here he is.
[00:09:09.189 --> 00:09:15.534]  I heard a horn beeping, and then a Ford Escape came through the parade route.
[00:09:16.722 --> 00:09:20.264]  And you drove past me and wouldn't stop.
[00:09:20.264 --> 00:09:23.927]  And you continued driving into the parade route.
[00:09:23.927 --> 00:09:25.448]  Who is you?
[00:09:25.448 --> 00:09:29.110]  Uh, Daryl Brooks, the defendant, seated at the table.
[00:09:29.110 --> 00:09:38.015]  Um, let the record reflect that I do not identify by that name, nor do I know anybody by that name.
[00:09:38.015 --> 00:09:39.856]  There you go.
[00:09:39.856 --> 00:09:43.719]  That man should be the President of the United States with a BS level that high.
[00:09:45.250 --> 00:09:53.817]  But that's all criminals of every type at every level have is total and complete absolute gaslighting.
[00:09:53.817 --> 00:10:09.709]  It's like the FBI's claim the last year and a half since Biden got in that the number one crime in America is white supremacy and the number one threat is white supremacy and that whites are killing people at the highest rate when it comes to hate crimes.
[00:10:09.709 --> 00:10:13.992]  Now how they did that as soon as Biden got in is they stopped
[00:10:16.445 --> 00:10:19.667]  Only counting an actual hate crime where a white supremacist kills somebody.
[00:10:19.667 --> 00:10:25.990]  And it just happened a few months ago at a black patronized grocery store in New York.
[00:10:25.990 --> 00:10:26.731]  In Buffalo.
[00:10:26.731 --> 00:10:27.251]  Or outside there.
[00:10:28.376 --> 00:10:29.277]  That really happens.
[00:10:29.277 --> 00:10:31.158]  It's still rare, but it's terrible.
[00:10:31.158 --> 00:10:38.384]  But they count every crime a white person commits as violent, whether it's against black or white, doesn't matter, as a hate crime.
[00:10:38.384 --> 00:10:39.345]  That's how they do that.
[00:10:39.345 --> 00:10:40.786]  In fact, I meant to cover this last week.
[00:10:40.786 --> 00:10:42.408]  My producer really pushed me hard to cover it.
[00:10:42.408 --> 00:10:43.268]  I should have.
[00:10:43.268 --> 00:10:45.450]  Scott, reprint me the articles.
[00:10:45.450 --> 00:10:47.952]  Remember what the FBI did last week?
[00:10:47.952 --> 00:10:53.697]  They said crime has gone down in the last year and a half by 2%.
[00:10:56.408 --> 00:10:59.369]  Of course, crime on average is up about 50% around the country.
[00:10:59.369 --> 00:11:01.629]  Some areas it's up four-fold, some of the blue cities.
[00:11:01.629 --> 00:11:02.529]  Everybody knows that.
[00:11:02.529 --> 00:11:06.850]  There's a crime wave after defunding the police and the rest of it.
