[00:00.000 --> 00:29.700]  There is a war. It's happening now. It will decide the fate of humanity.
[00:29.700 --> 00:36.700]  The time to choose sides has come. We are the resistance. We are the Info War.
[00:36.700 --> 00:48.700]  They actually heard the aliens are already here. They've been hiding in this country for hundreds of years.
[00:48.700 --> 00:54.700]  It's a fact. They're shapeshifters. They look like regular people, but they're aliens. Look, there's one right there.
[00:54.700 --> 01:00.700]  What? I am not an alien.
[01:00.700 --> 01:04.700]  Yes, she is. And so is the woman next to her right there.
[01:04.700 --> 01:08.700]  Oh, okay. No.
[01:08.700 --> 01:11.700]  Sir, where are you getting this information?
[01:11.700 --> 01:13.700]  From a very reputable source.
[01:13.700 --> 01:15.700]  What? The FBI? The CIA?
[01:15.700 --> 01:19.700]  Info Wars. It's a radio show hosted by Alex Jones.
[01:19.700 --> 01:26.700]  You know he's legit because he's always taking off his shirt, okay?
[01:26.700 --> 01:32.700]  I had an epiphany today this morning when I watched this. You know, it's funny.
[01:32.700 --> 01:39.700]  Nobody called me last night or even texted me or emailed me about it because almost no one compared to the Internet viewers watches SNL.
[01:39.700 --> 01:43.700]  And most people that do watch it on TV are so elderly they don't use the Internet or text messaging.
[01:43.700 --> 01:52.700]  That's a fact. Just to show how dinosaur it is. But this morning I got about 50 phone calls, text messages, and emails.
[01:52.700 --> 01:54.700]  It's probably more than 50.
[01:54.700 --> 01:59.700]  6.30 in the morning, everybody's calling, sending me the video.
[01:59.700 --> 02:05.700]  And that there just shows you how the big audience is on the Internet and the response of people on the Internet.
[02:05.700 --> 02:12.700]  I mean, we get data from all this, but you'd think being on primetime TV on NBC, and it's still got big viewers compared to a lot of mainstream media,
[02:12.700 --> 02:13.700]  it's still a big show.
[02:13.700 --> 02:17.700]  Alec Baldwin's a big star. I like Alec Baldwin. I like Alec Baldwin movies.
[02:17.700 --> 02:23.700]  I met some of his brothers that are listeners that they've been on the show, but he is a guy for hire.
[02:23.700 --> 02:27.700]  He's a gunman, a gunslinger of disinformation.
[02:27.700 --> 02:31.700]  And so I don't normally cover when we get attacked on the media. Everybody knows that.
[02:31.700 --> 02:32.700]  I mean, it's all over the place.
[02:32.700 --> 02:36.700]  I covered it when it's very informative and when I call a Rosetta Stone.
[02:36.700 --> 02:45.700]  And of course they didn't know how to basically decipher a lot of ancient hieroglyphs and things, and they found the Rosetta Stone and taught him how to do it.
[02:45.700 --> 02:46.700]  Well, it's the same thing.
[02:46.700 --> 02:48.700]  It's like a skeleton key is what I call it.
[02:48.700 --> 02:52.700]  This five minute report is unbelievable.
[02:52.700 --> 02:54.700]  The deception at every level.
[02:54.700 --> 02:58.700]  He keeps pointing at black women and saying, you're an alien because they're black.
[02:58.700 --> 03:02.700]  It's just the most base attempt to say, you know, that Donald Trump isn't like black people.
[03:02.700 --> 03:06.700]  And then he's a coward and hides behind people and that's the opposite of what he does.
[03:06.700 --> 03:09.700]  You may love Trump or hate him, but nobody says he's a coward.
[03:09.700 --> 03:15.700]  The guys that super thick skin, incredible worth ethic, the economy.
[03:15.700 --> 03:19.700]  In fact, I forgot to pull all this again, but they want us distracted off of this.
[03:19.700 --> 03:26.700]  Can you guys pull me or just last week's stack just best job numbers since 1984 new numbers coming in.
[03:26.700 --> 03:28.700]  Numbers came in two weeks ago showing the same thing, even better.
[03:28.700 --> 03:33.700]  298,000 new jobs, unprecedented.
[03:33.700 --> 03:35.700]  28,000 new jobs just the last week.
[03:35.700 --> 03:39.700]  I mean, it goes on and on.
[03:39.700 --> 03:48.700]  Hundreds of big companies announcing they're coming to the U.S. from Mitsubishi to Samsung to SoftBank.
[03:48.700 --> 03:51.700]  ExxonMobil is now going to not build their new refineries in Mexico.
[03:51.700 --> 03:52.700]  They're going to build them in Texas.
[03:52.700 --> 03:56.700]  The average job, 45,000 of them, $100,000 apiece.
[03:56.700 --> 03:57.700]  It goes on and on.
[03:57.700 --> 04:00.700]  Hasbro is going to make their toys here again and Play-Doh.
[04:00.700 --> 04:02.700]  Do you know how big that is?
[04:02.700 --> 04:06.700]  China's announcing it's going to move factories to Ohio.
[04:06.700 --> 04:14.700]  Because if they make business climate-inducive, get ready for Boomtown, USA, baby.
[04:14.700 --> 04:15.700]  And it's going to help everybody else.
[04:15.700 --> 04:17.700]  You lower wages here.
[04:17.700 --> 04:18.700]  It lowers them globally.
[04:18.700 --> 04:19.700]  You raise them here.
[04:19.700 --> 04:20.700]  It raises them.
[04:20.700 --> 04:22.700]  Remember old Ross Perot boy, wasn't he?
[04:22.700 --> 04:24.700]  It's a fact.
[04:24.700 --> 04:28.700]  So, the elites have been selling America off.
[04:28.700 --> 04:31.700]  Trump's going after them and so they put together this piece.
[04:31.700 --> 04:33.700]  But that's not what I'm going to cover first.
[04:33.700 --> 04:35.700]  But it's going to be a powerful breakdown.
[04:35.700 --> 04:36.700]  I never do notes.
[04:36.700 --> 04:40.700]  This SNL thing is so important because it's so revealing and so deceptive.
[04:40.700 --> 04:41.700]  Look at this.
[04:41.700 --> 04:46.700]  I worked basically four hours today with Buckley and Daria on a breakdown we're going to do coming up.
[04:46.700 --> 04:48.700]  But I'm going to get into this sessions deal.
[04:48.700 --> 04:51.700]  It's an even crazier thing.
[04:51.700 --> 04:55.700]  I mean, I was watching CNN like an hour ago and they're like, it's the end of the world.
[04:55.700 --> 04:57.700]  No one's ever fired U.S. attorneys.
[04:57.700 --> 04:59.700]  This is it.
[04:59.700 --> 05:01.700]  Today we call it bone broth.
[05:01.700 --> 05:08.700]  And for thousands of years, our ancestors enjoyed its benefits before it became a loss to our modern diets, a processed junk.
[05:08.700 --> 05:11.700]  We are now introducing Caveman by M4slide.com.
[05:11.700 --> 05:20.700]  The ultimate and true paleo nutrition with bone broth, turmeric root, chaga mushroom and seven total primal superfoods in a single great tasting formula.
[05:20.700 --> 05:21.700]  Caveman.
[05:21.700 --> 05:26.700]  It's those people living in the wilds having to actually build civilization that are our superior ancestors.
[05:26.700 --> 05:29.700]  And we need to do everything we can to recapture that.
[05:29.700 --> 05:32.700]  Everyone knew that you used all the parts of the animal.
[05:32.700 --> 05:37.700]  You used the meat for sustenance, the fat for cooking, but you used the bones for strength.
[05:37.700 --> 05:42.700]  From the outside structure full of minerals and Kiko factors to the marrow that produces the blood for the body.
[05:42.700 --> 05:45.700]  This is the engine of the life essence.
[05:45.700 --> 05:52.700]  I'm a long way from the Caveman my ancestors were, but I'm sure as hell trying to get back to that essence that made us what we were.
[05:52.700 --> 05:53.700]  And this is a big part of it.
[05:53.700 --> 05:58.700]  I know you're going to want to check out Caveman ultimate paleo formula for yourself in M4slide.com today.
[06:04.700 --> 06:06.700]  In the councils of government.
[06:06.700 --> 06:11.700]  In the councils of government, we must guard against the acquisition of unwarranted influence,
[06:11.700 --> 06:16.700]  whether sought or unsought, by the military industrial commemoration.
[06:16.700 --> 06:22.700]  In Dallas, Texas, three shots were fired at President Kennedy's motorcade in downtown Dallas.
[06:22.700 --> 06:28.700]  The first report to say that President Kennedy has been seriously wounded by the shooting.
[06:28.700 --> 06:30.700]  It is a big idea.
[06:30.700 --> 06:32.700]  A new order.
[06:32.700 --> 06:38.700]  It was almost as if there were a plan in place.
[06:38.700 --> 06:40.700]  It's just pancakes.
[06:42.700 --> 06:46.700]  Either you were with us, or you were with the terrorists.
[06:46.700 --> 06:51.700]  I also believe a lot of God always used to breathe in.
[06:51.700 --> 06:55.700]  AK-47's are the walking hands of soldiers, not the hands of criminals.
[06:58.700 --> 07:01.700]  I'm done globing, and no one will be able to be on it.
[07:01.700 --> 07:02.700]  We didn't take all the others.
[07:02.700 --> 07:06.700]  For many of the police and guards, it is an uncompromising act.
[07:06.700 --> 07:09.700]  I'm done globing, and no one will be able to be on it.
[07:09.700 --> 07:10.700]  We didn't take all the others.
[07:10.700 --> 07:18.700]  For many of the police and guards, it is an uncomfortable job to do this in America.
[07:18.700 --> 07:20.700]  This is global governance at last.
[07:20.700 --> 07:21.700]  Is it one world?
[07:21.700 --> 07:22.700]  The central bank is in charge.
[07:22.700 --> 07:26.700]  Aren't we all just living and dying for what the central banks do?
[07:26.700 --> 07:29.700]  1776 will commence again.
[07:29.700 --> 07:32.700]  If you're proud to take our firearms, do you understand?
[07:32.700 --> 07:37.700]  Live from the Infowars.com studios, it's Alex Jones.
[07:37.700 --> 07:44.700]  It's already March 12, 2017 on the Sunday edition.
[07:44.700 --> 07:47.700]  We're going to be here for the next two hours, and of course, Lord willing,
[07:47.700 --> 07:51.700]  I'll be back tomorrow at 11 a.m. to 3 p.m. central with the weekday transmission.
[07:54.700 --> 07:59.700]  Saturday Night Live did an attack piece on the president last night and on myself.
[07:59.700 --> 08:02.700]  The ratings have been down for years.
[08:02.700 --> 08:06.700]  Most mainstream media, of course, is in the tank, but I've actually got the Nielsen ratings here.
[08:06.700 --> 08:10.700]  It's that first five minutes of the show that most people tune into.
[08:10.700 --> 08:12.700]  It's some of the most watched TV out there.
[08:12.700 --> 08:14.700]  The rest of the show trails off to very low ratings.
[08:14.700 --> 08:17.700]  A few million people are watching by the end.
[08:17.700 --> 08:23.700]  In fact, most of the people I know that are patriots actually tune into that or watch it online the next day
[08:23.700 --> 08:28.700]  to see what is done just to witness the deception and the lies against President Trump
[08:28.700 --> 08:31.700]  and people that actually want to have a sovereign prosperous country.
[08:31.700 --> 08:38.700]  But Alec Baldwin, as a straw man, attacked yours truly, and it's a truly sickening.
[08:38.700 --> 08:43.700]  The piece says that I believe black people aren't humans and are aliens,
[08:43.700 --> 08:45.700]  and so I'm a racist and Donald Trump's a racist.
[08:45.700 --> 08:49.700]  I mean, how do you even respond to crap like that?
[08:49.700 --> 08:52.700]  But it shows the new fake news level.
[08:52.700 --> 08:55.700]  One of the biggest Jewish newspapers in the United States, The Forward,
[08:55.700 --> 08:59.700]  had a headline last week that I basically admire Hitler,
[08:59.700 --> 09:02.700]  and then it was a quote from Der Spiegel saying,
[09:02.700 --> 09:07.700]  Jones admires Donald Trump like he admires Hitler.
[09:07.700 --> 09:11.700]  I don't admire Hitler or like someone would admire the Fuhrer.
[09:11.700 --> 09:14.700]  This is total desperation by these people.
[09:14.700 --> 09:16.700]  Folks say, well, why even respond?
[09:16.700 --> 09:18.700]  We have to continue to discredit them.
[09:18.700 --> 09:20.700]  We have to continue to show they are the enemy media.
[09:20.700 --> 09:25.700]  They are the enemy of free people, the enemy of America, the enemy of racial and cultural unity.
[09:25.700 --> 09:27.700]  All they do is stir up trouble.
[09:27.700 --> 09:31.700]  It's unbelievable.
[09:31.700 --> 09:33.700]  But here's the good news, SNL.
[09:33.700 --> 09:37.700]  We get the last laugh because this Sunday show, I've been doing it for 10 years,
[09:37.700 --> 09:40.700]  knowing that stations will want to taste the show to pick it up during the weekdays.
[09:40.700 --> 09:42.700]  It's been incredible.
[09:42.700 --> 09:45.700]  So we've gone from 100 and something affiliates to almost 260.
[09:45.700 --> 09:47.700]  A lot of it thinks it's the Sunday show to give people a taste,
[09:47.700 --> 09:51.700]  but this show still probably has 67% of the audience of the weekday show.
[09:51.700 --> 09:58.700]  Conservatively, 2 million people listen over the few hours and a few million more on other stations that are broadcast.
[09:58.700 --> 10:02.700]  And then millions more end up watching the different derivatives in the Facebooks and the YouTubes.
[10:02.700 --> 10:04.700]  I mean, let's just say 5, 6 million people watch it.
[10:04.700 --> 10:06.700]  This is one of our smaller shows.
[10:06.700 --> 10:08.700]  Well, that rivals SNL.
[10:08.700 --> 10:13.700]  So you keep acting like in your alternative universe that people aren't here countering you,
[10:13.700 --> 10:18.700]  that I'm not here playing Martin Luther King quotes and protesting the KKK for 20 years
[10:18.700 --> 10:20.700]  and having them threaten to kill me and it's been in the newspaper.
[10:20.700 --> 10:26.700]  And then just make your crap up because you may fool some of the people.
[10:26.700 --> 10:29.700]  Some of the time, as they say, you're not going to fool everybody all the time.
[10:29.700 --> 10:31.700]  Fool me once, shame on you.
[10:31.700 --> 10:33.700]  Fool me twice, shame on me.
[10:33.700 --> 10:39.700]  And the thinking people of every color, because we're all one race, we all got red blood.
[10:39.700 --> 10:41.700]  We live in one country.
[10:41.700 --> 10:42.700]  We live on one planet.
[10:42.700 --> 10:45.700]  We don't live here in the US and we want freedom.
[10:45.700 --> 10:51.700]  And so you keep dumbing it down, you just keep doing it because SNL has got a lot of viewers.
[10:51.700 --> 10:53.700]  It's still some of the old media that's got popularity.
[10:53.700 --> 10:55.700]  So thank you for the big rush of traffic we've got.
[10:55.700 --> 10:57.700]  We can see the traffic today.
[10:57.700 --> 10:58.700]  Back right now, we've got what we usually have.
[10:58.700 --> 11:03.700]  I was looking earlier on a weekday show just on the streams and things.
[11:03.700 --> 11:06.700]  Maybe a million extra folks tuning in.
[11:06.700 --> 11:07.700]  Thank you.
[11:07.700 --> 11:12.700]  Because now they're going to hear what we actually stand for and what we want to do for this country
[11:12.700 --> 11:16.700]  and the direction that we're promoting, which is completely transparent.
[11:16.700 --> 11:20.700]  I'm going to get into this because it's not just because they attacked Trump for myself.
[11:20.700 --> 11:28.700]  If you understand how they did this five minute hit piece, you could teach a college course on understanding propaganda and disinformation lies.
[11:28.700 --> 11:31.700]  This is high tech BS.
[11:31.700 --> 11:33.700]  Every 10 seconds is a lie.
[11:33.700 --> 11:35.700]  So we're going to start it and stop it.
[11:35.700 --> 11:40.700]  I came in today and shot a special report that Buckley's in there editing right now putting documentation and things in.
[11:40.700 --> 11:43.700]  I mean, here's an example and then I'm going to get to it after the break.
[11:43.700 --> 11:50.700]  They have Trump hiding behind the military when the aliens arrive that have attacked the Earth in this SNL skit saying,
[11:50.700 --> 11:52.700]  I'm not the president, I'm not the president, I'm a coward.
[11:52.700 --> 11:59.700]  Trump, not even Kennedy, marched at the head of motorcades and he wasn't hated one tent as much as Trump.
[11:59.700 --> 12:04.700]  Nobody goes and spends their own money in an election like this.
[12:04.700 --> 12:11.700]  Nobody that I've seen in modern history has this much courage or this much success or this much victory and nobody.
[12:11.700 --> 12:21.700]  Since Andrew Jackson or George Washington has delivered on promises like Trump is with this incredible Providence and might as touch he's got.
[12:21.700 --> 12:23.700]  So he's a coward.
[12:23.700 --> 12:26.700]  See, everything they put in the piece is the opposite of reality.
[12:26.700 --> 12:27.700]  He's a racist.
[12:27.700 --> 12:29.700]  That's the opposite in double ACP awards.
[12:29.700 --> 12:33.700]  You name it for hiring record numbers of African Americans and promoting them into management.
[12:33.700 --> 12:43.700]  Same thing with women and gays given awards by major national organizations praised by the advocate.
[12:43.700 --> 12:46.700]  That's what we're actually dealing with.
[12:46.700 --> 12:49.700]  And so defending Trump isn't about defending Donald Trump.
[12:49.700 --> 12:50.700]  He's tough.
[12:50.700 --> 12:51.700]  He's got iron skin.
[12:51.700 --> 12:53.700]  It's about defending the truth.
[12:53.700 --> 12:55.700]  And let me get into that right now.
[12:55.700 --> 12:57.700]  But there's also plagiarism here.
[12:57.700 --> 13:06.700]  It hit me today watching this this piece twice that they take everything we say about them and then they just turn it around on us.
[13:06.700 --> 13:07.700]  And I'm always saying that.
[13:07.700 --> 13:09.700]  So you're like, what's the revelation?
[13:09.700 --> 13:21.700]  I realize now and of course they admit this that there's like six current TV shows that admit that they base the whole season and the characters off me.
[13:21.700 --> 13:23.700]  Now five of them are negative.
[13:23.700 --> 13:24.700]  One of them is positive.
[13:24.700 --> 13:29.700]  And Chris Carter, the new ex files said, no, this whole thing is about Alex Jones and how he's right.
[13:29.700 --> 13:30.700]  And he's a libertarian.
[13:30.700 --> 13:31.700]  He's not racist.
[13:31.700 --> 13:32.700]  He's a patriot.
[13:32.700 --> 13:36.700]  So both the star, the talk show host is Alex Jones and the materials out shows.
[13:36.700 --> 13:37.700]  And I went and watched it.
[13:37.700 --> 13:38.700]  I couldn't believe it.
[13:38.700 --> 13:43.700]  It was actually positive, accurate, in a fictional sense, incredible.
[13:43.700 --> 13:47.700]  They're putting a vaccine everybody to detonate it later to wipe out the population.
[13:47.700 --> 13:48.700]  I mean, wow, wow.
[13:48.700 --> 13:53.700]  And Chris Carter stood up to the plate and was nice about it, not homeland and all the other shows.
[13:53.700 --> 14:00.700]  They take me, they admit it's me, and then they had me say horrible racist crap, terrorist stuff.
[14:00.700 --> 14:01.700]  You name it.
[14:01.700 --> 14:02.700]  I mean, wow.
[14:02.700 --> 14:06.700]  And I don't want to make it about Alex Jones, but it is about Alex Jones, isn't it?
[14:06.700 --> 14:08.700]  Donald Trump's attack number one.
[14:08.700 --> 14:12.700]  And he's attacked 50 times what I am just in the U.S.
[14:12.700 --> 14:18.700]  And he's attacked all the world as well by special interest and elites.
[14:18.700 --> 14:27.700]  But then imagine the little second and I'm down here just being bombarded and people on the street that are weak minded to go like, look, that's the guy that hates black people.
[14:27.700 --> 14:32.700]  I mean, it is the craziest crap you've ever seen.
[14:32.700 --> 14:35.700]  It's amazing.
[14:35.700 --> 14:39.700]  Okay, so let's, let's go ahead and break down one giant line.
[14:39.700 --> 14:43.700]  I'm going to come back again to the whole S&L thing because it's so important.
[14:43.700 --> 14:45.700]  Look at this.
[14:45.700 --> 14:49.700]  Now I was, I've been on the air since 1995.
[14:49.700 --> 15:03.700]  And I have seen one, two, three, four administrations now fire U.S. attorneys, but there's one exception.
[15:03.700 --> 15:06.700]  I went and pulled the numbers on this and my memory was right.
[15:06.700 --> 15:09.700]  I said, I think Clinton fired 90 plus of the hundred.
[15:09.700 --> 15:16.700]  Sure enough, 93. Bill Clinton in his first week fired 93 U.S. attorneys.
[15:16.700 --> 15:20.700]  I looked up the other presidents, they fired 60 and 80.
[15:20.700 --> 15:25.700]  The only difference is Trump fired, what is it, 46?
[15:25.700 --> 15:33.700]  But what's crazy is he gave them a chance to be loyal and to execute his orders and the Constitution.
[15:33.700 --> 15:40.700]  But he didn't. So he fired them and then the media is all over the place saying unprecedented.
[15:40.700 --> 15:46.700]  Outrage, unprecedented, fires U.S. attorneys, never before done.
[15:46.700 --> 15:59.700]  Thinking you're stupid and don't have all the original articles and the letter from Janet Reno that I've got firing 93 of them.
[15:59.700 --> 16:04.700]  The reason infowars life has five star ratings on major third party sites is because I want products I'm going to use for my family.
[16:04.700 --> 16:11.700]  I take this, my family takes this, and then it funds the operation with the most hardcore, truthful information you're going to find anywhere.
[16:11.700 --> 16:15.700]  So what you find in our news is the same thing you find in our products at infowarslife.com.
[16:15.700 --> 16:21.700]  If I ever forget to take them, like I'm having noticeable difference. I don't feel good.
[16:21.700 --> 16:25.700]  The nascent iodine is one of the ones that was life changing for me.
[16:25.700 --> 16:33.700]  Yeah, I've actually have just run out of my superfemale. I had a few bottles at my house and I've been taking it again, hitting the gym once again.
[16:33.700 --> 16:40.700]  Very exciting, feeling great, looking good. And I know my hair is luxurious once again.
[16:40.700 --> 16:43.700]  So obviously the superfemale is amazing. I love it.
[16:43.700 --> 16:53.700]  Nascent iodine is essential. Survival Shield X2. If there's one product that I would say is life changing that I would suggest it's nascent iodine Survival Shield X2.
[16:53.700 --> 16:58.700]  It's a five star rating. It's a win-win, infowarslife.com.
[16:58.700 --> 17:03.700]  Not a group you develop living defense for us. It took you over a year to do it. Why is this so good?
[17:03.700 --> 17:08.700]  Because people are actually waking up to the problem that pretty much scares me the most.
[17:08.700 --> 17:13.700]  I mean, I try to make sure that I don't put toxins from food and water and beverages in my system.
[17:13.700 --> 17:21.700]  But right now we're dealing with massive parasites, which is anything that's harmful to your body that lives off a host mechanism.
[17:21.700 --> 17:27.700]  Right now with all the refugees spreading disease around, we have biological warfare going on everywhere.
[17:27.700 --> 17:29.700]  These are all parasites.
[17:29.700 --> 17:31.700]  Tell us about all the stuff that's in it. There's so many things that are in it.
[17:31.700 --> 17:36.700]  You have the neem in there. You have the organic clove bud, the organic wormwood.
[17:36.700 --> 17:39.700]  I recommend doing a parasite cleanse at least twice a year.
[17:39.700 --> 17:42.700]  All right. Well, I'm glad we've got some back in because I'm going back on it today.
[17:42.700 --> 17:45.700]  It just came back in yesterday. Living defense, infowarslife.com.
[17:45.700 --> 17:52.700]  And folks, you can't lose. It's full of stuff that's great for your body, period. And you support the broadcast, infowarslife.com.
[17:52.700 --> 17:54.700]  Thank you, Dr. Group, from the Global Healing Center.
[17:54.700 --> 18:16.700]  Thank you so much for all your work, sir, on this great product.
[18:25.700 --> 18:29.700]  If you're dealing with a health challenge or if you're healthy and want to maintain your vigor and longevity,
[18:29.700 --> 18:34.700]  and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives
[18:34.700 --> 18:42.700]  to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats, and amino acids it needs to do its healing work,
[18:42.700 --> 18:45.700]  you need to check out infowarsteam.com.
[18:45.700 --> 18:50.700]  Give your body the gift of good nutrition. Head over to infowarsteam.com.
[18:50.700 --> 18:52.700]  Your body will be very grateful.
[18:52.700 --> 18:57.700]  Follow the web at infowarsteam.com. That's infowarsteam.com.
[19:22.700 --> 19:26.700]  People living in the wilds having to actually build civilization that are our superior ancestors,
[19:26.700 --> 19:29.700]  and we need to do everything we can to recapture them.
[19:29.700 --> 19:32.700]  Everyone knew that you used all the parts of the animal.
[19:32.700 --> 19:37.700]  You used the meat for sustenance, the fat for cooking, but you used the bones for strength
[19:37.700 --> 19:42.700]  from the outside structure full of minerals and key cofactors to the marrow that produces the blood for the body.
[19:42.700 --> 19:45.700]  This is the engine of the life essence.
[19:45.700 --> 19:52.700]  I'm a long way from the caveman my ancestors were, but I'm sure as hell trying to get back to that essence that made us what we were,
