[00:00:05.683 --> 00:00:06.983]  Big Brother.
[00:00:06.983 --> 00:00:08.764]  Mainstream media.
[00:00:08.764 --> 00:00:10.504]  Government cover-ups.
[00:00:10.504 --> 00:00:12.105]  You want answers?
[00:00:12.105 --> 00:00:13.505]  Well, so does he.
[00:00:13.505 --> 00:00:17.847]  He's Alex Jones on the GCN Radio Network.
[00:00:17.847 --> 00:00:24.609]  And now, live from Austin, Texas, Alex Jones.
[00:00:24.609 --> 00:00:31.191]  Alright, my friends, we're already into the third and final hour of this global transmission against tyranny.
[00:00:32.618 --> 00:00:41.270]  And in the last hour, we had Hutton Gibson, expert on the New World Order, and of course, Father Mel Gibson on, talking about the different key issues.
[00:00:42.054 --> 00:01:06.670]  In this hour, we're joined by Andres von Bulow, and he was the Federal Minister of Defense, or the equivalent of our Secretary of Defense, been in the German government since the 70s, and up until just a few years ago, he was also the Minister of Technology, and he's written a book that, according to Reuters, is the bestseller in Germany, that translates into 9-11 and the CIA.
[00:01:09.065 --> 00:01:22.295]  And he's not the only German minister that has said that we're looking at world fascism here, and powerful military-industrial complex institutions engineering terror attacks to scare us into submission.
[00:01:22.295 --> 00:01:34.584]  And Andre von Bülow, or Andres von Bülow, we are so honored to have someone of your stature and obvious intelligence and your courage on this show.
[00:01:34.584 --> 00:01:36.245]  Thank you for joining us.
[00:01:36.245 --> 00:01:37.907]  Hello, this is Ambassador Bülow speaking.
[00:01:40.096 --> 00:01:49.560]  We're going to break here in a few minutes and come back in a longer segment, but for those that just joined us, tell us a little bit more about yourself and then your book, please.
[00:01:49.560 --> 00:01:57.623]  Well, I have been 25 years in politics, now I am out.
[00:01:57.623 --> 00:02:06.006]  In the end, I was Minister of Technology before I was Secretary for Defense.
[00:02:06.006 --> 00:02:07.887]  Then I had to deal in
[00:02:09.460 --> 00:02:17.468]  In a commission about the East-West transactions about the secret service of East Germany.
[00:02:17.468 --> 00:02:21.651]  And this was a very interesting inside story.
[00:02:23.213 --> 00:02:39.186]  Because on the Western side, on doing deals between East and West, and violating the laws of economics in Germany, in the European community, and the United States,
[00:02:44.025 --> 00:02:52.576]  It was always two parts which were dealing between East and West and this brought me a lot of insight in the Secret Service business.
[00:02:52.576 --> 00:02:55.720]  In fact, I remember reading about the huge investigations you did.
[00:02:55.720 --> 00:02:58.764]  That was massive international headlines concerning Wisconsin.
[00:02:59.524 --> 00:03:03.427]  And how different governments have actually been working with these people.
[00:03:03.427 --> 00:03:06.549]  And if you'd like, you're welcome to get into that as well.
[00:03:06.549 --> 00:03:15.256]  Again, folks, the equivalent of the Secretary of Defense, Minister of Defense in Germany, and then, of course, Technology, the head of that.
[00:03:15.256 --> 00:03:18.638]  Just absolutely amazing.
[00:03:18.638 --> 00:03:24.723]  Your best-selling book, and I wish there was an English translation, because I would certainly buy one,
[00:03:25.610 --> 00:03:32.716]  My wife does read German, but please tell us about your book.
[00:03:32.716 --> 00:03:43.104]  Well, I was writing another book, and then 9-11 happened, and it was strange to me watching.
[00:03:43.104 --> 00:03:53.752]  Well, we all were horrified what was going on, and we said, well, it's impossible, and how can a crew of people manage to do such things?
