[00:00:05.818 --> 00:00:06.959]  I don't want to go home!
[00:00:06.959 --> 00:00:10.080]  I don't want to go home!
[00:00:10.080 --> 00:00:10.880]  What are you doing?
[00:00:10.880 --> 00:00:11.541]  What are you doing?
[00:00:11.541 --> 00:00:14.102]  You five are just looking at the people outside.
[00:00:14.102 --> 00:00:16.503]  Look at April 1st.
[00:00:16.503 --> 00:00:18.023]  Look at us going to work outside.
[00:00:18.023 --> 00:00:21.165]  We don't want to live.
[00:00:21.165 --> 00:00:23.706]  Look at yourself.
[00:00:25.908 --> 00:00:30.312]  Now to growing concerns about the deadly coronavirus officially hitting the U.S.
[00:00:30.312 --> 00:00:31.352]  Here's what we know.
[00:00:31.352 --> 00:00:35.856]  Chinese authorities are effectively putting a quarantine on an entire city.
[00:00:35.856 --> 00:00:39.559]  There is heightened concern all across the world, including here at the U.S.
[00:00:39.559 --> 00:00:45.524]  Officials here in Wuhan have designated nine hospitals as treatment centers, including this one right behind me.
[00:00:45.524 --> 00:00:47.125]  There is no vaccine.
[00:00:47.125 --> 00:00:54.931]  The virus is new, so no one knows exactly what it can do, and there's always potential for it to mutate.
[00:00:55.011 --> 00:00:58.853]  They are putting Wuhan, the city limits, under a lockdown.
[00:00:58.853 --> 00:01:03.375]  Wuhan in China now on lockdown as the country struggles with fear of a pandemic.
[00:01:03.375 --> 00:01:06.396]  Desperate measures to try and contain the deadly coronavirus.
[00:01:06.396 --> 00:01:10.118]  More than 11 million people who live in that city now kept from leaving.
[00:01:10.118 --> 00:01:14.460]  Further cases have also been confirmed in Thailand, Japan and South Korea.
[00:01:15.080 --> 00:01:18.705]  Outside of Asia, the virus has now reached the US too.
[00:01:18.705 --> 00:01:22.309]  Screenings are already happening at airports around the world.
[00:01:22.309 --> 00:01:26.634]  Heat sensors checking for a fever and medical workers on standby.
[00:01:26.634 --> 00:01:31.961]  When you arrive from the epicentre of the coronavirus outbreak, this is what awaits you.
[00:01:32.261 --> 00:01:40.604]  The city is now controlling people going in and out of the city, then also local tourist groups are being banned from leaving.
[00:01:40.604 --> 00:01:43.385]  The government does not want this infection to leave.
[00:01:43.385 --> 00:01:49.107]  Officials in California, Tennessee, and Texas now testing patients for possible infection.
[00:01:49.107 --> 00:01:54.629]  Checkpoints are everywhere, measuring the temperature of the few drivers still on the streets.
[00:01:54.629 --> 00:01:57.390]  This is a city in the grip of a deathly disease.
[00:01:57.950 --> 00:02:02.074]  A city of 11 million people with almost no one on the streets.
[00:02:02.074 --> 00:02:06.559]  Hospitals in the epicenter of the outbreak are overwhelmed with patients.
[00:02:06.559 --> 00:02:11.825]  But intervention from the top is likely not enough to stem the spread of the coronavirus.
[00:02:28.257 --> 00:02:40.824]  They've got giant chemical fumigators driving around pumping massive amounts of chemicals, really antiviral pesticides is what they are, into the air to try to kill the virus they believe is airborne.
[00:02:40.824 --> 00:02:51.991]  Brought to you by the Bill and Melinda Gates Foundation.
[00:02:51.991 --> 00:02:55.293]  Reminding you and your family to take all of your vaccines.
[00:03:05.842 --> 00:03:10.405]  Ladies and gentlemen, it is Tuesday, January 28th, 2020.
[00:03:10.405 --> 00:03:14.907]  I'm your host, Alex Jones.
[00:03:14.907 --> 00:03:21.711]  The coronavirus is now a global pandemic by the UN World Health Organization's own metric.
[00:03:21.711 --> 00:03:26.054]  They've not announced that yet, but it is spreading across the world.
[00:03:26.054 --> 00:03:31.417]  And we've confirmed Bill and Melinda Gates and their sub foundations do have a vaccine ready
[00:03:32.845 --> 00:03:43.469]  And are set to be global superstars that save us from this synthetic crisis.
[00:03:43.469 --> 00:03:46.930]  The whole thing has been pre-programmed and prepared.
[00:03:46.930 --> 00:03:49.611]  They're rolling out their operation now.
[00:03:49.611 --> 00:03:54.473]  Just a few days ago, they said it was a conspiracy theory that the patented virus they have is a vaccine.
[00:03:54.473 --> 00:03:58.554]  Now they're saying, oh no, they can roll it right into vaccine production next week.
[00:04:01.095 --> 00:04:06.238]  Scientists around the world are racing to develop a vaccine against the disease.
[00:04:06.238 --> 00:04:17.724]  Chinese researchers were able to quickly identify and share the genetic sequence of the new coronavirus, allowing scientific research teams to get to work right away.
[00:04:17.724 --> 00:04:26.388]  They hope to build on the data and research gathered during the 2003 outbreak of the Severe Acute Respiratory Syndrome, or SARS.
[00:04:26.388 --> 00:04:29.310]  The disease is also caused by a form of the coronavirus.
