[00:00:07.390 --> 00:00:11.333]  Waging war on corruption.
[00:00:11.333 --> 00:00:20.579]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:39.031 --> 00:00:43.593]  We are live, ladies and gentlemen, and broadcasting worldwide.
[00:00:43.593 --> 00:00:51.057]  Blasting out on the MNFM dial, global shortwave, and the internet, of course, at InfoWars.com.
[00:00:51.057 --> 00:00:53.679]  And we are on the road here.
[00:00:53.679 --> 00:00:59.942]  We will have open phones for much of the broadcast today, at least the entire second hour.
[00:00:59.942 --> 00:01:01.983]  I'm really committed to doing that.
[00:01:01.983 --> 00:01:03.744]  Aaron Dykes is going to be
[00:01:05.728 --> 00:01:08.569]  Popping in as well.
[00:01:08.569 --> 00:01:11.409]  It sounds like he's running the generator too.
[00:01:11.409 --> 00:01:16.791]  Or is that just the air conditioner?
[00:01:16.791 --> 00:01:21.572]  No, I don't think that's the air conditioner doing that big rumble now that they actually turned the music off.
[00:01:21.572 --> 00:01:23.693]  I think the generator just kicked in.
[00:01:23.693 --> 00:01:24.393]  Which is fine.
[00:01:24.393 --> 00:01:28.914]  I mean, they got an audio gate on the system and stuff, but the air conditioner wasn't making a rumble.
[00:01:30.169 --> 00:01:30.991]  That big earlier.
[00:01:30.991 --> 00:01:33.836]  I'm pretty sure the generator pumped on.
[00:01:33.836 --> 00:01:35.118]  Or he's pumping something out.
[00:01:35.118 --> 00:01:36.881]  Let's just not do that during broadcast.
[00:01:36.881 --> 00:01:37.863]  Let's do that at the end of the show.
[00:01:37.863 --> 00:01:38.163]  Thank you.
[00:01:40.071 --> 00:01:44.834]  Okay, well, as long as you're good on your end, I feel like I'm doing a radio broadcast from an airplane or something.
[00:01:44.834 --> 00:01:47.997]  This old 12-year-old bus we got, I love it.
[00:01:47.997 --> 00:01:51.139]  And it's like the space shuttle, it's got so many switches and things.
[00:01:51.139 --> 00:01:59.144]  I just noticed as soon as I went live, it's like a... Things started.
[00:01:59.144 --> 00:02:04.888]  And, uh... Is that just AC or what is that?
[00:02:04.888 --> 00:02:06.309]  I feel a groaning going on.
[00:02:06.309 --> 00:02:08.531]  Because it just got louder, huh?
[00:02:09.941 --> 00:02:13.244]  It doesn't matter, ladies and gentlemen, this is Real Radio.
[00:02:13.244 --> 00:02:15.306]  Real Radio broadcasting worldwide.
[00:02:15.306 --> 00:02:17.688]  We're also going out on Ustream right now.
[00:02:20.950 --> 00:02:24.171]  Well, I haven't plunged into the news yet, have I?
[00:02:24.171 --> 00:02:29.892]  But I will be doing that coming up here today.
[00:02:29.892 --> 00:02:32.492]  And boy, is there a lot of crazy news.
[00:02:32.492 --> 00:02:41.634]  I don't normally cover news of the weird unless it pertains to human behavior and is a window into the overall psychology of how the globalists are controlling us.
[00:02:41.634 --> 00:02:48.795]  Naked man killed by police near MacArthur Causeway was eating face-off victim.
[00:02:50.717 --> 00:02:54.719]  It was a scene as creepy as Hannibal Lecter, or Day of the Dead, I would add.
[00:02:54.719 --> 00:03:06.225]  One man was shot to death by Miami police, and another man is fighting for his life after he was attacked and his face allegedly half-eaten by a naked man on MacArthur Causeway.
[00:03:06.225 --> 00:03:08.266]  Off-ramp Saturday.
[00:03:08.266 --> 00:03:10.788]  Well, you know the answer to this is ban teeth!
