[00:00.000 --> 00:19.000]  Infowars, tomorrow's news, today.
[00:31.000 --> 00:42.000]  The chief medical officer would be identifying the persons who are already vaccinated so that we can get them on the ship.
[00:42.000 --> 00:48.000]  You see there's a ship in the harbor. Two of them there now. Good.
[00:48.000 --> 01:08.000]  And we, the ships don't have enough personnel at the moment to keep people on the ships.
[01:08.000 --> 01:15.000]  But they have enough personnel to transport persons to these destinations.
[01:15.000 --> 01:21.000]  But Simone Keezer Beach tells me that what she wants to do is to...
[01:21.000 --> 01:34.000]  The chief medical officer is that those who are vaccinated, she can get them going there on the vessel.
[01:34.000 --> 01:44.000]  On the ships, those who go to particular destinations, if they choose to, this is a voluntary business.
[01:44.000 --> 02:02.000]  And those who are not yet vaccinated but who would be vaccinated, you wouldn't want to send them immediately after vaccination.
[02:02.000 --> 02:13.000]  You wouldn't want to hold them, keep them for a day or two because some persons upon vaccination, you know, they develop an itch, a little looseness in the head.
[02:13.000 --> 02:19.000]  You know how that is. Some people, so you would like to keep them there so there's two days and so on.
[02:19.000 --> 02:24.000]  So there are some matters which have to be dealt with.
[02:24.000 --> 02:35.000]  And then the ships are doing, there are certain things we have to do with them.
[02:35.000 --> 02:40.000]  But the...
[02:40.000 --> 02:47.000]  All over the world, the IMF and World Bank are in control. Rothschilds are in command.
[02:47.000 --> 02:52.000]  And they were saying that we're going to put an experimental vaccine that changes your very DNA in your body.
[02:52.000 --> 02:59.000]  You're going to have to take the mass of death, sterilization, neurological disorders, and of course death.
[02:59.000 --> 03:06.000]  Or you won't be able to have a job, leave your house, get on a train, get on a bus, get on an airplane, go to a bar, go to a restaurant.
[03:06.000 --> 03:19.000]  And now, if you're on an island nation like St. Vincent that's had four eruptions in the volcano burning down part of the island, well, you're not allowed to leave until you had that shot.
[03:19.000 --> 03:23.000]  And as most of the Caribbean still shut down with a whole cupboard hoax, it's simply incredible.
[03:23.000 --> 03:28.000]  But everything's okay, folks, because look at this chilling photo of your TV viewer.
[03:28.000 --> 03:31.000]  It's on the puppet vice president's Twitter.
[03:31.000 --> 03:35.000]  Brighter days are ahead.
[03:35.000 --> 03:39.000]  The real president's not allowed on Twitter, but, you know, he didn't realize the threat of the full takeover.
[03:39.000 --> 03:41.000]  He's still thought he lived in America.
[03:41.000 --> 03:45.000]  But, oh, brighter days are ahead, meaning Joe Biden and the puppet will soon be gone.
[03:45.000 --> 03:48.000]  That's what I certainly get out of that.
[03:48.000 --> 03:50.000]  Okay, I've got to be calm.
[03:50.000 --> 03:51.000]  I've got to be a good boy.
