[00:00.000 --> 00:14.680]  Big Brother mainstream media government cover-ups you want answers well so does he he's Alex Jones
[00:14.680 --> 00:32.440]  on the GCN radio network and now live from Austin Texas Alex Jones it is Tuesday the 25th day of
[00:32.440 --> 00:42.360]  January 2011 gonna be live here for the next three hours and joining us on the broadcast as the
[00:42.360 --> 00:49.160]  host of the show decoded he'll be popping in later in the next hour reportedly Brad Meltzer
[00:49.160 --> 00:56.040]  and then we our interview got cut off short because we got or she got time zones messed up
[00:56.040 --> 01:01.880]  Phyllis Schlafly will be joining us the founder of the Eagle Forum coming up in the last 30 minutes
[01:01.880 --> 01:07.280]  the broadcast today to talk about the future of this country and are we really going to see change
[01:07.280 --> 01:13.040]  out of this Republican House of Representatives and what's gonna happen if they don't deliver on
[01:13.040 --> 01:19.280]  fully repealing Obamacare or what's gonna happen if they go along with Obama who Mr. Gibbs said
[01:19.280 --> 01:25.360]  yesterday at the White House briefing will be pushing gun grabbing victim disarmament tonight
[01:25.360 --> 01:30.080]  in the state of the Union so she'll be popping in with us in the last 30 minutes of the broadcast
[01:30.080 --> 01:37.200]  we're going to have open phones throughout the transmission today on any subject or any item
[01:37.200 --> 01:41.120]  you wish to discuss but I do want to open the phones up at least the first half of the broadcast
[01:41.120 --> 01:45.840]  to first-time callers only because I just talked to so many people who've tried to call in over
[01:45.840 --> 01:51.520]  the years who can never get involved any of the issues I'm about to cover you are welcome to call
[01:51.520 --> 01:58.000]  in about now we had a chilling phone call at the end of the broadcast yesterday from a man who had
[01:58.000 --> 02:04.320]  been in the military in the army and then in the National Guard assigned to the state guard
[02:04.320 --> 02:11.840]  in the northwest for martial law takeover drills and to set up checkpoints and run people's drivers
[02:11.840 --> 02:17.040]  license and license plate and then put them in the backs of army trucks now what was so chilling
[02:17.040 --> 02:24.320]  about the phone call is I have been to more than 15 I was trying to count it up in my mind last night
[02:24.320 --> 02:28.240]  instead of counting sheep going to bed at midnight I was trying to count how many urban warfare
[02:28.240 --> 02:33.120]  drills I've been to where they're openly training to put Americans in FEMA camps and now you know
[02:33.120 --> 02:41.280]  about the John Warner defense authorization act the 10 regional FEMA governors Rex 84 the emergency
[02:41.280 --> 02:48.400]  centers act the model states emergency powers act what was so chilling from hearing from him is
[02:48.400 --> 02:52.080]  that there's no way he could fake that and not be telling the truth because everything he was
[02:52.080 --> 02:57.440]  saying on air I've separately confirmed myself and reverse engineered from the public record and
[02:57.440 --> 03:04.160]  from attending these of these events some of which were unannounced I just got tips from inside
[03:04.160 --> 03:08.720]  police departments in the military and was able to jump on airplanes or get in the car
[03:09.360 --> 03:14.240]  and drive to cover those but just to hear it from a member of the military and how when they would
[03:14.240 --> 03:19.440]  ask questions about the role players saying I'm an American I'm your uncle I'm your dad I go to
[03:19.440 --> 03:23.600]  church with your wife and but they're still taken out of their car at the checkpoint and put in the
[03:23.600 --> 03:29.600]  army truck to hear that really brings it home how serious it is and how they were immediately
[03:30.160 --> 03:34.240]  kicking them out of the National Guard and the State Guard if they even ask questions
[03:35.440 --> 03:42.080]  the same thing is done obviously with the TSA and we've confirmed we first got reports of it from
[03:42.080 --> 03:46.880]  callers and then we confirmed and saw blurbs in the news that they call the TSA in and said you
[03:46.880 --> 03:51.200]  have a problem with the radiation from these scanners you have a problem sticking your hands
[03:51.200 --> 03:56.080]  down people's pants and if you have any problem I tell you thank you very much and about a week
[03:56.080 --> 04:01.200]  later you get your pink slip you're laid off this is how they're doing it this is how they're building
[04:01.200 --> 04:09.280]  an army of police military and TSA government not even police officers not even sworn officers
[04:09.840 --> 04:13.680]  goon squads who know nothing about the bill of rights and constitution they're just creating a
[04:13.680 --> 04:18.000]  new brown shirt brigade that really believes they're protecting us from terrorism and now
[04:18.000 --> 04:22.400]  rolling them out on the streets and we also have it in the clergy response teams and the infregard
[04:22.400 --> 04:26.800]  reports that have come out in the documents we've received that they are preparing for a total
[04:27.360 --> 04:33.920]  takeover and a hot form not a cold form of creeping tyranny and and and slow martial law
[04:33.920 --> 04:40.240]  but building up towards a hot martial law a mass roundup with the red list the blue list and the
[04:40.240 --> 04:45.280]  rest of it now we've got to get the word out about this speak out against it to say no to it
[04:45.280 --> 04:51.840]  because it's so brazenly tyrannical so illegal so unconstitutional so treasonous that if we stand up
[04:51.840 --> 04:55.440]  and aren't intimidated by this and speak out against it they won't get away with it but
[04:55.440 --> 05:00.400]  they're beta testing it right now we'll be right back with big news on the tsa inventory
[05:02.000 --> 05:08.080]  hundreds of nations have fallen to tyranny in the last century alone this is our last chance to not
[05:08.080 --> 05:13.280]  relive history as we're finishing off this agenda that we're pulling the rug from underneath the
[05:13.280 --> 05:18.960]  Americans at home i've turned a tremendous influence on our president in congress and they
[05:18.960 --> 05:25.680]  really are calling the shots i think it's incumbent upon all of us as american citizens to pay attention
[05:25.680 --> 05:31.440]  for the republic identifies the enemies of our nation the criminal offshore cartel held
[05:31.440 --> 05:36.560]  bent on destroying sovereignty and on its ashes constructing world government tim geithner
[05:36.560 --> 05:41.280]  Bernanke their arsonists they're asking for more matches and the congress is saying who do we make
[05:41.280 --> 05:47.120]  the check out to today seems like nobody does care and right now in washington dc we have seen
[05:47.760 --> 05:54.320]  a fall of the republic yet your copy of full of the republic on dvd at info wars dot com
[05:54.320 --> 06:01.520]  we're watching online right now in super high quality at prison planet dot tv hello friends this
[06:01.520 --> 06:06.640]  is alex jones you've heard me talk about calvin five star soaps for years this is an american
[06:06.640 --> 06:11.200]  made product of the highest quality and compares to nothing you will find in stores you can
[06:11.200 --> 06:16.320]  buy factory direct shipped via ups right to your door check them out on the web at five star soap
[06:16.320 --> 06:24.240]  dot com or call 800-340-7091 take my word for it once you've used pure soap you won't buy anything
[06:24.240 --> 06:29.920]  else since 1947 calvin soap company has been showing consumers that soap can be tough on dirt and
[06:29.920 --> 06:34.720]  gentle on the environment buy american and stay clean as well as support info wars visit five
[06:34.720 --> 06:42.400]  star soap dot com today or call 1-800-340-7091 well marty what do you have to say as founder and owner
[06:42.400 --> 06:53.760]  for over 63 years satisfaction is guaranteed on w dirtback call us at 1-800-340-7091
[06:53.760 --> 07:01.440]  for a free catalog or visit our website five star soap dot com thank you this is alex jones with
[07:01.440 --> 07:06.320]  five good reasons you should consider buying a solar power generator number one new climate
