[00:00:14.870 --> 00:00:19.734]  Rallying patriots worldwide in defense of human liberty.
[00:00:19.734 --> 00:00:29.922]  You're listening to the Alex Jones Show.
[00:00:29.922 --> 00:00:31.244]  Welcome to the Alex Jones Show.
[00:00:31.244 --> 00:00:32.485]  I'm David Knight, your host today.
[00:00:32.485 --> 00:00:35.207]  We're going to be joined in the second hour by Stefan Molyneux.
[00:00:35.207 --> 00:00:37.028]  We have a lot of news.
[00:00:37.028 --> 00:00:41.672]  We are going to be looking at whether or not the GOP really wants to get rid of Obamacare.
[00:00:41.672 --> 00:00:42.273]  Of course they don't.
[00:00:42.950 --> 00:00:45.471]  They never offered a plan to get rid of Obamacare.
[00:00:45.471 --> 00:00:45.972]  We know that.
[00:00:45.972 --> 00:00:53.756]  We know that they ran Mitt Romney, who had already enacted Obamacare as Romneycare in Massachusetts, along with Ted Kennedy.
[00:00:53.756 --> 00:01:00.320]  And now we have an interesting article talking about how they're considering holding off on repealing Obamacare taxes.
[00:01:00.320 --> 00:01:01.321]  This is from The Hill.
[00:01:01.321 --> 00:01:02.261]  So we're going to talk about that.
[00:01:02.261 --> 00:01:05.783]  We're also going to talk about the Obama transition team.
[00:01:05.783 --> 00:01:08.225]  You've heard a lot about the Trump transition team.
[00:01:08.225 --> 00:01:09.846]  Have you heard about the Obama transition team?
[00:01:10.666 --> 00:01:18.332]  We've never had a situation in this century where the president has remained in Washington after leaving office.
[00:01:18.332 --> 00:01:27.939]  They've always retired and gone back to their business in the 18th and 19th century, but in the 20th century we've only had Woodrow Wilson remain around Washington, but now
[00:01:28.817 --> 00:01:38.439]  We have Mr. Obama is going to remain in Washington and he is going to, he's already rented a 5.3 million dollar home.
[00:01:38.439 --> 00:01:47.900]  I talked to Dr. Randy Scott who went to Harvard and he talked about how Obama is going to be the president of the race movement.
[00:01:47.900 --> 00:01:48.940]  He's going to be a race leader.
[00:01:48.940 --> 00:01:50.081]  That's how he's going to present himself.
[00:01:50.081 --> 00:01:52.941]  But he's got a lot of other things that he's going to be doing as well.
[00:01:52.941 --> 00:01:57.742]  By the way, that interview with Dr. Randy Scott will air on Monday's Nightly News.
[00:01:59.059 --> 00:02:06.446]  But he's also preparing an entire shadow cabinet, kind of like they do in the UK, where they have people at every level.
[00:02:06.446 --> 00:02:12.112]  He's going to be going with Eric Holder to challenge the GOP legislatures on redistricting.
[00:02:12.734 --> 00:02:15.755]  Because that's something that they do at the legislative level.
[00:02:15.755 --> 00:02:19.596]  See, they can't achieve their objectives in the ballot box.
[00:02:19.596 --> 00:02:21.617]  So what they want to do is get activist judges.
[00:02:21.617 --> 00:02:22.917]  So we're going to talk about that.
[00:02:22.917 --> 00:02:28.299]  We also have a CIA analyst who goes off on the Bush fake weapons of mass destruction.
[00:02:28.299 --> 00:02:40.043]  We have some interesting revelations about the Facebook algorithm that's going to be used to determine who is fake and who isn't, according to them, and the way that they're going to censor your free speech on Facebook.
[00:02:41.061 --> 00:02:42.702]  If you're still there.
[00:02:42.702 --> 00:02:49.908]  And we have learned some interesting things about Snopes, the people that are going to be vetting all the news for Facebook.
[00:02:49.908 --> 00:02:58.155]  There's a nasty divorce filing that has now gone public and it has exposed some of the inner workings of Snopes that you will not believe.
[00:02:58.155 --> 00:03:02.659]  And we're also going to have in the next segment, we're going to talk about the Federal Reserve.
[00:03:02.659 --> 00:03:06.002]  We have the Christmas special that I did, it was three years ago.
[00:03:06.002 --> 00:03:09.424]  It was on the 100th anniversary of the Federal Reserve.
[00:03:10.638 --> 00:03:16.883]  And at the time we did a comparison because you know they created the Federal Reserve on Christmas vacation.
[00:03:16.883 --> 00:03:19.285]  That was the tactic that they used.
[00:03:19.285 --> 00:03:26.951]  They waited until most of the Congress had gone home for Christmas and then they rushed this thing through that had been prepared for them by J.P.
[00:03:26.951 --> 00:03:28.132]  Morgan and others.
[00:03:28.132 --> 00:03:37.339]  The beast from Jekyll Island as it's been called, I forget, G. Edward Griffin who wrote that book.
[00:03:37.339 --> 00:03:38.160]  But anyway, we have a
[00:03:39.300 --> 00:03:41.902]  A special video for you that we do at Christmas time.
[00:03:41.902 --> 00:03:42.883]  It's a wonderful lie.
[00:03:42.883 --> 00:03:45.045]  100 years of the Federal Reserve.
[00:03:45.045 --> 00:03:51.009]  Now it's been 103 years of the Federal Reserve and the lie just keeps going and going and going.
[00:03:51.009 --> 00:03:52.431]  We can't even audit them.
[00:03:52.431 --> 00:03:55.993]  I think it's one of the reasons why they're concerned about Donald Trump.
[00:03:55.993 --> 00:03:59.216]  Hopefully he will at least audit the Federal Reserve.
[00:03:59.216 --> 00:04:00.237]  I think that's the first step.
[00:04:00.237 --> 00:04:01.257]  It's a very important step.
[00:04:01.257 --> 00:04:02.879]  We need to understand what's going on there.
[00:04:02.879 --> 00:04:05.481]  We also have a clip I want to play after that of
[00:04:07.551 --> 00:04:15.476]  A questioning of the Federal Reserve's Inspector General a couple of years ago, but it's very telling to see the back and forth when they ask them.
[00:04:15.476 --> 00:04:18.598]  You know, there's like $9 trillion that was loaned out.
[00:04:18.598 --> 00:04:22.201]  We don't have any record of that to these banks during the bailout.
[00:04:22.201 --> 00:04:23.141]  What are you doing that?
