[00:00.000 --> 00:05.200]  More than 330 fires are still burning out of control this morning in California.
[00:05.200 --> 00:09.440]  Fires have burned more than 800 square miles and destroyed about 70 homes throughout the
[00:09.440 --> 00:11.760]  state in the past two weeks.
[00:11.760 --> 00:15.040]  Kirk Gaffel is a restaurant owner in Big Sur.
[00:15.040 --> 00:17.920]  Situation in Big Sur has been pretty tenuous.
[00:17.920 --> 00:23.720]  Everything from sheer kind of concern of immediate threat from the fire to just hanging
[00:23.720 --> 00:28.000]  in there day to day doing the best we can to prepare for the fire approaching.
[00:28.000 --> 00:31.840]  And President Bush is in Japan for the upcoming G8 summit.
[00:31.840 --> 00:35.760]  This German protestor says he feels the members should get the leaders of other countries
[00:35.760 --> 00:38.640]  involved in discussing international issues.
[00:38.640 --> 00:40.760]  Speak with other countries.
[00:40.760 --> 00:49.760]  Speak with all countries in the world and do it together, not only eight countries.
[00:49.760 --> 00:53.240]  This is IRN USA Radio News.
[00:53.240 --> 00:58.000]  Suriasis, the itching, flaking and irritation is painful, but the emotional suffering can
[00:58.000 --> 00:59.480]  be even more devastating.
[00:59.480 --> 01:03.040]  My body was so sore, my mind was so worn out, I could not sleep at night.
[01:03.040 --> 01:05.560]  I felt self-conscious, nobody knows what that plighting is.
[01:05.560 --> 01:08.040]  And people say, ew, it just made me feel like you're dirty.
[01:08.040 --> 01:09.600]  I don't know if people know when I have this, embarrassing.
[01:09.600 --> 01:12.480]  Of course I felt self-conscious, not very attractive to look at.
[01:12.480 --> 01:17.360]  The solution is new and improves SkinZinc Advanced, the number one OTC treatment for
[01:17.360 --> 01:18.360]  Suriasis.
[01:18.360 --> 01:20.360]  SkinZinc turned out to be the perfect answer.
[01:20.360 --> 01:25.120]  SkinZinc has changed my life the third day I saw that my Suriasis was disappearing.
[01:25.120 --> 01:27.880]  One week I noticed that the rashes on my arms were going away.
[01:27.880 --> 01:29.960]  My elbows are completely cleared up.
[01:29.960 --> 01:30.960]  You have to try it.
